model_id,twist_deg,rise_A,model_status,coordinate_file,started_at,finished_at,elapsed_seconds,diffraction_status,diffraction_file,score_status,notes,pilot_selection,pilot_notes,pnab_work_dir,pnab_returncode,pnab_stdout_tail,pnab_stderr_tail,base_rmsd,helical_rmsd,combined_rmsd
twist30p0_rise3p400,30.000,3.400,generated_with_pnab_nonzero,outputs\twist_rise_scan\pilot_coordinates_30_340\twist30p0_rise3p400.pdb,2026-06-27T09:08:38Z,2026-06-27T09:11:36Z,177.794,pending,,pending,fixed.pdb produced despite nonzero pNAB exit code; coordinate copied for cautious downstream review,true,twist/rise pilot grid,outputs\twist_rise_scan\pilot_pnab_work_30_340\twist30p0_rise3p400,3221225477,1: 0%	Accepted: 0,ERROR conda.cli.main_run:execute(148): `conda run python run.py` failed. (See above for error),,,
