angle_deg,candidate_id,candidate_path,pdf_page,r,rwp,energy_kcal_mol,source_pdf,notes
18,cand0,18/cand0/initial.pdb,1,0.083,1.174,nan,inputs/asem_sidechains_20260625/raw/pNAB_per_candidate_overlays.pdf,Asem PDF visual overlay; raw numeric profile data not present in this PDF
18,cand1,18/cand1/initial.pdb,1,-0.162,1.382,nan,inputs/asem_sidechains_20260625/raw/pNAB_per_candidate_overlays.pdf,Asem PDF visual overlay; raw numeric profile data not present in this PDF
18,cand2,18/cand2/initial.pdb,1,-0.174,1.395,nan,inputs/asem_sidechains_20260625/raw/pNAB_per_candidate_overlays.pdf,Asem PDF visual overlay; raw numeric profile data not present in this PDF
18,cand3,18/cand3/initial.pdb,1,0.073,1.186,nan,inputs/asem_sidechains_20260625/raw/pNAB_per_candidate_overlays.pdf,Asem PDF visual overlay; raw numeric profile data not present in this PDF
18,cand4,18/cand4/initial.pdb,1,-0.167,1.389,nan,inputs/asem_sidechains_20260625/raw/pNAB_per_candidate_overlays.pdf,Asem PDF visual overlay; raw numeric profile data not present in this PDF
18,cand5,18/cand5/initial.pdb,1,-0.164,1.365,nan,inputs/asem_sidechains_20260625/raw/pNAB_per_candidate_overlays.pdf,Asem PDF visual overlay; raw numeric profile data not present in this PDF
18,cand6,18/cand6/initial.pdb,1,-0.154,1.371,nan,inputs/asem_sidechains_20260625/raw/pNAB_per_candidate_overlays.pdf,Asem PDF visual overlay; raw numeric profile data not present in this PDF
18,cand7,18/cand7/initial.pdb,1,-0.159,1.383,nan,inputs/asem_sidechains_20260625/raw/pNAB_per_candidate_overlays.pdf,Asem PDF visual overlay; raw numeric profile data not present in this PDF
18,cand8,18/cand8/initial.pdb,2,-0.145,1.366,nan,inputs/asem_sidechains_20260625/raw/pNAB_per_candidate_overlays.pdf,Asem PDF visual overlay; raw numeric profile data not present in this PDF
18,cand9,18/cand9/initial.pdb,2,-0.171,1.390,nan,inputs/asem_sidechains_20260625/raw/pNAB_per_candidate_overlays.pdf,Asem PDF visual overlay; raw numeric profile data not present in this PDF
18,cand10,18/cand10/initial.pdb,2,-0.143,1.363,nan,inputs/asem_sidechains_20260625/raw/pNAB_per_candidate_overlays.pdf,Asem PDF visual overlay; raw numeric profile data not present in this PDF
18,cand11,18/cand11/initial.pdb,2,-0.166,1.384,nan,inputs/asem_sidechains_20260625/raw/pNAB_per_candidate_overlays.pdf,Asem PDF visual overlay; raw numeric profile data not present in this PDF
18,cand12,18/cand12/initial.pdb,2,-0.173,1.395,nan,inputs/asem_sidechains_20260625/raw/pNAB_per_candidate_overlays.pdf,Asem PDF visual overlay; raw numeric profile data not present in this PDF
18,cand13,18/cand13/initial.pdb,2,-0.165,1.387,nan,inputs/asem_sidechains_20260625/raw/pNAB_per_candidate_overlays.pdf,Asem PDF visual overlay; raw numeric profile data not present in this PDF
18,cand14,18/cand14/initial.pdb,2,-0.159,1.382,nan,inputs/asem_sidechains_20260625/raw/pNAB_per_candidate_overlays.pdf,Asem PDF visual overlay; raw numeric profile data not present in this PDF
19,cand0,19/cand0/initial.pdb,2,0.051,1.183,nan,inputs/asem_sidechains_20260625/raw/pNAB_per_candidate_overlays.pdf,Asem PDF visual overlay; raw numeric profile data not present in this PDF
19,cand1,19/cand1/initial.pdb,3,-0.101,1.304,nan,inputs/asem_sidechains_20260625/raw/pNAB_per_candidate_overlays.pdf,Asem PDF visual overlay; raw numeric profile data not present in this PDF
19,cand2,19/cand2/initial.pdb,3,-0.113,1.300,nan,inputs/asem_sidechains_20260625/raw/pNAB_per_candidate_overlays.pdf,Asem PDF visual overlay; raw numeric profile data not present in this PDF
20,cand0,20/cand0/initial.pdb,3,-0.040,1.238,nan,inputs/asem_sidechains_20260625/raw/pNAB_per_candidate_overlays.pdf,Asem PDF visual overlay; raw numeric profile data not present in this PDF
21,cand0,21/cand0/initial.pdb,3,0.047,1.171,nan,inputs/asem_sidechains_20260625/raw/pNAB_per_candidate_overlays.pdf,Asem PDF visual overlay; raw numeric profile data not present in this PDF
21,cand1,21/cand1/initial.pdb,3,0.030,1.177,nan,inputs/asem_sidechains_20260625/raw/pNAB_per_candidate_overlays.pdf,Asem PDF visual overlay; raw numeric profile data not present in this PDF
22,cand0,22/cand0/initial.pdb,3,0.086,1.124,nan,inputs/asem_sidechains_20260625/raw/pNAB_per_candidate_overlays.pdf,Asem PDF visual overlay; raw numeric profile data not present in this PDF
23,cand0,23/cand0/initial.pdb,3,-0.020,1.392,nan,inputs/asem_sidechains_20260625/raw/pNAB_per_candidate_overlays.pdf,Asem PDF visual overlay; raw numeric profile data not present in this PDF
23,cand1,23/cand1/initial.pdb,3,0.094,1.087,nan,inputs/asem_sidechains_20260625/raw/pNAB_per_candidate_overlays.pdf,Asem PDF visual overlay; raw numeric profile data not present in this PDF
23,cand2,23/cand2/initial.pdb,4,0.099,1.053,nan,inputs/asem_sidechains_20260625/raw/pNAB_per_candidate_overlays.pdf,Asem PDF visual overlay; raw numeric profile data not present in this PDF
23,cand3,23/cand3/initial.pdb,4,0.131,0.914,nan,inputs/asem_sidechains_20260625/raw/pNAB_per_candidate_overlays.pdf,Asem PDF visual overlay; raw numeric profile data not present in this PDF
24,cand0,24/cand0/initial.pdb,4,0.031,1.112,nan,inputs/asem_sidechains_20260625/raw/pNAB_per_candidate_overlays.pdf,Asem PDF visual overlay; raw numeric profile data not present in this PDF
24,cand1,24/cand1/initial.pdb,4,0.105,1.112,nan,inputs/asem_sidechains_20260625/raw/pNAB_per_candidate_overlays.pdf,Asem PDF visual overlay; raw numeric profile data not present in this PDF
25,cand0,25/cand0/initial.pdb,4,0.018,1.101,-149.5,inputs/asem_sidechains_20260625/raw/pNAB_per_candidate_overlays.pdf,Asem PDF visual overlay; raw numeric profile data not present in this PDF
