pdb_file,residue_count,mean_radius_xy,min_radius_xy,max_radius_xy,z_min,z_max,z_span,angle_min,angle_max,angular_coverage_rad
outputs/intermediates/normalized_structures/full_hexaplex_anti_parallel_30deg_ideal_heavy_deduped.pdb,180,10.643939,7.421188,13.868490,-2.417000,50.017200,52.434200,-3.080925,3.082425,6.163350
