candidate_label,source_path,copied_path,filename,sha256,file_size_bytes,xyz_atom_count_header,xyz_atom_count_observed,element_counts,coordinate_span_x_a,coordinate_span_y_a,coordinate_span_z_a,hydrogens_present,duplicate_coordinate_atom_line_count,profile_path,profile_method,provenance_note,not_16mer_note
nick_hexaplex_8hexads,C:\Users\hpage3\research\nick-diffraction-reference\working\2026-06-19\Hexaplex_8Hexads.xyz,inputs\candidates\nick_hexaplex_8hexads.xyz,nick_hexaplex_8hexads.xyz,1cacfc20ed6e6660f9832d9d7c5c68a01386d468651e693d71559c818a632702,101142,2064,2064,C:1032;N:556;O:476,30.219000,32.909000,32.908000,no,1032,outputs\metrics\hxc590_s1_nick_hexaplex_8hexads_profile.csv,Debye-style histogram profile from copied XYZ using q/d/intensity scorer-compatible columns,"Nick-provided Hexaplex_8Hexads.xyz, copied unchanged into the HXC590 scoring repo for this screen.","This candidate is treated as Nick's included 8-hexad candidate, not a 16-mer."
