source_twist_deg,source_file,source_atom_count,source_heavy_atom_count,source_layer_count,target_repeat_count,built_repeat_count,output_pdb,output_xyz,output_atom_count,output_heavy_atom_count,dedup_removed_count,axis_method,rise_mean_A,rise_sd_A,twist_mean_deg,twist_sd_deg,build_status,stop_reason,note
29,inputs/asem_twist_series_29_30_31/raw/29/29.pdb.txt,3573,2166,30,32,32,inputs/asem_twist_series_29_30_31/extended_stacks/asem_29deg_extended_32layer_equiv.pdb,inputs/asem_twist_series_29_30_31/extended_stacks/xyz/asem_29deg_extended_32layer_equiv_heavy_dedup.xyz,3803,2310,0,PCA of six-residue layer centroids; complete layers repeated by mean screw transform,8.78044560747,3.23413776268,-9.41556748095,84.2637593776,built,,Synthetic layer-equivalent extension; not minimized or independently generated.
29,inputs/asem_twist_series_29_30_31/raw/29/29.pdb.txt,3573,2166,30,64,64,inputs/asem_twist_series_29_30_31/extended_stacks/asem_29deg_extended_64layer_equiv.pdb,inputs/asem_twist_series_29_30_31/extended_stacks/xyz/asem_29deg_extended_64layer_equiv_heavy_dedup.xyz,7604,4620,0,PCA of six-residue layer centroids; complete layers repeated by mean screw transform,8.78044560747,3.23413776268,-9.41556748095,84.2637593776,built,,Synthetic layer-equivalent extension; not minimized or independently generated.
29,inputs/asem_twist_series_29_30_31/raw/29/29.pdb.txt,3573,2166,30,100,100,inputs/asem_twist_series_29_30_31/extended_stacks/asem_29deg_extended_100layer_equiv.pdb,inputs/asem_twist_series_29_30_31/extended_stacks/xyz/asem_29deg_extended_100layer_equiv_heavy_dedup.xyz,11910,7220,0,PCA of six-residue layer centroids; complete layers repeated by mean screw transform,8.78044560747,3.23413776268,-9.41556748095,84.2637593776,built,,Synthetic layer-equivalent extension; not minimized or independently generated.
30,inputs/asem_twist_series_29_30_31/raw/30/30.pdb.txt,3573,2166,30,32,32,inputs/asem_twist_series_29_30_31/extended_stacks/asem_30deg_extended_32layer_equiv.pdb,inputs/asem_twist_series_29_30_31/extended_stacks/xyz/asem_30deg_extended_32layer_equiv_heavy_dedup.xyz,3803,2310,0,PCA of six-residue layer centroids; complete layers repeated by mean screw transform,8.78792981703,3.21658233269,-9.42581573516,86.9295230447,built,,Synthetic layer-equivalent extension; not minimized or independently generated.
30,inputs/asem_twist_series_29_30_31/raw/30/30.pdb.txt,3573,2166,30,64,64,inputs/asem_twist_series_29_30_31/extended_stacks/asem_30deg_extended_64layer_equiv.pdb,inputs/asem_twist_series_29_30_31/extended_stacks/xyz/asem_30deg_extended_64layer_equiv_heavy_dedup.xyz,7604,4620,0,PCA of six-residue layer centroids; complete layers repeated by mean screw transform,8.78792981703,3.21658233269,-9.42581573516,86.9295230447,built,,Synthetic layer-equivalent extension; not minimized or independently generated.
30,inputs/asem_twist_series_29_30_31/raw/30/30.pdb.txt,3573,2166,30,100,100,inputs/asem_twist_series_29_30_31/extended_stacks/asem_30deg_extended_100layer_equiv.pdb,inputs/asem_twist_series_29_30_31/extended_stacks/xyz/asem_30deg_extended_100layer_equiv_heavy_dedup.xyz,11910,7220,0,PCA of six-residue layer centroids; complete layers repeated by mean screw transform,8.78792981703,3.21658233269,-9.42581573516,86.9295230447,built,,Synthetic layer-equivalent extension; not minimized or independently generated.
31,inputs/asem_twist_series_29_30_31/raw/31/31.pdb.txt,3810,2310,32,32,32,inputs/asem_twist_series_29_30_31/extended_stacks/asem_31deg_extended_32layer_equiv.pdb,inputs/asem_twist_series_29_30_31/extended_stacks/xyz/asem_31deg_extended_32layer_equiv_heavy_dedup.xyz,3810,2310,0,PCA of six-residue layer centroids; complete layers repeated by mean screw transform,9.23803464988,2.08122529657,-8.82808248596,89.0291888597,built,,Synthetic layer-equivalent extension; not minimized or independently generated.
31,inputs/asem_twist_series_29_30_31/raw/31/31.pdb.txt,3810,2310,32,64,64,inputs/asem_twist_series_29_30_31/extended_stacks/asem_31deg_extended_64layer_equiv.pdb,inputs/asem_twist_series_29_30_31/extended_stacks/xyz/asem_31deg_extended_64layer_equiv_heavy_dedup.xyz,7620,4620,0,PCA of six-residue layer centroids; complete layers repeated by mean screw transform,9.23803464988,2.08122529657,-8.82808248596,89.0291888597,built,,Synthetic layer-equivalent extension; not minimized or independently generated.
31,inputs/asem_twist_series_29_30_31/raw/31/31.pdb.txt,3810,2310,32,100,100,inputs/asem_twist_series_29_30_31/extended_stacks/asem_31deg_extended_100layer_equiv.pdb,inputs/asem_twist_series_29_30_31/extended_stacks/xyz/asem_31deg_extended_100layer_equiv_heavy_dedup.xyz,11888,7218,0,PCA of six-residue layer centroids; complete layers repeated by mean screw transform,9.23803464988,2.08122529657,-8.82808248596,89.0291888597,built,,Synthetic layer-equivalent extension; not minimized or independently generated.
