unit_count,start_class,feature_group,feature_name,loose_sample_count,formed_reference_sample_count,loose_mean,formed_reference_mean,formed_reference_std,effective_reference_std,std_floor_used,signed_z_deviation,abs_z_deviation
8,axially_misregistered,contact_recovery,CYP_MEP_contact_fraction_vs_target,25,25,0.002727,0.807490,0.034290,0.034290,false,-23.469524,23.469524
8,axially_misregistered,contact_recovery,backbone_contact_fraction_vs_target,25,25,0.004731,0.776129,0.100004,0.100004,false,-7.713648,7.713648
8,axially_misregistered,register_phase,axial_register_score,25,25,0.242739,0.888133,0.035946,0.035946,false,-17.954756,17.954756
8,axially_misregistered,register_phase,angular_phase_order_score,25,25,0.985983,0.944272,0.027630,0.027630,false,1.509664,1.509664
8,axially_misregistered,register_phase,refined_angular_phase_score,25,25,0.999614,0.992092,0.006879,0.006879,false,1.093462,1.093462
8,loose_initial,geometric,RMSD_to_formed_seed_A,25,25,15.345647,0.650877,0.087003,0.087003,false,168.900178,168.900178
8,loose_initial,geometric,compactness_score,25,25,0.635075,0.998300,0.002149,0.002149,false,-169.037792,169.037792
8,loose_initial,geometric,radius_of_gyration_A,25,25,20.942947,13.285512,0.040800,0.040800,false,187.679956,187.679956
8,loose_initial,geometric,radial_extent_A,25,25,33.598021,21.198644,0.401349,0.401349,false,30.894243,30.894243
8,loose_initial,geometric,axial_extent_A,25,25,42.513563,33.862105,0.346046,0.346046,false,25.000870,25.000870
8,loose_initial,geometric,helical_axis_alignment_score,25,25,0.087839,0.737242,0.260463,0.260463,false,-2.493266,2.493266
8,loose_initial,contact_recovery,contact_fraction_vs_target,25,25,0.022271,0.805229,0.036409,0.036409,false,-21.504357,21.504357
8,loose_initial,contact_recovery,CYP_MEP_contact_fraction_vs_target,25,25,0.020965,0.807490,0.034290,0.034290,false,-22.937639,22.937639
8,loose_initial,contact_recovery,backbone_contact_fraction_vs_target,25,25,0.035484,0.776129,0.100004,0.100004,false,-7.406133,7.406133
8,loose_initial,register_phase,axial_register_score,25,25,0.442172,0.888133,0.035946,0.035946,false,-12.406559,12.406559
8,loose_initial,register_phase,angular_phase_order_score,25,25,0.986307,0.944272,0.027630,0.027630,false,1.521386,1.521386
8,loose_initial,register_phase,refined_angular_phase_score,25,25,0.999636,0.992092,0.006879,0.006879,false,1.096753,1.096753
8,radially_separated,geometric,RMSD_to_formed_seed_A,25,25,25.244049,0.650877,0.087003,0.087003,false,282.671390,282.671390
8,radially_separated,geometric,compactness_score,25,25,0.431139,0.998300,0.002149,0.002149,false,-263.945675,263.945675
8,radially_separated,geometric,radius_of_gyration_A,25,25,30.871695,13.285512,0.040800,0.040800,false,431.028654,431.028654
8,radially_separated,geometric,radial_extent_A,25,25,42.446590,21.198644,0.401349,0.401349,false,52.941307,52.941307
8,radially_separated,geometric,axial_extent_A,25,25,35.129587,33.862105,0.346046,0.346046,false,3.662753,3.662753
8,radially_separated,geometric,helical_axis_alignment_score,25,25,0.021554,0.737242,0.260463,0.260463,false,-2.747754,2.747754
8,radially_separated,contact_recovery,contact_fraction_vs_target,25,25,0.000212,0.805229,0.036409,0.036409,false,-22.110212,22.110212
8,radially_separated,contact_recovery,CYP_MEP_contact_fraction_vs_target,25,25,0.000018,0.807490,0.034290,0.034290,false,-23.548531,23.548531
8,radially_separated,contact_recovery,backbone_contact_fraction_vs_target,25,25,0.002151,0.776129,0.100004,0.100004,false,-7.739452,7.739452
8,radially_separated,register_phase,axial_register_score,25,25,0.789940,0.888133,0.035946,0.035946,false,-2.731717,2.731717
8,radially_separated,register_phase,angular_phase_order_score,25,25,0.992870,0.944272,0.027630,0.027630,false,1.758915,1.758915
8,radially_separated,register_phase,refined_angular_phase_score,25,25,0.999910,0.992092,0.006879,0.006879,false,1.136551,1.136551
