unit_count,pair_id,t,compactness_score,contact_fraction_vs_target,CYP_MEP_contact_fraction_vs_target,axial_register_score,angular_phase_order_score,refined_angular_phase_score,rmsd_formedness_score,seed_formation_score,notes
7,0,0.100,0.583375,0.087766,0.089792,0.425363,0.980843,,0.283339,0.472137,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,0,0.150,0.606133,0.125000,0.127431,0.450445,0.977727,,0.316300,0.495121,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,0,0.200,0.628891,0.162234,0.165070,0.475527,0.974612,,0.349262,0.518105,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,0,0.250,0.651648,0.199468,0.202709,0.500608,0.971496,,0.382223,0.541089,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,0,0.300,0.674406,0.236702,0.240349,0.525690,0.968381,,0.415185,0.564072,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,0,0.350,0.697164,0.273936,0.277988,0.550772,0.965265,,0.448146,0.587056,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,0,0.400,0.719922,0.311170,0.315627,0.575853,0.962150,,0.481108,0.610040,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,0,0.450,0.742680,0.348404,0.353266,0.600935,0.959034,,0.514069,0.633024,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,0,0.500,0.765438,0.385638,0.390905,0.626016,0.955919,,0.547031,0.656008,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,0,0.550,0.788196,0.422873,0.428544,0.651098,0.952803,,0.579992,0.678992,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,0,0.600,0.810954,0.460107,0.466183,0.676180,0.949687,,0.612954,0.701976,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,0,0.650,0.833712,0.497341,0.503822,0.701261,0.946572,,0.645915,0.724960,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,0,0.700,0.856470,0.534575,0.541461,0.726343,0.943456,,0.678877,0.747944,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,0,0.750,0.879228,0.571809,0.579101,0.751425,0.940341,,0.711839,0.770927,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,0,0.800,0.901985,0.609043,0.616740,0.776506,0.937225,,0.744800,0.793911,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,0,0.850,0.924743,0.646277,0.654379,0.801588,0.934110,,0.777762,0.816895,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,0,0.900,0.947501,0.683511,0.692018,0.826670,0.930994,,0.810723,0.839879,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,0,0.950,0.970259,0.720745,0.729657,0.851751,0.927879,,0.843685,0.862863,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,0,1.000,0.993017,0.757979,0.767296,0.876833,0.924763,,0.876646,0.885847,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,1,0.000,0.561092,0.005319,0.001451,0.372607,0.997417,,0.231552,0.433597,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,1,0.050,0.583037,0.042819,0.040445,0.396710,0.995807,,0.263677,0.456410,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,1,0.100,0.604983,0.080319,0.079438,0.420812,0.994197,,0.295802,0.479222,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,1,0.150,0.626928,0.117819,0.118432,0.444915,0.992587,,0.327927,0.502035,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,1,0.200,0.648874,0.155319,0.157426,0.469017,0.990976,,0.360052,0.524847,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,1,0.250,0.670819,0.192819,0.196420,0.493120,0.989366,,0.392177,0.547660,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,1,0.300,0.692764,0.230319,0.235413,0.517222,0.987756,,0.424302,0.570473,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,1,0.350,0.714710,0.267819,0.274407,0.541325,0.986146,,0.456427,0.593285,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,1,0.400,0.736655,0.305319,0.313401,0.565427,0.984536,,0.488552,0.616098,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,1,0.450,0.758601,0.342819,0.352395,0.589530,0.982926,,0.520677,0.638910,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,1,0.500,0.780546,0.380319,0.391388,0.613633,0.981316,,0.552802,0.661723,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,1,0.550,0.802491,0.417819,0.430382,0.637735,0.979705,,0.584927,0.684536,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,1,0.600,0.824437,0.455319,0.469376,0.661838,0.978095,,0.617052,0.707348,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,1,0.650,0.846382,0.492819,0.508370,0.685940,0.976485,,0.649177,0.730161,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,1,0.700,0.868328,0.530319,0.547363,0.710043,0.974875,,0.681302,0.752973,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,1,0.750,0.890273,0.567819,0.586357,0.734145,0.973265,,0.713427,0.775786,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,1,0.800,0.912218,0.605319,0.625351,0.758248,0.971655,,0.745553,0.798599,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,1,0.850,0.934164,0.642819,0.664345,0.782350,0.970044,,0.777678,0.821411,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,1,0.900,0.956109,0.680319,0.703338,0.806453,0.968434,,0.809803,0.844224,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,1,0.950,0.978055,0.717819,0.742332,0.830555,0.966824,,0.841928,0.867036,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,1,1.000,1.000000,0.755319,0.781326,0.854658,0.965214,,0.874053,0.889849,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,2,0.000,0.602700,0.001773,0.001935,0.326491,0.993891,,0.265618,0.438094,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,2,0.050,0.622461,0.043683,0.043807,0.357482,0.991064,,0.297314,0.462400,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,2,0.100,0.642221,0.085594,0.085680,0.388473,0.988237,,0.329011,0.486707,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,2,0.150,0.661982,0.127504,0.127552,0.419464,0.985410,,0.360707,0.511013,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,2,0.200,0.681742,0.169415,0.169424,0.450455,0.982583,,0.392404,0.535319,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,2,0.250,0.701503,0.211325,0.211296,0.481446,0.979756,,0.424101,0.559626,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,2,0.300,0.721264,0.253236,0.253169,0.512438,0.976929,,0.455797,0.583932,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,2,0.350,0.741024,0.295146,0.295041,0.543429,0.974102,,0.487494,0.608238,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,2,0.400,0.760785,0.337057,0.336913,0.574420,0.971275,,0.519191,0.632545,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,2,0.450,0.780545,0.378967,0.378786,0.605411,0.968448,,0.550887,0.656851,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,2,0.500,0.800306,0.420878,0.420658,0.636402,0.965621,,0.582584,0.681157,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,2,0.550,0.820067,0.462788,0.462530,0.667393,0.962794,,0.614280,0.705464,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,2,0.600,0.839827,0.504698,0.504403,0.698384,0.959967,,0.645977,0.729770,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,2,0.650,0.859588,0.546609,0.546275,0.729375,0.957140,,0.677674,0.754077,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,2,0.700,0.879348,0.588519,0.588147,0.760366,0.954313,,0.709370,0.778383,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,2,0.750,0.899109,0.630430,0.630020,0.791357,0.951486,,0.741067,0.802689,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,2,0.800,0.918870,0.672340,0.671892,0.822349,0.948659,,0.772763,0.826996,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,2,0.850,0.938630,0.714251,0.713764,0.853340,0.945832,,0.804460,0.851302,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,2,0.900,0.958391,0.756161,0.755636,0.884331,0.943005,,0.836157,0.875608,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,2,0.950,0.978151,0.798072,0.797509,0.915322,0.940178,,0.867853,0.899915,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,2,1.000,0.997912,0.839982,0.839381,0.946313,0.937351,,0.899550,0.924221,linear interpolation in oriented order-parameter space; not atomistic dynamics
