unit_count,legacy_first_feature,refined_first_feature,legacy_ordering_summary,refined_ordering_summary,comparison_note
4,axial_register_score,axial_register_score,axial_register_score -> CYP_MEP_contact_fraction_vs_target -> compactness_score -> contact_fraction_vs_target -> rmsd_formedness_score,axial_register_score -> CYP_MEP_contact_fraction_vs_target -> compactness_score -> contact_fraction_vs_target -> rmsd_formedness_score,phase coordinates are non-activating in activation summaries when formed mean is not higher than loose mean; compare non-phase features conservatively
5,rmsd_formedness_score,axial_register_score,rmsd_formedness_score -> CYP_MEP_contact_fraction_vs_target -> axial_register_score -> compactness_score -> contact_fraction_vs_target,axial_register_score -> compactness_score -> rmsd_formedness_score -> CYP_MEP_contact_fraction_vs_target -> contact_fraction_vs_target,phase coordinates are non-activating in activation summaries when formed mean is not higher than loose mean; compare non-phase features conservatively
6,CYP_MEP_contact_fraction_vs_target,CYP_MEP_contact_fraction_vs_target,CYP_MEP_contact_fraction_vs_target -> compactness_score -> contact_fraction_vs_target -> seed_formation_score -> axial_register_score,CYP_MEP_contact_fraction_vs_target -> axial_register_score -> contact_fraction_vs_target -> rmsd_formedness_score -> seed_formation_score,phase coordinates are non-activating in activation summaries when formed mean is not higher than loose mean; compare non-phase features conservatively
7,compactness_score,CYP_MEP_contact_fraction_vs_target,compactness_score -> CYP_MEP_contact_fraction_vs_target -> axial_register_score -> contact_fraction_vs_target -> rmsd_formedness_score,CYP_MEP_contact_fraction_vs_target -> axial_register_score -> compactness_score -> contact_fraction_vs_target -> rmsd_formedness_score,phase coordinates are non-activating in activation summaries when formed mean is not higher than loose mean; compare non-phase features conservatively
