unit_count,pair_id,t,compactness_score,contact_fraction_vs_target,CYP_MEP_contact_fraction_vs_target,axial_register_score,angular_phase_order_score,refined_angular_phase_score,rmsd_formedness_score,seed_formation_score,notes
4,0,0.000,0.610100,0.000000,0.000000,0.406239,,0.882985,0.300302,0.420571,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,2,0.550,0.800724,0.476906,0.481599,0.809233,,0.817325,0.590194,0.688392,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,2,0.600,0.822398,0.518088,0.523001,0.823182,,0.834347,0.625475,0.713637,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,2,0.650,0.844072,0.559270,0.564402,0.837130,,0.851370,0.660756,0.738882,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,2,0.700,0.865746,0.600452,0.605803,0.851079,,0.868392,0.696036,0.764127,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,2,0.750,0.887420,0.641634,0.647205,0.865028,,0.885414,0.731317,0.789371,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,2,0.800,0.909094,0.682816,0.688606,0.878977,,0.902437,0.766597,0.814616,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,2,0.850,0.930768,0.723999,0.730007,0.892926,,0.919459,0.801878,0.839861,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,2,0.900,0.952442,0.765181,0.771408,0.906874,,0.936481,0.837159,0.865106,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,2,0.950,0.974116,0.806363,0.812810,0.920823,,0.953504,0.872439,0.890350,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,2,1.000,0.995790,0.847545,0.854211,0.934772,,0.970526,0.907720,0.915595,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,3,0.000,0.554343,0.000000,0.000000,0.374264,,0.983400,0.261802,0.419780,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,3,0.050,0.576033,0.036208,0.037049,0.396889,,0.984144,0.292896,0.442766,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,3,0.100,0.597723,0.072416,0.074098,0.419515,,0.984888,0.323990,0.465751,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,3,0.150,0.619413,0.108624,0.111147,0.442140,,0.985632,0.355084,0.488737,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,3,0.200,0.641103,0.144832,0.148195,0.464766,,0.986376,0.386178,0.511722,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,3,0.250,0.662793,0.181040,0.185244,0.487391,,0.987120,0.417273,0.534708,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,3,0.300,0.684483,0.217248,0.222293,0.510017,,0.987864,0.448367,0.557693,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,3,0.350,0.706173,0.253456,0.259342,0.532642,,0.988608,0.479461,0.580679,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,3,0.400,0.727863,0.289664,0.296391,0.555268,,0.989352,0.510555,0.603664,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,3,0.450,0.749553,0.325872,0.333440,0.577893,,0.990096,0.541649,0.626650,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,3,0.500,0.771243,0.362080,0.370488,0.600518,,0.990841,0.572744,0.649636,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,3,0.550,0.792932,0.398288,0.407537,0.623144,,0.991585,0.603838,0.672621,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,3,0.600,0.814622,0.434496,0.444586,0.645769,,0.992329,0.634932,0.695607,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,3,0.650,0.836312,0.470704,0.481635,0.668395,,0.993073,0.666026,0.718592,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,3,0.700,0.858002,0.506912,0.518684,0.691020,,0.993817,0.697121,0.741578,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,3,0.750,0.879692,0.543120,0.555733,0.713646,,0.994561,0.728215,0.764563,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,3,0.800,0.901382,0.579328,0.592782,0.736271,,0.995305,0.759309,0.787549,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,3,0.850,0.923072,0.615536,0.629830,0.758897,,0.996049,0.790403,0.810534,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,3,0.900,0.944762,0.651744,0.666879,0.781522,,0.996793,0.821497,0.833520,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,3,0.950,0.966452,0.687952,0.703928,0.804148,,0.997537,0.852592,0.856505,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,3,1.000,0.988142,0.724160,0.740977,0.826773,,0.998281,0.883686,0.879491,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,4,0.000,0.549983,0.000000,0.000000,0.306482,,0.540225,0.145845,0.296945,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,4,0.050,0.572484,0.046350,0.046391,0.336113,,0.562675,0.184077,0.328919,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,4,0.100,0.594985,0.092700,0.092781,0.365744,,0.585126,0.222310,0.360893,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,4,0.150,0.617486,0.139050,0.139172,0.395376,,0.607576,0.260542,0.392867,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,4,0.200,0.639986,0.185401,0.185563,0.425007,,0.630026,0.298774,0.424841,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,4,0.250,0.662487,0.231751,0.231953,0.454638,,0.652477,0.337007,0.456816,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,4,0.300,0.684988,0.278101,0.278344,0.484269,,0.674927,0.375239,0.488790,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,4,0.350,0.707489,0.324451,0.324735,0.513901,,0.697377,0.413471,0.520764,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,4,0.400,0.729990,0.370801,0.371125,0.543532,,0.719828,0.451704,0.552738,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,4,0.450,0.752491,0.417151,0.417516,0.573163,,0.742278,0.489936,0.584712,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,4,0.500,0.774992,0.463502,0.463906,0.602794,,0.764728,0.528168,0.616686,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,4,0.550,0.797492,0.509852,0.510297,0.632426,,0.787179,0.566401,0.648660,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,4,0.600,0.819993,0.556202,0.556688,0.662057,,0.809629,0.604633,0.680634,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,4,0.650,0.842494,0.602552,0.603078,0.691688,,0.832080,0.642865,0.712608,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,4,0.700,0.864995,0.648902,0.649469,0.721319,,0.854530,0.681098,0.744582,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,4,0.750,0.887496,0.695252,0.695860,0.750951,,0.876980,0.719330,0.776556,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,4,0.800,0.909997,0.741602,0.742250,0.780582,,0.899431,0.757562,0.808531,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,4,0.850,0.932497,0.787953,0.788641,0.810213,,0.921881,0.795794,0.840505,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,4,0.900,0.954998,0.834303,0.835032,0.839844,,0.944331,0.834027,0.872479,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,4,0.950,0.977499,0.880653,0.881422,0.869476,,0.966782,0.872259,0.904453,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,4,1.000,1.000000,0.927003,0.927813,0.899107,,0.989232,0.910491,0.936427,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,5,0.000,0.580583,0.027132,0.027601,0.508324,,0.907615,0.262100,0.443080,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,5,0.050,0.600924,0.059206,0.061217,0.527635,,0.912078,0.293535,0.465023,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,5,0.100,0.621265,0.091279,0.094834,0.546945,,0.916541,0.324970,0.486967,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,5,0.150,0.641606,0.123353,0.128450,0.566256,,0.921004,0.356405,0.508910,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,5,0.200,0.661947,0.155427,0.162067,0.585567,,0.925467,0.387841,0.530854,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,5,0.250,0.682287,0.187500,0.195683,0.604877,,0.929930,0.419276,0.552797,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,5,0.300,0.702628,0.219574,0.229299,0.624188,,0.934393,0.450711,0.574741,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,5,0.350,0.722969,0.251648,0.262916,0.643499,,0.938856,0.482147,0.596684,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,5,0.400,0.743310,0.283721,0.296532,0.662809,,0.943319,0.513582,0.618628,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,5,0.450,0.763651,0.315795,0.330149,0.682120,,0.947782,0.545017,0.640571,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,5,0.500,0.783992,0.347868,0.363765,0.701431,,0.952245,0.576452,0.662515,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,5,0.550,0.804333,0.379942,0.397381,0.720741,,0.956709,0.607888,0.684459,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,5,0.600,0.824674,0.412016,0.430998,0.740052,,0.961172,0.639323,0.706402,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,5,0.650,0.845015,0.444089,0.464614,0.759362,,0.965635,0.670758,0.728346,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,5,0.700,0.865356,0.476163,0.498231,0.778673,,0.970098,0.702193,0.750289,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,5,0.750,0.885696,0.508237,0.531847,0.797984,,0.974561,0.733629,0.772232,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,5,0.800,0.906037,0.540310,0.565463,0.817294,,0.979024,0.765064,0.794176,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,5,0.850,0.926378,0.572384,0.599080,0.836605,,0.983487,0.796499,0.816119,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,5,0.900,0.946719,0.604458,0.632696,0.855916,,0.987950,0.827935,0.838063,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,5,0.950,0.967060,0.636531,0.666313,0.875226,,0.992413,0.859370,0.860007,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,5,1.000,0.987401,0.668605,0.699929,0.894537,,0.996876,0.890805,0.881950,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,6,0.000,0.561852,0.000000,0.000000,0.501794,,0.906637,0.253876,0.298620,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,6,0.050,0.583352,0.032009,0.033899,0.519232,,0.911092,0.285039,0.326690,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,6,0.100,0.604851,0.064018,0.067799,0.536671,,0.915546,0.316202,0.354761,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,6,0.150,0.626351,0.096027,0.101698,0.554109,,0.920000,0.347365,0.382831,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,6,0.200,0.647851,0.128036,0.135598,0.571548,,0.924455,0.378528,0.410901,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,6,0.250,0.669350,0.160045,0.169497,0.588986,,0.928910,0.409691,0.438971,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,6,0.300,0.690850,0.192054,0.203397,0.606425,,0.933364,0.440854,0.467042,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,6,0.350,0.712350,0.224063,0.237296,0.623863,,0.937818,0.472018,0.495112,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,6,0.400,0.733850,0.256072,0.271196,0.641302,,0.942273,0.503181,0.523182,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,6,0.450,0.755349,0.288081,0.305096,0.658740,,0.946728,0.534344,0.551253,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,6,0.500,0.776849,0.320091,0.338995,0.676179,,0.951182,0.565507,0.579323,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,6,0.550,0.798349,0.352100,0.372895,0.693617,,0.955636,0.596670,0.607393,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,6,0.600,0.819848,0.384109,0.406794,0.711055,,0.960091,0.627833,0.635464,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,6,0.650,0.841348,0.416118,0.440694,0.728494,,0.964546,0.658996,0.663534,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,6,0.700,0.862848,0.448127,0.474593,0.745932,,0.969000,0.690159,0.691604,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,6,0.750,0.884348,0.480136,0.508493,0.763371,,0.973455,0.721322,0.719674,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,6,0.800,0.905847,0.512145,0.542392,0.780809,,0.977909,0.752485,0.747745,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,6,0.850,0.927347,0.544154,0.576291,0.798248,,0.982364,0.783648,0.775815,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,6,0.900,0.948847,0.576163,0.610191,0.815686,,0.986818,0.814811,0.803885,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,6,0.950,0.970346,0.608172,0.644090,0.833125,,0.991273,0.845974,0.831956,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,6,1.000,0.991846,0.640181,0.677990,0.850563,,0.995727,0.877137,0.860026,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,7,0.000,0.556624,0.000000,0.000000,0.309012,,0.830251,0.233364,0.377230,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,7,0.050,0.578793,0.040213,0.040552,0.333695,,0.838628,0.265335,0.402889,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,7,0.100,0.600962,0.080426,0.081104,0.358377,,0.847004,0.297305,0.428548,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,7,0.150,0.623130,0.120640,0.121656,0.383060,,0.855381,0.329276,0.454208,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,7,0.200,0.645299,0.160853,0.162208,0.407743,,0.863758,0.361246,0.479867,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,7,0.250,0.667468,0.201066,0.202760,0.432426,,0.872135,0.393217,0.505526,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,7,0.300,0.689637,0.241279,0.243312,0.457108,,0.880512,0.425187,0.531185,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,7,0.350,0.711806,0.281492,0.283864,0.481791,,0.888888,0.457158,0.556845,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,7,0.400,0.733974,0.321706,0.324416,0.506474,,0.897265,0.489128,0.582504,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,7,0.450,0.756143,0.361919,0.364968,0.531156,,0.905642,0.521099,0.608163,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,7,0.500,0.778312,0.402132,0.405520,0.555839,,0.914018,0.553069,0.633822,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,7,0.550,0.800481,0.442345,0.446072,0.580522,,0.922395,0.585040,0.659482,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,7,0.600,0.822650,0.482558,0.486624,0.605204,,0.930772,0.617010,0.685141,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,7,0.650,0.844818,0.522772,0.527176,0.629887,,0.939149,0.648981,0.710800,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,7,0.700,0.866987,0.562985,0.567728,0.654570,,0.947525,0.680951,0.736460,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,7,0.750,0.889156,0.603198,0.608280,0.679253,,0.955902,0.712922,0.762119,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,7,0.800,0.911325,0.643411,0.648832,0.703935,,0.964279,0.744892,0.787778,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,7,0.850,0.933494,0.683624,0.689384,0.728618,,0.972656,0.776863,0.813437,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,7,0.900,0.955662,0.723838,0.729936,0.753301,,0.981032,0.808833,0.839097,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,7,0.950,0.977831,0.764051,0.770488,0.777983,,0.989409,0.840804,0.864756,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,7,1.000,1.000000,0.804264,0.811040,0.802666,,0.997786,0.872774,0.890415,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,8,0.000,0.552909,0.000000,0.000000,0.458440,,0.561766,0.147123,0.317253,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,8,0.050,0.575146,0.047028,0.046745,0.483194,,0.583449,0.187324,0.349498,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,8,0.100,0.597382,0.094057,0.093489,0.507948,,0.605132,0.227526,0.381744,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,8,0.150,0.619619,0.141085,0.140233,0.532702,,0.626815,0.267728,0.413989,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,8,0.200,0.641856,0.188114,0.186978,0.557456,,0.648498,0.307930,0.446234,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,8,0.250,0.664093,0.235142,0.233722,0.582210,,0.670181,0.348131,0.478479,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,8,0.300,0.686330,0.282170,0.280467,0.606965,,0.691865,0.388333,0.510725,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,8,0.350,0.708566,0.329199,0.327211,0.631719,,0.713548,0.428535,0.542970,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,8,0.400,0.730803,0.376227,0.373956,0.656473,,0.735231,0.468736,0.575215,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,8,0.450,0.753040,0.423256,0.420701,0.681227,,0.756914,0.508938,0.607460,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,8,0.500,0.775276,0.470284,0.467445,0.705981,,0.778597,0.549140,0.639706,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,8,0.550,0.797513,0.517312,0.514190,0.730735,,0.800280,0.589342,0.671951,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,8,0.600,0.819750,0.564341,0.560934,0.755489,,0.821963,0.629543,0.704196,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,8,0.650,0.841987,0.611369,0.607679,0.780243,,0.843646,0.669745,0.736441,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,8,0.700,0.864224,0.658398,0.654423,0.804997,,0.865329,0.709947,0.768686,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,8,0.750,0.886460,0.705426,0.701167,0.829751,,0.887012,0.750149,0.800932,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,8,0.800,0.908697,0.752454,0.747912,0.854506,,0.908696,0.790350,0.833177,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,8,0.850,0.930934,0.799483,0.794656,0.879260,,0.930379,0.830552,0.865422,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,8,0.900,0.953170,0.846511,0.841401,0.904014,,0.952062,0.870754,0.897667,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,8,0.950,0.975407,0.893540,0.888145,0.928768,,0.973745,0.910956,0.929913,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,8,1.000,0.997644,0.940568,0.934890,0.953522,,0.995428,0.951157,0.962158,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,9,0.000,0.596703,0.000000,0.000000,0.317456,,0.577950,0.156814,0.306520,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,9,0.050,0.616868,0.039890,0.039738,0.345044,,0.596948,0.193009,0.335618,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,9,0.100,0.637033,0.079780,0.079476,0.372632,,0.615947,0.229204,0.364716,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,9,0.150,0.657198,0.119671,0.119214,0.400219,,0.634945,0.265400,0.393815,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,9,0.200,0.677362,0.159561,0.158953,0.427807,,0.653944,0.301595,0.422913,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,9,0.250,0.697527,0.199451,0.198691,0.455395,,0.672942,0.337791,0.452011,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,9,0.300,0.717692,0.239341,0.238429,0.482982,,0.691941,0.373986,0.481109,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,9,0.350,0.737857,0.279231,0.278167,0.510570,,0.710939,0.410182,0.510208,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,9,0.400,0.758022,0.319122,0.317905,0.538158,,0.729938,0.446377,0.539306,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,9,0.450,0.778187,0.359012,0.357643,0.565746,,0.748936,0.482572,0.568404,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,9,0.500,0.798351,0.398902,0.397381,0.593333,,0.767934,0.518768,0.597503,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,9,0.550,0.818516,0.438792,0.437120,0.620921,,0.786933,0.554963,0.626601,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,9,0.600,0.838681,0.478682,0.476858,0.648509,,0.805931,0.591159,0.655699,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,9,0.650,0.858846,0.518573,0.516596,0.676097,,0.824930,0.627354,0.684797,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,9,0.700,0.879011,0.558463,0.556334,0.703685,,0.843928,0.663549,0.713896,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,9,0.750,0.899176,0.598353,0.596072,0.731272,,0.862927,0.699745,0.742994,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,9,0.800,0.919341,0.638243,0.635810,0.758860,,0.881925,0.735940,0.772092,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,9,0.850,0.939505,0.678133,0.675549,0.786448,,0.900924,0.772136,0.801190,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,9,0.900,0.959670,0.718024,0.715287,0.814036,,0.919922,0.808331,0.830288,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,9,0.950,0.979835,0.757914,0.755025,0.841623,,0.938921,0.844527,0.859387,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,9,1.000,1.000000,0.797804,0.794763,0.869211,,0.957919,0.880722,0.888485,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,10,0.000,0.572708,0.000000,0.000000,0.594294,,0.746807,0.217999,0.414107,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,10,0.050,0.593717,0.039793,0.040021,0.612462,,0.759374,0.251479,0.439417,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,10,0.100,0.614726,0.079587,0.080043,0.630629,,0.771940,0.284959,0.464728,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,10,0.150,0.635736,0.119380,0.120064,0.648797,,0.784506,0.318440,0.490038,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,10,0.200,0.656745,0.159173,0.160085,0.666965,,0.797073,0.351920,0.515348,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,10,0.250,0.677754,0.198966,0.200106,0.685133,,0.809640,0.385400,0.540659,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,10,0.300,0.698763,0.238760,0.240127,0.703300,,0.822206,0.418881,0.565969,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,10,0.350,0.719773,0.278553,0.280149,0.721468,,0.834773,0.452361,0.591279,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,10,0.400,0.740782,0.318346,0.320170,0.739636,,0.847339,0.485841,0.616590,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,10,0.450,0.761791,0.358140,0.360191,0.757803,,0.859905,0.519322,0.641900,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,10,0.500,0.782801,0.397933,0.400213,0.775971,,0.872472,0.552802,0.667210,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,10,0.550,0.803810,0.437726,0.440234,0.794139,,0.885039,0.586282,0.692521,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,10,0.600,0.824819,0.477520,0.480255,0.812306,,0.897605,0.619762,0.717831,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,10,0.650,0.845828,0.517313,0.520276,0.830474,,0.910172,0.653243,0.743142,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,10,0.700,0.866837,0.557106,0.560298,0.848642,,0.922738,0.686723,0.768452,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,10,0.750,0.887847,0.596899,0.600319,0.866810,,0.935304,0.720203,0.793762,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,10,0.800,0.908856,0.636693,0.640340,0.884977,,0.947871,0.753684,0.819073,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,10,0.850,0.929865,0.676486,0.680361,0.903145,,0.960438,0.787164,0.844383,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,10,0.900,0.950875,0.716279,0.720383,0.921313,,0.973004,0.820644,0.869693,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,10,0.950,0.971884,0.756073,0.760404,0.939480,,0.985571,0.854125,0.895004,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,10,1.000,0.992893,0.795866,0.800425,0.957648,,0.998137,0.887605,0.920314,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,11,0.000,0.567397,0.000000,0.000000,0.500473,,0.873682,0.245401,0.394215,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,11,0.050,0.588441,0.033979,0.035103,0.519544,,0.879696,0.277043,0.418298,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,11,0.100,0.609485,0.067959,0.070205,0.538616,,0.885710,0.308685,0.442382,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,11,0.150,0.630529,0.101938,0.105308,0.557687,,0.891724,0.340327,0.466465,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,11,0.200,0.651573,0.135917,0.140410,0.576758,,0.897738,0.371969,0.490548,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,11,0.250,0.672618,0.169897,0.175513,0.595830,,0.903752,0.403611,0.514632,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,11,0.300,0.693662,0.203876,0.210616,0.614901,,0.909766,0.435253,0.538715,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,11,0.350,0.714706,0.237855,0.245718,0.633972,,0.915780,0.466895,0.562798,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,11,0.400,0.735750,0.271835,0.280821,0.653043,,0.921794,0.498537,0.586881,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,11,0.450,0.756794,0.305814,0.315923,0.672115,,0.927808,0.530179,0.610965,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,11,0.500,0.777838,0.339794,0.351026,0.691186,,0.933821,0.561821,0.635048,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,11,0.550,0.798882,0.373773,0.386129,0.710257,,0.939835,0.593462,0.659131,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,11,0.600,0.819926,0.407752,0.421231,0.729329,,0.945849,0.625104,0.683215,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,11,0.650,0.840970,0.441732,0.456334,0.748400,,0.951863,0.656746,0.707298,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,11,0.700,0.862014,0.475711,0.491436,0.767471,,0.957877,0.688388,0.731381,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,11,0.750,0.883058,0.509690,0.526539,0.786542,,0.963891,0.720030,0.755464,linear interpolation in oriented order-parameter space; not atomistic dynamics
