unit_count,preserved_angular_first_feature,angular_randomized_first_feature,preserved_angular_ordering_summary,angular_randomized_ordering_summary,comparison_note
4,axial_register_score,contact_fraction_vs_target,axial_register_score -> CYP_MEP_contact_fraction_vs_target -> compactness_score -> contact_fraction_vs_target -> rmsd_formedness_score,contact_fraction_vs_target -> rmsd_formedness_score -> seed_formation_score -> CYP_MEP_contact_fraction_vs_target -> axial_register_score,angular-randomized loose ensemble lowers refined phase formedness; refined phase becomes competitive/early but ordering remains low-confidence and mixed by unit count
5,axial_register_score,refined_angular_phase_score,axial_register_score -> compactness_score -> rmsd_formedness_score -> CYP_MEP_contact_fraction_vs_target -> contact_fraction_vs_target,refined_angular_phase_score -> rmsd_formedness_score -> seed_formation_score -> contact_fraction_vs_target -> CYP_MEP_contact_fraction_vs_target,angular-randomized loose ensemble lowers refined phase formedness; refined phase becomes competitive/early but ordering remains low-confidence and mixed by unit count
6,CYP_MEP_contact_fraction_vs_target,rmsd_formedness_score,CYP_MEP_contact_fraction_vs_target -> axial_register_score -> contact_fraction_vs_target -> rmsd_formedness_score -> seed_formation_score,rmsd_formedness_score -> CYP_MEP_contact_fraction_vs_target -> axial_register_score -> compactness_score -> contact_fraction_vs_target,angular-randomized loose ensemble lowers refined phase formedness; refined phase becomes competitive/early but ordering remains low-confidence and mixed by unit count
7,CYP_MEP_contact_fraction_vs_target,CYP_MEP_contact_fraction_vs_target,CYP_MEP_contact_fraction_vs_target -> axial_register_score -> compactness_score -> contact_fraction_vs_target -> rmsd_formedness_score,CYP_MEP_contact_fraction_vs_target -> compactness_score -> contact_fraction_vs_target -> refined_angular_phase_score -> rmsd_formedness_score,angular-randomized loose ensemble lowers refined phase formedness; refined phase becomes competitive/early but ordering remains low-confidence and mixed by unit count
