unit_count,feature,threshold_mode,threshold_fraction,loose_mean,formed_mean,threshold_value,mean_activation_time,median_activation_time,std_activation_time,fraction_crossed,mean_rank,median_rank,first_feature_frequency,second_feature_frequency,interpretation_note,warnings
4,compactness_score,formed_fraction,0.50,0.511645,0.997715,0.754680,0.533333,0.550000,0.023570,1.000000,3.833333,3.000000,0.000000,0.666667,earlier activation means this oriented order parameter reaches the formed-fraction threshold sooner along paired linear bridge paths,angular_phase_order_score formed mean is not higher than loose mean; treated as non-activating for formed-like ordering
4,contact_fraction_vs_target,formed_fraction,0.50,0.036822,0.742571,0.389697,0.533333,0.550000,0.023570,1.000000,4.000000,3.500000,0.000000,0.000000,earlier activation means this oriented order parameter reaches the formed-fraction threshold sooner along paired linear bridge paths,angular_phase_order_score formed mean is not higher than loose mean; treated as non-activating for formed-like ordering
4,CYP_MEP_contact_fraction_vs_target,formed_fraction,0.50,0.036803,0.754644,0.395724,0.533333,0.550000,0.023570,1.000000,4.000000,3.500000,0.333333,0.333333,earlier activation means this oriented order parameter reaches the formed-fraction threshold sooner along paired linear bridge paths,angular_phase_order_score formed mean is not higher than loose mean; treated as non-activating for formed-like ordering
4,axial_register_score,formed_fraction,0.50,0.453903,0.920270,0.687086,0.516667,0.500000,0.102740,1.000000,3.166667,2.500000,0.666667,0.000000,earlier activation means this oriented order parameter reaches the formed-fraction threshold sooner along paired linear bridge paths,angular_phase_order_score formed mean is not higher than loose mean; treated as non-activating for formed-like ordering
4,rmsd_formedness_score,formed_fraction,0.50,0.249471,0.897389,0.573430,0.516667,0.500000,0.023570,1.000000,3.000000,3.000000,0.000000,0.000000,earlier activation means this oriented order parameter reaches the formed-fraction threshold sooner along paired linear bridge paths,angular_phase_order_score formed mean is not higher than loose mean; treated as non-activating for formed-like ordering
4,seed_formation_score,formed_fraction,0.50,0.448448,0.905626,0.677037,0.516667,0.500000,0.023570,1.000000,3.000000,3.000000,0.000000,0.000000,earlier activation means this oriented order parameter reaches the formed-fraction threshold sooner along paired linear bridge paths,angular_phase_order_score formed mean is not higher than loose mean; treated as non-activating for formed-like ordering
4,angular_phase_order_score,formed_fraction,0.50,0.990399,0.970187,,,,,0.000000,,,0.000000,0.000000,earlier activation means this oriented order parameter reaches the formed-fraction threshold sooner along paired linear bridge paths,angular_phase_order_score formed mean is not higher than loose mean; treated as non-activating for formed-like ordering
4,compactness_score,formed_fraction,0.75,0.511645,0.997715,0.876198,0.783333,0.800000,0.023570,1.000000,3.500000,3.000000,0.000000,0.666667,earlier activation means this oriented order parameter reaches the formed-fraction threshold sooner along paired linear bridge paths,angular_phase_order_score formed mean is not higher than loose mean; treated as non-activating for formed-like ordering
4,contact_fraction_vs_target,formed_fraction,0.75,0.036822,0.742571,0.566134,0.766667,0.800000,0.047140,1.000000,3.000000,3.000000,0.000000,0.333333,earlier activation means this oriented order parameter reaches the formed-fraction threshold sooner along paired linear bridge paths,angular_phase_order_score formed mean is not higher than loose mean; treated as non-activating for formed-like ordering
4,CYP_MEP_contact_fraction_vs_target,formed_fraction,0.75,0.036803,0.754644,0.575184,0.783333,0.800000,0.023570,1.000000,3.833333,4.000000,0.333333,0.000000,earlier activation means this oriented order parameter reaches the formed-fraction threshold sooner along paired linear bridge paths,angular_phase_order_score formed mean is not higher than loose mean; treated as non-activating for formed-like ordering
4,axial_register_score,formed_fraction,0.75,0.453903,0.920270,0.803678,0.783333,0.750000,0.084984,1.000000,3.000000,1.500000,0.666667,0.000000,earlier activation means this oriented order parameter reaches the formed-fraction threshold sooner along paired linear bridge paths,angular_phase_order_score formed mean is not higher than loose mean; treated as non-activating for formed-like ordering
