structure_id,source_pdb,distance_window,window_type,atom_pair_class,residue_pair_class,chain_relation,pair_count,fraction_of_window,backbone_involving
central7,outputs\mini_hexaplex\structures\mini_hexaplex_central7_units.pdb,guessed_7p8_9p0,exploratory_guessed,backbone_like_vs_backbone_like,CYP_MEP_vs_CYP_MEP,same_chain,72,0.003887,yes
central7,outputs\mini_hexaplex\structures\mini_hexaplex_central7_units.pdb,guessed_7p8_9p0,exploratory_guessed,backbone_like_vs_backbone_like,CYP_MEP_vs_GLU,interchain,540,0.029153,yes
central7,outputs\mini_hexaplex\structures\mini_hexaplex_central7_units.pdb,guessed_7p8_9p0,exploratory_guessed,backbone_like_vs_backbone_like,CYP_MEP_vs_GLU,same_chain,168,0.009070,yes
central7,outputs\mini_hexaplex\structures\mini_hexaplex_central7_units.pdb,guessed_7p8_9p0,exploratory_guessed,backbone_like_vs_backbone_like,GLU_vs_GLU,interchain,387,0.020893,yes
central7,outputs\mini_hexaplex\structures\mini_hexaplex_central7_units.pdb,guessed_7p8_9p0,exploratory_guessed,backbone_like_vs_backbone_like,GLU_vs_GLU,same_chain,72,0.003887,yes
central7,outputs\mini_hexaplex\structures\mini_hexaplex_central7_units.pdb,guessed_7p8_9p0,exploratory_guessed,backbone_like_vs_base_like,CYP_MEP_vs_CYP_MEP,interchain,2565,0.138476,yes
central7,outputs\mini_hexaplex\structures\mini_hexaplex_central7_units.pdb,guessed_7p8_9p0,exploratory_guessed,backbone_like_vs_base_like,CYP_MEP_vs_CYP_MEP,same_chain,904,0.048804,yes
central7,outputs\mini_hexaplex\structures\mini_hexaplex_central7_units.pdb,guessed_7p8_9p0,exploratory_guessed,backbone_like_vs_base_like,CYP_MEP_vs_GLU,interchain,1671,0.090212,yes
central7,outputs\mini_hexaplex\structures\mini_hexaplex_central7_units.pdb,guessed_7p8_9p0,exploratory_guessed,backbone_like_vs_base_like,CYP_MEP_vs_GLU,same_chain,894,0.048264,yes
central7,outputs\mini_hexaplex\structures\mini_hexaplex_central7_units.pdb,guessed_7p8_9p0,exploratory_guessed,backbone_like_vs_scaffold_linker,CYP_MEP_vs_GLU,interchain,1086,0.058630,yes
central7,outputs\mini_hexaplex\structures\mini_hexaplex_central7_units.pdb,guessed_7p8_9p0,exploratory_guessed,backbone_like_vs_scaffold_linker,CYP_MEP_vs_GLU,same_chain,126,0.006802,yes
central7,outputs\mini_hexaplex\structures\mini_hexaplex_central7_units.pdb,guessed_7p8_9p0,exploratory_guessed,backbone_like_vs_scaffold_linker,GLU_vs_GLU,interchain,624,0.033688,yes
central7,outputs\mini_hexaplex\structures\mini_hexaplex_central7_units.pdb,guessed_7p8_9p0,exploratory_guessed,backbone_like_vs_scaffold_linker,GLU_vs_GLU,same_chain,432,0.023322,yes
central7,outputs\mini_hexaplex\structures\mini_hexaplex_central7_units.pdb,guessed_7p8_9p0,exploratory_guessed,base_like_vs_base_like,CYP_MEP_vs_CYP_MEP,interchain,5646,0.304810,no
central7,outputs\mini_hexaplex\structures\mini_hexaplex_central7_units.pdb,guessed_7p8_9p0,exploratory_guessed,base_like_vs_base_like,CYP_MEP_vs_CYP_MEP,same_chain,1059,0.057172,no
central7,outputs\mini_hexaplex\structures\mini_hexaplex_central7_units.pdb,guessed_7p8_9p0,exploratory_guessed,base_like_vs_scaffold_linker,CYP_MEP_vs_GLU,interchain,588,0.031744,no
central7,outputs\mini_hexaplex\structures\mini_hexaplex_central7_units.pdb,guessed_7p8_9p0,exploratory_guessed,base_like_vs_scaffold_linker,CYP_MEP_vs_GLU,same_chain,753,0.040652,no
central7,outputs\mini_hexaplex\structures\mini_hexaplex_central7_units.pdb,guessed_7p8_9p0,exploratory_guessed,scaffold_linker_vs_scaffold_linker,GLU_vs_GLU,interchain,189,0.010204,no
central7,outputs\mini_hexaplex\structures\mini_hexaplex_central7_units.pdb,guessed_7p8_9p0,exploratory_guessed,scaffold_linker_vs_scaffold_linker,GLU_vs_GLU,same_chain,396,0.021379,no
full,outputs\intermediates\ai_candidate_inputs\full_hexaplex_anti_parallel_30deg_ideal_deduped_6chain.pdb,3p0,known,backbone_like_vs_base_like,CYP_MEP_vs_GLU,same_chain,45,1.000000,yes
full,outputs\intermediates\ai_candidate_inputs\full_hexaplex_anti_parallel_30deg_ideal_deduped_6chain.pdb,3p4,known,backbone_like_vs_backbone_like,CYP_MEP_vs_GLU,same_chain,84,0.180645,yes
full,outputs\intermediates\ai_candidate_inputs\full_hexaplex_anti_parallel_30deg_ideal_deduped_6chain.pdb,3p4,known,backbone_like_vs_backbone_like,GLU_vs_GLU,interchain,45,0.096774,yes
full,outputs\intermediates\ai_candidate_inputs\full_hexaplex_anti_parallel_30deg_ideal_deduped_6chain.pdb,3p4,known,backbone_like_vs_base_like,CYP_MEP_vs_GLU,same_chain,84,0.180645,yes
full,outputs\intermediates\ai_candidate_inputs\full_hexaplex_anti_parallel_30deg_ideal_deduped_6chain.pdb,3p4,known,base_like_vs_base_like,CYP_MEP_vs_CYP_MEP,interchain,168,0.361290,no
full,outputs\intermediates\ai_candidate_inputs\full_hexaplex_anti_parallel_30deg_ideal_deduped_6chain.pdb,3p4,known,base_like_vs_base_like,CYP_MEP_vs_CYP_MEP,same_chain,84,0.180645,no
full,outputs\intermediates\ai_candidate_inputs\full_hexaplex_anti_parallel_30deg_ideal_deduped_6chain.pdb,4p5_5p0,known,backbone_like_vs_backbone_like,CYP_MEP_vs_CYP_MEP,interchain,78,0.012099,yes
full,outputs\intermediates\ai_candidate_inputs\full_hexaplex_anti_parallel_30deg_ideal_deduped_6chain.pdb,4p5_5p0,known,backbone_like_vs_backbone_like,CYP_MEP_vs_CYP_MEP,same_chain,84,0.013029,yes
full,outputs\intermediates\ai_candidate_inputs\full_hexaplex_anti_parallel_30deg_ideal_deduped_6chain.pdb,4p5_5p0,known,backbone_like_vs_backbone_like,CYP_MEP_vs_GLU,interchain,264,0.040949,yes
full,outputs\intermediates\ai_candidate_inputs\full_hexaplex_anti_parallel_30deg_ideal_deduped_6chain.pdb,4p5_5p0,known,backbone_like_vs_backbone_like,CYP_MEP_vs_GLU,same_chain,354,0.054909,yes
full,outputs\intermediates\ai_candidate_inputs\full_hexaplex_anti_parallel_30deg_ideal_deduped_6chain.pdb,4p5_5p0,known,backbone_like_vs_backbone_like,GLU_vs_GLU,interchain,135,0.020940,yes
full,outputs\intermediates\ai_candidate_inputs\full_hexaplex_anti_parallel_30deg_ideal_deduped_6chain.pdb,4p5_5p0,known,backbone_like_vs_backbone_like,GLU_vs_GLU,same_chain,84,0.013029,yes
full,outputs\intermediates\ai_candidate_inputs\full_hexaplex_anti_parallel_30deg_ideal_deduped_6chain.pdb,4p5_5p0,known,backbone_like_vs_base_like,CYP_MEP_vs_CYP_MEP,interchain,168,0.026059,yes
full,outputs\intermediates\ai_candidate_inputs\full_hexaplex_anti_parallel_30deg_ideal_deduped_6chain.pdb,4p5_5p0,known,backbone_like_vs_base_like,CYP_MEP_vs_CYP_MEP,same_chain,252,0.039088,yes
full,outputs\intermediates\ai_candidate_inputs\full_hexaplex_anti_parallel_30deg_ideal_deduped_6chain.pdb,4p5_5p0,known,backbone_like_vs_base_like,CYP_MEP_vs_GLU,interchain,48,0.007445,yes
full,outputs\intermediates\ai_candidate_inputs\full_hexaplex_anti_parallel_30deg_ideal_deduped_6chain.pdb,4p5_5p0,known,backbone_like_vs_base_like,CYP_MEP_vs_GLU,same_chain,504,0.078176,yes
full,outputs\intermediates\ai_candidate_inputs\full_hexaplex_anti_parallel_30deg_ideal_deduped_6chain.pdb,4p5_5p0,known,backbone_like_vs_scaffold_linker,CYP_MEP_vs_GLU,same_chain,522,0.080968,yes
full,outputs\intermediates\ai_candidate_inputs\full_hexaplex_anti_parallel_30deg_ideal_deduped_6chain.pdb,4p5_5p0,known,base_like_vs_base_like,CYP_MEP_vs_CYP_MEP,interchain,2235,0.346673,no
full,outputs\intermediates\ai_candidate_inputs\full_hexaplex_anti_parallel_30deg_ideal_deduped_6chain.pdb,4p5_5p0,known,base_like_vs_base_like,CYP_MEP_vs_CYP_MEP,same_chain,1638,0.254072,no
full,outputs\intermediates\ai_candidate_inputs\full_hexaplex_anti_parallel_30deg_ideal_deduped_6chain.pdb,4p5_5p0,known,scaffold_linker_vs_scaffold_linker,GLU_vs_GLU,interchain,81,0.012564,no
full,outputs\intermediates\ai_candidate_inputs\full_hexaplex_anti_parallel_30deg_ideal_deduped_6chain.pdb,guessed_5p0_6p0,exploratory_guessed,backbone_like_vs_backbone_like,CYP_MEP_vs_CYP_MEP,interchain,486,0.029663,yes
full,outputs\intermediates\ai_candidate_inputs\full_hexaplex_anti_parallel_30deg_ideal_deduped_6chain.pdb,guessed_5p0_6p0,exploratory_guessed,backbone_like_vs_backbone_like,CYP_MEP_vs_CYP_MEP,same_chain,252,0.015381,yes
full,outputs\intermediates\ai_candidate_inputs\full_hexaplex_anti_parallel_30deg_ideal_deduped_6chain.pdb,guessed_5p0_6p0,exploratory_guessed,backbone_like_vs_backbone_like,CYP_MEP_vs_GLU,interchain,1014,0.061890,yes
full,outputs\intermediates\ai_candidate_inputs\full_hexaplex_anti_parallel_30deg_ideal_deduped_6chain.pdb,guessed_5p0_6p0,exploratory_guessed,backbone_like_vs_backbone_like,CYP_MEP_vs_GLU,same_chain,354,0.021606,yes
full,outputs\intermediates\ai_candidate_inputs\full_hexaplex_anti_parallel_30deg_ideal_deduped_6chain.pdb,guessed_5p0_6p0,exploratory_guessed,backbone_like_vs_backbone_like,GLU_vs_GLU,interchain,378,0.023071,yes
full,outputs\intermediates\ai_candidate_inputs\full_hexaplex_anti_parallel_30deg_ideal_deduped_6chain.pdb,guessed_5p0_6p0,exploratory_guessed,backbone_like_vs_backbone_like,GLU_vs_GLU,same_chain,252,0.015381,yes
full,outputs\intermediates\ai_candidate_inputs\full_hexaplex_anti_parallel_30deg_ideal_deduped_6chain.pdb,guessed_5p0_6p0,exploratory_guessed,backbone_like_vs_base_like,CYP_MEP_vs_CYP_MEP,interchain,921,0.056213,yes
full,outputs\intermediates\ai_candidate_inputs\full_hexaplex_anti_parallel_30deg_ideal_deduped_6chain.pdb,guessed_5p0_6p0,exploratory_guessed,backbone_like_vs_base_like,CYP_MEP_vs_CYP_MEP,same_chain,924,0.056396,yes
full,outputs\intermediates\ai_candidate_inputs\full_hexaplex_anti_parallel_30deg_ideal_deduped_6chain.pdb,guessed_5p0_6p0,exploratory_guessed,backbone_like_vs_base_like,CYP_MEP_vs_GLU,interchain,720,0.043945,yes
full,outputs\intermediates\ai_candidate_inputs\full_hexaplex_anti_parallel_30deg_ideal_deduped_6chain.pdb,guessed_5p0_6p0,exploratory_guessed,backbone_like_vs_base_like,CYP_MEP_vs_GLU,same_chain,1606,0.098022,yes
full,outputs\intermediates\ai_candidate_inputs\full_hexaplex_anti_parallel_30deg_ideal_deduped_6chain.pdb,guessed_5p0_6p0,exploratory_guessed,backbone_like_vs_scaffold_linker,CYP_MEP_vs_GLU,interchain,72,0.004395,yes
full,outputs\intermediates\ai_candidate_inputs\full_hexaplex_anti_parallel_30deg_ideal_deduped_6chain.pdb,guessed_5p0_6p0,exploratory_guessed,backbone_like_vs_scaffold_linker,CYP_MEP_vs_GLU,same_chain,780,0.047607,yes
full,outputs\intermediates\ai_candidate_inputs\full_hexaplex_anti_parallel_30deg_ideal_deduped_6chain.pdb,guessed_5p0_6p0,exploratory_guessed,backbone_like_vs_scaffold_linker,GLU_vs_GLU,interchain,360,0.021973,yes
full,outputs\intermediates\ai_candidate_inputs\full_hexaplex_anti_parallel_30deg_ideal_deduped_6chain.pdb,guessed_5p0_6p0,exploratory_guessed,backbone_like_vs_scaffold_linker,GLU_vs_GLU,same_chain,84,0.005127,yes
full,outputs\intermediates\ai_candidate_inputs\full_hexaplex_anti_parallel_30deg_ideal_deduped_6chain.pdb,guessed_5p0_6p0,exploratory_guessed,base_like_vs_base_like,CYP_MEP_vs_CYP_MEP,interchain,4785,0.292053,no
full,outputs\intermediates\ai_candidate_inputs\full_hexaplex_anti_parallel_30deg_ideal_deduped_6chain.pdb,guessed_5p0_6p0,exploratory_guessed,base_like_vs_base_like,CYP_MEP_vs_CYP_MEP,same_chain,2688,0.164062,no
full,outputs\intermediates\ai_candidate_inputs\full_hexaplex_anti_parallel_30deg_ideal_deduped_6chain.pdb,guessed_5p0_6p0,exploratory_guessed,base_like_vs_scaffold_linker,CYP_MEP_vs_GLU,same_chain,303,0.018494,no
full,outputs\intermediates\ai_candidate_inputs\full_hexaplex_anti_parallel_30deg_ideal_deduped_6chain.pdb,guessed_5p0_6p0,exploratory_guessed,scaffold_linker_vs_scaffold_linker,GLU_vs_GLU,interchain,405,0.024719,no
full,outputs\intermediates\ai_candidate_inputs\full_hexaplex_anti_parallel_30deg_ideal_deduped_6chain.pdb,guessed_6p5_7p5,exploratory_guessed,backbone_like_vs_backbone_like,CYP_MEP_vs_CYP_MEP,interchain,828,0.027449,yes
full,outputs\intermediates\ai_candidate_inputs\full_hexaplex_anti_parallel_30deg_ideal_deduped_6chain.pdb,guessed_6p5_7p5,exploratory_guessed,backbone_like_vs_backbone_like,CYP_MEP_vs_CYP_MEP,same_chain,420,0.013923,yes
full,outputs\intermediates\ai_candidate_inputs\full_hexaplex_anti_parallel_30deg_ideal_deduped_6chain.pdb,guessed_6p5_7p5,exploratory_guessed,backbone_like_vs_backbone_like,CYP_MEP_vs_GLU,interchain,1746,0.057882,yes
full,outputs\intermediates\ai_candidate_inputs\full_hexaplex_anti_parallel_30deg_ideal_deduped_6chain.pdb,guessed_6p5_7p5,exploratory_guessed,backbone_like_vs_backbone_like,CYP_MEP_vs_GLU,same_chain,96,0.003182,yes
full,outputs\intermediates\ai_candidate_inputs\full_hexaplex_anti_parallel_30deg_ideal_deduped_6chain.pdb,guessed_6p5_7p5,exploratory_guessed,backbone_like_vs_backbone_like,GLU_vs_GLU,interchain,426,0.014122,yes
full,outputs\intermediates\ai_candidate_inputs\full_hexaplex_anti_parallel_30deg_ideal_deduped_6chain.pdb,guessed_6p5_7p5,exploratory_guessed,backbone_like_vs_backbone_like,GLU_vs_GLU,same_chain,420,0.013923,yes
full,outputs\intermediates\ai_candidate_inputs\full_hexaplex_anti_parallel_30deg_ideal_deduped_6chain.pdb,guessed_6p5_7p5,exploratory_guessed,backbone_like_vs_base_like,CYP_MEP_vs_CYP_MEP,interchain,3192,0.105818,yes
full,outputs\intermediates\ai_candidate_inputs\full_hexaplex_anti_parallel_30deg_ideal_deduped_6chain.pdb,guessed_6p5_7p5,exploratory_guessed,backbone_like_vs_base_like,CYP_MEP_vs_CYP_MEP,same_chain,1554,0.051517,yes
full,outputs\intermediates\ai_candidate_inputs\full_hexaplex_anti_parallel_30deg_ideal_deduped_6chain.pdb,guessed_6p5_7p5,exploratory_guessed,backbone_like_vs_base_like,CYP_MEP_vs_GLU,interchain,1801,0.059705,yes
full,outputs\intermediates\ai_candidate_inputs\full_hexaplex_anti_parallel_30deg_ideal_deduped_6chain.pdb,guessed_6p5_7p5,exploratory_guessed,backbone_like_vs_base_like,CYP_MEP_vs_GLU,same_chain,1683,0.055793,yes
full,outputs\intermediates\ai_candidate_inputs\full_hexaplex_anti_parallel_30deg_ideal_deduped_6chain.pdb,guessed_6p5_7p5,exploratory_guessed,backbone_like_vs_scaffold_linker,CYP_MEP_vs_GLU,interchain,864,0.028642,yes
full,outputs\intermediates\ai_candidate_inputs\full_hexaplex_anti_parallel_30deg_ideal_deduped_6chain.pdb,guessed_6p5_7p5,exploratory_guessed,backbone_like_vs_scaffold_linker,CYP_MEP_vs_GLU,same_chain,696,0.023073,yes
full,outputs\intermediates\ai_candidate_inputs\full_hexaplex_anti_parallel_30deg_ideal_deduped_6chain.pdb,guessed_6p5_7p5,exploratory_guessed,backbone_like_vs_scaffold_linker,GLU_vs_GLU,interchain,1332,0.044157,yes
full,outputs\intermediates\ai_candidate_inputs\full_hexaplex_anti_parallel_30deg_ideal_deduped_6chain.pdb,guessed_6p5_7p5,exploratory_guessed,backbone_like_vs_scaffold_linker,GLU_vs_GLU,same_chain,420,0.013923,yes
full,outputs\intermediates\ai_candidate_inputs\full_hexaplex_anti_parallel_30deg_ideal_deduped_6chain.pdb,guessed_6p5_7p5,exploratory_guessed,base_like_vs_base_like,CYP_MEP_vs_CYP_MEP,interchain,11499,0.381203,no
full,outputs\intermediates\ai_candidate_inputs\full_hexaplex_anti_parallel_30deg_ideal_deduped_6chain.pdb,guessed_6p5_7p5,exploratory_guessed,base_like_vs_base_like,CYP_MEP_vs_CYP_MEP,same_chain,1620,0.053705,no
full,outputs\intermediates\ai_candidate_inputs\full_hexaplex_anti_parallel_30deg_ideal_deduped_6chain.pdb,guessed_6p5_7p5,exploratory_guessed,base_like_vs_scaffold_linker,CYP_MEP_vs_GLU,interchain,261,0.008652,no
full,outputs\intermediates\ai_candidate_inputs\full_hexaplex_anti_parallel_30deg_ideal_deduped_6chain.pdb,guessed_6p5_7p5,exploratory_guessed,base_like_vs_scaffold_linker,CYP_MEP_vs_GLU,same_chain,647,0.021449,no
full,outputs\intermediates\ai_candidate_inputs\full_hexaplex_anti_parallel_30deg_ideal_deduped_6chain.pdb,guessed_6p5_7p5,exploratory_guessed,scaffold_linker_vs_scaffold_linker,GLU_vs_GLU,interchain,576,0.019095,no
full,outputs\intermediates\ai_candidate_inputs\full_hexaplex_anti_parallel_30deg_ideal_deduped_6chain.pdb,guessed_6p5_7p5,exploratory_guessed,scaffold_linker_vs_scaffold_linker,GLU_vs_GLU,same_chain,84,0.002785,no
full,outputs\intermediates\ai_candidate_inputs\full_hexaplex_anti_parallel_30deg_ideal_deduped_6chain.pdb,guessed_7p8_9p0,exploratory_guessed,backbone_like_vs_backbone_like,CYP_MEP_vs_CYP_MEP,interchain,831,0.018644,yes
full,outputs\intermediates\ai_candidate_inputs\full_hexaplex_anti_parallel_30deg_ideal_deduped_6chain.pdb,guessed_7p8_9p0,exploratory_guessed,backbone_like_vs_backbone_like,CYP_MEP_vs_CYP_MEP,same_chain,168,0.003769,yes
full,outputs\intermediates\ai_candidate_inputs\full_hexaplex_anti_parallel_30deg_ideal_deduped_6chain.pdb,guessed_7p8_9p0,exploratory_guessed,backbone_like_vs_backbone_like,CYP_MEP_vs_GLU,interchain,1404,0.031499,yes
full,outputs\intermediates\ai_candidate_inputs\full_hexaplex_anti_parallel_30deg_ideal_deduped_6chain.pdb,guessed_7p8_9p0,exploratory_guessed,backbone_like_vs_backbone_like,CYP_MEP_vs_GLU,same_chain,408,0.009154,yes
full,outputs\intermediates\ai_candidate_inputs\full_hexaplex_anti_parallel_30deg_ideal_deduped_6chain.pdb,guessed_7p8_9p0,exploratory_guessed,backbone_like_vs_backbone_like,GLU_vs_GLU,interchain,993,0.022278,yes
full,outputs\intermediates\ai_candidate_inputs\full_hexaplex_anti_parallel_30deg_ideal_deduped_6chain.pdb,guessed_7p8_9p0,exploratory_guessed,backbone_like_vs_backbone_like,GLU_vs_GLU,same_chain,168,0.003769,yes
full,outputs\intermediates\ai_candidate_inputs\full_hexaplex_anti_parallel_30deg_ideal_deduped_6chain.pdb,guessed_7p8_9p0,exploratory_guessed,backbone_like_vs_base_like,CYP_MEP_vs_CYP_MEP,interchain,6091,0.136652,yes
full,outputs\intermediates\ai_candidate_inputs\full_hexaplex_anti_parallel_30deg_ideal_deduped_6chain.pdb,guessed_7p8_9p0,exploratory_guessed,backbone_like_vs_base_like,CYP_MEP_vs_CYP_MEP,same_chain,2128,0.047742,yes
full,outputs\intermediates\ai_candidate_inputs\full_hexaplex_anti_parallel_30deg_ideal_deduped_6chain.pdb,guessed_7p8_9p0,exploratory_guessed,backbone_like_vs_base_like,CYP_MEP_vs_GLU,interchain,4047,0.090795,yes
full,outputs\intermediates\ai_candidate_inputs\full_hexaplex_anti_parallel_30deg_ideal_deduped_6chain.pdb,guessed_7p8_9p0,exploratory_guessed,backbone_like_vs_base_like,CYP_MEP_vs_GLU,same_chain,2115,0.047450,yes
full,outputs\intermediates\ai_candidate_inputs\full_hexaplex_anti_parallel_30deg_ideal_deduped_6chain.pdb,guessed_7p8_9p0,exploratory_guessed,backbone_like_vs_scaffold_linker,CYP_MEP_vs_GLU,interchain,2628,0.058959,yes
full,outputs\intermediates\ai_candidate_inputs\full_hexaplex_anti_parallel_30deg_ideal_deduped_6chain.pdb,guessed_7p8_9p0,exploratory_guessed,backbone_like_vs_scaffold_linker,CYP_MEP_vs_GLU,same_chain,270,0.006057,yes
full,outputs\intermediates\ai_candidate_inputs\full_hexaplex_anti_parallel_30deg_ideal_deduped_6chain.pdb,guessed_7p8_9p0,exploratory_guessed,backbone_like_vs_scaffold_linker,GLU_vs_GLU,interchain,1596,0.035806,yes
full,outputs\intermediates\ai_candidate_inputs\full_hexaplex_anti_parallel_30deg_ideal_deduped_6chain.pdb,guessed_7p8_9p0,exploratory_guessed,backbone_like_vs_scaffold_linker,GLU_vs_GLU,same_chain,1008,0.022615,yes
full,outputs\intermediates\ai_candidate_inputs\full_hexaplex_anti_parallel_30deg_ideal_deduped_6chain.pdb,guessed_7p8_9p0,exploratory_guessed,base_like_vs_base_like,CYP_MEP_vs_CYP_MEP,interchain,13419,0.301057,no
full,outputs\intermediates\ai_candidate_inputs\full_hexaplex_anti_parallel_30deg_ideal_deduped_6chain.pdb,guessed_7p8_9p0,exploratory_guessed,base_like_vs_base_like,CYP_MEP_vs_CYP_MEP,same_chain,2685,0.060238,no
full,outputs\intermediates\ai_candidate_inputs\full_hexaplex_anti_parallel_30deg_ideal_deduped_6chain.pdb,guessed_7p8_9p0,exploratory_guessed,base_like_vs_scaffold_linker,CYP_MEP_vs_GLU,interchain,1404,0.031499,no
full,outputs\intermediates\ai_candidate_inputs\full_hexaplex_anti_parallel_30deg_ideal_deduped_6chain.pdb,guessed_7p8_9p0,exploratory_guessed,base_like_vs_scaffold_linker,CYP_MEP_vs_GLU,same_chain,1713,0.038431,no
full,outputs\intermediates\ai_candidate_inputs\full_hexaplex_anti_parallel_30deg_ideal_deduped_6chain.pdb,guessed_7p8_9p0,exploratory_guessed,scaffold_linker_vs_scaffold_linker,GLU_vs_GLU,interchain,573,0.012855,no
full,outputs\intermediates\ai_candidate_inputs\full_hexaplex_anti_parallel_30deg_ideal_deduped_6chain.pdb,guessed_7p8_9p0,exploratory_guessed,scaffold_linker_vs_scaffold_linker,GLU_vs_GLU,same_chain,924,0.020730,no
