unit_count,pair_id,t,compactness_score,contact_fraction_vs_target,CYP_MEP_contact_fraction_vs_target,axial_register_score,angular_phase_order_score,refined_angular_phase_score,rmsd_formedness_score,seed_formation_score,notes
4,0,0.000,0.528192,0.061047,0.066246,0.464450,,0.999286,0.256550,0.459003,linear interpolation in oriented order-parameter space; not atomistic dynamics
4,2,0.400,0.704025,0.298062,0.306414,0.570961,,0.999511,0.502306,0.612766,linear interpolation in oriented order-parameter space; not atomistic dynamics
4,2,0.450,0.728587,0.333624,0.344059,0.596544,,0.999492,0.534409,0.636248,linear interpolation in oriented order-parameter space; not atomistic dynamics
4,2,0.500,0.753148,0.369186,0.381703,0.622128,,0.999474,0.566512,0.659731,linear interpolation in oriented order-parameter space; not atomistic dynamics
4,2,0.550,0.777710,0.404748,0.419348,0.647712,,0.999456,0.598615,0.683214,linear interpolation in oriented order-parameter space; not atomistic dynamics
4,2,0.600,0.802272,0.440310,0.456993,0.673295,,0.999437,0.630718,0.706696,linear interpolation in oriented order-parameter space; not atomistic dynamics
4,2,0.650,0.826833,0.475872,0.494637,0.698879,,0.999419,0.662821,0.730179,linear interpolation in oriented order-parameter space; not atomistic dynamics
4,2,0.700,0.851395,0.511434,0.532282,0.724462,,0.999401,0.694924,0.753661,linear interpolation in oriented order-parameter space; not atomistic dynamics
4,2,0.750,0.875956,0.546996,0.569926,0.750046,,0.999383,0.727027,0.777144,linear interpolation in oriented order-parameter space; not atomistic dynamics
4,2,0.800,0.900518,0.582558,0.607571,0.775630,,0.999364,0.759130,0.800627,linear interpolation in oriented order-parameter space; not atomistic dynamics
4,2,0.850,0.925079,0.618120,0.645215,0.801213,,0.999346,0.791233,0.824109,linear interpolation in oriented order-parameter space; not atomistic dynamics
4,2,0.900,0.949641,0.653682,0.682860,0.826797,,0.999328,0.823336,0.847592,linear interpolation in oriented order-parameter space; not atomistic dynamics
4,2,0.950,0.974202,0.689244,0.720504,0.852380,,0.999309,0.855439,0.871074,linear interpolation in oriented order-parameter space; not atomistic dynamics
4,2,1.000,0.998764,0.724806,0.758149,0.877964,,0.999291,0.887542,0.894557,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,0,0.000,0.548926,0.030362,0.033263,0.429608,,0.999426,0.250622,0.448923,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,0,0.050,0.571278,0.066667,0.070100,0.451972,,0.999285,0.281725,0.471118,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,0,0.100,0.593631,0.102972,0.106936,0.474336,,0.999144,0.312827,0.493313,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,0,0.150,0.615983,0.139277,0.143772,0.496700,,0.999003,0.343930,0.515508,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,0,0.200,0.638335,0.175582,0.180609,0.519064,,0.998861,0.375033,0.537703,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,0,0.250,0.660687,0.211887,0.217446,0.541427,,0.998720,0.406135,0.559898,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,0,0.300,0.683040,0.248191,0.254282,0.563791,,0.998579,0.437238,0.582093,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,0,0.350,0.705392,0.284496,0.291118,0.586155,,0.998438,0.468341,0.604288,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,0,0.400,0.727744,0.320801,0.327955,0.608519,,0.998297,0.499443,0.626483,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,0,0.450,0.750096,0.357106,0.364791,0.630883,,0.998156,0.530546,0.648678,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,0,0.500,0.772449,0.393411,0.401628,0.653247,,0.998015,0.561649,0.670873,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,0,0.550,0.794801,0.429716,0.438465,0.675611,,0.997873,0.592752,0.693068,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,0,0.600,0.817153,0.466021,0.475301,0.697975,,0.997732,0.623854,0.715263,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,0,0.650,0.839505,0.502326,0.512138,0.720339,,0.997591,0.654957,0.737458,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,0,0.700,0.861857,0.538631,0.548974,0.742703,,0.997450,0.686060,0.759653,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,0,0.750,0.884210,0.574936,0.585811,0.765067,,0.997309,0.717162,0.781848,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,0,0.800,0.906562,0.611240,0.622647,0.787430,,0.997168,0.748265,0.804043,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,0,0.850,0.928914,0.647545,0.659484,0.809794,,0.997026,0.779368,0.826238,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,0,0.900,0.951267,0.683850,0.696320,0.832158,,0.996885,0.810470,0.848433,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,0,0.950,0.973619,0.720155,0.733156,0.854522,,0.996744,0.841573,0.870628,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,0,1.000,0.995971,0.756460,0.769993,0.876886,,0.996603,0.872676,0.892823,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,1,0.000,0.532508,0.009044,0.009908,0.367101,,0.999906,0.256718,0.431704,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,1,0.050,0.555728,0.046867,0.048266,0.393371,,0.999874,0.288491,0.455358,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,1,0.100,0.578947,0.084690,0.086624,0.419641,,0.999841,0.320264,0.479013,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,1,0.150,0.602167,0.122513,0.124982,0.445911,,0.999809,0.352036,0.502667,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,1,0.200,0.625387,0.160336,0.163340,0.472181,,0.999776,0.383809,0.526322,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,1,0.250,0.648607,0.198159,0.201699,0.498451,,0.999744,0.415582,0.549976,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,1,0.300,0.671826,0.235982,0.240057,0.524721,,0.999712,0.447355,0.573631,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,1,0.350,0.695046,0.273805,0.278415,0.550991,,0.999679,0.479127,0.597285,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,1,0.400,0.718266,0.311628,0.316773,0.577261,,0.999647,0.510900,0.620940,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,1,0.450,0.741486,0.349451,0.355131,0.603531,,0.999614,0.542673,0.644594,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,1,0.500,0.764706,0.387274,0.393489,0.629800,,0.999582,0.574446,0.668249,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,1,0.550,0.787925,0.425097,0.431847,0.656070,,0.999550,0.606218,0.691903,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,1,0.600,0.811145,0.462920,0.470205,0.682340,,0.999517,0.637991,0.715557,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,1,0.650,0.834365,0.500743,0.508563,0.708610,,0.999485,0.669764,0.739212,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,1,0.700,0.857584,0.538566,0.546921,0.734880,,0.999452,0.701537,0.762866,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,1,0.750,0.880804,0.576389,0.585280,0.761150,,0.999420,0.733309,0.786521,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,1,0.800,0.904024,0.614212,0.623638,0.787420,,0.999388,0.765082,0.810175,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,1,0.850,0.927244,0.652035,0.661996,0.813690,,0.999355,0.796855,0.833830,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,1,0.900,0.950464,0.689858,0.700354,0.839960,,0.999323,0.828628,0.857484,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,1,0.950,0.973683,0.727681,0.738712,0.866230,,0.999290,0.860400,0.881139,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,1,1.000,0.996903,0.765504,0.777070,0.892500,,0.999258,0.892173,0.904793,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,2,0.000,0.538526,0.033592,0.036093,0.359950,,0.999747,0.247004,0.431981,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,2,0.050,0.561600,0.073095,0.075513,0.387166,,0.999715,0.279791,0.456379,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,2,0.100,0.584673,0.112597,0.114932,0.414381,,0.999683,0.312577,0.480777,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,2,0.150,0.607747,0.152100,0.154352,0.441597,,0.999651,0.345364,0.505175,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,2,0.200,0.630821,0.191602,0.193772,0.468812,,0.999619,0.378150,0.529573,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,2,0.250,0.653894,0.231105,0.233191,0.496028,,0.999587,0.410937,0.553971,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,2,0.300,0.676968,0.270607,0.272611,0.523244,,0.999555,0.443723,0.578369,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,2,0.350,0.700042,0.310110,0.312031,0.550459,,0.999523,0.476509,0.602767,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,2,0.400,0.723116,0.349612,0.351451,0.577675,,0.999491,0.509296,0.627165,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,2,0.450,0.746189,0.389115,0.390870,0.604890,,0.999459,0.542082,0.651563,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,2,0.500,0.769263,0.428618,0.430290,0.632106,,0.999426,0.574869,0.675961,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,2,0.550,0.792337,0.468120,0.469710,0.659322,,0.999394,0.607655,0.700360,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,2,0.600,0.815410,0.507623,0.509129,0.686537,,0.999362,0.640442,0.724758,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,2,0.650,0.838484,0.547125,0.548549,0.713753,,0.999330,0.673228,0.749156,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,2,0.700,0.861558,0.586628,0.587969,0.740968,,0.999298,0.706015,0.773554,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,2,0.750,0.884632,0.626130,0.627389,0.768184,,0.999266,0.738801,0.797952,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,2,0.800,0.907705,0.665633,0.666808,0.795400,,0.999234,0.771587,0.822350,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,2,0.850,0.930779,0.705135,0.706228,0.822615,,0.999202,0.804374,0.846748,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,2,0.900,0.953853,0.744638,0.745648,0.849831,,0.999170,0.837160,0.871146,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,2,0.950,0.976926,0.784140,0.785067,0.877046,,0.999138,0.869947,0.895544,linear interpolation in oriented order-parameter space; not atomistic dynamics
5,2,1.000,1.000000,0.823643,0.824487,0.904262,,0.999106,0.902733,0.919942,linear interpolation in oriented order-parameter space; not atomistic dynamics
6,0,0.000,0.569517,0.028736,0.029907,0.362905,,0.999148,0.255735,0.441332,linear interpolation in oriented order-parameter space; not atomistic dynamics
6,0,0.050,0.590802,0.067874,0.069128,0.391357,,0.998747,0.287553,0.464982,linear interpolation in oriented order-parameter space; not atomistic dynamics
6,0,0.100,0.612087,0.107012,0.108349,0.419809,,0.998345,0.319370,0.488633,linear interpolation in oriented order-parameter space; not atomistic dynamics
6,0,0.150,0.633372,0.146150,0.147570,0.448261,,0.997944,0.351188,0.512283,linear interpolation in oriented order-parameter space; not atomistic dynamics
6,0,0.200,0.654657,0.185288,0.186792,0.476713,,0.997543,0.383005,0.535933,linear interpolation in oriented order-parameter space; not atomistic dynamics
6,0,0.250,0.675942,0.224426,0.226013,0.505165,,0.997141,0.414823,0.559583,linear interpolation in oriented order-parameter space; not atomistic dynamics
6,0,0.300,0.697227,0.263563,0.265234,0.533616,,0.996740,0.446641,0.583233,linear interpolation in oriented order-parameter space; not atomistic dynamics
6,0,0.350,0.718512,0.302701,0.304455,0.562068,,0.996339,0.478458,0.606884,linear interpolation in oriented order-parameter space; not atomistic dynamics
6,0,0.400,0.739797,0.341839,0.343676,0.590520,,0.995937,0.510276,0.630534,linear interpolation in oriented order-parameter space; not atomistic dynamics
6,0,0.450,0.761082,0.380977,0.382897,0.618972,,0.995536,0.542093,0.654184,linear interpolation in oriented order-parameter space; not atomistic dynamics
6,0,0.500,0.782366,0.420115,0.422119,0.647424,,0.995135,0.573911,0.677835,linear interpolation in oriented order-parameter space; not atomistic dynamics
6,0,0.550,0.803651,0.459253,0.461340,0.675876,,0.994733,0.605729,0.701485,linear interpolation in oriented order-parameter space; not atomistic dynamics
6,0,0.600,0.824936,0.498391,0.500561,0.704328,,0.994332,0.637546,0.725135,linear interpolation in oriented order-parameter space; not atomistic dynamics
6,0,0.650,0.846221,0.537529,0.539782,0.732780,,0.993930,0.669364,0.748785,linear interpolation in oriented order-parameter space; not atomistic dynamics
6,0,0.700,0.867506,0.576667,0.579003,0.761232,,0.993529,0.701181,0.772435,linear interpolation in oriented order-parameter space; not atomistic dynamics
6,0,0.750,0.888791,0.615804,0.618224,0.789683,,0.993128,0.732999,0.796086,linear interpolation in oriented order-parameter space; not atomistic dynamics
6,0,0.800,0.910076,0.654942,0.657445,0.818135,,0.992726,0.764817,0.819736,linear interpolation in oriented order-parameter space; not atomistic dynamics
6,0,0.850,0.931361,0.694080,0.696667,0.846587,,0.992325,0.796634,0.843386,linear interpolation in oriented order-parameter space; not atomistic dynamics
6,0,0.900,0.952646,0.733218,0.735888,0.875039,,0.991924,0.828452,0.867036,linear interpolation in oriented order-parameter space; not atomistic dynamics
6,0,0.950,0.973931,0.772356,0.775109,0.903491,,0.991522,0.860269,0.890687,linear interpolation in oriented order-parameter space; not atomistic dynamics
6,0,1.000,0.995216,0.811494,0.814330,0.931943,,0.991121,0.892087,0.914337,linear interpolation in oriented order-parameter space; not atomistic dynamics
6,1,0.000,0.591508,0.050575,0.054206,0.356437,,0.999783,0.271260,0.451173,linear interpolation in oriented order-parameter space; not atomistic dynamics
6,1,0.050,0.611588,0.086523,0.089253,0.381011,,0.999742,0.301934,0.473151,linear interpolation in oriented order-parameter space; not atomistic dynamics
6,1,0.100,0.631668,0.122472,0.124299,0.405585,,0.999700,0.332608,0.495130,linear interpolation in oriented order-parameter space; not atomistic dynamics
6,1,0.150,0.651748,0.158420,0.159346,0.430159,,0.999659,0.363282,0.517108,linear interpolation in oriented order-parameter space; not atomistic dynamics
6,1,0.200,0.671828,0.194368,0.194393,0.454734,,0.999618,0.393956,0.539087,linear interpolation in oriented order-parameter space; not atomistic dynamics
6,1,0.250,0.691908,0.230316,0.229440,0.479308,,0.999577,0.424630,0.561065,linear interpolation in oriented order-parameter space; not atomistic dynamics
6,1,0.300,0.711988,0.266264,0.264486,0.503882,,0.999536,0.455304,0.583044,linear interpolation in oriented order-parameter space; not atomistic dynamics
6,1,0.350,0.732068,0.302213,0.299533,0.528456,,0.999494,0.485978,0.605022,linear interpolation in oriented order-parameter space; not atomistic dynamics
6,1,0.400,0.752148,0.338161,0.334580,0.553030,,0.999453,0.516652,0.627001,linear interpolation in oriented order-parameter space; not atomistic dynamics
6,1,0.450,0.772228,0.374109,0.369626,0.577604,,0.999412,0.547326,0.648979,linear interpolation in oriented order-parameter space; not atomistic dynamics
6,1,0.500,0.792308,0.410057,0.404673,0.602178,,0.999370,0.578000,0.670957,linear interpolation in oriented order-parameter space; not atomistic dynamics
6,1,0.550,0.812388,0.446006,0.439720,0.626753,,0.999329,0.608674,0.692936,linear interpolation in oriented order-parameter space; not atomistic dynamics
6,1,0.600,0.832468,0.481954,0.474766,0.651327,,0.999288,0.639348,0.714914,linear interpolation in oriented order-parameter space; not atomistic dynamics
6,1,0.650,0.852548,0.517902,0.509813,0.675901,,0.999247,0.670022,0.736893,linear interpolation in oriented order-parameter space; not atomistic dynamics
6,1,0.700,0.872628,0.553851,0.544860,0.700475,,0.999205,0.700696,0.758871,linear interpolation in oriented order-parameter space; not atomistic dynamics
6,1,0.750,0.892708,0.589799,0.579906,0.725049,,0.999164,0.731370,0.780850,linear interpolation in oriented order-parameter space; not atomistic dynamics
6,1,0.800,0.912788,0.625747,0.614953,0.749623,,0.999123,0.762044,0.802828,linear interpolation in oriented order-parameter space; not atomistic dynamics
6,1,0.850,0.932868,0.661695,0.650000,0.774198,,0.999082,0.792718,0.824807,linear interpolation in oriented order-parameter space; not atomistic dynamics
6,1,0.900,0.952948,0.697643,0.685047,0.798772,,0.999040,0.823392,0.846785,linear interpolation in oriented order-parameter space; not atomistic dynamics
6,1,0.950,0.973028,0.733592,0.720093,0.823346,,0.998999,0.854066,0.868764,linear interpolation in oriented order-parameter space; not atomistic dynamics
6,1,1.000,0.993108,0.769540,0.755140,0.847920,,0.998958,0.884740,0.890742,linear interpolation in oriented order-parameter space; not atomistic dynamics
6,2,0.000,0.551620,0.004023,0.004361,0.382183,,0.999788,0.229872,0.430028,linear interpolation in oriented order-parameter space; not atomistic dynamics
6,2,0.050,0.574039,0.045029,0.046012,0.407401,,0.999715,0.263409,0.454350,linear interpolation in oriented order-parameter space; not atomistic dynamics
6,2,0.100,0.596458,0.086035,0.087663,0.432618,,0.999643,0.296947,0.478671,linear interpolation in oriented order-parameter space; not atomistic dynamics
6,2,0.150,0.618877,0.127040,0.129314,0.457836,,0.999570,0.330484,0.502993,linear interpolation in oriented order-parameter space; not atomistic dynamics
6,2,0.200,0.641296,0.168046,0.170965,0.483054,,0.999497,0.364022,0.527315,linear interpolation in oriented order-parameter space; not atomistic dynamics
6,2,0.250,0.663715,0.209052,0.212617,0.508271,,0.999425,0.397559,0.551636,linear interpolation in oriented order-parameter space; not atomistic dynamics
6,2,0.300,0.686134,0.250057,0.254268,0.533489,,0.999352,0.431097,0.575958,linear interpolation in oriented order-parameter space; not atomistic dynamics
6,2,0.350,0.708553,0.291063,0.295919,0.558707,,0.999279,0.464634,0.600280,linear interpolation in oriented order-parameter space; not atomistic dynamics
6,2,0.400,0.730972,0.332069,0.337570,0.583924,,0.999207,0.498171,0.624602,linear interpolation in oriented order-parameter space; not atomistic dynamics
6,2,0.450,0.753391,0.373075,0.379221,0.609142,,0.999134,0.531709,0.648923,linear interpolation in oriented order-parameter space; not atomistic dynamics
6,2,0.500,0.775810,0.414081,0.420872,0.634359,,0.999062,0.565246,0.673245,linear interpolation in oriented order-parameter space; not atomistic dynamics
6,2,0.550,0.798229,0.455086,0.462523,0.659577,,0.998989,0.598784,0.697567,linear interpolation in oriented order-parameter space; not atomistic dynamics
6,2,0.600,0.820648,0.496092,0.504174,0.684795,,0.998916,0.632321,0.721888,linear interpolation in oriented order-parameter space; not atomistic dynamics
6,2,0.650,0.843067,0.537098,0.545825,0.710012,,0.998844,0.665858,0.746210,linear interpolation in oriented order-parameter space; not atomistic dynamics
6,2,0.700,0.865486,0.578103,0.587476,0.735230,,0.998771,0.699396,0.770532,linear interpolation in oriented order-parameter space; not atomistic dynamics
6,2,0.750,0.887905,0.619109,0.629127,0.760448,,0.998698,0.732933,0.794853,linear interpolation in oriented order-parameter space; not atomistic dynamics
6,2,0.800,0.910324,0.660115,0.670779,0.785665,,0.998626,0.766471,0.819175,linear interpolation in oriented order-parameter space; not atomistic dynamics
6,2,0.850,0.932743,0.701121,0.712430,0.810883,,0.998553,0.800008,0.843497,linear interpolation in oriented order-parameter space; not atomistic dynamics
6,2,0.900,0.955162,0.742127,0.754081,0.836101,,0.998480,0.833546,0.867819,linear interpolation in oriented order-parameter space; not atomistic dynamics
6,2,0.950,0.977581,0.783132,0.795732,0.861318,,0.998408,0.867083,0.892140,linear interpolation in oriented order-parameter space; not atomistic dynamics
6,2,1.000,1.000000,0.824138,0.837383,0.886536,,0.998335,0.900620,0.916462,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,0,0.000,0.537859,0.013298,0.014514,0.375200,,0.999651,0.217416,0.426169,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,0,0.050,0.560862,0.054632,0.055757,0.403756,,0.999024,0.251523,0.451072,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,0,0.100,0.583864,0.095966,0.097001,0.432311,,0.998397,0.285629,0.475974,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,0,0.150,0.606867,0.137301,0.138244,0.460867,,0.997770,0.319736,0.500877,linear interpolation in oriented order-parameter space; not atomistic dynamics
