unit_count,pair_id,loose_sample_id,formed_sample_id,coupling_weight,matching_cost,endpoint_distance,method_used,notes
4,0,central4_angular_randomized_loose_initial_0051,central4_formed_perturbed_0013,0.0001066133,4.164266,4.164266,sinkhorn_greedy_unique,entropic OT coupling epsilon=0.75; unique endpoint pairs extracted by descending coupling weight
4,1,central4_angular_randomized_loose_initial_0066,central4_formed_perturbed_0002,0.0001065437,4.637894,4.637894,sinkhorn_greedy_unique,entropic OT coupling epsilon=0.75; unique endpoint pairs extracted by descending coupling weight
4,2,central4_angular_randomized_loose_initial_0069,central4_formed_perturbed_0051,0.0001057480,5.155543,5.155543,sinkhorn_greedy_unique,entropic OT coupling epsilon=0.75; unique endpoint pairs extracted by descending coupling weight
4,3,central4_angular_randomized_loose_initial_0076,central4_formed_perturbed_0042,0.0001043529,6.007246,6.007246,sinkhorn_greedy_unique,entropic OT coupling epsilon=0.75; unique endpoint pairs extracted by descending coupling weight
4,4,central4_angular_randomized_loose_initial_0012,central4_formed_perturbed_0019,0.0001042351,4.266575,4.266575,sinkhorn_greedy_unique,entropic OT coupling epsilon=0.75; unique endpoint pairs extracted by descending coupling weight
4,5,central4_angular_randomized_loose_initial_0028,central4_formed_perturbed_0047,0.0001041886,4.477391,4.477391,sinkhorn_greedy_unique,entropic OT coupling epsilon=0.75; unique endpoint pairs extracted by descending coupling weight
4,6,central4_angular_randomized_loose_initial_0006,central4_formed_perturbed_0088,0.0001039882,4.884168,4.884168,sinkhorn_greedy_unique,entropic OT coupling epsilon=0.75; unique endpoint pairs extracted by descending coupling weight
4,7,central4_angular_randomized_loose_initial_0023,central4_formed_perturbed_0052,0.0001035597,4.380185,4.380185,sinkhorn_greedy_unique,entropic OT coupling epsilon=0.75; unique endpoint pairs extracted by descending coupling weight
4,8,central4_angular_randomized_loose_initial_0002,central4_formed_perturbed_0018,0.0001035581,4.828101,4.828101,sinkhorn_greedy_unique,entropic OT coupling epsilon=0.75; unique endpoint pairs extracted by descending coupling weight
4,9,central4_angular_randomized_loose_initial_0096,central4_formed_perturbed_0097,0.0001035092,4.435924,4.435924,sinkhorn_greedy_unique,entropic OT coupling epsilon=0.75; unique endpoint pairs extracted by descending coupling weight
4,10,central4_angular_randomized_loose_initial_0074,central4_formed_perturbed_0082,0.0001033582,6.168922,6.168922,sinkhorn_greedy_unique,entropic OT coupling epsilon=0.75; unique endpoint pairs extracted by descending coupling weight
4,11,central4_angular_randomized_loose_initial_0068,central4_formed_perturbed_0071,0.0001033405,5.403666,5.403666,sinkhorn_greedy_unique,entropic OT coupling epsilon=0.75; unique endpoint pairs extracted by descending coupling weight
4,12,central4_angular_randomized_loose_initial_0037,central4_formed_perturbed_0020,0.0001033157,4.702654,4.702654,sinkhorn_greedy_unique,entropic OT coupling epsilon=0.75; unique endpoint pairs extracted by descending coupling weight
