candidate_id,candidate_label,model_path,profile_path,target_id,target_d_angstrom,target_q_inv_angstrom,confidence,diagnostic_window,window_half_width_angstrom,matched,matched_d_angstrom,matched_q_inv_angstrom,abs_d_error_angstrom,fractional_d_error,window_point_count,window_max_intensity,candidate_match_count,candidate_diagnostic_match_count,candidate_mean_abs_d_error_angstrom,candidate_mean_fractional_d_error,candidate_rank_score
central7_units_30deg,"7-unit formed endpoint, central 30-degree model",outputs\mini_hexaplex\structures\mini_hexaplex_central7_units.pdb,outputs\mini_hexaplex\radial_profiles\central7_units_radial.csv,d_6p50,6.50,0.966644,lower,no,0.20,yes,6.626807,0.948147,0.126807,0.019509,1,1836793.754084,7,4,0.049721,0.009426,8.990574
central7_units_30deg,"7-unit formed endpoint, central 30-degree model",outputs\mini_hexaplex\structures\mini_hexaplex_central7_units.pdb,outputs\mini_hexaplex\radial_profiles\central7_units_radial.csv,d_5p50,5.50,1.142397,lower,no,0.15,yes,5.637662,1.114502,0.137662,0.025030,1,2833442.898303,7,4,0.049721,0.009426,8.990574
central7_units_30deg,"7-unit formed endpoint, central 30-degree model",outputs\mini_hexaplex\structures\mini_hexaplex_central7_units.pdb,outputs\mini_hexaplex\radial_profiles\central7_units_radial.csv,d_4p33,4.33,1.451082,medium_high,yes,0.10,yes,4.310904,1.457510,0.019096,0.004410,1,1556313.628726,7,4,0.049721,0.009426,8.990574
central7_units_30deg,"7-unit formed endpoint, central 30-degree model",outputs\mini_hexaplex\structures\mini_hexaplex_central7_units.pdb,outputs\mini_hexaplex\radial_profiles\central7_units_radial.csv,d_3p90,3.90,1.611073,medium_high,yes,0.08,yes,3.878156,1.620148,0.021844,0.005601,1,1497492.841654,7,4,0.049721,0.009426,8.990574
central7_units_30deg,"7-unit formed endpoint, central 30-degree model",outputs\mini_hexaplex\structures\mini_hexaplex_central7_units.pdb,outputs\mini_hexaplex\radial_profiles\central7_units_radial.csv,d_3p71,3.71,1.693581,medium_high,yes,0.08,yes,3.693994,1.700919,0.016006,0.004314,1,3288661.288120,7,4,0.049721,0.009426,8.990574
central7_units_30deg,"7-unit formed endpoint, central 30-degree model",outputs\mini_hexaplex\structures\mini_hexaplex_central7_units.pdb,outputs\mini_hexaplex\radial_profiles\central7_units_radial.csv,d_3p35,3.35,1.875578,medium_high,yes,0.06,yes,3.328208,1.887858,0.021792,0.006505,1,1746098.623268,7,4,0.049721,0.009426,8.990574
central8_units_30deg,"8-unit formed endpoint, central 30-degree model",outputs\mini_hexaplex\structures\mini_hexaplex_central8_units.pdb,outputs\mini_hexaplex\radial_profiles\central8_units_radial.csv,d_7p90,7.90,0.795340,lower,no,0.25,yes,7.904843,0.794853,0.004843,0.000613,1,3746479.894462,8,4,0.052881,0.009366,9.990634
central8_units_30deg,"8-unit formed endpoint, central 30-degree model",outputs\mini_hexaplex\structures\mini_hexaplex_central8_units.pdb,outputs\mini_hexaplex\radial_profiles\central8_units_radial.csv,d_7p30,7.30,0.860710,lower,no,0.25,yes,7.386101,0.850677,0.086101,0.011795,1,2472171.700580,8,4,0.052881,0.009366,9.990634
central8_units_30deg,"8-unit formed endpoint, central 30-degree model",outputs\mini_hexaplex\structures\mini_hexaplex_central8_units.pdb,outputs\mini_hexaplex\radial_profiles\central8_units_radial.csv,d_6p50,6.50,0.966644,lower,no,0.20,yes,6.626807,0.948147,0.126807,0.019509,1,2748789.273587,8,4,0.052881,0.009366,9.990634
central8_units_30deg,"8-unit formed endpoint, central 30-degree model",outputs\mini_hexaplex\structures\mini_hexaplex_central8_units.pdb,outputs\mini_hexaplex\radial_profiles\central8_units_radial.csv,d_5p50,5.50,1.142397,lower,no,0.15,yes,5.637662,1.114502,0.137662,0.025030,1,3661544.131017,8,4,0.052881,0.009366,9.990634
central8_units_30deg,"8-unit formed endpoint, central 30-degree model",outputs\mini_hexaplex\structures\mini_hexaplex_central8_units.pdb,outputs\mini_hexaplex\radial_profiles\central8_units_radial.csv,d_4p33,4.33,1.451082,medium_high,yes,0.10,yes,4.310904,1.457510,0.019096,0.004410,1,1744215.615801,8,4,0.052881,0.009366,9.990634
central8_units_30deg,"8-unit formed endpoint, central 30-degree model",outputs\mini_hexaplex\structures\mini_hexaplex_central8_units.pdb,outputs\mini_hexaplex\radial_profiles\central8_units_radial.csv,d_3p90,3.90,1.611073,medium_high,yes,0.08,yes,3.910739,1.606649,0.010739,0.002753,1,1742389.071315,8,4,0.052881,0.009366,9.990634
central8_units_30deg,"8-unit formed endpoint, central 30-degree model",outputs\mini_hexaplex\structures\mini_hexaplex_central8_units.pdb,outputs\mini_hexaplex\radial_profiles\central8_units_radial.csv,d_3p71,3.71,1.693581,medium_high,yes,0.08,yes,3.693994,1.700919,0.016006,0.004314,1,2886469.543468,8,4,0.052881,0.009366,9.990634
central8_units_30deg,"8-unit formed endpoint, central 30-degree model",outputs\mini_hexaplex\structures\mini_hexaplex_central8_units.pdb,outputs\mini_hexaplex\radial_profiles\central8_units_radial.csv,d_3p35,3.35,1.875578,medium_high,yes,0.06,yes,3.328208,1.887858,0.021792,0.006505,1,2169319.123330,8,4,0.052881,0.009366,9.990634
central12_units_30deg,12-unit central 30-degree model,outputs\mini_hexaplex\structures\mini_hexaplex_central12_units.pdb,outputs\mini_hexaplex\radial_profiles\central12_units_radial.csv,d_7p90,7.90,0.795340,lower,no,0.25,yes,7.904843,0.794853,0.004843,0.000613,1,5432051.468623,8,4,0.054269,0.009722,9.990278
central12_units_30deg,12-unit central 30-degree model,outputs\mini_hexaplex\structures\mini_hexaplex_central12_units.pdb,outputs\mini_hexaplex\radial_profiles\central12_units_radial.csv,d_7p30,7.30,0.860710,lower,no,0.25,yes,7.386101,0.850677,0.086101,0.011795,1,4213760.813603,8,4,0.054269,0.009722,9.990278
central12_units_30deg,12-unit central 30-degree model,outputs\mini_hexaplex\structures\mini_hexaplex_central12_units.pdb,outputs\mini_hexaplex\radial_profiles\central12_units_radial.csv,d_6p50,6.50,0.966644,lower,no,0.20,yes,6.626807,0.948147,0.126807,0.019509,1,3030900.059804,8,4,0.054269,0.009722,9.990278
central12_units_30deg,12-unit central 30-degree model,outputs\mini_hexaplex\structures\mini_hexaplex_central12_units.pdb,outputs\mini_hexaplex\radial_profiles\central12_units_radial.csv,d_5p50,5.50,1.142397,lower,no,0.15,yes,5.637662,1.114502,0.137662,0.025030,1,6241424.360094,8,4,0.054269,0.009722,9.990278
central12_units_30deg,12-unit central 30-degree model,outputs\mini_hexaplex\structures\mini_hexaplex_central12_units.pdb,outputs\mini_hexaplex\radial_profiles\central12_units_radial.csv,d_4p33,4.33,1.451082,medium_high,yes,0.10,yes,4.310904,1.457510,0.019096,0.004410,1,3057479.354112,8,4,0.054269,0.009722,9.990278
central12_units_30deg,12-unit central 30-degree model,outputs\mini_hexaplex\structures\mini_hexaplex_central12_units.pdb,outputs\mini_hexaplex\radial_profiles\central12_units_radial.csv,d_3p90,3.90,1.611073,medium_high,yes,0.08,yes,3.878156,1.620148,0.021844,0.005601,1,3987180.015445,8,4,0.054269,0.009722,9.990278
central12_units_30deg,12-unit central 30-degree model,outputs\mini_hexaplex\structures\mini_hexaplex_central12_units.pdb,outputs\mini_hexaplex\radial_profiles\central12_units_radial.csv,d_3p71,3.71,1.693581,medium_high,yes,0.08,yes,3.693994,1.700919,0.016006,0.004314,2,2593483.715959,8,4,0.054269,0.009722,9.990278
central12_units_30deg,12-unit central 30-degree model,outputs\mini_hexaplex\structures\mini_hexaplex_central12_units.pdb,outputs\mini_hexaplex\radial_profiles\central12_units_radial.csv,d_3p35,3.35,1.875578,medium_high,yes,0.06,yes,3.328208,1.887858,0.021792,0.006505,1,4033803.854031,8,4,0.054269,0.009722,9.990278
full_length_twist_30,Full-length anti-parallel 30-degree model,outputs\intermediates\ai_candidate_inputs\full_hexaplex_anti_parallel_30deg_ideal_deduped_6chain.pdb,outputs\mini_hexaplex\radial_profiles\full_length_baseline_radial.csv,d_7p90,7.90,0.795340,lower,no,0.25,yes,7.904843,0.794853,0.004843,0.000613,1,5780954.034250,7,4,0.049721,0.009426,8.990574
full_length_twist_30,Full-length anti-parallel 30-degree model,outputs\intermediates\ai_candidate_inputs\full_hexaplex_anti_parallel_30deg_ideal_deduped_6chain.pdb,outputs\mini_hexaplex\radial_profiles\full_length_baseline_radial.csv,d_7p30,7.30,0.860710,lower,no,0.25,no,7.386101,0.850677,0.086101,0.011795,0,,7,4,0.049721,0.009426,8.990574
full_length_twist_30,Full-length anti-parallel 30-degree model,outputs\intermediates\ai_candidate_inputs\full_hexaplex_anti_parallel_30deg_ideal_deduped_6chain.pdb,outputs\mini_hexaplex\radial_profiles\full_length_baseline_radial.csv,d_6p50,6.50,0.966644,lower,no,0.20,yes,6.626807,0.948147,0.126807,0.019509,1,2430921.677733,7,4,0.049721,0.009426,8.990574
full_length_twist_30,Full-length anti-parallel 30-degree model,outputs\intermediates\ai_candidate_inputs\full_hexaplex_anti_parallel_30deg_ideal_deduped_6chain.pdb,outputs\mini_hexaplex\radial_profiles\full_length_baseline_radial.csv,d_5p50,5.50,1.142397,lower,no,0.15,yes,5.637662,1.114502,0.137662,0.025030,1,8135811.112031,7,4,0.049721,0.009426,8.990574
full_length_twist_30,Full-length anti-parallel 30-degree model,outputs\intermediates\ai_candidate_inputs\full_hexaplex_anti_parallel_30deg_ideal_deduped_6chain.pdb,outputs\mini_hexaplex\radial_profiles\full_length_baseline_radial.csv,d_4p33,4.33,1.451082,medium_high,yes,0.10,yes,4.310904,1.457510,0.019096,0.004410,1,3869140.308052,7,4,0.049721,0.009426,8.990574
full_length_twist_30,Full-length anti-parallel 30-degree model,outputs\intermediates\ai_candidate_inputs\full_hexaplex_anti_parallel_30deg_ideal_deduped_6chain.pdb,outputs\mini_hexaplex\radial_profiles\full_length_baseline_radial.csv,d_3p90,3.90,1.611073,medium_high,yes,0.08,yes,3.878156,1.620148,0.021844,0.005601,1,4126196.035585,7,4,0.049721,0.009426,8.990574
full_length_twist_30,Full-length anti-parallel 30-degree model,outputs\intermediates\ai_candidate_inputs\full_hexaplex_anti_parallel_30deg_ideal_deduped_6chain.pdb,outputs\mini_hexaplex\radial_profiles\full_length_baseline_radial.csv,d_3p71,3.71,1.693581,medium_high,yes,0.08,yes,3.693994,1.700919,0.016006,0.004314,1,5556215.282319,7,4,0.049721,0.009426,8.990574
full_length_twist_30,Full-length anti-parallel 30-degree model,outputs\intermediates\ai_candidate_inputs\full_hexaplex_anti_parallel_30deg_ideal_deduped_6chain.pdb,outputs\mini_hexaplex\radial_profiles\full_length_baseline_radial.csv,d_3p35,3.35,1.875578,medium_high,yes,0.06,yes,3.328208,1.887858,0.021792,0.006505,1,5584462.877748,7,4,0.049721,0.009426,8.990574
base_length_scale_0p85,Base-length variant scale 0.85,outputs\base_length_sweep\structures\hexaplex_base_length_scale_0p85.pdb,outputs\base_length_sweep\radial_profiles\hexaplex_base_length_scale_0p85_radial.csv,d_7p90,7.90,0.795340,lower,no,0.25,yes,7.768365,0.808817,0.131635,0.016663,1,5335473.368480,7,4,0.067834,0.011719,8.988281
base_length_scale_0p85,Base-length variant scale 0.85,outputs\base_length_sweep\structures\hexaplex_base_length_scale_0p85.pdb,outputs\base_length_sweep\radial_profiles\hexaplex_base_length_scale_0p85_radial.csv,d_7p30,7.30,0.860710,lower,no,0.25,no,7.386101,0.850677,0.086101,0.011795,0,,7,4,0.067834,0.011719,8.988281
base_length_scale_0p85,Base-length variant scale 0.85,outputs\base_length_sweep\structures\hexaplex_base_length_scale_0p85.pdb,outputs\base_length_sweep\radial_profiles\hexaplex_base_length_scale_0p85_radial.csv,d_6p50,6.50,0.966644,lower,no,0.20,yes,6.626807,0.948147,0.126807,0.019509,1,2045512.937454,7,4,0.067834,0.011719,8.988281
base_length_scale_0p85,Base-length variant scale 0.85,outputs\base_length_sweep\structures\hexaplex_base_length_scale_0p85.pdb,outputs\base_length_sweep\radial_profiles\hexaplex_base_length_scale_0p85_radial.csv,d_5p50,5.50,1.142397,lower,no,0.15,yes,5.637662,1.114502,0.137662,0.025030,1,9472143.858918,7,4,0.067834,0.011719,8.988281
base_length_scale_0p85,Base-length variant scale 0.85,outputs\base_length_sweep\structures\hexaplex_base_length_scale_0p85.pdb,outputs\base_length_sweep\radial_profiles\hexaplex_base_length_scale_0p85_radial.csv,d_4p33,4.33,1.451082,medium_high,yes,0.10,yes,4.310904,1.457510,0.019096,0.004410,1,4943936.733855,7,4,0.067834,0.011719,8.988281
base_length_scale_0p85,Base-length variant scale 0.85,outputs\base_length_sweep\structures\hexaplex_base_length_scale_0p85.pdb,outputs\base_length_sweep\radial_profiles\hexaplex_base_length_scale_0p85_radial.csv,d_3p90,3.90,1.611073,medium_high,yes,0.08,yes,3.878156,1.620148,0.021844,0.005601,1,5933497.555634,7,4,0.067834,0.011719,8.988281
base_length_scale_0p85,Base-length variant scale 0.85,outputs\base_length_sweep\structures\hexaplex_base_length_scale_0p85.pdb,outputs\base_length_sweep\radial_profiles\hexaplex_base_length_scale_0p85_radial.csv,d_3p71,3.71,1.693581,medium_high,yes,0.08,yes,3.693994,1.700919,0.016006,0.004314,2,7420921.285982,7,4,0.067834,0.011719,8.988281
base_length_scale_0p85,Base-length variant scale 0.85,outputs\base_length_sweep\structures\hexaplex_base_length_scale_0p85.pdb,outputs\base_length_sweep\radial_profiles\hexaplex_base_length_scale_0p85_radial.csv,d_3p35,3.35,1.875578,medium_high,yes,0.06,yes,3.328208,1.887858,0.021792,0.006505,1,4768393.486050,7,4,0.067834,0.011719,8.988281
base_length_scale_0p90,Base-length variant scale 0.90,outputs\base_length_sweep\structures\hexaplex_base_length_scale_0p90.pdb,outputs\base_length_sweep\radial_profiles\hexaplex_base_length_scale_0p90_radial.csv,d_7p90,7.90,0.795340,lower,no,0.25,yes,7.904843,0.794853,0.004843,0.000613,1,5333902.833279,7,4,0.049721,0.009426,8.990574
base_length_scale_0p90,Base-length variant scale 0.90,outputs\base_length_sweep\structures\hexaplex_base_length_scale_0p90.pdb,outputs\base_length_sweep\radial_profiles\hexaplex_base_length_scale_0p90_radial.csv,d_7p30,7.30,0.860710,lower,no,0.25,no,7.386101,0.850677,0.086101,0.011795,0,,7,4,0.049721,0.009426,8.990574
base_length_scale_0p90,Base-length variant scale 0.90,outputs\base_length_sweep\structures\hexaplex_base_length_scale_0p90.pdb,outputs\base_length_sweep\radial_profiles\hexaplex_base_length_scale_0p90_radial.csv,d_6p50,6.50,0.966644,lower,no,0.20,yes,6.626807,0.948147,0.126807,0.019509,1,2119382.156882,7,4,0.049721,0.009426,8.990574
base_length_scale_0p90,Base-length variant scale 0.90,outputs\base_length_sweep\structures\hexaplex_base_length_scale_0p90.pdb,outputs\base_length_sweep\radial_profiles\hexaplex_base_length_scale_0p90_radial.csv,d_5p50,5.50,1.142397,lower,no,0.15,yes,5.637662,1.114502,0.137662,0.025030,1,8909990.979148,7,4,0.049721,0.009426,8.990574
base_length_scale_0p90,Base-length variant scale 0.90,outputs\base_length_sweep\structures\hexaplex_base_length_scale_0p90.pdb,outputs\base_length_sweep\radial_profiles\hexaplex_base_length_scale_0p90_radial.csv,d_4p33,4.33,1.451082,medium_high,yes,0.10,yes,4.310904,1.457510,0.019096,0.004410,1,4488853.525003,7,4,0.049721,0.009426,8.990574
base_length_scale_0p90,Base-length variant scale 0.90,outputs\base_length_sweep\structures\hexaplex_base_length_scale_0p90.pdb,outputs\base_length_sweep\radial_profiles\hexaplex_base_length_scale_0p90_radial.csv,d_3p90,3.90,1.611073,medium_high,yes,0.08,yes,3.878156,1.620148,0.021844,0.005601,1,5516135.675086,7,4,0.049721,0.009426,8.990574
base_length_scale_0p90,Base-length variant scale 0.90,outputs\base_length_sweep\structures\hexaplex_base_length_scale_0p90.pdb,outputs\base_length_sweep\radial_profiles\hexaplex_base_length_scale_0p90_radial.csv,d_3p71,3.71,1.693581,medium_high,yes,0.08,yes,3.693994,1.700919,0.016006,0.004314,1,7240099.668731,7,4,0.049721,0.009426,8.990574
base_length_scale_0p90,Base-length variant scale 0.90,outputs\base_length_sweep\structures\hexaplex_base_length_scale_0p90.pdb,outputs\base_length_sweep\radial_profiles\hexaplex_base_length_scale_0p90_radial.csv,d_3p35,3.35,1.875578,medium_high,yes,0.06,yes,3.328208,1.887858,0.021792,0.006505,1,4994714.810429,7,4,0.049721,0.009426,8.990574
base_length_scale_0p95,Base-length variant scale 0.95,outputs\base_length_sweep\structures\hexaplex_base_length_scale_0p95.pdb,outputs\base_length_sweep\radial_profiles\hexaplex_base_length_scale_0p95_radial.csv,d_7p90,7.90,0.795340,lower,no,0.25,yes,7.904843,0.794853,0.004843,0.000613,1,5618919.136428,7,4,0.049721,0.009426,8.990574
base_length_scale_0p95,Base-length variant scale 0.95,outputs\base_length_sweep\structures\hexaplex_base_length_scale_0p95.pdb,outputs\base_length_sweep\radial_profiles\hexaplex_base_length_scale_0p95_radial.csv,d_7p30,7.30,0.860710,lower,no,0.25,no,7.386101,0.850677,0.086101,0.011795,0,,7,4,0.049721,0.009426,8.990574
base_length_scale_0p95,Base-length variant scale 0.95,outputs\base_length_sweep\structures\hexaplex_base_length_scale_0p95.pdb,outputs\base_length_sweep\radial_profiles\hexaplex_base_length_scale_0p95_radial.csv,d_6p50,6.50,0.966644,lower,no,0.20,yes,6.626807,0.948147,0.126807,0.019509,1,2249665.843050,7,4,0.049721,0.009426,8.990574
base_length_scale_0p95,Base-length variant scale 0.95,outputs\base_length_sweep\structures\hexaplex_base_length_scale_0p95.pdb,outputs\base_length_sweep\radial_profiles\hexaplex_base_length_scale_0p95_radial.csv,d_5p50,5.50,1.142397,lower,no,0.15,yes,5.637662,1.114502,0.137662,0.025030,1,8467549.074443,7,4,0.049721,0.009426,8.990574
base_length_scale_0p95,Base-length variant scale 0.95,outputs\base_length_sweep\structures\hexaplex_base_length_scale_0p95.pdb,outputs\base_length_sweep\radial_profiles\hexaplex_base_length_scale_0p95_radial.csv,d_4p33,4.33,1.451082,medium_high,yes,0.10,yes,4.310904,1.457510,0.019096,0.004410,1,4124257.988047,7,4,0.049721,0.009426,8.990574
base_length_scale_0p95,Base-length variant scale 0.95,outputs\base_length_sweep\structures\hexaplex_base_length_scale_0p95.pdb,outputs\base_length_sweep\radial_profiles\hexaplex_base_length_scale_0p95_radial.csv,d_3p90,3.90,1.611073,medium_high,yes,0.08,yes,3.878156,1.620148,0.021844,0.005601,1,4834499.839277,7,4,0.049721,0.009426,8.990574
base_length_scale_0p95,Base-length variant scale 0.95,outputs\base_length_sweep\structures\hexaplex_base_length_scale_0p95.pdb,outputs\base_length_sweep\radial_profiles\hexaplex_base_length_scale_0p95_radial.csv,d_3p71,3.71,1.693581,medium_high,yes,0.08,yes,3.693994,1.700919,0.016006,0.004314,1,6494882.457832,7,4,0.049721,0.009426,8.990574
base_length_scale_0p95,Base-length variant scale 0.95,outputs\base_length_sweep\structures\hexaplex_base_length_scale_0p95.pdb,outputs\base_length_sweep\radial_profiles\hexaplex_base_length_scale_0p95_radial.csv,d_3p35,3.35,1.875578,medium_high,yes,0.06,yes,3.328208,1.887858,0.021792,0.006505,1,5266584.514529,7,4,0.049721,0.009426,8.990574
base_length_scale_1p00,Base-length variant scale 1.00,outputs\base_length_sweep\structures\hexaplex_base_length_scale_1p00.pdb,outputs\base_length_sweep\radial_profiles\hexaplex_base_length_scale_1p00_radial.csv,d_7p90,7.90,0.795340,lower,no,0.25,yes,7.904843,0.794853,0.004843,0.000613,1,5780954.034250,7,4,0.049721,0.009426,8.990574
base_length_scale_1p00,Base-length variant scale 1.00,outputs\base_length_sweep\structures\hexaplex_base_length_scale_1p00.pdb,outputs\base_length_sweep\radial_profiles\hexaplex_base_length_scale_1p00_radial.csv,d_7p30,7.30,0.860710,lower,no,0.25,no,7.386101,0.850677,0.086101,0.011795,0,,7,4,0.049721,0.009426,8.990574
base_length_scale_1p00,Base-length variant scale 1.00,outputs\base_length_sweep\structures\hexaplex_base_length_scale_1p00.pdb,outputs\base_length_sweep\radial_profiles\hexaplex_base_length_scale_1p00_radial.csv,d_6p50,6.50,0.966644,lower,no,0.20,yes,6.626807,0.948147,0.126807,0.019509,1,2430921.677733,7,4,0.049721,0.009426,8.990574
base_length_scale_1p00,Base-length variant scale 1.00,outputs\base_length_sweep\structures\hexaplex_base_length_scale_1p00.pdb,outputs\base_length_sweep\radial_profiles\hexaplex_base_length_scale_1p00_radial.csv,d_5p50,5.50,1.142397,lower,no,0.15,yes,5.637662,1.114502,0.137662,0.025030,1,8135811.112031,7,4,0.049721,0.009426,8.990574
base_length_scale_1p00,Base-length variant scale 1.00,outputs\base_length_sweep\structures\hexaplex_base_length_scale_1p00.pdb,outputs\base_length_sweep\radial_profiles\hexaplex_base_length_scale_1p00_radial.csv,d_4p33,4.33,1.451082,medium_high,yes,0.10,yes,4.310904,1.457510,0.019096,0.004410,1,3869140.308052,7,4,0.049721,0.009426,8.990574
base_length_scale_1p00,Base-length variant scale 1.00,outputs\base_length_sweep\structures\hexaplex_base_length_scale_1p00.pdb,outputs\base_length_sweep\radial_profiles\hexaplex_base_length_scale_1p00_radial.csv,d_3p90,3.90,1.611073,medium_high,yes,0.08,yes,3.878156,1.620148,0.021844,0.005601,1,4126196.035585,7,4,0.049721,0.009426,8.990574
base_length_scale_1p00,Base-length variant scale 1.00,outputs\base_length_sweep\structures\hexaplex_base_length_scale_1p00.pdb,outputs\base_length_sweep\radial_profiles\hexaplex_base_length_scale_1p00_radial.csv,d_3p71,3.71,1.693581,medium_high,yes,0.08,yes,3.693994,1.700919,0.016006,0.004314,1,5556215.282319,7,4,0.049721,0.009426,8.990574
base_length_scale_1p00,Base-length variant scale 1.00,outputs\base_length_sweep\structures\hexaplex_base_length_scale_1p00.pdb,outputs\base_length_sweep\radial_profiles\hexaplex_base_length_scale_1p00_radial.csv,d_3p35,3.35,1.875578,medium_high,yes,0.06,yes,3.328208,1.887858,0.021792,0.006505,1,5584462.877748,7,4,0.049721,0.009426,8.990574
base_length_scale_1p05,Base-length variant scale 1.05,outputs\base_length_sweep\structures\hexaplex_base_length_scale_1p05.pdb,outputs\base_length_sweep\radial_profiles\hexaplex_base_length_scale_1p05_radial.csv,d_7p90,7.90,0.795340,lower,no,0.25,yes,7.904843,0.794853,0.004843,0.000613,1,5818428.191329,7,4,0.049721,0.009426,8.990574
base_length_scale_1p05,Base-length variant scale 1.05,outputs\base_length_sweep\structures\hexaplex_base_length_scale_1p05.pdb,outputs\base_length_sweep\radial_profiles\hexaplex_base_length_scale_1p05_radial.csv,d_7p30,7.30,0.860710,lower,no,0.25,no,7.386101,0.850677,0.086101,0.011795,0,,7,4,0.049721,0.009426,8.990574
base_length_scale_1p05,Base-length variant scale 1.05,outputs\base_length_sweep\structures\hexaplex_base_length_scale_1p05.pdb,outputs\base_length_sweep\radial_profiles\hexaplex_base_length_scale_1p05_radial.csv,d_6p50,6.50,0.966644,lower,no,0.20,yes,6.626807,0.948147,0.126807,0.019509,1,2644689.492956,7,4,0.049721,0.009426,8.990574
base_length_scale_1p05,Base-length variant scale 1.05,outputs\base_length_sweep\structures\hexaplex_base_length_scale_1p05.pdb,outputs\base_length_sweep\radial_profiles\hexaplex_base_length_scale_1p05_radial.csv,d_5p50,5.50,1.142397,lower,no,0.15,yes,5.637662,1.114502,0.137662,0.025030,1,7908298.435839,7,4,0.049721,0.009426,8.990574
base_length_scale_1p05,Base-length variant scale 1.05,outputs\base_length_sweep\structures\hexaplex_base_length_scale_1p05.pdb,outputs\base_length_sweep\radial_profiles\hexaplex_base_length_scale_1p05_radial.csv,d_4p33,4.33,1.451082,medium_high,yes,0.10,yes,4.310904,1.457510,0.019096,0.004410,1,3710133.360049,7,4,0.049721,0.009426,8.990574
