rank,model_id,twist_deg,rise_A,target_group,target_count,assigned_peak_count,missing_peak_count,root_sum_relative_error,rms_relative_error,weighted_rms_relative_error,max_abs_relative_error,mean_abs_relative_error,missing_peak_penalty
1,nick_29,29,,combined,5,5,0,0.0442518862321,0.0197900451495,0.0197900451495,0.025,0.018150318447,0.25
2,nick_30,30,,combined,5,5,0,0.0521593162467,0.0233263553575,0.0233263553575,0.0452054794521,0.0192146065723,0.25
3,nick_31,31,,combined,5,5,0,0.0802178129923,0.0358744965714,0.0358744965714,0.077397260274,0.0226504010227,0.25
1,nick_29,29,,backbone_associated,4,4,0,0.0439979687726,0.0219989843863,0.0219989843863,0.025,0.0215044661061,0.25
2,nick_30,30,,backbone_associated,4,4,0,0.0515439955803,0.0257719977901,0.0257719977901,0.0452054794521,0.0220212167953,0.25
3,nick_31,31,,backbone_associated,4,4,0,0.0798190875062,0.0399095437531,0.0399095437531,0.077397260274,0.0263159598583,0.25
1,nick_29,29,,base_stacking,1,1,0,0.00473372781065,0.00473372781065,0.00473372781065,0.00473372781065,0.00473372781065,0.25
2,nick_30,30,,base_stacking,1,1,0,0.00798816568047,0.00798816568047,0.00798816568047,0.00798816568047,0.00798816568047,0.25
3,nick_31,31,,base_stacking,1,1,0,0.00798816568047,0.00798816568047,0.00798816568047,0.00798816568047,0.00798816568047,0.25
