source_folder,candidate_file,twist_label_deg,candidate_label,mean_abs_primary_peak_offset_A,max_abs_primary_peak_offset_A,base_stack_peak_offset_A,feature_3p77_offset_A,feature_4p4_offset_A,feature_5p6_offset_A,feature_7p3_offset_A,hbond_proxy_best_distance_A,clash_count_lt_2p2,qualitative_note
29,inputs/asem_twist_series_29_30_31/raw/29/29.pdb.txt,29,twist_29_candidate_01_29_pdb_txt,0.0235452211895,0.0582217172089,0.0348347304828,-0.000283605539219,-0.0582217172089,0.00627265747814,0.0181133952385,2.25244,174,strong primary-window match; plausible N-O H-bond proxy; 174 heavy-heavy contacts below 2.2 A
30,inputs/asem_twist_series_29_30_31/raw/30/30.pdb.txt,30,twist_30_candidate_01_30_pdb_txt,0.0235452211895,0.0582217172089,0.0348347304828,-0.000283605539219,-0.0582217172089,0.00627265747814,0.0181133952385,2.25343,174,strong primary-window match; plausible N-O H-bond proxy; 174 heavy-heavy contacts below 2.2 A
31,inputs/asem_twist_series_29_30_31/raw/31/31.pdb.txt,31,twist_31_candidate_01_31_pdb_txt,0.0407607423262,0.0863612112229,0.0348347304828,-0.0863612112229,-0.0582217172089,0.00627265747814,0.0181133952385,2.25289,186,strong primary-window match; plausible N-O H-bond proxy; 186 heavy-heavy contacts below 2.2 A
