twist,d_3p4_max_norm_intensity,d_3p4_q_Ainv,d_3p4_d_A,d_3p4_mean_intensity,d_3p0_max_norm_intensity,d_3p0_q_Ainv,d_3p0_d_A,d_3p0_mean_intensity,d_4p5_5p0_max_norm_intensity,d_4p5_5p0_q_Ainv,d_4p5_5p0_d_A,d_4p5_5p0_mean_intensity,d_4p1_max_norm_intensity,d_4p1_q_Ainv,d_4p1_d_A,d_4p1_mean_intensity,d_5p5_max_norm_intensity,d_5p5_q_Ainv,d_5p5_d_A,d_5p5_mean_intensity,d_7p0_max_norm_intensity,d_7p0_q_Ainv,d_7p0_d_A,d_7p0_mean_intensity,d_8p4_max_norm_intensity,d_8p4_q_Ainv,d_8p4_d_A,d_8p4_mean_intensity
24.0,0.484621613095,1.81801454331,3.45606988144,42705927.6796,0.0882802164232,2.03642785421,3.08539548514,7779447.79232,0.227380723545,1.35174659186,4.64819763189,20037291.9264,0.11200844793,1.55594015636,4.03819213836,9870431.99796,0.191131433999,1.12486545158,5.58572165085,16842924.4117,0.242704353075,0.875071698099,7.18019485812,21387644.0296,0.650807057975,0.749432412229,8.38392522748,57350556.3933
26.0,0.310529844568,1.81801454331,3.45606988144,42677540.0766,0.0448880235664,2.11502897107,2.97073250207,6169166.85538,0.149993070238,1.39275174437,4.5113462127,20614235.2442,0.0816967017879,1.51527206757,4.14657238238,11227952.2425,0.0991201456123,1.12486545158,5.58572165085,13622536.0002,0.153835517233,0.875071698099,7.18019485812,21142320.3494,0.190165008932,0.749432412229,8.38392522748,26135248.9361
28.0,0.413180266706,1.81801454331,3.45606988144,45374279.6658,0.0551322297491,2.13460797748,2.94348441188,6054464.38955,0.149196617654,1.37225917393,4.57871619776,16384347.4631,0.103496916764,1.51527206757,4.14657238238,11365736.5179,0.171921463687,1.12486545158,5.58572165085,18879925.3073,0.187494173726,0.875071698099,7.18019485812,20590075.9544,0.180101618064,0.749432412229,8.38392522748,19778246.5544
30.0,1,1.81801454331,3.45606988144,43565070.0613,0.163802245368,2.13460797748,2.94348441188,7136056.29567,0.290542680173,1.37225917393,4.57871619776,12657512.2175,0.229061774559,1.55594015636,4.03819213836,9979092.25702,0.512411856945,1.12486545158,5.58572165085,22323258.4481,0.391869083071,0.875071698099,7.18019485812,17071804.0588,0.340482271437,0.749432412229,8.38392522748,14833134.0098
32.0,0.402296101395,1.81801454331,3.45606988144,44689964.8811,0.0552232747844,2.13460797748,2.94348441188,6134601.35997,0.145663271183,1.37225917393,4.57871619776,16181331.241,0.102821969032,1.53561716384,4.09163524291,11422209.087,0.171331748982,1.12486545158,5.58572165085,19032771.6785,0.179403018141,0.875071698099,7.18019485812,19929386.719,0.180788984166,0.749432412229,8.38392522748,20083349.8641
34.0,0.305709051216,1.81801454331,3.45606988144,43165872.7606,0.0423627263951,2.03642785421,3.08539548514,5981582.97926,0.138140290427,1.39275174437,4.5113462127,19505298.178,0.0820704404507,1.51527206757,4.14657238238,11588280.3463,0.0965434397843,1.12486545158,5.58572165085,13631856.2405,0.141058978593,0.875071698099,7.18019485812,19917414.6054,0.176868616134,0.749432412229,8.38392522748,24973706.696
36.0,0.475783419483,1.81801454331,3.45606988144,42589076.1814,0.0890746490716,2.13460797748,2.94348441188,7973390.5382,0.212579872924,1.39275174437,4.5113462127,19028785.014,0.102454288828,1.55594015636,4.03819213836,9171049.96375,0.182821831871,1.12486545158,5.58572165085,16365036.2882,0.239029256436,0.875071698099,7.18019485812,21396363.9653,0.63040862087,0.749432412229,8.38392522748,56430131.1904
