candidate_label,source_path,copied_path,filename,sha256,file_size_bytes,total_pdb_atom_count,element_counts,residue_counts,chain_ids,chain_count,coordinate_span_x_a,coordinate_span_y_a,coordinate_span_z_a,hydrogens_present,duplicate_atom_coordinate_line_count,duplicate_atom_coordinate_lines_detected,deduped_atom_count,deduped_reference_path,deduped_reference_sha256,profile_path,profile_source_path,profile_method,provenance_note
ideal_antiparallel_30deg_hexaplex,C:\Users\Public\hexaplex-tools\repos\fiber-diffraction-original\inputs\Hexaplex_AntiParallel_30deg_Ideal.pdb,inputs\candidates\ideal_antiparallel_30deg_hexaplex.pdb,ideal_antiparallel_30deg_hexaplex.pdb,9a880544a551b3d16f9024e7897a23af0286820ed69df9e3cb805c94113b6aca,578837,7146,C:2160;H:2814;N:1170;O:1002,CYP:2082;GLU:2712;MEP:2352,(blank),1,32.885000,32.888000,55.665000,yes,3573,yes,3573,outputs\intermediates\ai_candidate_inputs\full_hexaplex_anti_parallel_30deg_ideal_deduped_6chain.pdb,d5997c39abe012d411a8037e9aceb57ba4eb67210391e56afacc9fc2c9a6e27c,outputs\metrics\hxc590_s1_ideal_antiparallel_30deg_hexaplex_profile.csv,outputs\mini_hexaplex\radial_profiles\full_length_baseline_radial.csv,reused existing full-length baseline radial profile generated by the repo's established workflow,Hexaplex_AntiParallel_30deg_Ideal.pdb is treated as the ideal antiparallel 30-degree hexaplex model. Nick clarified that this is the file he meant by the 16-mer simulation benchmark shorthand.
