model_id,d_A,intensity
angle27_cand13,3.4624190617140362,7989850.946314367
angle27_cand13,3.412306205705666,4800665.997192496
angle27_cand13,3.3637057206694214,9623676.198693557
angle27_cand13,3.316551303551382,6329977.124381632
angle27_cand13,3.2707804665805473,4855435.015400135
angle27_cand13,3.226334266691961,3578454.079382985
angle27_cand13,3.183157057655629,2776272.8863447355
angle27_cand13,3.1411962627189505,2518214.420014133
angle27_cand13,3.100402165808998,2240007.112529557
angle27_cand13,3.0607277195507496,1940588.4514805686
angle27_cand13,3.0221283685421896,1689523.650631385
angle27_cand13,2.9845618864902175,1302277.0322084643
angle27_cand13,2.9479882259554047,1382749.294082108
angle27_cand13,2.912369379581268,1461484.8733700376
angle27_cand13,2.8776692517968083,1577606.5474628457
angle27_cand13,2.8438535400816245,1712574.0015699454
angle27_cand13,2.810889624972247,1880832.3020518566
angle27_cand13,2.7787464680680305,2067664.8487729498
angle27_cand13,2.747394517365969,2169963.2540442976
angle27_cand13,2.7168056193173014,2222551.665854682
angle27_cand13,2.6869529370555894,2194990.460674559
angle27_cand13,2.657810874296835,2072101.7365458459
angle27_cand13,2.629355004457874,2053713.1866472908
angle27_cand13,2.601562004580294,1853995.1751905265
angle27_cand13,2.57440959368403,2072463.338483246
angle27_cand13,2.547876475208006,2011789.8155565893
angle27_cand13,2.5219422832251377,2145235.3620785815
angle27_cand13,2.4965875321460995,2412221.9806038714
angle27_cand13,2.4717935696506212,2525890.316436904
angle27_cand13,2.447542532607264,2984622.4683844354
angle27_cand13,2.4238173057626193,3437766.140344099
angle27_cand13,2.400601482999028,3168610.741659808
angle27_cand13,2.3778793309764166,3687612.0390745625
angle27_cand13,2.3556357549888265,3457546.378432937
angle27_cand13,2.3338562668798124,3917924.8632328147
angle27_cand13,2.3125269548733143,3646026.830685582
angle27_cand13,2.2916344551879,4260233.1995958965
angle27_cand13,2.2711659253125793,3678721.3734439425
angle27_cand13,2.251109018831818,5088454.401043015
angle27_cand13,2.2314518616959678,3212000.695754447
angle27_cand13,2.212183029841217,4758166.499692136
angle27_cand13,2.193291528070352,4417902.143119825
angle27_cand13,2.1747667701122286,3752710.944388276
angle27_cand13,2.156598559783912,3949289.092178904
angle27_cand13,2.138777073184987,3029158.708718418
angle27_cand13,2.121292841858658,2733265.6252509416
angle27_cand13,2.1041367368589317,2499949.8162414823
angle27_cand13,2.087299953667518,2189310.814051608
angle27_cand13,2.054550671808726,2580383.066819315
angle27_cand13,2.0229805241837067,3210684.496380001
angle27_cand13,1.9925293892289613,3235892.1918282397
angle27_cand13,1.9777057635652266,3063714.299745503
angle27_cand16,445.0130562565878,7739670527.987402
angle27_cand16,89.00503999841906,3973256382.7126365
angle27_cand16,63.5767633212819,2208338863.4464064
angle27_cand16,40.46125183167113,575552750.1270566
angle27_cand16,29.675091945324713,107502181.36287683
angle27_cand16,26.18580879442811,44383065.88042111
angle27_cand16,23.43132431885384,10996338.005832596
angle27_cand16,21.20169597173345,9792898.848625943
angle27_cand16,19.36000469388422,11368546.66637791
angle27_cand16,16.495600130686242,8615230.697547214
angle27_cand16,15.359924226752971,6891863.508819076
angle27_cand16,14.370917190024475,4035778.594830107
angle27_cand16,13.501911881730377,4002176.0296188626
angle27_cand16,12.732336504650608,3637513.776155806
angle27_cand16,12.04606721352027,5374186.18816226
angle27_cand16,11.430287614541383,4979082.028153429
angle27_cand16,10.874682069916327,2770457.0177004784
angle27_cand16,10.370854126698163,2087335.3307171424
angle27_cand16,9.911900031281524,1739194.3410281925
angle27_cand16,9.492091133811293,1965676.7225700573
angle27_cand16,9.106634071104004,2567151.8433638727
angle27_cand16,8.751487377117718,2498524.726650665
angle27_cand16,8.423219615580143,2316395.1190863345
angle27_cand16,8.118898465498383,2769067.49557988
angle27_cand16,7.836003157088168,2452624.635788196
angle27_cand16,7.572354717345019,3266699.8358139885
angle27_cand16,7.326059937798561,3372838.004082414
angle27_cand16,7.095466015075968,4565475.7861948265
angle27_cand16,6.879123565515574,5506936.807467757
