model_id,rise_label,rise_A,twist_deg,sidechain_variant,candidate_id,coordinate_file,coordinate_status,diffraction_status,diffraction_file,score_status,base_rmsd,helical_rmsd,combined_rmsd,notes
rise3p38_twist28_glu_ablated_cand7,rise3p38,3.380,28.000,glu_ablated,cand7,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\28\cand7\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p38_twist28_glu_ablated_cand8,rise3p38,3.380,28.000,glu_ablated,cand8,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\28\cand8\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p38_twist28_glu_ablated_cand9,rise3p38,3.380,28.000,glu_ablated,cand9,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\28\cand9\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p38_twist29_glu_ablated_cand0,rise3p38,3.380,29.000,glu_ablated,cand0,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\29\cand0\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p38_twist29_glu_ablated_cand1,rise3p38,3.380,29.000,glu_ablated,cand1,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\29\cand1\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p38_twist29_glu_ablated_cand10,rise3p38,3.380,29.000,glu_ablated,cand10,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\29\cand10\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p38_twist29_glu_ablated_cand11,rise3p38,3.380,29.000,glu_ablated,cand11,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\29\cand11\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p38_twist29_glu_ablated_cand12,rise3p38,3.380,29.000,glu_ablated,cand12,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\29\cand12\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p38_twist29_glu_ablated_cand13,rise3p38,3.380,29.000,glu_ablated,cand13,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\29\cand13\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p38_twist29_glu_ablated_cand2,rise3p38,3.380,29.000,glu_ablated,cand2,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\29\cand2\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p38_twist29_glu_ablated_cand3,rise3p38,3.380,29.000,glu_ablated,cand3,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\29\cand3\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p38_twist29_glu_ablated_cand4,rise3p38,3.380,29.000,glu_ablated,cand4,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\29\cand4\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p38_twist29_glu_ablated_cand5,rise3p38,3.380,29.000,glu_ablated,cand5,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\29\cand5\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p38_twist29_glu_ablated_cand6,rise3p38,3.380,29.000,glu_ablated,cand6,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\29\cand6\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p38_twist29_glu_ablated_cand7,rise3p38,3.380,29.000,glu_ablated,cand7,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\29\cand7\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p38_twist29_glu_ablated_cand8,rise3p38,3.380,29.000,glu_ablated,cand8,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\29\cand8\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p38_twist29_glu_ablated_cand9,rise3p38,3.380,29.000,glu_ablated,cand9,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\29\cand9\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p38_twist30_glu_ablated_cand0,rise3p38,3.380,30.000,glu_ablated,cand0,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\30\cand0\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p38_twist30_glu_ablated_cand1,rise3p38,3.380,30.000,glu_ablated,cand1,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\30\cand1\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p38_twist30_glu_ablated_cand2,rise3p38,3.380,30.000,glu_ablated,cand2,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\30\cand2\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p38_twist30_glu_ablated_cand3,rise3p38,3.380,30.000,glu_ablated,cand3,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\30\cand3\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p38_twist30_glu_ablated_cand4,rise3p38,3.380,30.000,glu_ablated,cand4,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\30\cand4\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p38_twist30_glu_ablated_cand5,rise3p38,3.380,30.000,glu_ablated,cand5,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\30\cand5\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p38_twist30_glu_ablated_cand6,rise3p38,3.380,30.000,glu_ablated,cand6,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\30\cand6\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p38_twist30_glu_ablated_cand7,rise3p38,3.380,30.000,glu_ablated,cand7,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\30\cand7\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p38_twist30_glu_ablated_cand8,rise3p38,3.380,30.000,glu_ablated,cand8,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\30\cand8\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p38_twist30_glu_ablated_cand9,rise3p38,3.380,30.000,glu_ablated,cand9,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\30\cand9\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p38_twist31_glu_ablated_cand0,rise3p38,3.380,31.000,glu_ablated,cand0,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\31\cand0\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p38_twist31_glu_ablated_cand1,rise3p38,3.380,31.000,glu_ablated,cand1,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\31\cand1\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p38_twist31_glu_ablated_cand10,rise3p38,3.380,31.000,glu_ablated,cand10,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\31\cand10\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p38_twist31_glu_ablated_cand11,rise3p38,3.380,31.000,glu_ablated,cand11,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\31\cand11\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p38_twist31_glu_ablated_cand12,rise3p38,3.380,31.000,glu_ablated,cand12,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\31\cand12\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p38_twist31_glu_ablated_cand13,rise3p38,3.380,31.000,glu_ablated,cand13,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\31\cand13\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p38_twist31_glu_ablated_cand14,rise3p38,3.380,31.000,glu_ablated,cand14,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\31\cand14\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p38_twist31_glu_ablated_cand15,rise3p38,3.380,31.000,glu_ablated,cand15,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\31\cand15\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p38_twist31_glu_ablated_cand16,rise3p38,3.380,31.000,glu_ablated,cand16,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\31\cand16\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p38_twist31_glu_ablated_cand17,rise3p38,3.380,31.000,glu_ablated,cand17,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\31\cand17\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p38_twist31_glu_ablated_cand18,rise3p38,3.380,31.000,glu_ablated,cand18,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\31\cand18\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p38_twist31_glu_ablated_cand19,rise3p38,3.380,31.000,glu_ablated,cand19,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\31\cand19\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p38_twist31_glu_ablated_cand2,rise3p38,3.380,31.000,glu_ablated,cand2,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\31\cand2\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p38_twist31_glu_ablated_cand20,rise3p38,3.380,31.000,glu_ablated,cand20,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\31\cand20\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p38_twist31_glu_ablated_cand21,rise3p38,3.380,31.000,glu_ablated,cand21,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\31\cand21\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p38_twist31_glu_ablated_cand22,rise3p38,3.380,31.000,glu_ablated,cand22,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\31\cand22\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p38_twist31_glu_ablated_cand23,rise3p38,3.380,31.000,glu_ablated,cand23,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\31\cand23\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p38_twist31_glu_ablated_cand24,rise3p38,3.380,31.000,glu_ablated,cand24,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\31\cand24\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p38_twist31_glu_ablated_cand25,rise3p38,3.380,31.000,glu_ablated,cand25,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\31\cand25\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p38_twist31_glu_ablated_cand3,rise3p38,3.380,31.000,glu_ablated,cand3,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\31\cand3\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p38_twist31_glu_ablated_cand4,rise3p38,3.380,31.000,glu_ablated,cand4,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\31\cand4\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p38_twist31_glu_ablated_cand5,rise3p38,3.380,31.000,glu_ablated,cand5,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\31\cand5\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p38_twist31_glu_ablated_cand6,rise3p38,3.380,31.000,glu_ablated,cand6,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\31\cand6\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p38_twist31_glu_ablated_cand7,rise3p38,3.380,31.000,glu_ablated,cand7,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\31\cand7\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p38_twist31_glu_ablated_cand8,rise3p38,3.380,31.000,glu_ablated,cand8,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\31\cand8\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p38_twist31_glu_ablated_cand9,rise3p38,3.380,31.000,glu_ablated,cand9,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\31\cand9\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p38_twist32_glu_ablated_cand0,rise3p38,3.380,32.000,glu_ablated,cand0,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\32\cand0\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p38_twist32_glu_ablated_cand1,rise3p38,3.380,32.000,glu_ablated,cand1,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\32\cand1\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p38_twist32_glu_ablated_cand2,rise3p38,3.380,32.000,glu_ablated,cand2,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\32\cand2\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p38_twist32_glu_ablated_cand3,rise3p38,3.380,32.000,glu_ablated,cand3,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\32\cand3\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p38_twist32_glu_ablated_cand4,rise3p38,3.380,32.000,glu_ablated,cand4,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\32\cand4\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p38_twist32_glu_ablated_cand5,rise3p38,3.380,32.000,glu_ablated,cand5,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\32\cand5\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p40_twist28_sidechain_cand0,rise3p40,3.400,28.000,sidechain,cand0,inputs\asem_matched_twist_scan\rise3p40\sidechain\28\cand0\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p40_twist28_sidechain_cand1,rise3p40,3.400,28.000,sidechain,cand1,inputs\asem_matched_twist_scan\rise3p40\sidechain\28\cand1\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p40_twist28_sidechain_cand10,rise3p40,3.400,28.000,sidechain,cand10,inputs\asem_matched_twist_scan\rise3p40\sidechain\28\cand10\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p40_twist28_sidechain_cand11,rise3p40,3.400,28.000,sidechain,cand11,inputs\asem_matched_twist_scan\rise3p40\sidechain\28\cand11\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p40_twist28_sidechain_cand12,rise3p40,3.400,28.000,sidechain,cand12,inputs\asem_matched_twist_scan\rise3p40\sidechain\28\cand12\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p40_twist28_sidechain_cand13,rise3p40,3.400,28.000,sidechain,cand13,inputs\asem_matched_twist_scan\rise3p40\sidechain\28\cand13\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p40_twist28_sidechain_cand14,rise3p40,3.400,28.000,sidechain,cand14,inputs\asem_matched_twist_scan\rise3p40\sidechain\28\cand14\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p40_twist28_sidechain_cand15,rise3p40,3.400,28.000,sidechain,cand15,inputs\asem_matched_twist_scan\rise3p40\sidechain\28\cand15\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p40_twist28_sidechain_cand16,rise3p40,3.400,28.000,sidechain,cand16,inputs\asem_matched_twist_scan\rise3p40\sidechain\28\cand16\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p40_twist28_sidechain_cand17,rise3p40,3.400,28.000,sidechain,cand17,inputs\asem_matched_twist_scan\rise3p40\sidechain\28\cand17\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p40_twist28_sidechain_cand18,rise3p40,3.400,28.000,sidechain,cand18,inputs\asem_matched_twist_scan\rise3p40\sidechain\28\cand18\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p40_twist28_sidechain_cand19,rise3p40,3.400,28.000,sidechain,cand19,inputs\asem_matched_twist_scan\rise3p40\sidechain\28\cand19\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p40_twist28_sidechain_cand2,rise3p40,3.400,28.000,sidechain,cand2,inputs\asem_matched_twist_scan\rise3p40\sidechain\28\cand2\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p40_twist28_sidechain_cand20,rise3p40,3.400,28.000,sidechain,cand20,inputs\asem_matched_twist_scan\rise3p40\sidechain\28\cand20\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p40_twist28_sidechain_cand21,rise3p40,3.400,28.000,sidechain,cand21,inputs\asem_matched_twist_scan\rise3p40\sidechain\28\cand21\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p40_twist28_sidechain_cand22,rise3p40,3.400,28.000,sidechain,cand22,inputs\asem_matched_twist_scan\rise3p40\sidechain\28\cand22\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p40_twist28_sidechain_cand23,rise3p40,3.400,28.000,sidechain,cand23,inputs\asem_matched_twist_scan\rise3p40\sidechain\28\cand23\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p40_twist28_sidechain_cand24,rise3p40,3.400,28.000,sidechain,cand24,inputs\asem_matched_twist_scan\rise3p40\sidechain\28\cand24\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p40_twist28_sidechain_cand25,rise3p40,3.400,28.000,sidechain,cand25,inputs\asem_matched_twist_scan\rise3p40\sidechain\28\cand25\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p40_twist28_sidechain_cand26,rise3p40,3.400,28.000,sidechain,cand26,inputs\asem_matched_twist_scan\rise3p40\sidechain\28\cand26\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p40_twist28_sidechain_cand27,rise3p40,3.400,28.000,sidechain,cand27,inputs\asem_matched_twist_scan\rise3p40\sidechain\28\cand27\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p40_twist28_sidechain_cand28,rise3p40,3.400,28.000,sidechain,cand28,inputs\asem_matched_twist_scan\rise3p40\sidechain\28\cand28\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p40_twist28_sidechain_cand29,rise3p40,3.400,28.000,sidechain,cand29,inputs\asem_matched_twist_scan\rise3p40\sidechain\28\cand29\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p40_twist28_sidechain_cand3,rise3p40,3.400,28.000,sidechain,cand3,inputs\asem_matched_twist_scan\rise3p40\sidechain\28\cand3\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p40_twist28_sidechain_cand4,rise3p40,3.400,28.000,sidechain,cand4,inputs\asem_matched_twist_scan\rise3p40\sidechain\28\cand4\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p40_twist28_sidechain_cand5,rise3p40,3.400,28.000,sidechain,cand5,inputs\asem_matched_twist_scan\rise3p40\sidechain\28\cand5\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p40_twist28_sidechain_cand6,rise3p40,3.400,28.000,sidechain,cand6,inputs\asem_matched_twist_scan\rise3p40\sidechain\28\cand6\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p40_twist28_sidechain_cand7,rise3p40,3.400,28.000,sidechain,cand7,inputs\asem_matched_twist_scan\rise3p40\sidechain\28\cand7\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p40_twist28_sidechain_cand8,rise3p40,3.400,28.000,sidechain,cand8,inputs\asem_matched_twist_scan\rise3p40\sidechain\28\cand8\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p40_twist28_sidechain_cand9,rise3p40,3.400,28.000,sidechain,cand9,inputs\asem_matched_twist_scan\rise3p40\sidechain\28\cand9\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p40_twist29_sidechain_cand0,rise3p40,3.400,29.000,sidechain,cand0,inputs\asem_matched_twist_scan\rise3p40\sidechain\29\cand0\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p40_twist29_sidechain_cand1,rise3p40,3.400,29.000,sidechain,cand1,inputs\asem_matched_twist_scan\rise3p40\sidechain\29\cand1\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p40_twist29_sidechain_cand10,rise3p40,3.400,29.000,sidechain,cand10,inputs\asem_matched_twist_scan\rise3p40\sidechain\29\cand10\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p40_twist29_sidechain_cand11,rise3p40,3.400,29.000,sidechain,cand11,inputs\asem_matched_twist_scan\rise3p40\sidechain\29\cand11\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p40_twist29_sidechain_cand12,rise3p40,3.400,29.000,sidechain,cand12,inputs\asem_matched_twist_scan\rise3p40\sidechain\29\cand12\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p40_twist29_sidechain_cand13,rise3p40,3.400,29.000,sidechain,cand13,inputs\asem_matched_twist_scan\rise3p40\sidechain\29\cand13\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p40_twist29_sidechain_cand14,rise3p40,3.400,29.000,sidechain,cand14,inputs\asem_matched_twist_scan\rise3p40\sidechain\29\cand14\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p40_twist29_sidechain_cand2,rise3p40,3.400,29.000,sidechain,cand2,inputs\asem_matched_twist_scan\rise3p40\sidechain\29\cand2\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p40_twist29_sidechain_cand3,rise3p40,3.400,29.000,sidechain,cand3,inputs\asem_matched_twist_scan\rise3p40\sidechain\29\cand3\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p40_twist29_sidechain_cand4,rise3p40,3.400,29.000,sidechain,cand4,inputs\asem_matched_twist_scan\rise3p40\sidechain\29\cand4\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p40_twist29_sidechain_cand5,rise3p40,3.400,29.000,sidechain,cand5,inputs\asem_matched_twist_scan\rise3p40\sidechain\29\cand5\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p40_twist29_sidechain_cand6,rise3p40,3.400,29.000,sidechain,cand6,inputs\asem_matched_twist_scan\rise3p40\sidechain\29\cand6\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p40_twist29_sidechain_cand7,rise3p40,3.400,29.000,sidechain,cand7,inputs\asem_matched_twist_scan\rise3p40\sidechain\29\cand7\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p40_twist29_sidechain_cand8,rise3p40,3.400,29.000,sidechain,cand8,inputs\asem_matched_twist_scan\rise3p40\sidechain\29\cand8\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p40_twist29_sidechain_cand9,rise3p40,3.400,29.000,sidechain,cand9,inputs\asem_matched_twist_scan\rise3p40\sidechain\29\cand9\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p40_twist30_sidechain_cand0,rise3p40,3.400,30.000,sidechain,cand0,inputs\asem_matched_twist_scan\rise3p40\sidechain\30\cand0\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p40_twist30_sidechain_cand1,rise3p40,3.400,30.000,sidechain,cand1,inputs\asem_matched_twist_scan\rise3p40\sidechain\30\cand1\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p40_twist30_sidechain_cand10,rise3p40,3.400,30.000,sidechain,cand10,inputs\asem_matched_twist_scan\rise3p40\sidechain\30\cand10\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p40_twist30_sidechain_cand11,rise3p40,3.400,30.000,sidechain,cand11,inputs\asem_matched_twist_scan\rise3p40\sidechain\30\cand11\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p40_twist30_sidechain_cand2,rise3p40,3.400,30.000,sidechain,cand2,inputs\asem_matched_twist_scan\rise3p40\sidechain\30\cand2\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p40_twist30_sidechain_cand3,rise3p40,3.400,30.000,sidechain,cand3,inputs\asem_matched_twist_scan\rise3p40\sidechain\30\cand3\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p40_twist30_sidechain_cand4,rise3p40,3.400,30.000,sidechain,cand4,inputs\asem_matched_twist_scan\rise3p40\sidechain\30\cand4\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p40_twist30_sidechain_cand5,rise3p40,3.400,30.000,sidechain,cand5,inputs\asem_matched_twist_scan\rise3p40\sidechain\30\cand5\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p40_twist30_sidechain_cand6,rise3p40,3.400,30.000,sidechain,cand6,inputs\asem_matched_twist_scan\rise3p40\sidechain\30\cand6\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p40_twist30_sidechain_cand7,rise3p40,3.400,30.000,sidechain,cand7,inputs\asem_matched_twist_scan\rise3p40\sidechain\30\cand7\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p40_twist30_sidechain_cand8,rise3p40,3.400,30.000,sidechain,cand8,inputs\asem_matched_twist_scan\rise3p40\sidechain\30\cand8\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p40_twist30_sidechain_cand9,rise3p40,3.400,30.000,sidechain,cand9,inputs\asem_matched_twist_scan\rise3p40\sidechain\30\cand9\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p40_twist31_sidechain_cand0,rise3p40,3.400,31.000,sidechain,cand0,inputs\asem_matched_twist_scan\rise3p40\sidechain\31\cand0\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p40_twist31_sidechain_cand1,rise3p40,3.400,31.000,sidechain,cand1,inputs\asem_matched_twist_scan\rise3p40\sidechain\31\cand1\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p40_twist31_sidechain_cand10,rise3p40,3.400,31.000,sidechain,cand10,inputs\asem_matched_twist_scan\rise3p40\sidechain\31\cand10\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p40_twist31_sidechain_cand11,rise3p40,3.400,31.000,sidechain,cand11,inputs\asem_matched_twist_scan\rise3p40\sidechain\31\cand11\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p40_twist31_sidechain_cand12,rise3p40,3.400,31.000,sidechain,cand12,inputs\asem_matched_twist_scan\rise3p40\sidechain\31\cand12\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p40_twist31_sidechain_cand13,rise3p40,3.400,31.000,sidechain,cand13,inputs\asem_matched_twist_scan\rise3p40\sidechain\31\cand13\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p40_twist31_sidechain_cand14,rise3p40,3.400,31.000,sidechain,cand14,inputs\asem_matched_twist_scan\rise3p40\sidechain\31\cand14\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p40_twist31_sidechain_cand15,rise3p40,3.400,31.000,sidechain,cand15,inputs\asem_matched_twist_scan\rise3p40\sidechain\31\cand15\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
rise3p40_twist31_sidechain_cand16,rise3p40,3.400,31.000,sidechain,cand16,inputs\asem_matched_twist_scan\rise3p40\sidechain\31\cand16\initial.pdb,available,pending,,pending,,,,primary matched 28-32 twist scan
