rise_label,twist_deg,candidate_id,source_pdb,dest_pdb,status,kept_atoms,removed_atoms
rise3p38,21,cand23,inputs\asem_matched_twist_scan\rise3p38\sidechain\21\cand23\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\21\cand23\initial.pdb,glu_ablated,2364,1446
rise3p38,21,cand24,inputs\asem_matched_twist_scan\rise3p38\sidechain\21\cand24\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\21\cand24\initial.pdb,glu_ablated,2364,1446
rise3p38,21,cand25,inputs\asem_matched_twist_scan\rise3p38\sidechain\21\cand25\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\21\cand25\initial.pdb,glu_ablated,2364,1446
rise3p38,21,cand26,inputs\asem_matched_twist_scan\rise3p38\sidechain\21\cand26\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\21\cand26\initial.pdb,glu_ablated,2364,1446
rise3p38,21,cand27,inputs\asem_matched_twist_scan\rise3p38\sidechain\21\cand27\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\21\cand27\initial.pdb,glu_ablated,2364,1446
rise3p38,21,cand28,inputs\asem_matched_twist_scan\rise3p38\sidechain\21\cand28\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\21\cand28\initial.pdb,glu_ablated,2364,1446
rise3p38,21,cand29,inputs\asem_matched_twist_scan\rise3p38\sidechain\21\cand29\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\21\cand29\initial.pdb,glu_ablated,2364,1446
rise3p38,21,cand3,inputs\asem_matched_twist_scan\rise3p38\sidechain\21\cand3\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\21\cand3\initial.pdb,glu_ablated,2364,1446
rise3p38,21,cand30,inputs\asem_matched_twist_scan\rise3p38\sidechain\21\cand30\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\21\cand30\initial.pdb,glu_ablated,2364,1446
rise3p38,21,cand31,inputs\asem_matched_twist_scan\rise3p38\sidechain\21\cand31\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\21\cand31\initial.pdb,glu_ablated,2364,1446
rise3p38,21,cand32,inputs\asem_matched_twist_scan\rise3p38\sidechain\21\cand32\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\21\cand32\initial.pdb,glu_ablated,2364,1446
rise3p38,21,cand33,inputs\asem_matched_twist_scan\rise3p38\sidechain\21\cand33\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\21\cand33\initial.pdb,glu_ablated,2364,1446
rise3p38,21,cand34,inputs\asem_matched_twist_scan\rise3p38\sidechain\21\cand34\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\21\cand34\initial.pdb,glu_ablated,2364,1446
rise3p38,21,cand35,inputs\asem_matched_twist_scan\rise3p38\sidechain\21\cand35\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\21\cand35\initial.pdb,glu_ablated,2364,1446
rise3p38,21,cand36,inputs\asem_matched_twist_scan\rise3p38\sidechain\21\cand36\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\21\cand36\initial.pdb,glu_ablated,2364,1446
rise3p38,21,cand37,inputs\asem_matched_twist_scan\rise3p38\sidechain\21\cand37\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\21\cand37\initial.pdb,glu_ablated,2364,1446
rise3p38,21,cand38,inputs\asem_matched_twist_scan\rise3p38\sidechain\21\cand38\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\21\cand38\initial.pdb,glu_ablated,2364,1446
rise3p38,21,cand39,inputs\asem_matched_twist_scan\rise3p38\sidechain\21\cand39\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\21\cand39\initial.pdb,glu_ablated,2364,1446
rise3p38,21,cand4,inputs\asem_matched_twist_scan\rise3p38\sidechain\21\cand4\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\21\cand4\initial.pdb,glu_ablated,2364,1446
rise3p38,21,cand40,inputs\asem_matched_twist_scan\rise3p38\sidechain\21\cand40\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\21\cand40\initial.pdb,glu_ablated,2364,1446
rise3p38,21,cand41,inputs\asem_matched_twist_scan\rise3p38\sidechain\21\cand41\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\21\cand41\initial.pdb,glu_ablated,2364,1446
rise3p38,21,cand42,inputs\asem_matched_twist_scan\rise3p38\sidechain\21\cand42\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\21\cand42\initial.pdb,glu_ablated,2364,1446
rise3p38,21,cand43,inputs\asem_matched_twist_scan\rise3p38\sidechain\21\cand43\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\21\cand43\initial.pdb,glu_ablated,2364,1446
rise3p38,21,cand44,inputs\asem_matched_twist_scan\rise3p38\sidechain\21\cand44\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\21\cand44\initial.pdb,glu_ablated,2364,1446
rise3p38,21,cand45,inputs\asem_matched_twist_scan\rise3p38\sidechain\21\cand45\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\21\cand45\initial.pdb,glu_ablated,2364,1446
rise3p38,21,cand46,inputs\asem_matched_twist_scan\rise3p38\sidechain\21\cand46\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\21\cand46\initial.pdb,glu_ablated,2364,1446
rise3p38,21,cand47,inputs\asem_matched_twist_scan\rise3p38\sidechain\21\cand47\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\21\cand47\initial.pdb,glu_ablated,2364,1446
rise3p38,21,cand5,inputs\asem_matched_twist_scan\rise3p38\sidechain\21\cand5\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\21\cand5\initial.pdb,glu_ablated,2364,1446
rise3p38,21,cand6,inputs\asem_matched_twist_scan\rise3p38\sidechain\21\cand6\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\21\cand6\initial.pdb,glu_ablated,2364,1446
rise3p38,21,cand7,inputs\asem_matched_twist_scan\rise3p38\sidechain\21\cand7\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\21\cand7\initial.pdb,glu_ablated,2364,1446
rise3p38,21,cand8,inputs\asem_matched_twist_scan\rise3p38\sidechain\21\cand8\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\21\cand8\initial.pdb,glu_ablated,2364,1446
rise3p38,21,cand9,inputs\asem_matched_twist_scan\rise3p38\sidechain\21\cand9\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\21\cand9\initial.pdb,glu_ablated,2364,1446
rise3p38,22,cand0,inputs\asem_matched_twist_scan\rise3p38\sidechain\22\cand0\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\22\cand0\initial.pdb,glu_ablated,2364,1446
rise3p38,22,cand1,inputs\asem_matched_twist_scan\rise3p38\sidechain\22\cand1\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\22\cand1\initial.pdb,glu_ablated,2364,1446
rise3p38,22,cand10,inputs\asem_matched_twist_scan\rise3p38\sidechain\22\cand10\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\22\cand10\initial.pdb,glu_ablated,2364,1446
rise3p38,22,cand11,inputs\asem_matched_twist_scan\rise3p38\sidechain\22\cand11\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\22\cand11\initial.pdb,glu_ablated,2364,1446
rise3p38,22,cand12,inputs\asem_matched_twist_scan\rise3p38\sidechain\22\cand12\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\22\cand12\initial.pdb,glu_ablated,2364,1446
rise3p38,22,cand13,inputs\asem_matched_twist_scan\rise3p38\sidechain\22\cand13\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\22\cand13\initial.pdb,glu_ablated,2364,1446
rise3p38,22,cand14,inputs\asem_matched_twist_scan\rise3p38\sidechain\22\cand14\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\22\cand14\initial.pdb,glu_ablated,2364,1446
rise3p38,22,cand15,inputs\asem_matched_twist_scan\rise3p38\sidechain\22\cand15\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\22\cand15\initial.pdb,glu_ablated,2364,1446
rise3p38,22,cand16,inputs\asem_matched_twist_scan\rise3p38\sidechain\22\cand16\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\22\cand16\initial.pdb,glu_ablated,2364,1446
rise3p38,22,cand17,inputs\asem_matched_twist_scan\rise3p38\sidechain\22\cand17\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\22\cand17\initial.pdb,glu_ablated,2364,1446
rise3p38,22,cand18,inputs\asem_matched_twist_scan\rise3p38\sidechain\22\cand18\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\22\cand18\initial.pdb,glu_ablated,2364,1446
rise3p38,22,cand19,inputs\asem_matched_twist_scan\rise3p38\sidechain\22\cand19\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\22\cand19\initial.pdb,glu_ablated,2364,1446
rise3p38,22,cand2,inputs\asem_matched_twist_scan\rise3p38\sidechain\22\cand2\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\22\cand2\initial.pdb,glu_ablated,2364,1446
rise3p38,22,cand20,inputs\asem_matched_twist_scan\rise3p38\sidechain\22\cand20\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\22\cand20\initial.pdb,glu_ablated,2364,1446
rise3p38,22,cand21,inputs\asem_matched_twist_scan\rise3p38\sidechain\22\cand21\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\22\cand21\initial.pdb,glu_ablated,2364,1446
rise3p38,22,cand22,inputs\asem_matched_twist_scan\rise3p38\sidechain\22\cand22\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\22\cand22\initial.pdb,glu_ablated,2364,1446
rise3p38,22,cand23,inputs\asem_matched_twist_scan\rise3p38\sidechain\22\cand23\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\22\cand23\initial.pdb,glu_ablated,2364,1446
rise3p38,22,cand24,inputs\asem_matched_twist_scan\rise3p38\sidechain\22\cand24\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\22\cand24\initial.pdb,glu_ablated,2364,1446
rise3p38,22,cand25,inputs\asem_matched_twist_scan\rise3p38\sidechain\22\cand25\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\22\cand25\initial.pdb,glu_ablated,2364,1446
rise3p38,22,cand26,inputs\asem_matched_twist_scan\rise3p38\sidechain\22\cand26\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\22\cand26\initial.pdb,glu_ablated,2364,1446
rise3p38,22,cand27,inputs\asem_matched_twist_scan\rise3p38\sidechain\22\cand27\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\22\cand27\initial.pdb,glu_ablated,2364,1446
rise3p38,22,cand28,inputs\asem_matched_twist_scan\rise3p38\sidechain\22\cand28\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\22\cand28\initial.pdb,glu_ablated,2364,1446
rise3p38,22,cand29,inputs\asem_matched_twist_scan\rise3p38\sidechain\22\cand29\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\22\cand29\initial.pdb,glu_ablated,2364,1446
rise3p38,22,cand3,inputs\asem_matched_twist_scan\rise3p38\sidechain\22\cand3\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\22\cand3\initial.pdb,glu_ablated,2364,1446
rise3p38,22,cand30,inputs\asem_matched_twist_scan\rise3p38\sidechain\22\cand30\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\22\cand30\initial.pdb,glu_ablated,2364,1446
rise3p38,22,cand31,inputs\asem_matched_twist_scan\rise3p38\sidechain\22\cand31\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\22\cand31\initial.pdb,glu_ablated,2364,1446
rise3p38,22,cand32,inputs\asem_matched_twist_scan\rise3p38\sidechain\22\cand32\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\22\cand32\initial.pdb,glu_ablated,2364,1446
rise3p38,22,cand33,inputs\asem_matched_twist_scan\rise3p38\sidechain\22\cand33\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\22\cand33\initial.pdb,glu_ablated,2364,1446
rise3p38,22,cand34,inputs\asem_matched_twist_scan\rise3p38\sidechain\22\cand34\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\22\cand34\initial.pdb,glu_ablated,2364,1446
rise3p38,22,cand35,inputs\asem_matched_twist_scan\rise3p38\sidechain\22\cand35\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\22\cand35\initial.pdb,glu_ablated,2364,1446
rise3p38,22,cand36,inputs\asem_matched_twist_scan\rise3p38\sidechain\22\cand36\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\22\cand36\initial.pdb,glu_ablated,2364,1446
rise3p38,22,cand37,inputs\asem_matched_twist_scan\rise3p38\sidechain\22\cand37\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\22\cand37\initial.pdb,glu_ablated,2364,1446
rise3p38,22,cand38,inputs\asem_matched_twist_scan\rise3p38\sidechain\22\cand38\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\22\cand38\initial.pdb,glu_ablated,2364,1446
rise3p38,22,cand39,inputs\asem_matched_twist_scan\rise3p38\sidechain\22\cand39\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\22\cand39\initial.pdb,glu_ablated,2364,1446
rise3p38,22,cand4,inputs\asem_matched_twist_scan\rise3p38\sidechain\22\cand4\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\22\cand4\initial.pdb,glu_ablated,2364,1446
rise3p38,22,cand40,inputs\asem_matched_twist_scan\rise3p38\sidechain\22\cand40\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\22\cand40\initial.pdb,glu_ablated,2364,1446
rise3p38,22,cand41,inputs\asem_matched_twist_scan\rise3p38\sidechain\22\cand41\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\22\cand41\initial.pdb,glu_ablated,2364,1446
rise3p38,22,cand42,inputs\asem_matched_twist_scan\rise3p38\sidechain\22\cand42\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\22\cand42\initial.pdb,glu_ablated,2364,1446
rise3p38,22,cand43,inputs\asem_matched_twist_scan\rise3p38\sidechain\22\cand43\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\22\cand43\initial.pdb,glu_ablated,2364,1446
rise3p38,22,cand44,inputs\asem_matched_twist_scan\rise3p38\sidechain\22\cand44\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\22\cand44\initial.pdb,glu_ablated,2364,1446
rise3p38,22,cand45,inputs\asem_matched_twist_scan\rise3p38\sidechain\22\cand45\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\22\cand45\initial.pdb,glu_ablated,2364,1446
rise3p38,22,cand46,inputs\asem_matched_twist_scan\rise3p38\sidechain\22\cand46\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\22\cand46\initial.pdb,glu_ablated,2364,1446
rise3p38,22,cand47,inputs\asem_matched_twist_scan\rise3p38\sidechain\22\cand47\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\22\cand47\initial.pdb,glu_ablated,2364,1446
rise3p38,22,cand48,inputs\asem_matched_twist_scan\rise3p38\sidechain\22\cand48\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\22\cand48\initial.pdb,glu_ablated,2364,1446
rise3p38,22,cand49,inputs\asem_matched_twist_scan\rise3p38\sidechain\22\cand49\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\22\cand49\initial.pdb,glu_ablated,2364,1446
rise3p38,22,cand5,inputs\asem_matched_twist_scan\rise3p38\sidechain\22\cand5\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\22\cand5\initial.pdb,glu_ablated,2364,1446
rise3p38,22,cand6,inputs\asem_matched_twist_scan\rise3p38\sidechain\22\cand6\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\22\cand6\initial.pdb,glu_ablated,2364,1446
rise3p38,22,cand7,inputs\asem_matched_twist_scan\rise3p38\sidechain\22\cand7\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\22\cand7\initial.pdb,glu_ablated,2364,1446
rise3p38,22,cand8,inputs\asem_matched_twist_scan\rise3p38\sidechain\22\cand8\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\22\cand8\initial.pdb,glu_ablated,2364,1446
rise3p38,22,cand9,inputs\asem_matched_twist_scan\rise3p38\sidechain\22\cand9\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\22\cand9\initial.pdb,glu_ablated,2364,1446
rise3p38,23,cand0,inputs\asem_matched_twist_scan\rise3p38\sidechain\23\cand0\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\23\cand0\initial.pdb,glu_ablated,2364,1446
rise3p38,23,cand1,inputs\asem_matched_twist_scan\rise3p38\sidechain\23\cand1\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\23\cand1\initial.pdb,glu_ablated,2364,1446
rise3p38,23,cand10,inputs\asem_matched_twist_scan\rise3p38\sidechain\23\cand10\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\23\cand10\initial.pdb,glu_ablated,2364,1446
rise3p38,23,cand11,inputs\asem_matched_twist_scan\rise3p38\sidechain\23\cand11\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\23\cand11\initial.pdb,glu_ablated,2364,1446
rise3p38,23,cand12,inputs\asem_matched_twist_scan\rise3p38\sidechain\23\cand12\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\23\cand12\initial.pdb,glu_ablated,2364,1446
rise3p38,23,cand13,inputs\asem_matched_twist_scan\rise3p38\sidechain\23\cand13\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\23\cand13\initial.pdb,glu_ablated,2364,1446
rise3p38,23,cand14,inputs\asem_matched_twist_scan\rise3p38\sidechain\23\cand14\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\23\cand14\initial.pdb,glu_ablated,2364,1446
rise3p38,23,cand15,inputs\asem_matched_twist_scan\rise3p38\sidechain\23\cand15\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\23\cand15\initial.pdb,glu_ablated,2364,1446
rise3p38,23,cand16,inputs\asem_matched_twist_scan\rise3p38\sidechain\23\cand16\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\23\cand16\initial.pdb,glu_ablated,2364,1446
rise3p38,23,cand17,inputs\asem_matched_twist_scan\rise3p38\sidechain\23\cand17\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\23\cand17\initial.pdb,glu_ablated,2364,1446
rise3p38,23,cand18,inputs\asem_matched_twist_scan\rise3p38\sidechain\23\cand18\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\23\cand18\initial.pdb,glu_ablated,2364,1446
rise3p38,23,cand19,inputs\asem_matched_twist_scan\rise3p38\sidechain\23\cand19\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\23\cand19\initial.pdb,glu_ablated,2364,1446
rise3p38,23,cand2,inputs\asem_matched_twist_scan\rise3p38\sidechain\23\cand2\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\23\cand2\initial.pdb,glu_ablated,2364,1446
rise3p38,23,cand20,inputs\asem_matched_twist_scan\rise3p38\sidechain\23\cand20\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\23\cand20\initial.pdb,glu_ablated,2364,1446
rise3p38,23,cand21,inputs\asem_matched_twist_scan\rise3p38\sidechain\23\cand21\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\23\cand21\initial.pdb,glu_ablated,2364,1446
rise3p38,23,cand22,inputs\asem_matched_twist_scan\rise3p38\sidechain\23\cand22\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\23\cand22\initial.pdb,glu_ablated,2364,1446
rise3p38,23,cand23,inputs\asem_matched_twist_scan\rise3p38\sidechain\23\cand23\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\23\cand23\initial.pdb,glu_ablated,2364,1446
rise3p38,23,cand24,inputs\asem_matched_twist_scan\rise3p38\sidechain\23\cand24\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\23\cand24\initial.pdb,glu_ablated,2364,1446
rise3p38,23,cand25,inputs\asem_matched_twist_scan\rise3p38\sidechain\23\cand25\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\23\cand25\initial.pdb,glu_ablated,2364,1446
rise3p38,23,cand26,inputs\asem_matched_twist_scan\rise3p38\sidechain\23\cand26\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\23\cand26\initial.pdb,glu_ablated,2364,1446
rise3p38,23,cand27,inputs\asem_matched_twist_scan\rise3p38\sidechain\23\cand27\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\23\cand27\initial.pdb,glu_ablated,2364,1446
rise3p38,23,cand28,inputs\asem_matched_twist_scan\rise3p38\sidechain\23\cand28\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\23\cand28\initial.pdb,glu_ablated,2364,1446
rise3p38,23,cand29,inputs\asem_matched_twist_scan\rise3p38\sidechain\23\cand29\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\23\cand29\initial.pdb,glu_ablated,2364,1446
rise3p38,23,cand3,inputs\asem_matched_twist_scan\rise3p38\sidechain\23\cand3\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\23\cand3\initial.pdb,glu_ablated,2364,1446
rise3p38,23,cand30,inputs\asem_matched_twist_scan\rise3p38\sidechain\23\cand30\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\23\cand30\initial.pdb,glu_ablated,2364,1446
rise3p38,23,cand31,inputs\asem_matched_twist_scan\rise3p38\sidechain\23\cand31\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\23\cand31\initial.pdb,glu_ablated,2364,1446
rise3p38,23,cand32,inputs\asem_matched_twist_scan\rise3p38\sidechain\23\cand32\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\23\cand32\initial.pdb,glu_ablated,2364,1446
rise3p38,23,cand33,inputs\asem_matched_twist_scan\rise3p38\sidechain\23\cand33\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\23\cand33\initial.pdb,glu_ablated,2364,1446
rise3p38,23,cand34,inputs\asem_matched_twist_scan\rise3p38\sidechain\23\cand34\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\23\cand34\initial.pdb,glu_ablated,2364,1446
rise3p38,23,cand35,inputs\asem_matched_twist_scan\rise3p38\sidechain\23\cand35\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\23\cand35\initial.pdb,glu_ablated,2364,1446
rise3p38,23,cand36,inputs\asem_matched_twist_scan\rise3p38\sidechain\23\cand36\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\23\cand36\initial.pdb,glu_ablated,2364,1446
rise3p38,23,cand37,inputs\asem_matched_twist_scan\rise3p38\sidechain\23\cand37\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\23\cand37\initial.pdb,glu_ablated,2364,1446
rise3p38,23,cand38,inputs\asem_matched_twist_scan\rise3p38\sidechain\23\cand38\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\23\cand38\initial.pdb,glu_ablated,2364,1446
rise3p38,23,cand39,inputs\asem_matched_twist_scan\rise3p38\sidechain\23\cand39\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\23\cand39\initial.pdb,glu_ablated,2364,1446
rise3p38,23,cand4,inputs\asem_matched_twist_scan\rise3p38\sidechain\23\cand4\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\23\cand4\initial.pdb,glu_ablated,2364,1446
rise3p38,23,cand40,inputs\asem_matched_twist_scan\rise3p38\sidechain\23\cand40\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\23\cand40\initial.pdb,glu_ablated,2364,1446
rise3p38,23,cand41,inputs\asem_matched_twist_scan\rise3p38\sidechain\23\cand41\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\23\cand41\initial.pdb,glu_ablated,2364,1446
rise3p38,23,cand5,inputs\asem_matched_twist_scan\rise3p38\sidechain\23\cand5\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\23\cand5\initial.pdb,glu_ablated,2364,1446
rise3p38,23,cand6,inputs\asem_matched_twist_scan\rise3p38\sidechain\23\cand6\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\23\cand6\initial.pdb,glu_ablated,2364,1446
rise3p38,23,cand7,inputs\asem_matched_twist_scan\rise3p38\sidechain\23\cand7\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\23\cand7\initial.pdb,glu_ablated,2364,1446
rise3p38,23,cand8,inputs\asem_matched_twist_scan\rise3p38\sidechain\23\cand8\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\23\cand8\initial.pdb,glu_ablated,2364,1446
rise3p38,23,cand9,inputs\asem_matched_twist_scan\rise3p38\sidechain\23\cand9\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\23\cand9\initial.pdb,glu_ablated,2364,1446
rise3p38,24,cand0,inputs\asem_matched_twist_scan\rise3p38\sidechain\24\cand0\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\24\cand0\initial.pdb,glu_ablated,2364,1446
rise3p38,24,cand1,inputs\asem_matched_twist_scan\rise3p38\sidechain\24\cand1\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\24\cand1\initial.pdb,glu_ablated,2364,1446
rise3p38,24,cand10,inputs\asem_matched_twist_scan\rise3p38\sidechain\24\cand10\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\24\cand10\initial.pdb,glu_ablated,2364,1446
rise3p38,24,cand11,inputs\asem_matched_twist_scan\rise3p38\sidechain\24\cand11\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\24\cand11\initial.pdb,glu_ablated,2364,1446
rise3p38,24,cand12,inputs\asem_matched_twist_scan\rise3p38\sidechain\24\cand12\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\24\cand12\initial.pdb,glu_ablated,2364,1446
rise3p38,24,cand13,inputs\asem_matched_twist_scan\rise3p38\sidechain\24\cand13\initial.pdb,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\24\cand13\initial.pdb,glu_ablated,2364,1446
