pdb_file,residue_count,axis_origin_x,axis_origin_y,axis_origin_z,axis_x,axis_y,axis_z,mean_radius_fitted,min_radius_fitted,max_radius_fitted,axial_t_min,axial_t_max,axial_span,angle_min,angle_max,angular_coverage_rad,z_axis_angle_degrees,unwrapped_angle_span_rad,approximate_turns,approximate_pitch_per_turn
outputs/intermediates/ladder_structures/hexads_plus_scaffold_blocks_1_2_3_heavy_deduped.pdb,135,-0.586444,0.002534,23.520184,0.001187,0.064426,0.997922,8.916554,4.101845,15.246482,-25.941553,25.734674,51.676227,-3.127948,3.056073,6.184021,3.694505,-16.142363,2.569137,20.114237
