pdb_file,residue_count,axis_origin_x,axis_origin_y,axis_origin_z,axis_x,axis_y,axis_z,mean_radius_fitted,min_radius_fitted,max_radius_fitted,axial_t_min,axial_t_max,axial_span,angle_min,angle_max,angular_coverage_rad,z_axis_angle_degrees,unwrapped_angle_span_rad,approximate_turns,approximate_pitch_per_turn
outputs/intermediates/ladder_structures/scaffold_blocks_1_2_3_4_5_6_heavy_deduped.pdb,180,-0.000035,-0.000007,23.799921,0.001056,0.001601,0.999998,12.097009,10.350348,13.828070,-26.191463,26.191393,52.382856,-3.038384,3.032919,6.071303,0.109866,-4.718204,0.750925,69.757728
