pdb_file,residue_count,axis_origin_x,axis_origin_y,axis_origin_z,axis_x,axis_y,axis_z,mean_radius_fitted,min_radius_fitted,max_radius_fitted,axial_t_min,axial_t_max,axial_span,angle_min,angle_max,angular_coverage_rad,z_axis_angle_degrees,unwrapped_angle_span_rad,approximate_turns,approximate_pitch_per_turn
outputs/intermediates/ladder_structures/hexads_plus_scaffold_blocks_1_2_heavy_deduped.pdb,120,-0.614093,-0.349624,23.801152,-0.036205,0.067039,0.997093,8.055510,3.647852,14.548991,-25.697743,25.705566,51.403309,-3.050412,3.056573,6.106985,4.369672,-6.888645,1.096362,46.885350
