pdb_file,residue_count,axis_origin_x,axis_origin_y,axis_origin_z,axis_x,axis_y,axis_z,mean_radius_fitted,min_radius_fitted,max_radius_fitted,axial_t_min,axial_t_max,axial_span,angle_min,angle_max,angular_coverage_rad,z_axis_angle_degrees,unwrapped_angle_span_rad,approximate_turns,approximate_pitch_per_turn
outputs/intermediates/normalized_structures/alanine_beta_sheet_central5_res3_to_7_heavy_deduped.pdb,5,14.598140,-4.426760,-0.693560,0.118976,0.948132,0.294772,0.000074,0.000048,0.000132,-0.060705,0.058404,0.119109,-1.294556,1.955974,3.250530,72.856160,6.015460,0.957390,0.124410
