rank,model_id,twist_deg,rise_A,score_status,observed_peak_count,expected_peak_count,missing_peak_count,score_completeness,base_rmsd,helical_rmsd,combined_rmsd,observed_base_d_A,observed_A_d_A,observed_B_d_A,observed_C_d_A,observed_D_d_A,notes,model_status,diffraction_status,diffraction_file,angle_deg,candidate_id,source_pdb,xyz_file,xyz_atom_count,diffraction_png,diffraction_json,radial_csv,radial_csv_exists,smoke_grid_size,smoke_grid_limit_mm,smoke_theta_count,smoke_phi_count,smoke_psi_count,smoke_theta_max,smoke_orientation_count
68,angle27_cand14,27,3.4,scored,5,5,0,1.000000000,0.007821154,0.109174574,0.097711331,3.387821154,3.708638789,4.251381407,5.744561801,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand14.npy,27,cand14,inputs/asem_sidechains_20260625/raw/27/cand14/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle27_cand14.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand14.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand14.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle27_cand14_radial.csv,True,33,100,2,4,1,180,8
69,angle27_cand15,27,3.4,scored,5,5,0,1.000000000,0.007821154,0.109174574,0.097711331,3.387821154,3.708638789,4.251381407,5.744561801,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand15.npy,27,cand15,inputs/asem_sidechains_20260625/raw/27/cand15/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle27_cand15.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand15.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand15.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle27_cand15_radial.csv,True,33,100,2,4,1,180,8
70,angle27_cand17,27,3.4,scored,5,5,0,1.000000000,0.007821154,0.109174574,0.097711331,3.387821154,3.708638789,4.251381407,5.744561801,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand17.npy,27,cand17,inputs/asem_sidechains_20260625/raw/27/cand17/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle27_cand17.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand17.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand17.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle27_cand17_radial.csv,True,33,100,2,4,1,180,8
71,angle27_cand20,27,3.4,scored,5,5,0,1.000000000,0.007821154,0.109174574,0.097711331,3.387821154,3.708638789,4.251381407,5.744561801,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand20.npy,27,cand20,inputs/asem_sidechains_20260625/raw/27/cand20/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle27_cand20.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand20.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand20.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle27_cand20_radial.csv,True,33,100,2,4,1,180,8
72,angle27_cand35,27,3.4,scored,5,5,0,1.000000000,0.007821154,0.109174574,0.097711331,3.387821154,3.708638789,4.251381407,5.744561801,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand35.npy,27,cand35,inputs/asem_sidechains_20260625/raw/27/cand35/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle27_cand35.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand35.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand35.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle27_cand35_radial.csv,True,33,100,2,4,1,180,8
73,angle32_cand4,32,3.4,scored,5,5,0,1.000000000,0.007821154,0.109174574,0.097711331,3.387821154,3.708638789,4.251381407,5.744561801,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle32_cand4.npy,32,cand4,inputs/asem_sidechains_20260625/raw/32/cand4/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle32_cand4.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle32_cand4.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle32_cand4.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle32_cand4_radial.csv,True,33,100,2,4,1,180,8
74,angle32_cand5,32,3.4,scored,5,5,0,1.000000000,0.007821154,0.109174574,0.097711331,3.387821154,3.708638789,4.251381407,5.744561801,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle32_cand5.npy,32,cand5,inputs/asem_sidechains_20260625/raw/32/cand5/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle32_cand5.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle32_cand5.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle32_cand5.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle32_cand5_radial.csv,True,33,100,2,4,1,180,8
75,angle32_cand6,32,3.4,scored,5,5,0,1.000000000,0.007821154,0.109174574,0.097711331,3.387821154,3.708638789,4.251381407,5.744561801,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle32_cand6.npy,32,cand6,inputs/asem_sidechains_20260625/raw/32/cand6/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle32_cand6.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle32_cand6.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle32_cand6.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle32_cand6_radial.csv,True,33,100,2,4,1,180,8
76,angle28_cand10,28,3.4,scored,5,5,0,1.000000000,0.007821154,0.126828184,0.113492487,3.387821154,3.830332885,4.251381407,5.468247632,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand10.npy,28,cand10,inputs/asem_sidechains_20260625/raw/28/cand10/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle28_cand10.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand10.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand10.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle28_cand10_radial.csv,True,33,100,2,4,1,180,8
77,angle28_cand11,28,3.4,scored,5,5,0,1.000000000,0.007821154,0.126828184,0.113492487,3.387821154,3.830332885,4.251381407,5.468247632,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand11.npy,28,cand11,inputs/asem_sidechains_20260625/raw/28/cand11/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle28_cand11.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand11.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand11.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle28_cand11_radial.csv,True,33,100,2,4,1,180,8
78,angle28_cand12,28,3.4,scored,5,5,0,1.000000000,0.007821154,0.126828184,0.113492487,3.387821154,3.830332885,4.251381407,5.468247632,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand12.npy,28,cand12,inputs/asem_sidechains_20260625/raw/28/cand12/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle28_cand12.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand12.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand12.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle28_cand12_radial.csv,True,33,100,2,4,1,180,8
79,angle28_cand13,28,3.4,scored,5,5,0,1.000000000,0.007821154,0.126828184,0.113492487,3.387821154,3.830332885,4.251381407,5.468247632,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand13.npy,28,cand13,inputs/asem_sidechains_20260625/raw/28/cand13/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle28_cand13.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand13.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand13.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle28_cand13_radial.csv,True,33,100,2,4,1,180,8
80,angle28_cand15,28,3.4,scored,5,5,0,1.000000000,0.007821154,0.126828184,0.113492487,3.387821154,3.830332885,4.251381407,5.468247632,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand15.npy,28,cand15,inputs/asem_sidechains_20260625/raw/28/cand15/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle28_cand15.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand15.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand15.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle28_cand15_radial.csv,True,33,100,2,4,1,180,8
81,angle28_cand21,28,3.4,scored,5,5,0,1.000000000,0.007821154,0.126828184,0.113492487,3.387821154,3.830332885,4.251381407,5.468247632,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand21.npy,28,cand21,inputs/asem_sidechains_20260625/raw/28/cand21/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle28_cand21.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand21.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand21.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle28_cand21_radial.csv,True,33,100,2,4,1,180,8
82,angle28_cand23,28,3.4,scored,5,5,0,1.000000000,0.007821154,0.126828184,0.113492487,3.387821154,3.830332885,4.251381407,5.468247632,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand23.npy,28,cand23,inputs/asem_sidechains_20260625/raw/28/cand23/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle28_cand23.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand23.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand23.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle28_cand23_radial.csv,True,33,100,2,4,1,180,8
83,angle28_cand5,28,3.4,scored,5,5,0,1.000000000,0.007821154,0.126828184,0.113492487,3.387821154,3.830332885,4.251381407,5.468247632,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand5.npy,28,cand5,inputs/asem_sidechains_20260625/raw/28/cand5/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle28_cand5.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand5.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand5.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle28_cand5_radial.csv,True,33,100,2,4,1,180,8
84,angle28_cand6,28,3.4,scored,5,5,0,1.000000000,0.007821154,0.126828184,0.113492487,3.387821154,3.830332885,4.251381407,5.468247632,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand6.npy,28,cand6,inputs/asem_sidechains_20260625/raw/28/cand6/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle28_cand6.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand6.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand6.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle28_cand6_radial.csv,True,33,100,2,4,1,180,8
85,angle28_cand7,28,3.4,scored,5,5,0,1.000000000,0.007821154,0.126828184,0.113492487,3.387821154,3.830332885,4.251381407,5.468247632,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand7.npy,28,cand7,inputs/asem_sidechains_20260625/raw/28/cand7/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle28_cand7.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand7.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand7.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle28_cand7_radial.csv,True,33,100,2,4,1,180,8
86,angle28_cand9,28,3.4,scored,5,5,0,1.000000000,0.007821154,0.126828184,0.113492487,3.387821154,3.830332885,4.251381407,5.468247632,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand9.npy,28,cand9,inputs/asem_sidechains_20260625/raw/28/cand9/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle28_cand9.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand9.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand9.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle28_cand9_radial.csv,True,33,100,2,4,1,180,8
87,angle29_cand10,29,3.4,scored,5,5,0,1.000000000,0.007821154,0.126828184,0.113492487,3.387821154,3.830332885,4.251381407,5.468247632,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand10.npy,29,cand10,inputs/asem_sidechains_20260625/raw/29/cand10/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle29_cand10.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand10.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand10.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle29_cand10_radial.csv,True,33,100,2,4,1,180,8
88,angle29_cand13,29,3.4,scored,5,5,0,1.000000000,0.007821154,0.126828184,0.113492487,3.387821154,3.830332885,4.251381407,5.468247632,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand13.npy,29,cand13,inputs/asem_sidechains_20260625/raw/29/cand13/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle29_cand13.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand13.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand13.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle29_cand13_radial.csv,True,33,100,2,4,1,180,8
89,angle29_cand14,29,3.4,scored,5,5,0,1.000000000,0.007821154,0.126828184,0.113492487,3.387821154,3.830332885,4.251381407,5.468247632,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand14.npy,29,cand14,inputs/asem_sidechains_20260625/raw/29/cand14/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle29_cand14.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand14.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand14.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle29_cand14_radial.csv,True,33,100,2,4,1,180,8
90,angle29_cand6,29,3.4,scored,5,5,0,1.000000000,0.007821154,0.126828184,0.113492487,3.387821154,3.830332885,4.251381407,5.468247632,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand6.npy,29,cand6,inputs/asem_sidechains_20260625/raw/29/cand6/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle29_cand6.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand6.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand6.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle29_cand6_radial.csv,True,33,100,2,4,1,180,8
91,angle29_cand8,29,3.4,scored,5,5,0,1.000000000,0.007821154,0.126828184,0.113492487,3.387821154,3.830332885,4.251381407,5.468247632,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand8.npy,29,cand8,inputs/asem_sidechains_20260625/raw/29/cand8/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle29_cand8.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand8.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand8.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle29_cand8_radial.csv,True,33,100,2,4,1,180,8
92,angle29_cand9,29,3.4,scored,5,5,0,1.000000000,0.007821154,0.126828184,0.113492487,3.387821154,3.830332885,4.251381407,5.468247632,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand9.npy,29,cand9,inputs/asem_sidechains_20260625/raw/29/cand9/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle29_cand9.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand9.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand9.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle29_cand9_radial.csv,True,33,100,2,4,1,180,8
93,angle27_cand0,27,3.4,scored,5,5,0,1.000000000,0.007821154,0.127626291,0.114205999,3.387821154,3.960699724,4.251381407,5.744561801,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand0.npy,27,cand0,inputs/asem_sidechains_20260625/raw/27/cand0/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle27_cand0.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand0.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand0.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle27_cand0_radial.csv,True,33,100,2,4,1,180,8
94,angle27_cand21,27,3.4,scored,5,5,0,1.000000000,0.007821154,0.127626291,0.114205999,3.387821154,3.960699724,4.251381407,5.744561801,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand21.npy,27,cand21,inputs/asem_sidechains_20260625/raw/27/cand21/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle27_cand21.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand21.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand21.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle27_cand21_radial.csv,True,33,100,2,4,1,180,8
95,angle27_cand23,27,3.4,scored,5,5,0,1.000000000,0.007821154,0.127626291,0.114205999,3.387821154,3.960699724,4.251381407,5.744561801,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand23.npy,27,cand23,inputs/asem_sidechains_20260625/raw/27/cand23/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle27_cand23.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand23.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand23.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle27_cand23_radial.csv,True,33,100,2,4,1,180,8
96,angle27_cand24,27,3.4,scored,5,5,0,1.000000000,0.007821154,0.127626291,0.114205999,3.387821154,3.960699724,4.251381407,5.744561801,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand24.npy,27,cand24,inputs/asem_sidechains_20260625/raw/27/cand24/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle27_cand24.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand24.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand24.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle27_cand24_radial.csv,True,33,100,2,4,1,180,8
97,angle27_cand25,27,3.4,scored,5,5,0,1.000000000,0.007821154,0.127626291,0.114205999,3.387821154,3.960699724,4.251381407,5.744561801,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand25.npy,27,cand25,inputs/asem_sidechains_20260625/raw/27/cand25/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle27_cand25.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand25.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand25.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle27_cand25_radial.csv,True,33,100,2,4,1,180,8
98,angle27_cand26,27,3.4,scored,5,5,0,1.000000000,0.007821154,0.127626291,0.114205999,3.387821154,3.960699724,4.251381407,5.744561801,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand26.npy,27,cand26,inputs/asem_sidechains_20260625/raw/27/cand26/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle27_cand26.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand26.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand26.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle27_cand26_radial.csv,True,33,100,2,4,1,180,8
99,angle27_cand27,27,3.4,scored,5,5,0,1.000000000,0.007821154,0.127626291,0.114205999,3.387821154,3.960699724,4.251381407,5.744561801,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand27.npy,27,cand27,inputs/asem_sidechains_20260625/raw/27/cand27/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle27_cand27.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand27.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand27.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle27_cand27_radial.csv,True,33,100,2,4,1,180,8
100,angle27_cand28,27,3.4,scored,5,5,0,1.000000000,0.007821154,0.127626291,0.114205999,3.387821154,3.960699724,4.251381407,5.744561801,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand28.npy,27,cand28,inputs/asem_sidechains_20260625/raw/27/cand28/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle27_cand28.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand28.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand28.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle27_cand28_radial.csv,True,33,100,2,4,1,180,8
101,angle27_cand29,27,3.4,scored,5,5,0,1.000000000,0.007821154,0.127626291,0.114205999,3.387821154,3.960699724,4.251381407,5.744561801,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand29.npy,27,cand29,inputs/asem_sidechains_20260625/raw/27/cand29/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle27_cand29.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand29.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand29.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle27_cand29_radial.csv,True,33,100,2,4,1,180,8
102,angle27_cand30,27,3.4,scored,5,5,0,1.000000000,0.007821154,0.127626291,0.114205999,3.387821154,3.960699724,4.251381407,5.744561801,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand30.npy,27,cand30,inputs/asem_sidechains_20260625/raw/27/cand30/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle27_cand30.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand30.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand30.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle27_cand30_radial.csv,True,33,100,2,4,1,180,8
103,angle27_cand31,27,3.4,scored,5,5,0,1.000000000,0.007821154,0.127626291,0.114205999,3.387821154,3.960699724,4.251381407,5.744561801,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand31.npy,27,cand31,inputs/asem_sidechains_20260625/raw/27/cand31/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle27_cand31.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand31.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand31.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle27_cand31_radial.csv,True,33,100,2,4,1,180,8
