rank,model_id,twist_deg,rise_A,score_status,observed_peak_count,expected_peak_count,missing_peak_count,score_completeness,base_rmsd,helical_rmsd,combined_rmsd,observed_base_d_A,observed_A_d_A,observed_B_d_A,observed_C_d_A,observed_D_d_A,notes,model_status,diffraction_status,diffraction_file,angle_deg,candidate_id,source_pdb,xyz_file,xyz_atom_count,diffraction_png,diffraction_json,radial_csv,radial_csv_exists,smoke_grid_size,smoke_grid_limit_mm,smoke_theta_count,smoke_phi_count,smoke_psi_count,smoke_theta_max,smoke_orientation_count
32,angle28_cand18,28,3.4,scored,5,5,0,1.000000000,0.007821154,0.103018647,0.092209042,3.387821154,3.830332885,4.414046366,5.468247632,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand18.npy,28,cand18,inputs/asem_sidechains_20260625/raw/28/cand18/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle28_cand18.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand18.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand18.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle28_cand18_radial.csv,True,33,100,2,4,1,180,8
33,angle28_cand22,28,3.4,scored,5,5,0,1.000000000,0.007821154,0.103018647,0.092209042,3.387821154,3.830332885,4.414046366,5.468247632,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand22.npy,28,cand22,inputs/asem_sidechains_20260625/raw/28/cand22/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle28_cand22.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand22.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand22.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle28_cand22_radial.csv,True,33,100,2,4,1,180,8
34,angle28_cand8,28,3.4,scored,5,5,0,1.000000000,0.007821154,0.103018647,0.092209042,3.387821154,3.830332885,4.414046366,5.468247632,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand8.npy,28,cand8,inputs/asem_sidechains_20260625/raw/28/cand8/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle28_cand8.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand8.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand8.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle28_cand8_radial.csv,True,33,100,2,4,1,180,8
35,angle29_cand0,29,3.4,scored,5,5,0,1.000000000,0.007821154,0.103018647,0.092209042,3.387821154,3.830332885,4.414046366,5.468247632,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand0.npy,29,cand0,inputs/asem_sidechains_20260625/raw/29/cand0/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle29_cand0.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand0.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand0.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle29_cand0_radial.csv,True,33,100,2,4,1,180,8
36,angle29_cand1,29,3.4,scored,5,5,0,1.000000000,0.007821154,0.103018647,0.092209042,3.387821154,3.830332885,4.414046366,5.468247632,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand1.npy,29,cand1,inputs/asem_sidechains_20260625/raw/29/cand1/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle29_cand1.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand1.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand1.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle29_cand1_radial.csv,True,33,100,2,4,1,180,8
37,angle29_cand11,29,3.4,scored,5,5,0,1.000000000,0.007821154,0.103018647,0.092209042,3.387821154,3.830332885,4.414046366,5.468247632,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand11.npy,29,cand11,inputs/asem_sidechains_20260625/raw/29/cand11/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle29_cand11.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand11.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand11.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle29_cand11_radial.csv,True,33,100,2,4,1,180,8
38,angle29_cand12,29,3.4,scored,5,5,0,1.000000000,0.007821154,0.103018647,0.092209042,3.387821154,3.830332885,4.414046366,5.468247632,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand12.npy,29,cand12,inputs/asem_sidechains_20260625/raw/29/cand12/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle29_cand12.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand12.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand12.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle29_cand12_radial.csv,True,33,100,2,4,1,180,8
39,angle29_cand2,29,3.4,scored,5,5,0,1.000000000,0.007821154,0.103018647,0.092209042,3.387821154,3.830332885,4.414046366,5.468247632,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand2.npy,29,cand2,inputs/asem_sidechains_20260625/raw/29/cand2/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle29_cand2.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand2.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand2.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle29_cand2_radial.csv,True,33,100,2,4,1,180,8
40,angle29_cand3,29,3.4,scored,5,5,0,1.000000000,0.007821154,0.103018647,0.092209042,3.387821154,3.830332885,4.414046366,5.468247632,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand3.npy,29,cand3,inputs/asem_sidechains_20260625/raw/29/cand3/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle29_cand3.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand3.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand3.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle29_cand3_radial.csv,True,33,100,2,4,1,180,8
41,angle29_cand4,29,3.4,scored,5,5,0,1.000000000,0.007821154,0.103018647,0.092209042,3.387821154,3.830332885,4.414046366,5.468247632,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand4.npy,29,cand4,inputs/asem_sidechains_20260625/raw/29/cand4/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle29_cand4.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand4.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand4.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle29_cand4_radial.csv,True,33,100,2,4,1,180,8
42,angle29_cand5,29,3.4,scored,5,5,0,1.000000000,0.007821154,0.103018647,0.092209042,3.387821154,3.830332885,4.414046366,5.468247632,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand5.npy,29,cand5,inputs/asem_sidechains_20260625/raw/29/cand5/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle29_cand5.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand5.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand5.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle29_cand5_radial.csv,True,33,100,2,4,1,180,8
43,angle29_cand7,29,3.4,scored,5,5,0,1.000000000,0.007821154,0.103018647,0.092209042,3.387821154,3.830332885,4.414046366,5.468247632,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand7.npy,29,cand7,inputs/asem_sidechains_20260625/raw/29/cand7/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle29_cand7.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand7.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand7.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle29_cand7_radial.csv,True,33,100,2,4,1,180,8
44,angle30_cand10,30,3.4,scored,5,5,0,1.000000000,0.007821154,0.103018647,0.092209042,3.387821154,3.830332885,4.414046366,5.468247632,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand10.npy,30,cand10,inputs/asem_sidechains_20260625/raw/30/cand10/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle30_cand10.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand10.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand10.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle30_cand10_radial.csv,True,33,100,2,4,1,180,8
45,angle30_cand11,30,3.4,scored,5,5,0,1.000000000,0.007821154,0.103018647,0.092209042,3.387821154,3.830332885,4.414046366,5.468247632,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand11.npy,30,cand11,inputs/asem_sidechains_20260625/raw/30/cand11/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle30_cand11.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand11.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand11.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle30_cand11_radial.csv,True,33,100,2,4,1,180,8
46,angle30_cand4,30,3.4,scored,5,5,0,1.000000000,0.007821154,0.103018647,0.092209042,3.387821154,3.830332885,4.414046366,5.468247632,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand4.npy,30,cand4,inputs/asem_sidechains_20260625/raw/30/cand4/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle30_cand4.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand4.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand4.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle30_cand4_radial.csv,True,33,100,2,4,1,180,8
47,angle30_cand5,30,3.4,scored,5,5,0,1.000000000,0.007821154,0.103018647,0.092209042,3.387821154,3.830332885,4.414046366,5.468247632,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand5.npy,30,cand5,inputs/asem_sidechains_20260625/raw/30/cand5/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle30_cand5.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand5.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand5.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle30_cand5_radial.csv,True,33,100,2,4,1,180,8
48,angle30_cand6,30,3.4,scored,5,5,0,1.000000000,0.007821154,0.103018647,0.092209042,3.387821154,3.830332885,4.414046366,5.468247632,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand6.npy,30,cand6,inputs/asem_sidechains_20260625/raw/30/cand6/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle30_cand6.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand6.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand6.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle30_cand6_radial.csv,True,33,100,2,4,1,180,8
49,angle30_cand7,30,3.4,scored,5,5,0,1.000000000,0.007821154,0.103018647,0.092209042,3.387821154,3.830332885,4.414046366,5.468247632,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand7.npy,30,cand7,inputs/asem_sidechains_20260625/raw/30/cand7/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle30_cand7.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand7.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand7.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle30_cand7_radial.csv,True,33,100,2,4,1,180,8
50,angle30_cand8,30,3.4,scored,5,5,0,1.000000000,0.007821154,0.103018647,0.092209042,3.387821154,3.830332885,4.414046366,5.468247632,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand8.npy,30,cand8,inputs/asem_sidechains_20260625/raw/30/cand8/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle30_cand8.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand8.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand8.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle30_cand8_radial.csv,True,33,100,2,4,1,180,8
51,angle30_cand9,30,3.4,scored,5,5,0,1.000000000,0.007821154,0.103018647,0.092209042,3.387821154,3.830332885,4.414046366,5.468247632,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand9.npy,30,cand9,inputs/asem_sidechains_20260625/raw/30/cand9/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle30_cand9.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand9.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand9.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle30_cand9_radial.csv,True,33,100,2,4,1,180,8
52,angle31_cand11,31,3.4,scored,5,5,0,1.000000000,0.007821154,0.103018647,0.092209042,3.387821154,3.830332885,4.414046366,5.468247632,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand11.npy,31,cand11,inputs/asem_sidechains_20260625/raw/31/cand11/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle31_cand11.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand11.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand11.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle31_cand11_radial.csv,True,33,100,2,4,1,180,8
53,angle31_cand14,31,3.4,scored,5,5,0,1.000000000,0.007821154,0.103018647,0.092209042,3.387821154,3.830332885,4.414046366,5.468247632,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand14.npy,31,cand14,inputs/asem_sidechains_20260625/raw/31/cand14/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle31_cand14.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand14.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand14.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle31_cand14_radial.csv,True,33,100,2,4,1,180,8
54,angle31_cand15,31,3.4,scored,5,5,0,1.000000000,0.007821154,0.103018647,0.092209042,3.387821154,3.830332885,4.414046366,5.468247632,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand15.npy,31,cand15,inputs/asem_sidechains_20260625/raw/31/cand15/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle31_cand15.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand15.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand15.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle31_cand15_radial.csv,True,33,100,2,4,1,180,8
55,angle31_cand16,31,3.4,scored,5,5,0,1.000000000,0.007821154,0.103018647,0.092209042,3.387821154,3.830332885,4.414046366,5.468247632,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand16.npy,31,cand16,inputs/asem_sidechains_20260625/raw/31/cand16/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle31_cand16.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand16.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand16.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle31_cand16_radial.csv,True,33,100,2,4,1,180,8
56,angle31_cand17,31,3.4,scored,5,5,0,1.000000000,0.007821154,0.103018647,0.092209042,3.387821154,3.830332885,4.414046366,5.468247632,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand17.npy,31,cand17,inputs/asem_sidechains_20260625/raw/31/cand17/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle31_cand17.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand17.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand17.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle31_cand17_radial.csv,True,33,100,2,4,1,180,8
57,angle31_cand18,31,3.4,scored,5,5,0,1.000000000,0.007821154,0.103018647,0.092209042,3.387821154,3.830332885,4.414046366,5.468247632,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand18.npy,31,cand18,inputs/asem_sidechains_20260625/raw/31/cand18/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle31_cand18.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand18.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand18.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle31_cand18_radial.csv,True,33,100,2,4,1,180,8
58,angle31_cand19,31,3.4,scored,5,5,0,1.000000000,0.007821154,0.103018647,0.092209042,3.387821154,3.830332885,4.414046366,5.468247632,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand19.npy,31,cand19,inputs/asem_sidechains_20260625/raw/31/cand19/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle31_cand19.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand19.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand19.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle31_cand19_radial.csv,True,33,100,2,4,1,180,8
59,angle31_cand20,31,3.4,scored,5,5,0,1.000000000,0.007821154,0.103018647,0.092209042,3.387821154,3.830332885,4.414046366,5.468247632,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand20.npy,31,cand20,inputs/asem_sidechains_20260625/raw/31/cand20/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle31_cand20.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand20.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand20.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle31_cand20_radial.csv,True,33,100,2,4,1,180,8
60,angle31_cand21,31,3.4,scored,5,5,0,1.000000000,0.007821154,0.103018647,0.092209042,3.387821154,3.830332885,4.414046366,5.468247632,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand21.npy,31,cand21,inputs/asem_sidechains_20260625/raw/31/cand21/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle31_cand21.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand21.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand21.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle31_cand21_radial.csv,True,33,100,2,4,1,180,8
61,angle27_cand13,27,3.4,scored,5,5,0,1.000000000,0.007821154,0.103999634,0.093085837,3.387821154,3.960699724,4.414046366,5.744561801,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand13.npy,27,cand13,inputs/asem_sidechains_20260625/raw/27/cand13/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle27_cand13.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand13.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand13.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle27_cand13_radial.csv,True,33,100,2,4,1,180,8
62,angle27_cand16,27,3.4,scored,5,5,0,1.000000000,0.007821154,0.103999634,0.093085837,3.387821154,3.960699724,4.414046366,5.744561801,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand16.npy,27,cand16,inputs/asem_sidechains_20260625/raw/27/cand16/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle27_cand16.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand16.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand16.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle27_cand16_radial.csv,True,33,100,2,4,1,180,8
63,angle27_cand19,27,3.4,scored,5,5,0,1.000000000,0.007821154,0.103999634,0.093085837,3.387821154,3.960699724,4.414046366,5.744561801,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand19.npy,27,cand19,inputs/asem_sidechains_20260625/raw/27/cand19/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle27_cand19.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand19.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand19.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle27_cand19_radial.csv,True,33,100,2,4,1,180,8
64,angle27_cand22,27,3.4,scored,5,5,0,1.000000000,0.007821154,0.103999634,0.093085837,3.387821154,3.960699724,4.414046366,5.744561801,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand22.npy,27,cand22,inputs/asem_sidechains_20260625/raw/27/cand22/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle27_cand22.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand22.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand22.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle27_cand22_radial.csv,True,33,100,2,4,1,180,8
65,angle27_cand8,27,3.4,scored,5,5,0,1.000000000,0.007821154,0.103999634,0.093085837,3.387821154,3.960699724,4.414046366,5.744561801,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand8.npy,27,cand8,inputs/asem_sidechains_20260625/raw/27/cand8/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle27_cand8.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand8.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand8.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle27_cand8_radial.csv,True,33,100,2,4,1,180,8
66,angle27_cand11,27,3.4,scored,5,5,0,1.000000000,0.007821154,0.109174574,0.097711331,3.387821154,3.708638789,4.251381407,5.744561801,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand11.npy,27,cand11,inputs/asem_sidechains_20260625/raw/27/cand11/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle27_cand11.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand11.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand11.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle27_cand11_radial.csv,True,33,100,2,4,1,180,8
67,angle27_cand12,27,3.4,scored,5,5,0,1.000000000,0.007821154,0.109174574,0.097711331,3.387821154,3.708638789,4.251381407,5.744561801,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand12.npy,27,cand12,inputs/asem_sidechains_20260625/raw/27/cand12/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle27_cand12.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand12.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand12.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle27_cand12_radial.csv,True,33,100,2,4,1,180,8
