model_id,target_label,observed_d_A,observed_intensity,target_d_A,delta_d_A,window_min_d_A,window_max_d_A,peak_status
angle28_cand24,B,4.414046366,1092889.472402090,4.400000000,0.014046366,4.200000000,4.600000000,found
angle28_cand24,C,5.744561801,866482.680576449,5.650000000,0.094561801,5.450000000,5.850000000,found
angle28_cand24,D,7.208895339,731997.141465823,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle28_cand25,base,3.387821154,6749323.211890766,3.380000000,0.007821154,3.180000000,3.580000000,found
angle28_cand25,A,3.830332885,768578.712299468,3.800000000,0.030332885,3.600000000,4.000000000,found
angle28_cand25,B,4.414046366,1034841.994041642,4.400000000,0.014046366,4.200000000,4.600000000,found
angle28_cand25,C,5.744561801,825548.970692735,5.650000000,0.094561801,5.450000000,5.850000000,found
angle28_cand25,D,7.208895339,705013.192000192,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle28_cand26,base,3.387821154,7041597.624301077,3.380000000,0.007821154,3.180000000,3.580000000,found
angle28_cand26,A,3.708638789,776346.193803089,3.800000000,-0.091361211,3.600000000,4.000000000,found
angle28_cand26,B,4.414046366,1098773.855035545,4.400000000,0.014046366,4.200000000,4.600000000,found
angle28_cand26,C,5.744561801,827323.186792641,5.650000000,0.094561801,5.450000000,5.850000000,found
angle28_cand26,D,7.208895339,665959.552349574,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle28_cand27,base,3.387821154,6824912.507675494,3.380000000,0.007821154,3.180000000,3.580000000,found
angle28_cand27,A,3.830332885,744539.067169188,3.800000000,0.030332885,3.600000000,4.000000000,found
angle28_cand27,B,4.414046366,1069044.307285619,4.400000000,0.014046366,4.200000000,4.600000000,found
angle28_cand27,C,5.744561801,791623.607793869,5.650000000,0.094561801,5.450000000,5.850000000,found
angle28_cand27,D,7.208895339,569048.396667361,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle28_cand28,base,3.387821154,7034904.633845575,3.380000000,0.007821154,3.180000000,3.580000000,found
angle28_cand28,A,3.830332885,735766.886872538,3.800000000,0.030332885,3.600000000,4.000000000,found
angle28_cand28,B,4.414046366,1096159.968447360,4.400000000,0.014046366,4.200000000,4.600000000,found
angle28_cand28,C,5.744561801,809356.684112856,5.650000000,0.094561801,5.450000000,5.850000000,found
angle28_cand28,D,7.208895339,595497.144857544,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle28_cand29,base,3.387821154,7227626.773422247,3.380000000,0.007821154,3.180000000,3.580000000,found
angle28_cand29,A,3.708638789,689467.229561487,3.800000000,-0.091361211,3.600000000,4.000000000,found
angle28_cand29,B,4.414046366,1105269.518396375,4.400000000,0.014046366,4.200000000,4.600000000,found
angle28_cand29,C,5.744561801,787821.703883199,5.650000000,0.094561801,5.450000000,5.850000000,found
angle28_cand29,D,7.208895339,574670.246005188,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle28_cand3,base,3.387821154,4679092.236410961,3.380000000,0.007821154,3.180000000,3.580000000,found
angle28_cand3,A,3.960699724,992053.353436058,3.800000000,0.160699724,3.600000000,4.000000000,found
angle28_cand3,B,4.414046366,1318006.883615394,4.400000000,0.014046366,4.200000000,4.600000000,found
angle28_cand3,C,5.468247632,1356034.779420476,5.650000000,-0.181752368,5.450000000,5.850000000,found
angle28_cand3,D,7.208895339,700062.404511594,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle28_cand4,base,3.387821154,4666067.372454281,3.380000000,0.007821154,3.180000000,3.580000000,found
angle28_cand4,A,3.960699724,1025597.317188459,3.800000000,0.160699724,3.600000000,4.000000000,found
angle28_cand4,B,4.414046366,1300178.397486811,4.400000000,0.014046366,4.200000000,4.600000000,found
angle28_cand4,C,5.468247632,1341540.745495547,5.650000000,-0.181752368,5.450000000,5.850000000,found
angle28_cand4,D,7.208895339,759942.332966053,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle28_cand5,base,3.387821154,4351328.649538931,3.380000000,0.007821154,3.180000000,3.580000000,found
angle28_cand5,A,3.830332885,954779.680734182,3.800000000,0.030332885,3.600000000,4.000000000,found
angle28_cand5,B,4.251381407,962797.677815634,4.400000000,-0.148618593,4.200000000,4.600000000,found
angle28_cand5,C,5.468247632,1097344.097745694,5.650000000,-0.181752368,5.450000000,5.850000000,found
angle28_cand5,D,7.208895339,614602.494904380,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle28_cand6,base,3.387821154,4031552.711962762,3.380000000,0.007821154,3.180000000,3.580000000,found
angle28_cand6,A,3.830332885,995922.061738257,3.800000000,0.030332885,3.600000000,4.000000000,found
angle28_cand6,B,4.251381407,830043.054415552,4.400000000,-0.148618593,4.200000000,4.600000000,found
angle28_cand6,C,5.468247632,1121747.478339647,5.650000000,-0.181752368,5.450000000,5.850000000,found
angle28_cand6,D,7.208895339,665527.458547654,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle28_cand7,base,3.387821154,4923907.574684823,3.380000000,0.007821154,3.180000000,3.580000000,found
angle28_cand7,A,3.830332885,871884.501135841,3.800000000,0.030332885,3.600000000,4.000000000,found
angle28_cand7,B,4.251381407,1107839.976267042,4.400000000,-0.148618593,4.200000000,4.600000000,found
angle28_cand7,C,5.468247632,1010676.900370268,5.650000000,-0.181752368,5.450000000,5.850000000,found
angle28_cand7,D,7.208895339,586004.966216112,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle28_cand8,base,3.387821154,4016208.918274995,3.380000000,0.007821154,3.180000000,3.580000000,found
angle28_cand8,A,3.830332885,1012138.528109696,3.800000000,0.030332885,3.600000000,4.000000000,found
angle28_cand8,B,4.414046366,854401.922374673,4.400000000,0.014046366,4.200000000,4.600000000,found
angle28_cand8,C,5.468247632,1148535.555804720,5.650000000,-0.181752368,5.450000000,5.850000000,found
angle28_cand8,D,7.208895339,692525.609587850,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle28_cand9,base,3.387821154,4601035.027314782,3.380000000,0.007821154,3.180000000,3.580000000,found
angle28_cand9,A,3.830332885,905379.205310461,3.800000000,0.030332885,3.600000000,4.000000000,found
angle28_cand9,B,4.251381407,1020107.665134024,4.400000000,-0.148618593,4.200000000,4.600000000,found
angle28_cand9,C,5.468247632,1056093.859726090,5.650000000,-0.181752368,5.450000000,5.850000000,found
angle28_cand9,D,7.208895339,610217.469211060,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle29_cand0,base,3.387821154,5404509.411324909,3.380000000,0.007821154,3.180000000,3.580000000,found
angle29_cand0,A,3.830332885,1491417.002152273,3.800000000,0.030332885,3.600000000,4.000000000,found
angle29_cand0,B,4.414046366,1287855.363138160,4.400000000,0.014046366,4.200000000,4.600000000,found
angle29_cand0,C,5.468247632,1336167.151598852,5.650000000,-0.181752368,5.450000000,5.850000000,found
angle29_cand0,D,7.208895339,993685.431366790,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle29_cand1,base,3.387821154,5480700.269641343,3.380000000,0.007821154,3.180000000,3.580000000,found
angle29_cand1,A,3.830332885,1469075.622551755,3.800000000,0.030332885,3.600000000,4.000000000,found
angle29_cand1,B,4.414046366,1366135.366300913,4.400000000,0.014046366,4.200000000,4.600000000,found
angle29_cand1,C,5.468247632,1365916.232283114,5.650000000,-0.181752368,5.450000000,5.850000000,found
angle29_cand1,D,7.208895339,928583.132059722,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle29_cand10,base,3.387821154,5239869.529919626,3.380000000,0.007821154,3.180000000,3.580000000,found
angle29_cand10,A,3.830332885,1169402.037722858,3.800000000,0.030332885,3.600000000,4.000000000,found
angle29_cand10,B,4.251381407,907366.657474839,4.400000000,-0.148618593,4.200000000,4.600000000,found
angle29_cand10,C,5.468247632,1309642.355084006,5.650000000,-0.181752368,5.450000000,5.850000000,found
angle29_cand10,D,7.208895339,647774.681940264,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle29_cand11,base,3.387821154,6010760.409863554,3.380000000,0.007821154,3.180000000,3.580000000,found
angle29_cand11,A,3.830332885,1259152.663460677,3.800000000,0.030332885,3.600000000,4.000000000,found
angle29_cand11,B,4.414046366,962751.887667818,4.400000000,0.014046366,4.200000000,4.600000000,found
angle29_cand11,C,5.468247632,1816708.693539327,5.650000000,-0.181752368,5.450000000,5.850000000,found
angle29_cand11,D,7.208895339,1780593.473642730,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle29_cand12,base,3.387821154,6058015.141062202,3.380000000,0.007821154,3.180000000,3.580000000,found
angle29_cand12,A,3.830332885,1249632.904746942,3.800000000,0.030332885,3.600000000,4.000000000,found
angle29_cand12,B,4.414046366,964168.206206109,4.400000000,0.014046366,4.200000000,4.600000000,found
angle29_cand12,C,5.468247632,1815465.237112816,5.650000000,-0.181752368,5.450000000,5.850000000,found
angle29_cand12,D,7.208895339,1747092.386198868,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle29_cand13,base,3.387821154,4953727.858124218,3.380000000,0.007821154,3.180000000,3.580000000,found
angle29_cand13,A,3.830332885,1242863.920278880,3.800000000,0.030332885,3.600000000,4.000000000,found
angle29_cand13,B,4.251381407,946656.052504928,4.400000000,-0.148618593,4.200000000,4.600000000,found
angle29_cand13,C,5.468247632,1347310.378980116,5.650000000,-0.181752368,5.450000000,5.850000000,found
angle29_cand13,D,7.208895339,591186.814218458,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle29_cand14,base,3.387821154,5409084.185754021,3.380000000,0.007821154,3.180000000,3.580000000,found
angle29_cand14,A,3.830332885,1153262.502959122,3.800000000,0.030332885,3.600000000,4.000000000,found
angle29_cand14,B,4.251381407,885473.580750258,4.400000000,-0.148618593,4.200000000,4.600000000,found
angle29_cand14,C,5.468247632,1312937.364916548,5.650000000,-0.181752368,5.450000000,5.850000000,found
angle29_cand14,D,7.208895339,646239.184081131,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle29_cand2,base,3.387821154,6222914.690208828,3.380000000,0.007821154,3.180000000,3.580000000,found
angle29_cand2,A,3.830332885,1481671.518721862,3.800000000,0.030332885,3.600000000,4.000000000,found
angle29_cand2,B,4.414046366,1348330.353855166,4.400000000,0.014046366,4.200000000,4.600000000,found
angle29_cand2,C,5.468247632,1227647.156203812,5.650000000,-0.181752368,5.450000000,5.850000000,found
angle29_cand2,D,7.208895339,998526.799163830,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle29_cand3,base,3.387821154,5595532.849122211,3.380000000,0.007821154,3.180000000,3.580000000,found
angle29_cand3,A,3.830332885,1444194.322636554,3.800000000,0.030332885,3.600000000,4.000000000,found
angle29_cand3,B,4.414046366,1432475.802160374,4.400000000,0.014046366,4.200000000,4.600000000,found
angle29_cand3,C,5.468247632,1364255.870512355,5.650000000,-0.181752368,5.450000000,5.850000000,found
angle29_cand3,D,7.208895339,896528.071898729,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle29_cand4,base,3.387821154,4452480.174392941,3.380000000,0.007821154,3.180000000,3.580000000,found
angle29_cand4,A,3.830332885,1276141.679588520,3.800000000,0.030332885,3.600000000,4.000000000,found
angle29_cand4,B,4.414046366,1179481.200022172,4.400000000,0.014046366,4.200000000,4.600000000,found
angle29_cand4,C,5.468247632,1630139.360715986,5.650000000,-0.181752368,5.450000000,5.850000000,found
angle29_cand4,D,7.208895339,896187.371992045,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle29_cand5,base,3.387821154,4949631.877094495,3.380000000,0.007821154,3.180000000,3.580000000,found
angle29_cand5,A,3.830332885,1469514.269056097,3.800000000,0.030332885,3.600000000,4.000000000,found
angle29_cand5,B,4.414046366,1320507.560719947,4.400000000,0.014046366,4.200000000,4.600000000,found
angle29_cand5,C,5.468247632,1490387.277131867,5.650000000,-0.181752368,5.450000000,5.850000000,found
angle29_cand5,D,7.208895339,898593.770770281,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle29_cand6,base,3.387821154,4438395.296190032,3.380000000,0.007821154,3.180000000,3.580000000,found
angle29_cand6,A,3.830332885,1282216.592507307,3.800000000,0.030332885,3.600000000,4.000000000,found
angle29_cand6,B,4.251381407,900495.490042919,4.400000000,-0.148618593,4.200000000,4.600000000,found
angle29_cand6,C,5.468247632,1401755.184596510,5.650000000,-0.181752368,5.450000000,5.850000000,found
angle29_cand6,D,7.208895339,675884.068536687,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle29_cand7,base,3.387821154,3971964.933079138,3.380000000,0.007821154,3.180000000,3.580000000,found
angle29_cand7,A,3.830332885,1398114.302757599,3.800000000,0.030332885,3.600000000,4.000000000,found
angle29_cand7,B,4.414046366,671554.554849486,4.400000000,0.014046366,4.200000000,4.600000000,found
angle29_cand7,C,5.468247632,1456323.396416820,5.650000000,-0.181752368,5.450000000,5.850000000,found
angle29_cand7,D,7.208895339,1499083.772271610,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle29_cand8,base,3.387821154,5447829.650173240,3.380000000,0.007821154,3.180000000,3.580000000,found
angle29_cand8,A,3.830332885,1165527.327062463,3.800000000,0.030332885,3.600000000,4.000000000,found
angle29_cand8,B,4.251381407,936979.140341960,4.400000000,-0.148618593,4.200000000,4.600000000,found
angle29_cand8,C,5.468247632,1267266.245216560,5.650000000,-0.181752368,5.450000000,5.850000000,found
angle29_cand8,D,7.208895339,679553.791427551,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle29_cand9,base,3.387821154,4973957.809131856,3.380000000,0.007821154,3.180000000,3.580000000,found
angle29_cand9,A,3.830332885,1210967.416203887,3.800000000,0.030332885,3.600000000,4.000000000,found
angle29_cand9,B,4.251381407,927022.734622722,4.400000000,-0.148618593,4.200000000,4.600000000,found
angle29_cand9,C,5.468247632,1329153.199212636,5.650000000,-0.181752368,5.450000000,5.850000000,found
angle29_cand9,D,7.208895339,639872.233099541,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle30_cand0,base,3.387821154,6852182.269647775,3.380000000,0.007821154,3.180000000,3.580000000,found
angle30_cand0,A,3.830332885,2278821.443051339,3.800000000,0.030332885,3.600000000,4.000000000,found
angle30_cand0,B,4.414046366,1148895.539948742,4.400000000,0.014046366,4.200000000,4.600000000,found
angle30_cand0,C,5.744561801,1745244.504020321,5.650000000,0.094561801,5.450000000,5.850000000,found
angle30_cand0,D,7.208895339,1129957.801690797,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle30_cand1,base,3.387821154,5957724.237675309,3.380000000,0.007821154,3.180000000,3.580000000,found
angle30_cand1,A,3.830332885,2328951.994362722,3.800000000,0.030332885,3.600000000,4.000000000,found
angle30_cand1,B,4.414046366,1292132.138805269,4.400000000,0.014046366,4.200000000,4.600000000,found
angle30_cand1,C,5.744561801,1766819.941655454,5.650000000,0.094561801,5.450000000,5.850000000,found
angle30_cand1,D,7.208895339,1303018.640646264,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle30_cand10,base,3.387821154,5868330.639466336,3.380000000,0.007821154,3.180000000,3.580000000,found
angle30_cand10,A,3.830332885,2426941.679697060,3.800000000,0.030332885,3.600000000,4.000000000,found
angle30_cand10,B,4.414046366,932641.099578670,4.400000000,0.014046366,4.200000000,4.600000000,found
angle30_cand10,C,5.468247632,2006853.231143224,5.650000000,-0.181752368,5.450000000,5.850000000,found
angle30_cand10,D,7.208895339,4922506.340529091,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle30_cand11,base,3.387821154,5888531.964068368,3.380000000,0.007821154,3.180000000,3.580000000,found
angle30_cand11,A,3.830332885,2344646.569661108,3.800000000,0.030332885,3.600000000,4.000000000,found
angle30_cand11,B,4.414046366,874512.923267398,4.400000000,0.014046366,4.200000000,4.600000000,found
angle30_cand11,C,5.468247632,2034979.254841170,5.650000000,-0.181752368,5.450000000,5.850000000,found
angle30_cand11,D,7.208895339,4661526.337349197,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle30_cand2,base,3.387821154,5894502.123598427,3.380000000,0.007821154,3.180000000,3.580000000,found
angle30_cand2,A,3.830332885,2303527.254810369,3.800000000,0.030332885,3.600000000,4.000000000,found
angle30_cand2,B,4.414046366,1349748.966251302,4.400000000,0.014046366,4.200000000,4.600000000,found
angle30_cand2,C,5.744561801,1796358.166460921,5.650000000,0.094561801,5.450000000,5.850000000,found
angle30_cand2,D,7.208895339,1301323.714819553,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle30_cand3,base,3.387821154,6018096.298578688,3.380000000,0.007821154,3.180000000,3.580000000,found
angle30_cand3,A,3.830332885,2358810.063957514,3.800000000,0.030332885,3.600000000,4.000000000,found
angle30_cand3,B,4.414046366,1182517.292597877,4.400000000,0.014046366,4.200000000,4.600000000,found
angle30_cand3,C,5.744561801,1703203.474742793,5.650000000,0.094561801,5.450000000,5.850000000,found
angle30_cand3,D,7.208895339,1352327.535492335,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle30_cand4,base,3.387821154,4749813.429502335,3.380000000,0.007821154,3.180000000,3.580000000,found
angle30_cand4,A,3.830332885,2438190.060296135,3.800000000,0.030332885,3.600000000,4.000000000,found
angle30_cand4,B,4.414046366,1060073.561930870,4.400000000,0.014046366,4.200000000,4.600000000,found
angle30_cand4,C,5.468247632,1659583.753329914,5.650000000,-0.181752368,5.450000000,5.850000000,found
angle30_cand4,D,7.208895339,1850577.259774412,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle30_cand5,base,3.387821154,4801417.825194667,3.380000000,0.007821154,3.180000000,3.580000000,found
angle30_cand5,A,3.830332885,2308843.494473817,3.800000000,0.030332885,3.600000000,4.000000000,found
angle30_cand5,B,4.414046366,1267294.973566051,4.400000000,0.014046366,4.200000000,4.600000000,found
angle30_cand5,C,5.468247632,1682142.325389133,5.650000000,-0.181752368,5.450000000,5.850000000,found
angle30_cand5,D,7.208895339,1714157.620181208,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle30_cand6,base,3.387821154,4490505.683447734,3.380000000,0.007821154,3.180000000,3.580000000,found
angle30_cand6,A,3.830332885,2013565.257061422,3.800000000,0.030332885,3.600000000,4.000000000,found
angle30_cand6,B,4.414046366,942468.868883431,4.400000000,0.014046366,4.200000000,4.600000000,found
angle30_cand6,C,5.468247632,1985053.563799580,5.650000000,-0.181752368,5.450000000,5.850000000,found
angle30_cand6,D,7.208895339,2664101.176491515,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle30_cand7,base,3.387821154,4591471.935420288,3.380000000,0.007821154,3.180000000,3.580000000,found
angle30_cand7,A,3.830332885,2231984.372780217,3.800000000,0.030332885,3.600000000,4.000000000,found
angle30_cand7,B,4.414046366,909943.383345425,4.400000000,0.014046366,4.200000000,4.600000000,found
angle30_cand7,C,5.468247632,1957549.199403176,5.650000000,-0.181752368,5.450000000,5.850000000,found
angle30_cand7,D,7.208895339,2612560.403361590,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle30_cand8,base,3.387821154,5263370.306069057,3.380000000,0.007821154,3.180000000,3.580000000,found
angle30_cand8,A,3.830332885,2307184.087857501,3.800000000,0.030332885,3.600000000,4.000000000,found
angle30_cand8,B,4.414046366,784162.417221970,4.400000000,0.014046366,4.200000000,4.600000000,found
angle30_cand8,C,5.468247632,1802261.155037803,5.650000000,-0.181752368,5.450000000,5.850000000,found
angle30_cand8,D,7.208895339,4846385.716181306,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle30_cand9,base,3.387821154,5163852.793338169,3.380000000,0.007821154,3.180000000,3.580000000,found
angle30_cand9,A,3.830332885,2363569.353929915,3.800000000,0.030332885,3.600000000,4.000000000,found
angle30_cand9,B,4.414046366,775440.237966889,4.400000000,0.014046366,4.200000000,4.600000000,found
angle30_cand9,C,5.468247632,1810596.621263668,5.650000000,-0.181752368,5.450000000,5.850000000,found
angle30_cand9,D,7.208895339,4895552.929123452,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle31_cand0,base,3.387821154,5588549.976187350,3.380000000,0.007821154,3.180000000,3.580000000,found
angle31_cand0,A,3.830332885,1407773.309278014,3.800000000,0.030332885,3.600000000,4.000000000,found
angle31_cand0,B,4.414046366,1323723.172541271,4.400000000,0.014046366,4.200000000,4.600000000,found
angle31_cand0,C,5.744561801,1883117.569866746,5.650000000,0.094561801,5.450000000,5.850000000,found
angle31_cand0,D,7.208895339,1423141.349736440,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle31_cand1,base,3.387821154,6087991.804525117,3.380000000,0.007821154,3.180000000,3.580000000,found
angle31_cand1,A,3.830332885,1428069.032519661,3.800000000,0.030332885,3.600000000,4.000000000,found
angle31_cand1,B,4.414046366,1311907.082313499,4.400000000,0.014046366,4.200000000,4.600000000,found
angle31_cand1,C,5.744561801,1834831.253808530,5.650000000,0.094561801,5.450000000,5.850000000,found
angle31_cand1,D,7.208895339,1403781.225755424,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle31_cand10,base,3.387821154,4601260.785463057,3.380000000,0.007821154,3.180000000,3.580000000,found
angle31_cand10,A,3.830332885,1515447.992082561,3.800000000,0.030332885,3.600000000,4.000000000,found
angle31_cand10,B,4.414046366,1074191.785460586,4.400000000,0.014046366,4.200000000,4.600000000,found
angle31_cand10,C,5.744561801,1432746.549446162,5.650000000,0.094561801,5.450000000,5.850000000,found
angle31_cand10,D,7.208895339,1547369.452134586,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle31_cand11,base,3.387821154,4711535.129680241,3.380000000,0.007821154,3.180000000,3.580000000,found
angle31_cand11,A,3.830332885,1605002.140164634,3.800000000,0.030332885,3.600000000,4.000000000,found
angle31_cand11,B,4.414046366,940030.206778693,4.400000000,0.014046366,4.200000000,4.600000000,found
angle31_cand11,C,5.468247632,1327949.396608848,5.650000000,-0.181752368,5.450000000,5.850000000,found
angle31_cand11,D,7.208895339,1749661.344193466,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle31_cand12,base,3.387821154,4605154.488954814,3.380000000,0.007821154,3.180000000,3.580000000,found
angle31_cand12,A,3.830332885,1617846.324837367,3.800000000,0.030332885,3.600000000,4.000000000,found
angle31_cand12,B,4.414046366,897761.830286864,4.400000000,0.014046366,4.200000000,4.600000000,found
angle31_cand12,C,5.744561801,1250137.882287078,5.650000000,0.094561801,5.450000000,5.850000000,found
angle31_cand12,D,7.208895339,1706702.183004034,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle31_cand13,base,3.387821154,4526752.644968695,3.380000000,0.007821154,3.180000000,3.580000000,found
angle31_cand13,A,3.830332885,1614706.971933175,3.800000000,0.030332885,3.600000000,4.000000000,found
angle31_cand13,B,4.414046366,933727.421458769,4.400000000,0.014046366,4.200000000,4.600000000,found
angle31_cand13,C,5.744561801,1502719.904909127,5.650000000,0.094561801,5.450000000,5.850000000,found
angle31_cand13,D,7.208895339,1524906.757055037,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle31_cand14,base,3.387821154,4612284.695683175,3.380000000,0.007821154,3.180000000,3.580000000,found
angle31_cand14,A,3.830332885,1428603.951330788,3.800000000,0.030332885,3.600000000,4.000000000,found
angle31_cand14,B,4.414046366,704564.350922723,4.400000000,0.014046366,4.200000000,4.600000000,found
angle31_cand14,C,5.468247632,1144036.236768650,5.650000000,-0.181752368,5.450000000,5.850000000,found
angle31_cand14,D,7.208895339,2142787.785197446,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle31_cand15,base,3.387821154,4940640.765989041,3.380000000,0.007821154,3.180000000,3.580000000,found
angle31_cand15,A,3.830332885,1669702.991079416,3.800000000,0.030332885,3.600000000,4.000000000,found
angle31_cand15,B,4.414046366,905445.797590224,4.400000000,0.014046366,4.200000000,4.600000000,found
angle31_cand15,C,5.468247632,1439031.223909881,5.650000000,-0.181752368,5.450000000,5.850000000,found
angle31_cand15,D,7.208895339,1792314.494579698,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle31_cand16,base,3.387821154,5463994.017339179,3.380000000,0.007821154,3.180000000,3.580000000,found
angle31_cand16,A,3.830332885,1637128.581854717,3.800000000,0.030332885,3.600000000,4.000000000,found
angle31_cand16,B,4.414046366,1046719.664577359,4.400000000,0.014046366,4.200000000,4.600000000,found
angle31_cand16,C,5.468247632,1336143.317561253,5.650000000,-0.181752368,5.450000000,5.850000000,found
angle31_cand16,D,7.208895339,2312325.165759409,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle31_cand17,base,3.387821154,4664306.237056993,3.380000000,0.007821154,3.180000000,3.580000000,found
angle31_cand17,A,3.830332885,1612484.091902682,3.800000000,0.030332885,3.600000000,4.000000000,found
angle31_cand17,B,4.414046366,890038.020622693,4.400000000,0.014046366,4.200000000,4.600000000,found
angle31_cand17,C,5.468247632,1319378.289608429,5.650000000,-0.181752368,5.450000000,5.850000000,found
angle31_cand17,D,7.208895339,1660661.166932538,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle31_cand18,base,3.387821154,5417202.652421648,3.380000000,0.007821154,3.180000000,3.580000000,found
angle31_cand18,A,3.830332885,1617042.383347801,3.800000000,0.030332885,3.600000000,4.000000000,found
angle31_cand18,B,4.414046366,1016743.237757057,4.400000000,0.014046366,4.200000000,4.600000000,found
angle31_cand18,C,5.468247632,1318838.466389197,5.650000000,-0.181752368,5.450000000,5.850000000,found
angle31_cand18,D,7.208895339,2231023.426632881,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle31_cand19,base,3.387821154,5229138.861492301,3.380000000,0.007821154,3.180000000,3.580000000,found
angle31_cand19,A,3.830332885,1596080.767436960,3.800000000,0.030332885,3.600000000,4.000000000,found
angle31_cand19,B,4.414046366,929444.827763443,4.400000000,0.014046366,4.200000000,4.600000000,found
angle31_cand19,C,5.468247632,1305435.968921677,5.650000000,-0.181752368,5.450000000,5.850000000,found
angle31_cand19,D,7.208895339,2216874.608403069,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle31_cand2,base,3.387821154,5177804.618492907,3.380000000,0.007821154,3.180000000,3.580000000,found
angle31_cand2,A,3.830332885,1462582.656345438,3.800000000,0.030332885,3.600000000,4.000000000,found
angle31_cand2,B,4.414046366,1337437.731182930,4.400000000,0.014046366,4.200000000,4.600000000,found
angle31_cand2,C,5.744561801,1862934.566899595,5.650000000,0.094561801,5.450000000,5.850000000,found
angle31_cand2,D,7.208895339,1393829.399855579,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle31_cand20,base,3.387821154,5994307.123595799,3.380000000,0.007821154,3.180000000,3.580000000,found
angle31_cand20,A,3.830332885,1741005.868070656,3.800000000,0.030332885,3.600000000,4.000000000,found
angle31_cand20,B,4.414046366,1215827.203877257,4.400000000,0.014046366,4.200000000,4.600000000,found
angle31_cand20,C,5.468247632,1467096.925734203,5.650000000,-0.181752368,5.450000000,5.850000000,found
angle31_cand20,D,7.208895339,2421951.089192593,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle31_cand21,base,3.387821154,5127980.762272664,3.380000000,0.007821154,3.180000000,3.580000000,found
angle31_cand21,A,3.830332885,1589130.540155771,3.800000000,0.030332885,3.600000000,4.000000000,found
angle31_cand21,B,4.414046366,924225.614094412,4.400000000,0.014046366,4.200000000,4.600000000,found
angle31_cand21,C,5.468247632,1278047.645425634,5.650000000,-0.181752368,5.450000000,5.850000000,found
angle31_cand21,D,7.208895339,2236828.331101070,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle31_cand3,base,3.387821154,5340477.991412060,3.380000000,0.007821154,3.180000000,3.580000000,found
angle31_cand3,A,3.830332885,1395906.357331140,3.800000000,0.030332885,3.600000000,4.000000000,found
angle31_cand3,B,4.414046366,1448034.122827332,4.400000000,0.014046366,4.200000000,4.600000000,found
angle31_cand3,C,5.744561801,1894786.085800361,5.650000000,0.094561801,5.450000000,5.850000000,found
angle31_cand3,D,7.208895339,1368794.567163998,7.300000000,-0.091104661,7.100000000,7.500000000,found
