model_id,twist_deg,rise_A,model_status,diffraction_status,diffraction_file,score_status,observed_peak_count,expected_peak_count,missing_peak_count,score_completeness,observed_base_d_A,observed_A_d_A,observed_B_d_A,observed_C_d_A,observed_D_d_A,base_rmsd,helical_rmsd,combined_rmsd,notes,angle_deg,candidate_id,source_pdb,xyz_file,xyz_atom_count,diffraction_png,diffraction_json,radial_csv,radial_csv_exists,smoke_grid_size,smoke_grid_limit_mm,smoke_theta_count,smoke_phi_count,smoke_psi_count,smoke_theta_max,smoke_orientation_count
angle27_cand36,27,3.4,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand36.npy,scored,5,5,0,1.000000000,3.387821154,3.960699724,4.251381407,5.744561801,7.208895339,0.007821154,0.127626291,0.114205999,,27,cand36,inputs/asem_sidechains_20260625/raw/27/cand36/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle27_cand36.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand36.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand36.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle27_cand36_radial.csv,True,33,100,2,4,1,180,8
angle27_cand37,27,3.4,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand37.npy,scored,5,5,0,1.000000000,3.387821154,3.960699724,4.251381407,5.744561801,7.208895339,0.007821154,0.127626291,0.114205999,,27,cand37,inputs/asem_sidechains_20260625/raw/27/cand37/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle27_cand37.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand37.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand37.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle27_cand37_radial.csv,True,33,100,2,4,1,180,8
angle27_cand4,27,3.4,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand4.npy,scored,5,5,0,1.000000000,3.387821154,3.960699724,4.251381407,5.468247632,7.208895339,0.007821154,0.149370236,0.133646579,,27,cand4,inputs/asem_sidechains_20260625/raw/27/cand4/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle27_cand4.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand4.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand4.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle27_cand4_radial.csv,True,33,100,2,4,1,180,8
angle27_cand5,27,3.4,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand5.npy,scored,5,5,0,1.000000000,3.387821154,3.960699724,4.414046366,5.468247632,7.208895339,0.007821154,0.129764868,0.116117918,,27,cand5,inputs/asem_sidechains_20260625/raw/27/cand5/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle27_cand5.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand5.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand5.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle27_cand5_radial.csv,True,33,100,2,4,1,180,8
angle27_cand6,27,3.4,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand6.npy,scored,5,5,0,1.000000000,3.387821154,3.960699724,4.414046366,5.468247632,7.208895339,0.007821154,0.129764868,0.116117918,,27,cand6,inputs/asem_sidechains_20260625/raw/27/cand6/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle27_cand6.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand6.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand6.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle27_cand6_radial.csv,True,33,100,2,4,1,180,8
angle27_cand7,27,3.4,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand7.npy,scored,5,5,0,1.000000000,3.387821154,3.960699724,4.414046366,5.468247632,7.208895339,0.007821154,0.129764868,0.116117918,,27,cand7,inputs/asem_sidechains_20260625/raw/27/cand7/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle27_cand7.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand7.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand7.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle27_cand7_radial.csv,True,33,100,2,4,1,180,8
angle27_cand8,27,3.4,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand8.npy,scored,5,5,0,1.000000000,3.387821154,3.960699724,4.414046366,5.744561801,7.208895339,0.007821154,0.103999634,0.093085837,,27,cand8,inputs/asem_sidechains_20260625/raw/27/cand8/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle27_cand8.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand8.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand8.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle27_cand8_radial.csv,True,33,100,2,4,1,180,8
angle27_cand9,27,3.4,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand9.npy,scored,5,5,0,1.000000000,3.387821154,3.708638789,4.251381407,5.468247632,7.208895339,0.007821154,0.133948068,0.119857841,,27,cand9,inputs/asem_sidechains_20260625/raw/27/cand9/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle27_cand9.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand9.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand9.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle27_cand9_radial.csv,True,33,100,2,4,1,180,8
angle28_cand0,28,3.4,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand0.npy,scored,5,5,0,1.000000000,3.387821154,3.960699724,4.414046366,5.468247632,7.208895339,0.007821154,0.129764868,0.116117918,,28,cand0,inputs/asem_sidechains_20260625/raw/28/cand0/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle28_cand0.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand0.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand0.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle28_cand0_radial.csv,True,33,100,2,4,1,180,8
angle28_cand1,28,3.4,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand1.npy,scored,5,5,0,1.000000000,3.387821154,3.960699724,4.414046366,5.468247632,7.208895339,0.007821154,0.129764868,0.116117918,,28,cand1,inputs/asem_sidechains_20260625/raw/28/cand1/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle28_cand1.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand1.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand1.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle28_cand1_radial.csv,True,33,100,2,4,1,180,8
angle28_cand10,28,3.4,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand10.npy,scored,5,5,0,1.000000000,3.387821154,3.830332885,4.251381407,5.468247632,7.208895339,0.007821154,0.126828184,0.113492487,,28,cand10,inputs/asem_sidechains_20260625/raw/28/cand10/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle28_cand10.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand10.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand10.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle28_cand10_radial.csv,True,33,100,2,4,1,180,8
angle28_cand11,28,3.4,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand11.npy,scored,5,5,0,1.000000000,3.387821154,3.830332885,4.251381407,5.468247632,7.208895339,0.007821154,0.126828184,0.113492487,,28,cand11,inputs/asem_sidechains_20260625/raw/28/cand11/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle28_cand11.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand11.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand11.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle28_cand11_radial.csv,True,33,100,2,4,1,180,8
angle28_cand12,28,3.4,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand12.npy,scored,5,5,0,1.000000000,3.387821154,3.830332885,4.251381407,5.468247632,7.208895339,0.007821154,0.126828184,0.113492487,,28,cand12,inputs/asem_sidechains_20260625/raw/28/cand12/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle28_cand12.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand12.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand12.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle28_cand12_radial.csv,True,33,100,2,4,1,180,8
angle28_cand13,28,3.4,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand13.npy,scored,5,5,0,1.000000000,3.387821154,3.830332885,4.251381407,5.468247632,7.208895339,0.007821154,0.126828184,0.113492487,,28,cand13,inputs/asem_sidechains_20260625/raw/28/cand13/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle28_cand13.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand13.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand13.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle28_cand13_radial.csv,True,33,100,2,4,1,180,8
angle28_cand14,28,3.4,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand14.npy,scored,5,5,0,1.000000000,3.387821154,3.830332885,4.590147189,5.468247632,7.208895339,0.007821154,0.140008946,0.125276646,,28,cand14,inputs/asem_sidechains_20260625/raw/28/cand14/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle28_cand14.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand14.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand14.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle28_cand14_radial.csv,True,33,100,2,4,1,180,8
angle28_cand15,28,3.4,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand15.npy,scored,5,5,0,1.000000000,3.387821154,3.830332885,4.251381407,5.468247632,7.208895339,0.007821154,0.126828184,0.113492487,,28,cand15,inputs/asem_sidechains_20260625/raw/28/cand15/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle28_cand15.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand15.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand15.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle28_cand15_radial.csv,True,33,100,2,4,1,180,8
angle28_cand16,28,3.4,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand16.npy,scored,5,5,0,1.000000000,3.387821154,3.708638789,4.414046366,5.744561801,7.208895339,0.007821154,0.080290355,0.071899006,,28,cand16,inputs/asem_sidechains_20260625/raw/28/cand16/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle28_cand16.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand16.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand16.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle28_cand16_radial.csv,True,33,100,2,4,1,180,8
angle28_cand17,28,3.4,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand17.npy,scored,5,5,0,1.000000000,3.387821154,3.830332885,4.251381407,5.744561801,7.208895339,0.007821154,0.100311469,0.089789458,,28,cand17,inputs/asem_sidechains_20260625/raw/28/cand17/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle28_cand17.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand17.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand17.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle28_cand17_radial.csv,True,33,100,2,4,1,180,8
angle28_cand18,28,3.4,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand18.npy,scored,5,5,0,1.000000000,3.387821154,3.830332885,4.414046366,5.468247632,7.208895339,0.007821154,0.103018647,0.092209042,,28,cand18,inputs/asem_sidechains_20260625/raw/28/cand18/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle28_cand18.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand18.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand18.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle28_cand18_radial.csv,True,33,100,2,4,1,180,8
angle28_cand19,28,3.4,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand19.npy,scored,5,5,0,1.000000000,3.387821154,3.708638789,4.251381407,5.468247632,7.208895339,0.007821154,0.133948068,0.119857841,,28,cand19,inputs/asem_sidechains_20260625/raw/28/cand19/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle28_cand19.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand19.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand19.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle28_cand19_radial.csv,True,33,100,2,4,1,180,8
angle28_cand2,28,3.4,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand2.npy,scored,5,5,0,1.000000000,3.387821154,3.960699724,4.414046366,5.468247632,7.208895339,0.007821154,0.129764868,0.116117918,,28,cand2,inputs/asem_sidechains_20260625/raw/28/cand2/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle28_cand2.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand2.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand2.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle28_cand2_radial.csv,True,33,100,2,4,1,180,8
angle28_cand20,28,3.4,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand20.npy,scored,5,5,0,1.000000000,3.387821154,3.708638789,4.251381407,5.468247632,7.208895339,0.007821154,0.133948068,0.119857841,,28,cand20,inputs/asem_sidechains_20260625/raw/28/cand20/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle28_cand20.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand20.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand20.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle28_cand20_radial.csv,True,33,100,2,4,1,180,8
angle28_cand21,28,3.4,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand21.npy,scored,5,5,0,1.000000000,3.387821154,3.830332885,4.251381407,5.468247632,7.208895339,0.007821154,0.126828184,0.113492487,,28,cand21,inputs/asem_sidechains_20260625/raw/28/cand21/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle28_cand21.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand21.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand21.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle28_cand21_radial.csv,True,33,100,2,4,1,180,8
angle28_cand22,28,3.4,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand22.npy,scored,5,5,0,1.000000000,3.387821154,3.830332885,4.414046366,5.468247632,7.208895339,0.007821154,0.103018647,0.092209042,,28,cand22,inputs/asem_sidechains_20260625/raw/28/cand22/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle28_cand22.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand22.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand22.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle28_cand22_radial.csv,True,33,100,2,4,1,180,8
angle28_cand23,28,3.4,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand23.npy,scored,5,5,0,1.000000000,3.387821154,3.830332885,4.251381407,5.468247632,7.208895339,0.007821154,0.126828184,0.113492487,,28,cand23,inputs/asem_sidechains_20260625/raw/28/cand23/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle28_cand23.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand23.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand23.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle28_cand23_radial.csv,True,33,100,2,4,1,180,8
angle28_cand24,28,3.4,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand24.npy,scored,5,5,0,1.000000000,3.387821154,3.708638789,4.414046366,5.744561801,7.208895339,0.007821154,0.080290355,0.071899006,,28,cand24,inputs/asem_sidechains_20260625/raw/28/cand24/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle28_cand24.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand24.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand24.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle28_cand24_radial.csv,True,33,100,2,4,1,180,8
angle28_cand25,28,3.4,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand25.npy,scored,5,5,0,1.000000000,3.387821154,3.830332885,4.414046366,5.744561801,7.208895339,0.007821154,0.067748391,0.060696867,,28,cand25,inputs/asem_sidechains_20260625/raw/28/cand25/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle28_cand25.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand25.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand25.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle28_cand25_radial.csv,True,33,100,2,4,1,180,8
angle28_cand26,28,3.4,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand26.npy,scored,5,5,0,1.000000000,3.387821154,3.708638789,4.414046366,5.744561801,7.208895339,0.007821154,0.080290355,0.071899006,,28,cand26,inputs/asem_sidechains_20260625/raw/28/cand26/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle28_cand26.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand26.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand26.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle28_cand26_radial.csv,True,33,100,2,4,1,180,8
angle28_cand27,28,3.4,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand27.npy,scored,5,5,0,1.000000000,3.387821154,3.830332885,4.414046366,5.744561801,7.208895339,0.007821154,0.067748391,0.060696867,,28,cand27,inputs/asem_sidechains_20260625/raw/28/cand27/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle28_cand27.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand27.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand27.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle28_cand27_radial.csv,True,33,100,2,4,1,180,8
angle28_cand28,28,3.4,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand28.npy,scored,5,5,0,1.000000000,3.387821154,3.830332885,4.414046366,5.744561801,7.208895339,0.007821154,0.067748391,0.060696867,,28,cand28,inputs/asem_sidechains_20260625/raw/28/cand28/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle28_cand28.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand28.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand28.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle28_cand28_radial.csv,True,33,100,2,4,1,180,8
angle28_cand29,28,3.4,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand29.npy,scored,5,5,0,1.000000000,3.387821154,3.708638789,4.414046366,5.744561801,7.208895339,0.007821154,0.080290355,0.071899006,,28,cand29,inputs/asem_sidechains_20260625/raw/28/cand29/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle28_cand29.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand29.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand29.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle28_cand29_radial.csv,True,33,100,2,4,1,180,8
angle28_cand3,28,3.4,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand3.npy,scored,5,5,0,1.000000000,3.387821154,3.960699724,4.414046366,5.468247632,7.208895339,0.007821154,0.129764868,0.116117918,,28,cand3,inputs/asem_sidechains_20260625/raw/28/cand3/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle28_cand3.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand3.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand3.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle28_cand3_radial.csv,True,33,100,2,4,1,180,8
angle28_cand4,28,3.4,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand4.npy,scored,5,5,0,1.000000000,3.387821154,3.960699724,4.414046366,5.468247632,7.208895339,0.007821154,0.129764868,0.116117918,,28,cand4,inputs/asem_sidechains_20260625/raw/28/cand4/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle28_cand4.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand4.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand4.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle28_cand4_radial.csv,True,33,100,2,4,1,180,8
angle28_cand5,28,3.4,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand5.npy,scored,5,5,0,1.000000000,3.387821154,3.830332885,4.251381407,5.468247632,7.208895339,0.007821154,0.126828184,0.113492487,,28,cand5,inputs/asem_sidechains_20260625/raw/28/cand5/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle28_cand5.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand5.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand5.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle28_cand5_radial.csv,True,33,100,2,4,1,180,8
angle28_cand6,28,3.4,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand6.npy,scored,5,5,0,1.000000000,3.387821154,3.830332885,4.251381407,5.468247632,7.208895339,0.007821154,0.126828184,0.113492487,,28,cand6,inputs/asem_sidechains_20260625/raw/28/cand6/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle28_cand6.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand6.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand6.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle28_cand6_radial.csv,True,33,100,2,4,1,180,8
angle28_cand7,28,3.4,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand7.npy,scored,5,5,0,1.000000000,3.387821154,3.830332885,4.251381407,5.468247632,7.208895339,0.007821154,0.126828184,0.113492487,,28,cand7,inputs/asem_sidechains_20260625/raw/28/cand7/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle28_cand7.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand7.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand7.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle28_cand7_radial.csv,True,33,100,2,4,1,180,8
angle28_cand8,28,3.4,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand8.npy,scored,5,5,0,1.000000000,3.387821154,3.830332885,4.414046366,5.468247632,7.208895339,0.007821154,0.103018647,0.092209042,,28,cand8,inputs/asem_sidechains_20260625/raw/28/cand8/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle28_cand8.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand8.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand8.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle28_cand8_radial.csv,True,33,100,2,4,1,180,8
