model_id,target_label,observed_d_A,observed_intensity,target_d_A,delta_d_A,window_min_d_A,window_max_d_A,peak_status
angle29_cand12,D,7.326059938,2582030.763685226,7.300000000,0.026059938,7.100000000,7.500000000,found
angle29_cand13,base,3.363705721,12437324.000618089,3.380000000,-0.016294279,3.180000000,3.580000000,found
angle29_cand13,A,3.622558525,3570238.690025907,3.800000000,-0.177441475,3.600000000,4.000000000,found
angle29_cand13,B,4.290872040,3961384.591202687,4.400000000,-0.109127960,4.200000000,4.600000000,found
angle29_cand13,C,5.534749550,8576495.901016843,5.650000000,-0.115250450,5.450000000,5.850000000,found
angle29_cand13,D,7.326059938,2678379.116753962,7.300000000,0.026059938,7.100000000,7.500000000,found
angle29_cand2,base,3.363705721,11805065.873595035,3.380000000,-0.016294279,3.180000000,3.580000000,found
angle29_cand2,A,3.927245421,4753266.621748712,3.800000000,0.127245421,3.600000000,4.000000000,found
angle29_cand2,B,4.544773274,4370307.807766807,4.400000000,0.144773274,4.200000000,4.600000000,found
angle29_cand2,C,5.818157834,10644403.518469121,5.650000000,0.168157834,5.450000000,5.850000000,found
angle29_cand2,D,7.326059938,5349541.059453665,7.300000000,0.026059938,7.100000000,7.500000000,found
angle29_cand3,base,3.363705721,9323668.879638176,3.380000000,-0.016294279,3.180000000,3.580000000,found
angle29_cand3,A,3.927245421,4432796.403670501,3.800000000,0.127245421,3.600000000,4.000000000,found
angle29_cand3,B,4.544773274,4138390.874739434,4.400000000,0.144773274,4.200000000,4.600000000,found
angle29_cand3,C,5.818157834,10696222.372856533,5.650000000,0.168157834,5.450000000,5.850000000,found
angle29_cand3,D,7.326059938,5653180.605533377,7.300000000,0.026059938,7.100000000,7.500000000,found
angle29_cand4,base,3.363705721,10372210.122372085,3.380000000,-0.016294279,3.180000000,3.580000000,found
angle29_cand4,A,3.927245421,4567236.232928205,3.800000000,0.127245421,3.600000000,4.000000000,found
angle29_cand4,B,4.544773274,4319037.607502931,4.400000000,0.144773274,4.200000000,4.600000000,found
angle29_cand4,C,5.818157834,10912391.326253554,5.650000000,0.168157834,5.450000000,5.850000000,found
angle29_cand4,D,7.326059938,5289164.247459995,7.300000000,0.026059938,7.100000000,7.500000000,found
angle29_cand5,base,3.363705721,9801118.846036587,3.380000000,-0.016294279,3.180000000,3.580000000,found
angle29_cand5,A,3.622558525,3697008.109727837,3.800000000,-0.177441475,3.600000000,4.000000000,found
angle29_cand5,B,4.290872040,4300928.109339930,4.400000000,-0.109127960,4.200000000,4.600000000,found
angle29_cand5,C,5.534749550,8344902.932131601,5.650000000,-0.115250450,5.450000000,5.850000000,found
angle29_cand5,D,7.326059938,2920305.668405138,7.300000000,0.026059938,7.100000000,7.500000000,found
angle29_cand6,base,3.363705721,7889639.730517558,3.380000000,-0.016294279,3.180000000,3.580000000,found
angle29_cand6,A,3.738296311,4782418.467933740,3.800000000,-0.061703689,3.600000000,4.000000000,found
angle29_cand6,B,4.544773274,3839155.532054118,4.400000000,0.144773274,4.200000000,4.600000000,found
angle29_cand6,C,5.534749550,8815168.351494620,5.650000000,-0.115250450,5.450000000,5.850000000,found
angle29_cand6,D,7.326059938,6486305.717563341,7.300000000,0.026059938,7.100000000,7.500000000,found
angle29_cand7,base,3.363705721,12537758.489996066,3.380000000,-0.016294279,3.180000000,3.580000000,found
angle29_cand7,A,3.994754549,3340963.191033706,3.800000000,0.194754549,3.600000000,4.000000000,found
angle29_cand7,B,4.290872040,4159995.380325041,4.400000000,-0.109127960,4.200000000,4.600000000,found
angle29_cand7,C,5.534749550,8243050.330667395,5.650000000,-0.115250450,5.450000000,5.850000000,found
angle29_cand7,D,7.326059938,2931986.210168413,7.300000000,0.026059938,7.100000000,7.500000000,found
angle29_cand8,base,3.363705721,11225438.189857652,3.380000000,-0.016294279,3.180000000,3.580000000,found
angle29_cand8,A,3.622558525,3557426.924575864,3.800000000,-0.177441475,3.600000000,4.000000000,found
angle29_cand8,B,4.290872040,4188112.031384213,4.400000000,-0.109127960,4.200000000,4.600000000,found
angle29_cand8,C,5.534749550,8320417.708981367,5.650000000,-0.115250450,5.450000000,5.850000000,found
angle29_cand8,D,7.326059938,2737008.808040873,7.300000000,0.026059938,7.100000000,7.500000000,found
angle29_cand9,base,3.363705721,11974944.531538969,3.380000000,-0.016294279,3.180000000,3.580000000,found
angle29_cand9,A,3.622558525,3582742.277909266,3.800000000,-0.177441475,3.600000000,4.000000000,found
angle29_cand9,B,4.290872040,4098830.576331349,4.400000000,-0.109127960,4.200000000,4.600000000,found
angle29_cand9,C,5.534749550,8381248.884808171,5.650000000,-0.115250450,5.450000000,5.850000000,found
angle29_cand9,D,7.326059938,2722761.287219575,7.300000000,0.026059938,7.100000000,7.500000000,found
angle30_cand0,base,3.363705721,14499962.740234319,3.380000000,-0.016294279,3.180000000,3.580000000,found
angle30_cand0,A,3.927245421,5810164.855709873,3.800000000,0.127245421,3.600000000,4.000000000,found
angle30_cand0,B,4.544773274,4485700.715282052,4.400000000,0.144773274,4.200000000,4.600000000,found
angle30_cand0,C,5.818157834,9434787.286028659,5.650000000,0.168157834,5.450000000,5.850000000,found
angle30_cand0,D,7.326059938,4915025.389882663,7.300000000,0.026059938,7.100000000,7.500000000,found
angle30_cand1,base,3.363705721,12201096.742184764,3.380000000,-0.016294279,3.180000000,3.580000000,found
angle30_cand1,A,3.927245421,5189271.250263992,3.800000000,0.127245421,3.600000000,4.000000000,found
angle30_cand1,B,4.544773274,4435001.405832138,4.400000000,0.144773274,4.200000000,4.600000000,found
angle30_cand1,C,5.818157834,10058933.776795087,5.650000000,0.168157834,5.450000000,5.850000000,found
angle30_cand1,D,7.326059938,4886437.060684351,7.300000000,0.026059938,7.100000000,7.500000000,found
angle30_cand2,base,3.363705721,12010863.490531806,3.380000000,-0.016294279,3.180000000,3.580000000,found
angle30_cand2,A,3.927245421,5139387.835227694,3.800000000,0.127245421,3.600000000,4.000000000,found
angle30_cand2,B,4.544773274,4405900.481283220,4.400000000,0.144773274,4.200000000,4.600000000,found
angle30_cand2,C,5.818157834,10222281.943883095,5.650000000,0.168157834,5.450000000,5.850000000,found
angle30_cand2,D,7.326059938,4857123.278120697,7.300000000,0.026059938,7.100000000,7.500000000,found
angle30_cand3,base,3.363705721,12412646.996774022,3.380000000,-0.016294279,3.180000000,3.580000000,found
angle30_cand3,A,3.927245421,5324688.638869716,3.800000000,0.127245421,3.600000000,4.000000000,found
angle30_cand3,B,4.544773274,4517583.255639580,4.400000000,0.144773274,4.200000000,4.600000000,found
angle30_cand3,C,5.818157834,9724225.326247700,5.650000000,0.168157834,5.450000000,5.850000000,found
angle30_cand3,D,7.326059938,5012016.056463636,7.300000000,0.026059938,7.100000000,7.500000000,found
angle30_cand4,base,3.363705721,9329384.031535253,3.380000000,-0.016294279,3.180000000,3.580000000,found
angle30_cand4,A,3.738296311,4932510.945622963,3.800000000,-0.061703689,3.600000000,4.000000000,found
angle30_cand4,B,4.544773274,4235011.645848680,4.400000000,0.144773274,4.200000000,4.600000000,found
angle30_cand4,C,5.818157834,10274344.462012172,5.650000000,0.168157834,5.450000000,5.850000000,found
angle30_cand4,D,7.326059938,5050323.840358591,7.300000000,0.026059938,7.100000000,7.500000000,found
angle30_cand5,base,3.363705721,9323467.984460806,3.380000000,-0.016294279,3.180000000,3.580000000,found
angle30_cand5,A,3.738296311,5530302.698117856,3.800000000,-0.061703689,3.600000000,4.000000000,found
angle30_cand5,B,4.544773274,4239238.775805424,4.400000000,0.144773274,4.200000000,4.600000000,found
angle30_cand5,C,5.818157834,9840353.422442965,5.650000000,0.168157834,5.450000000,5.850000000,found
angle30_cand5,D,7.326059938,5158383.736044574,7.300000000,0.026059938,7.100000000,7.500000000,found
angle30_cand6,base,3.363705721,8825532.228719570,3.380000000,-0.016294279,3.180000000,3.580000000,found
angle30_cand6,A,3.994754549,4687973.323549450,3.800000000,0.194754549,3.600000000,4.000000000,found
angle30_cand6,B,4.544773274,4280576.046030379,4.400000000,0.144773274,4.200000000,4.600000000,found
angle30_cand6,C,5.534749550,9409906.238753650,5.650000000,-0.115250450,5.450000000,5.850000000,found
angle30_cand6,D,7.326059938,5985091.807207697,7.300000000,0.026059938,7.100000000,7.500000000,found
angle30_cand7,base,3.363705721,8903734.173021456,3.380000000,-0.016294279,3.180000000,3.580000000,found
angle30_cand7,A,3.927245421,4729510.309319949,3.800000000,0.127245421,3.600000000,4.000000000,found
angle30_cand7,B,4.544773274,4241102.514151315,4.400000000,0.144773274,4.200000000,4.600000000,found
angle30_cand7,C,5.534749550,9180528.388144512,5.650000000,-0.115250450,5.450000000,5.850000000,found
angle30_cand7,D,7.326059938,5856809.302259952,7.300000000,0.026059938,7.100000000,7.500000000,found
angle30_cand8,base,3.363705721,9198708.177402452,3.380000000,-0.016294279,3.180000000,3.580000000,found
angle30_cand8,A,3.738296311,5008289.196873487,3.800000000,-0.061703689,3.600000000,4.000000000,found
angle30_cand8,B,4.544773274,4203020.933640257,4.400000000,0.144773274,4.200000000,4.600000000,found
angle30_cand8,C,5.534749550,9255920.568655476,5.650000000,-0.115250450,5.450000000,5.850000000,found
angle30_cand8,D,7.326059938,5866021.159187412,7.300000000,0.026059938,7.100000000,7.500000000,found
angle30_cand9,base,3.363705721,10047155.922935154,3.380000000,-0.016294279,3.180000000,3.580000000,found
angle30_cand9,A,3.738296311,5542778.115492508,3.800000000,-0.061703689,3.600000000,4.000000000,found
angle30_cand9,B,4.372181683,4220274.931674685,4.400000000,-0.027818317,4.200000000,4.600000000,found
angle30_cand9,C,5.534749550,8167016.054010544,5.650000000,-0.115250450,5.450000000,5.850000000,found
angle30_cand9,D,7.326059938,7850443.508469597,7.300000000,0.026059938,7.100000000,7.500000000,found
angle31_cand0,base,3.363705721,11613625.329318086,3.380000000,-0.016294279,3.180000000,3.580000000,found
angle31_cand0,A,3.738296311,4031012.711060508,3.800000000,-0.061703689,3.600000000,4.000000000,found
angle31_cand0,B,4.544773274,5075632.774869598,4.400000000,0.144773274,4.200000000,4.600000000,found
angle31_cand0,C,5.818157834,8459553.073641472,5.650000000,0.168157834,5.450000000,5.850000000,found
angle31_cand0,D,7.326059938,3956713.886820134,7.300000000,0.026059938,7.100000000,7.500000000,found
angle31_cand1,base,3.363705721,13020929.828632431,3.380000000,-0.016294279,3.180000000,3.580000000,found
angle31_cand1,A,3.738296311,4242612.222821315,3.800000000,-0.061703689,3.600000000,4.000000000,found
angle31_cand1,B,4.544773274,4949915.552740603,4.400000000,0.144773274,4.200000000,4.600000000,found
angle31_cand1,C,5.818157834,8283054.996742113,5.650000000,0.168157834,5.450000000,5.850000000,found
angle31_cand1,D,7.326059938,3796272.297214795,7.300000000,0.026059938,7.100000000,7.500000000,found
angle31_cand10,base,3.363705721,9624499.600842170,3.380000000,-0.016294279,3.180000000,3.580000000,found
angle31_cand10,A,3.738296311,4546997.005736347,3.800000000,-0.061703689,3.600000000,4.000000000,found
angle31_cand10,B,4.544773274,4655386.731150090,4.400000000,0.144773274,4.200000000,4.600000000,found
angle31_cand10,C,5.818157834,7929123.147074707,5.650000000,0.168157834,5.450000000,5.850000000,found
angle31_cand10,D,7.326059938,4139567.987995736,7.300000000,0.026059938,7.100000000,7.500000000,found
angle31_cand11,base,3.363705721,9191231.521093439,3.380000000,-0.016294279,3.180000000,3.580000000,found
angle31_cand11,A,3.738296311,4556255.871761099,3.800000000,-0.061703689,3.600000000,4.000000000,found
angle31_cand11,B,4.544773274,4657965.113492587,4.400000000,0.144773274,4.200000000,4.600000000,found
angle31_cand11,C,5.534749550,7697018.861302024,5.650000000,-0.115250450,5.450000000,5.850000000,found
angle31_cand11,D,7.326059938,4457404.907514424,7.300000000,0.026059938,7.100000000,7.500000000,found
angle31_cand12,base,3.363705721,9341563.153780442,3.380000000,-0.016294279,3.180000000,3.580000000,found
angle31_cand12,A,3.738296311,4297189.343344728,3.800000000,-0.061703689,3.600000000,4.000000000,found
angle31_cand12,B,4.544773274,4587740.023704181,4.400000000,0.144773274,4.200000000,4.600000000,found
angle31_cand12,C,5.534749550,7809470.162189225,5.650000000,-0.115250450,5.450000000,5.850000000,found
angle31_cand12,D,7.326059938,4422776.009803451,7.300000000,0.026059938,7.100000000,7.500000000,found
angle31_cand13,base,3.363705721,9924133.563840985,3.380000000,-0.016294279,3.180000000,3.580000000,found
angle31_cand13,A,3.738296311,4474664.236655256,3.800000000,-0.061703689,3.600000000,4.000000000,found
angle31_cand13,B,4.544773274,4828264.470873323,4.400000000,0.144773274,4.200000000,4.600000000,found
angle31_cand13,C,5.534749550,7378821.379949842,5.650000000,-0.115250450,5.450000000,5.850000000,found
angle31_cand13,D,7.326059938,4950806.665595613,7.300000000,0.026059938,7.100000000,7.500000000,found
angle31_cand14,base,3.363705721,9609243.637543811,3.380000000,-0.016294279,3.180000000,3.580000000,found
angle31_cand14,A,3.738296311,4704482.264937668,3.800000000,-0.061703689,3.600000000,4.000000000,found
angle31_cand14,B,4.544773274,4548412.070445896,4.400000000,0.144773274,4.200000000,4.600000000,found
angle31_cand14,C,5.534749550,7482490.910370510,5.650000000,-0.115250450,5.450000000,5.850000000,found
angle31_cand14,D,7.326059938,4699461.078866307,7.300000000,0.026059938,7.100000000,7.500000000,found
angle31_cand15,base,3.363705721,9266115.172577795,3.380000000,-0.016294279,3.180000000,3.580000000,found
angle31_cand15,A,3.738296311,4876326.978594123,3.800000000,-0.061703689,3.600000000,4.000000000,found
angle31_cand15,B,4.544773274,4216849.925027973,4.400000000,0.144773274,4.200000000,4.600000000,found
angle31_cand15,C,5.534749550,7874676.033642164,5.650000000,-0.115250450,5.450000000,5.850000000,found
angle31_cand15,D,7.326059938,4067327.488524113,7.300000000,0.026059938,7.100000000,7.500000000,found
angle31_cand16,base,3.363705721,9311895.849140218,3.380000000,-0.016294279,3.180000000,3.580000000,found
angle31_cand16,A,3.738296311,4812045.820394268,3.800000000,-0.061703689,3.600000000,4.000000000,found
angle31_cand16,B,4.290872040,4101307.768876774,4.400000000,-0.109127960,4.200000000,4.600000000,found
angle31_cand16,C,5.534749550,6078171.159959327,5.650000000,-0.115250450,5.450000000,5.850000000,found
angle31_cand16,D,7.326059938,5548984.310249797,7.300000000,0.026059938,7.100000000,7.500000000,found
angle31_cand17,base,3.363705721,10613648.930249270,3.380000000,-0.016294279,3.180000000,3.580000000,found
angle31_cand17,A,3.738296311,4683044.491678829,3.800000000,-0.061703689,3.600000000,4.000000000,found
angle31_cand17,B,4.544773274,4731385.981981266,4.400000000,0.144773274,4.200000000,4.600000000,found
angle31_cand17,C,5.534749550,7176583.413388247,5.650000000,-0.115250450,5.450000000,5.850000000,found
angle31_cand17,D,7.326059938,4965608.477240875,7.300000000,0.026059938,7.100000000,7.500000000,found
angle31_cand18,base,3.363705721,9587403.002068345,3.380000000,-0.016294279,3.180000000,3.580000000,found
angle31_cand18,A,3.738296311,4914520.865432208,3.800000000,-0.061703689,3.600000000,4.000000000,found
angle31_cand18,B,4.290872040,4011391.973192619,4.400000000,-0.109127960,4.200000000,4.600000000,found
angle31_cand18,C,5.534749550,6197990.990397781,5.650000000,-0.115250450,5.450000000,5.850000000,found
angle31_cand18,D,7.326059938,5521979.720382473,7.300000000,0.026059938,7.100000000,7.500000000,found
angle31_cand19,base,3.363705721,11676408.587404897,3.380000000,-0.016294279,3.180000000,3.580000000,found
angle31_cand19,A,3.738296311,5103276.282866211,3.800000000,-0.061703689,3.600000000,4.000000000,found
angle31_cand19,B,4.372181683,4840842.051104268,4.400000000,-0.027818317,4.200000000,4.600000000,found
angle31_cand19,C,5.534749550,5798842.796557527,5.650000000,-0.115250450,5.450000000,5.850000000,found
angle31_cand19,D,7.326059938,5758204.642937875,7.300000000,0.026059938,7.100000000,7.500000000,found
angle31_cand2,base,3.363705721,10915570.657356694,3.380000000,-0.016294279,3.180000000,3.580000000,found
angle31_cand2,A,3.738296311,3904383.711314533,3.800000000,-0.061703689,3.600000000,4.000000000,found
angle31_cand2,B,4.544773274,4968542.005761668,4.400000000,0.144773274,4.200000000,4.600000000,found
angle31_cand2,C,5.818157834,8547679.012117207,5.650000000,0.168157834,5.450000000,5.850000000,found
angle31_cand2,D,7.326059938,3904924.059005721,7.300000000,0.026059938,7.100000000,7.500000000,found
angle31_cand20,base,3.363705721,9729465.338909449,3.380000000,-0.016294279,3.180000000,3.580000000,found
angle31_cand20,A,3.738296311,4679085.949822589,3.800000000,-0.061703689,3.600000000,4.000000000,found
angle31_cand20,B,4.544773274,4352174.871995568,4.400000000,0.144773274,4.200000000,4.600000000,found
angle31_cand20,C,5.534749550,7544193.291927993,5.650000000,-0.115250450,5.450000000,5.850000000,found
angle31_cand20,D,7.326059938,4566670.198577089,7.300000000,0.026059938,7.100000000,7.500000000,found
angle31_cand21,base,3.363705721,11632533.256972173,3.380000000,-0.016294279,3.180000000,3.580000000,found
angle31_cand21,A,3.738296311,5054671.027195553,3.800000000,-0.061703689,3.600000000,4.000000000,found
angle31_cand21,B,4.372181683,4761651.149443073,4.400000000,-0.027818317,4.200000000,4.600000000,found
angle31_cand21,C,5.534749550,5825435.436276549,5.650000000,-0.115250450,5.450000000,5.850000000,found
angle31_cand21,D,7.326059938,5536131.895031350,7.300000000,0.026059938,7.100000000,7.500000000,found
angle31_cand22,base,3.363705721,9733506.785965534,3.380000000,-0.016294279,3.180000000,3.580000000,found
angle31_cand22,A,3.738296311,4868943.627124381,3.800000000,-0.061703689,3.600000000,4.000000000,found
angle31_cand22,B,4.290872040,3882019.289672161,4.400000000,-0.109127960,4.200000000,4.600000000,found
angle31_cand22,C,5.534749550,6469391.686524681,5.650000000,-0.115250450,5.450000000,5.850000000,found
angle31_cand22,D,7.326059938,4983795.397700572,7.300000000,0.026059938,7.100000000,7.500000000,found
angle31_cand23,base,3.363705721,11168744.020215362,3.380000000,-0.016294279,3.180000000,3.580000000,found
angle31_cand23,A,3.738296311,5024516.649408351,3.800000000,-0.061703689,3.600000000,4.000000000,found
angle31_cand23,B,4.372181683,4574011.454470359,4.400000000,-0.027818317,4.200000000,4.600000000,found
angle31_cand23,C,5.534749550,5987516.234954978,5.650000000,-0.115250450,5.450000000,5.850000000,found
angle31_cand23,D,7.326059938,5470113.282241733,7.300000000,0.026059938,7.100000000,7.500000000,found
angle31_cand24,base,3.363705721,13027419.999053191,3.380000000,-0.016294279,3.180000000,3.580000000,found
angle31_cand24,A,3.738296311,5169724.909210912,3.800000000,-0.061703689,3.600000000,4.000000000,found
angle31_cand24,B,4.372181683,5157259.690555459,4.400000000,-0.027818317,4.200000000,4.600000000,found
angle31_cand24,C,5.534749550,5766925.607891351,5.650000000,-0.115250450,5.450000000,5.850000000,found
angle31_cand24,D,7.326059938,5946531.332939820,7.300000000,0.026059938,7.100000000,7.500000000,found
angle31_cand25,base,3.363705721,10962256.719477450,3.380000000,-0.016294279,3.180000000,3.580000000,found
angle31_cand25,A,3.738296311,4920603.383144162,3.800000000,-0.061703689,3.600000000,4.000000000,found
angle31_cand25,B,4.372181683,4572276.245024413,4.400000000,-0.027818317,4.200000000,4.600000000,found
angle31_cand25,C,5.534749550,5974661.490024749,5.650000000,-0.115250450,5.450000000,5.850000000,found
angle31_cand25,D,7.326059938,5492901.035131055,7.300000000,0.026059938,7.100000000,7.500000000,found
angle31_cand3,base,3.363705721,10553467.586578099,3.380000000,-0.016294279,3.180000000,3.580000000,found
angle31_cand3,A,3.738296311,4188691.047210516,3.800000000,-0.061703689,3.600000000,4.000000000,found
angle31_cand3,B,4.544773274,4857361.611610790,4.400000000,0.144773274,4.200000000,4.600000000,found
angle31_cand3,C,5.818157834,8512318.147145174,5.650000000,0.168157834,5.450000000,5.850000000,found
angle31_cand3,D,7.326059938,3862300.747067566,7.300000000,0.026059938,7.100000000,7.500000000,found
angle31_cand4,base,3.363705721,11341899.445442652,3.380000000,-0.016294279,3.180000000,3.580000000,found
angle31_cand4,A,3.738296311,4078018.427556925,3.800000000,-0.061703689,3.600000000,4.000000000,found
angle31_cand4,B,4.544773274,4920021.695930069,4.400000000,0.144773274,4.200000000,4.600000000,found
angle31_cand4,C,5.818157834,8393562.241185505,5.650000000,0.168157834,5.450000000,5.850000000,found
angle31_cand4,D,7.326059938,3950355.374007080,7.300000000,0.026059938,7.100000000,7.500000000,found
angle31_cand5,base,3.363705721,13572876.470586691,3.380000000,-0.016294279,3.180000000,3.580000000,found
angle31_cand5,A,3.738296311,4153847.726050323,3.800000000,-0.061703689,3.600000000,4.000000000,found
angle31_cand5,B,4.544773274,4871633.204241027,4.400000000,0.144773274,4.200000000,4.600000000,found
angle31_cand5,C,5.818157834,8249868.803891936,5.650000000,0.168157834,5.450000000,5.850000000,found
angle31_cand5,D,7.326059938,3735016.410178119,7.300000000,0.026059938,7.100000000,7.500000000,found
angle31_cand6,base,3.363705721,12156085.253104646,3.380000000,-0.016294279,3.180000000,3.580000000,found
angle31_cand6,A,3.738296311,4373090.939653874,3.800000000,-0.061703689,3.600000000,4.000000000,found
angle31_cand6,B,4.544773274,4827872.173815445,4.400000000,0.144773274,4.200000000,4.600000000,found
angle31_cand6,C,5.818157834,8418453.336881401,5.650000000,0.168157834,5.450000000,5.850000000,found
angle31_cand6,D,7.326059938,3755323.999433740,7.300000000,0.026059938,7.100000000,7.500000000,found
angle31_cand7,base,3.363705721,9937113.892317671,3.380000000,-0.016294279,3.180000000,3.580000000,found
angle31_cand7,A,3.738296311,4017443.204204584,3.800000000,-0.061703689,3.600000000,4.000000000,found
angle31_cand7,B,4.544773274,4817886.206751741,4.400000000,0.144773274,4.200000000,4.600000000,found
angle31_cand7,C,5.818157834,8499082.911118779,5.650000000,0.168157834,5.450000000,5.850000000,found
angle31_cand7,D,7.326059938,3863342.162829866,7.300000000,0.026059938,7.100000000,7.500000000,found
angle31_cand8,base,3.363705721,9370743.839887224,3.380000000,-0.016294279,3.180000000,3.580000000,found
angle31_cand8,A,3.738296311,4444315.467457599,3.800000000,-0.061703689,3.600000000,4.000000000,found
angle31_cand8,B,4.544773274,4583573.907123202,4.400000000,0.144773274,4.200000000,4.600000000,found
angle31_cand8,C,5.534749550,7991485.273248359,5.650000000,-0.115250450,5.450000000,5.850000000,found
angle31_cand8,D,7.326059938,4014480.231672726,7.300000000,0.026059938,7.100000000,7.500000000,found
angle31_cand9,base,3.363705721,9941069.917506786,3.380000000,-0.016294279,3.180000000,3.580000000,found
angle31_cand9,A,3.738296311,4273662.001303462,3.800000000,-0.061703689,3.600000000,4.000000000,found
angle31_cand9,B,4.544773274,4685237.414491451,4.400000000,0.144773274,4.200000000,4.600000000,found
angle31_cand9,C,5.818157834,7988412.363564687,5.650000000,0.168157834,5.450000000,5.850000000,found
angle31_cand9,D,7.326059938,4115993.938260078,7.300000000,0.026059938,7.100000000,7.500000000,found
