window_name,d_min_A,d_max_A,q_min_Ainv,q_max_Ainv,point_count,mean_intensity,max_intensity,integrated_intensity,mean_intensity_fraction_of_total,integrated_intensity_fraction_of_total
d_8p4,8.00,8.80,0.713998,0.785398,7,2834.901356,3033.428755,19844.309490,0.656200,0.019885
d_5p5_6p0,5.40,6.10,1.030030,1.163553,13,4677.830692,5262.067578,60811.798993,1.082787,0.060936
d_4p5,4.35,4.65,1.351223,1.444410,9,2029.796987,2142.355602,18268.172882,0.469841,0.018306
d_4p1,3.95,4.25,1.478397,1.590680,12,1721.993851,2036.219717,20663.926217,0.398593,0.020706
d_3p4,3.25,3.50,1.795196,1.933288,14,5147.967984,6392.629171,72071.551774,1.191611,0.072219
d_3p0,2.90,3.10,2.026834,2.166616,14,1217.291611,1498.119308,17042.082554,0.281769,0.017077
