window_name,d_min_A,d_max_A,q_min_Ainv,q_max_Ainv,point_count,mean_intensity,max_intensity,integrated_intensity,mean_intensity_fraction_of_total,integrated_intensity_fraction_of_total
d_8p4,8.00,8.80,0.713998,0.785398,7,1552.042751,2113.349949,10864.299259,0.414630,0.012565
d_5p5_6p0,5.40,6.10,1.030030,1.163553,13,182.366790,227.566250,2370.768275,0.048719,0.002742
d_4p5,4.35,4.65,1.351223,1.444410,9,423.869050,543.517972,3814.821446,0.113237,0.004412
d_4p1,3.95,4.25,1.478397,1.590680,12,612.413066,670.521928,7348.956797,0.163607,0.008499
d_3p4,3.25,3.50,1.795196,1.933288,14,3778.101527,4803.099477,52893.421378,1.009323,0.061171
d_3p0,2.90,3.10,2.026834,2.166616,14,441.196872,809.693816,6176.756203,0.117866,0.007143
