window_name,d_min_A,d_max_A,q_min_Ainv,q_max_Ainv,point_count,mean_intensity,max_intensity,integrated_intensity,mean_intensity_fraction_of_total,integrated_intensity_fraction_of_total
d_8p4,8.00,8.80,0.713998,0.785398,7,887.028428,947.857217,6209.198993,0.497056,0.015062
d_5p5_6p0,5.40,6.10,1.030030,1.163553,13,1031.985907,1105.817046,13415.816797,0.578284,0.032544
d_4p5,4.35,4.65,1.351223,1.444410,9,658.688640,668.005992,5928.197760,0.369103,0.014381
d_4p1,3.95,4.25,1.478397,1.590680,12,650.101234,659.296169,7801.214809,0.364291,0.018924
d_3p4,3.25,3.50,1.795196,1.933288,14,374.574405,391.417838,5244.041667,0.209897,0.012721
d_3p0,2.90,3.10,2.026834,2.166616,14,352.192849,357.808862,4930.699884,0.197355,0.011961
