window_name,d_min_A,d_max_A,q_min_Ainv,q_max_Ainv,point_count,mean_intensity,max_intensity,integrated_intensity,mean_intensity_fraction_of_total,integrated_intensity_fraction_of_total
d_8p4,8.00,8.80,0.713998,0.785398,7,1868.300150,2149.076368,13078.101047,0.503589,0.015260
d_5p5_6p0,5.40,6.10,1.030030,1.163553,13,5707.397580,6527.336775,74196.168541,1.538394,0.086576
d_4p5,4.35,4.65,1.351223,1.444410,9,1813.336886,2091.220609,16320.031976,0.488774,0.019043
d_4p1,3.95,4.25,1.478397,1.590680,12,1784.929357,1924.503412,21419.152288,0.481117,0.024993
d_3p4,3.25,3.50,1.795196,1.933288,14,934.082923,1033.668125,13077.160916,0.251776,0.015259
d_3p0,2.90,3.10,2.026834,2.166616,14,1316.852506,1471.328614,18435.935088,0.354949,0.021512
