q_Ainv,d_A,intensity
0.200000,31.415927,6929.298409
0.210000,29.919930,7000.178708
0.220000,28.559933,6905.030315
0.230000,27.318197,6643.178624
0.240000,26.179939,6236.103840
0.250000,25.132741,5721.101345
0.260000,24.166097,5144.423635
0.270000,23.271057,4554.647082
0.280000,22.439948,3996.856801
0.290000,21.666156,3508.069492
0.300000,20.943951,3114.139250
0.310000,20.268340,2828.229540
0.320000,19.634954,2650.793547
0.330000,19.039955,2570.887873
0.340000,18.479957,2568.551751
0.350000,17.951958,2617.916396
0.360000,17.453293,2690.668614
0.370000,16.981582,2759.482437
0.380000,16.534698,2801.055169
0.390000,16.110732,2798.440866
0.400000,15.707963,2742.462329
0.410000,15.324842,2632.094859
0.420000,14.959965,2473.839413
0.430000,14.612059,2280.224213
0.440000,14.279967,2067.676096
0.450000,13.962634,1854.071594
0.460000,13.659098,1656.303111
0.470000,13.368479,1488.174481
0.480000,13.089969,1358.876589
0.490000,12.822827,1272.198519
0.500000,12.566371,1226.518233
0.510000,12.319971,1215.506697
0.520000,12.083049,1229.386887
0.530000,11.855067,1256.526954
0.540000,11.635528,1285.121672
0.550000,11.423973,1304.728612
0.560000,11.219974,1307.469682
0.570000,11.023132,1288.774707
0.580000,10.833078,1247.619416
0.590000,10.649467,1186.283243
0.600000,10.471976,1109.712637
0.610000,10.300304,1024.616359
0.620000,10.134170,938.437703
0.630000,9.973310,858.345708
0.640000,9.817477,790.367035
0.650000,9.666439,738.747810
0.660000,9.519978,705.596336
0.670000,9.377889,690.818839
0.680000,9.239978,692.325450
0.690000,9.106066,706.455752
0.700000,8.975979,728.553762
0.710000,8.849557,753.612143
0.720000,8.726646,776.904264
0.730000,8.607103,794.530038
0.740000,8.490791,803.816035
0.750000,8.377580,803.530595
0.760000,8.267349,793.898728
0.770000,8.159981,776.426763
0.780000,8.055366,753.570338
0.790000,7.953399,728.298334
0.800000,7.853982,703.617363
0.810000,7.757019,682.124380
0.820000,7.662421,665.648614
0.830000,7.570103,655.028900
0.840000,7.479983,650.051039
0.850000,7.391983,649.545278
0.860000,7.306029,651.620271
0.870000,7.222052,653.990722
0.880000,7.139983,654.344219
0.890000,7.059759,650.690165
0.900000,6.981317,641.640230
0.910000,6.904599,626.583733
0.920000,6.829549,605.740135
0.930000,6.756113,580.090896
0.940000,6.684240,551.210918
0.950000,6.613879,521.032872
0.960000,6.544985,491.584257
0.970000,6.477511,464.736606
0.980000,6.411414,441.999776
0.990000,6.346652,424.383534
1.000000,6.283185,412.336043
1.010000,6.220976,405.756591
1.020000,6.159986,404.070130
1.030000,6.100180,406.344829
1.040000,6.041524,411.431499
1.050000,5.983986,418.104923
1.060000,5.927533,425.190830
1.070000,5.872136,431.667495
1.080000,5.817764,436.736264
1.090000,5.764390,439.860082
1.100000,5.711987,440.772508
1.110000,5.660527,439.461848
1.120000,5.609987,436.135904
1.130000,5.560341,431.172907
1.140000,5.511566,425.063878
1.150000,5.463639,418.351244
1.160000,5.416539,411.568233
1.170000,5.370244,405.183412
1.180000,5.324733,399.554554
1.190000,5.279988,394.895658
1.200000,5.235988,391.260197
1.210000,5.192715,388.542427
1.220000,5.150152,386.496941
1.230000,5.108281,384.774598
1.240000,5.067085,382.970934
1.250000,5.026548,380.681373
1.260000,4.986655,377.556348
1.270000,4.947390,373.349090
1.280000,4.908739,367.949531
1.290000,4.870686,361.399379
1.300000,4.833219,353.885956
1.310000,4.796325,345.715383
1.320000,4.759989,337.268832
1.330000,4.724199,328.948278
1.340000,4.688944,321.120055
1.350000,4.654211,314.065129
1.360000,4.619989,307.944229
1.370000,4.586267,302.783738
1.380000,4.553033,298.484938
1.390000,4.520277,294.855246
1.400000,4.487990,291.656165
1.410000,4.456160,288.659527
1.420000,4.424778,285.701794
1.430000,4.393836,282.726152
1.440000,4.363323,279.804017
1.450000,4.333231,277.131010
1.460000,4.303552,274.997009
1.470000,4.274276,273.734650
