q_Ainv,d_A,intensity
0.200000,31.415927,28257.800806
0.210000,29.919930,28474.431585
0.220000,28.559933,28308.713115
0.230000,27.318197,27661.094300
0.240000,26.179939,26529.960143
0.250000,25.132741,24978.569164
0.260000,24.166097,23106.281653
0.270000,23.271057,21026.021739
0.280000,22.439948,18848.359166
0.290000,21.666156,16671.527842
0.300000,20.943951,14576.147507
0.310000,20.268340,12623.298862
0.320000,19.634954,10854.775433
0.330000,19.039955,9294.640696
0.340000,18.479957,7951.528237
0.350000,17.951958,6821.357086
0.360000,17.453293,5890.267157
0.370000,16.981582,5137.624778
0.380000,16.534698,4538.941938
0.390000,16.110732,4068.534877
0.400000,15.707963,3701.748044
0.410000,15.324842,3416.601849
0.420000,14.959965,3194.784784
0.430000,14.612059,3021.989336
0.440000,14.279967,2887.669771
0.450000,13.962634,2784.362956
0.460000,13.659098,2706.751446
0.470000,13.368479,2650.657567
0.480000,13.089969,2612.140406
0.490000,12.822827,2586.829887
0.500000,12.566371,2569.580653
0.510000,12.319971,2554.470931
0.520000,12.083049,2535.115235
0.530000,11.855067,2505.211676
0.540000,11.635528,2459.210822
0.550000,11.423973,2392.978167
0.560000,11.219974,2304.328354
0.570000,11.023132,2193.335370
0.580000,10.833078,2062.364297
0.590000,10.649467,1915.819321
0.600000,10.471976,1759.650325
0.610000,10.300304,1600.697802
0.620000,10.134170,1445.976479
0.630000,9.973310,1301.999377
0.640000,9.817477,1174.227631
0.650000,9.666439,1066.702360
0.660000,9.519978,981.880574
0.670000,9.377889,920.664750
0.680000,9.239978,882.591047
0.690000,9.106066,866.126969
0.700000,8.975979,869.025595
0.710000,8.849557,888.687745
0.720000,8.726646,922.492181
0.730000,8.607103,968.063763
0.740000,8.490791,1023.458324
0.750000,8.377580,1087.250346
0.760000,8.267349,1158.516322
0.770000,8.159981,1236.714403
0.780000,8.055366,1321.470991
0.790000,7.953399,1412.297390
0.800000,7.853982,1508.273395
0.810000,7.757019,1607.746984
0.820000,7.662421,1708.106953
0.830000,7.570103,1805.684934
0.840000,7.479983,1895.832864
0.850000,7.391983,1973.201071
0.860000,7.306029,2032.212781
0.870000,7.222052,2067.696813
0.880000,7.139983,2075.607154
0.890000,7.059759,2053.732069
0.900000,6.981317,2002.282039
0.910000,6.904599,1924.249229
0.920000,6.829549,1825.452797
0.930000,6.756113,1714.222635
0.940000,6.684240,1600.724216
0.950000,6.613879,1495.981990
0.960000,6.544985,1410.709173
0.970000,6.477511,1354.089174
0.980000,6.411414,1332.670996
0.990000,6.346652,1349.533595
1.000000,6.283185,1403.842317
1.010000,6.220976,1490.868363
1.020000,6.159986,1602.477619
