q_Ainv,d_A,intensity
0.200000,31.415927,124261.579902
0.210000,29.919930,93551.251059
0.220000,28.559933,68581.683562
0.230000,27.318197,48709.672470
0.240000,26.179939,33460.311727
0.250000,25.132741,22363.396033
0.260000,24.166097,14862.848740
0.270000,23.271057,10297.962794
0.280000,22.439948,7940.518541
0.290000,21.666156,7063.620396
0.300000,20.943951,7016.716340
0.310000,20.268340,7285.627651
0.320000,19.634954,7524.449034
0.330000,19.039955,7555.436992
0.340000,18.479957,7341.246230
0.350000,17.951958,6939.499694
0.360000,17.453293,6451.953231
0.370000,16.981582,5979.575002
0.380000,16.534698,5591.519688
0.390000,16.110732,5311.436443
0.400000,15.707963,5120.054660
0.410000,15.324842,4969.553619
0.420000,14.959965,4803.432222
0.430000,14.612059,4575.566717
0.440000,14.279967,4263.571818
0.450000,13.962634,3873.881356
0.460000,13.659098,3438.458402
0.470000,13.368479,3005.125237
0.480000,13.089969,2624.761978
0.490000,12.822827,2338.907444
0.500000,12.566371,2170.702684
0.510000,12.319971,2120.926304
0.520000,12.083049,2169.450731
0.530000,11.855067,2281.160732
0.540000,11.635528,2414.491887
0.550000,11.423973,2530.404773
0.560000,11.219974,2599.804149
0.570000,11.023132,2608.017220
0.580000,10.833078,2555.765736
0.590000,10.649467,2456.891487
0.600000,10.471976,2333.744794
0.610000,10.300304,2211.508066
0.620000,10.134170,2112.768023
0.630000,9.973310,2053.410854
0.640000,9.817477,2040.486779
0.650000,9.666439,2072.191363
0.660000,9.519978,2139.653607
0.670000,9.377889,2229.892399
0.680000,9.239978,2329.151141
0.690000,9.106066,2425.850779
0.700000,8.975979,2512.583023
0.710000,8.849557,2586.842124
0.720000,8.726646,2650.498385
0.730000,8.607103,2708.285648
0.740000,8.490791,2765.758601
0.750000,8.377580,2827.245785
0.760000,8.267349,2894.276681
0.770000,8.159981,2964.815635
0.780000,8.055366,3033.428755
0.790000,7.953399,3092.289595
0.800000,7.853982,3132.743578
0.810000,7.757019,3147.038776
0.820000,7.662421,3129.814435
0.830000,7.570103,3079.019279
0.840000,7.479983,2996.088170
0.850000,7.391983,2885.399321
0.860000,7.306029,2753.217120
0.870000,7.222052,2606.451951
0.880000,7.139983,2451.605498
0.890000,7.059759,2294.207080
0.900000,6.981317,2138.897959
0.910000,6.904599,1990.123488
0.920000,6.829549,1853.198533
0.930000,6.756113,1735.372706
0.940000,6.684240,1646.478904
0.950000,6.613879,1598.819025
0.960000,6.544985,1606.112896
0.970000,6.477511,1681.571841
0.980000,6.411414,1835.400070
0.990000,6.346652,2072.213852
1.000000,6.283185,2388.949841
1.010000,6.220976,2773.784004
1.020000,6.159986,3206.406520
1.030000,6.100180,3659.732360
1.040000,6.041524,4102.830970
1.050000,5.983986,4504.599400
1.060000,5.927533,4837.541250
1.070000,5.872136,5080.986597
1.080000,5.817764,5223.201941
1.090000,5.764390,5262.067578
1.100000,5.711987,5204.290191
1.110000,5.660527,5063.404835
1.120000,5.609987,4857.039664
1.130000,5.560341,4604.022821
1.140000,5.511566,4321.885754
1.150000,5.463639,4025.173905
1.160000,5.416539,3724.754087
1.170000,5.370244,3428.064016
1.180000,5.324733,3140.041923
1.190000,5.279988,2864.349226
1.200000,5.235988,2604.481006
1.210000,5.192715,2364.443998
1.220000,5.150152,2148.841437
1.230000,5.108281,1962.392725
1.240000,5.067085,1809.082961
1.250000,5.026548,1691.240199
1.260000,4.986655,1608.852539
1.270000,4.947390,1559.362515
1.280000,4.908739,1538.035448
1.290000,4.870686,1538.831409
1.300000,4.833219,1555.562887
