q_Ainv,d_A,intensity
0.200000,31.415927,13300.438205
0.210000,29.919930,13076.264329
0.220000,28.559933,13993.056844
0.230000,27.318197,15640.489154
0.240000,26.179939,17703.028757
0.250000,25.132741,19912.146088
0.260000,24.166097,22024.486614
0.270000,23.271057,23821.778259
0.280000,22.439948,25124.055645
0.290000,21.666156,25806.596592
0.300000,20.943951,25812.383594
0.310000,20.268340,25155.021257
0.320000,19.634954,23910.753280
0.330000,19.039955,22201.509262
0.340000,18.479957,20173.058260
0.350000,17.951958,17973.052936
0.360000,17.453293,15733.122110
0.370000,16.981582,13557.621088
0.380000,16.534698,11519.735169
0.390000,16.110732,9663.893390
0.400000,15.707963,8012.281900
0.410000,15.324842,6572.829283
0.420000,14.959965,5346.329995
0.430000,14.612059,4331.168514
0.440000,14.279967,3525.112010
0.450000,13.962634,2924.563389
0.460000,13.659098,2522.294633
0.470000,13.368479,2304.912763
0.480000,13.089969,2251.165833
0.490000,12.822827,2331.783716
0.500000,12.566371,2511.024098
0.510000,12.319971,2749.611988
0.520000,12.083049,3008.435194
0.530000,11.855067,3252.241068
0.540000,11.635528,3452.661704
0.550000,11.423973,3590.118152
0.560000,11.219974,3654.438312
0.570000,11.023132,3644.288937
0.580000,10.833078,3565.712159
0.590000,10.649467,3430.145204
0.600000,10.471976,3252.293658
0.610000,10.300304,3048.151531
0.620000,10.134170,2833.352896
0.630000,9.973310,2621.934852
0.640000,9.817477,2425.513061
0.650000,9.666439,2252.827101
0.660000,9.519978,2109.598383
0.670000,9.377889,1998.645561
0.680000,9.239978,1920.207743
0.690000,9.106066,1872.425343
0.700000,8.975979,1851.920317
0.710000,8.849557,1854.406579
0.720000,8.726646,1875.255640
0.730000,8.607103,1909.949129
0.740000,8.490791,1954.371619
0.750000,8.377580,2004.930648
0.760000,8.267349,2058.527728
0.770000,8.159981,2112.433832
0.780000,8.055366,2164.136633
0.790000,7.953399,2211.220883
0.800000,7.853982,2251.320692
0.810000,7.757019,2282.151596
0.820000,7.662421,2301.602614
0.830000,7.570103,2307.853825
0.840000,7.479983,2299.488377
0.850000,7.391983,2275.587006
0.860000,7.306029,2235.819340
0.870000,7.222052,2180.566992
0.880000,7.139983,2111.116983
0.890000,7.059759,2029.944056
0.900000,6.981317,1941.058972
0.910000,6.904599,1850.347783
0.920000,6.829549,1765.781504
0.930000,6.756113,1697.354798
0.940000,6.684240,1656.629999
0.950000,6.613879,1655.822888
0.960000,6.544985,1706.460946
0.970000,6.477511,1817.753598
0.980000,6.411414,1994.911065
0.990000,6.346652,2237.707009
1.000000,6.283185,2539.580873
1.010000,6.220976,2887.511940
1.020000,6.159986,3262.777328
1.030000,6.100180,3642.553252
1.040000,6.041524,4002.164372
1.050000,5.983986,4317.663199
1.060000,5.927533,4568.356800
1.070000,5.872136,4738.905463
1.080000,5.817764,4820.695393
1.090000,5.764390,4812.317762
1.100000,5.711987,4719.141621
1.110000,5.660527,4552.116180
1.120000,5.609987,4326.050321
1.130000,5.560341,4057.674610
1.140000,5.511566,3763.787587
1.150000,5.463639,3459.730967
1.160000,5.416539,3158.345266
1.170000,5.370244,2869.451685
1.180000,5.324733,2599.810631
1.190000,5.279988,2353.439824
1.200000,5.235988,2132.144225
1.210000,5.192715,1936.115588
1.220000,5.150152,1764.492312
1.230000,5.108281,1615.816977
1.240000,5.067085,1488.374883
1.250000,5.026548,1380.430520
1.260000,4.986655,1290.393921
1.270000,4.947390,1216.945402
1.280000,4.908739,1159.130940
1.290000,4.870686,1116.420061
1.300000,4.833219,1088.703035
1.310000,4.796325,1076.201036
1.320000,4.759989,1079.274351
1.330000,4.724199,1098.137172
1.340000,4.688944,1132.516331
1.350000,4.654211,1181.316753
1.360000,4.619989,1242.369736
1.370000,4.586267,1312.335945
1.380000,4.553033,1386.811983
1.390000,4.520277,1460.651638
1.400000,4.487990,1528.468587
1.410000,4.456160,1585.246765
1.420000,4.424778,1626.957719
1.430000,4.393836,1651.077691
1.440000,4.363323,1656.913039
1.450000,4.333231,1645.677222
1.460000,4.303552,1620.308235
1.470000,4.274276,1585.061555
1.480000,4.245395,1544.950387
1.490000,4.216903,1505.124951
1.500000,4.188790,1470.282899
1.510000,4.161050,1444.185837
1.520000,4.133675,1429.328555
1.530000,4.106657,1426.775960
1.540000,4.079990,1436.155859
1.550000,4.053668,1455.778762
1.560000,4.027683,1482.850566
1.570000,4.002029,1513.747951
1.580000,3.976700,1544.334978
1.590000,3.951689,1570.307033
1.600000,3.926991,1587.550826
1.610000,3.902600,1592.504950
1.620000,3.878509,1582.496466
1.630000,3.854715,1556.019210
1.640000,3.831211,1512.914499
1.650000,3.807991,1454.418838
1.660000,3.785051,1383.057973
1.670000,3.762386,1302.390218
1.680000,3.739991,1216.629451
1.690000,3.717861,1130.202423
1.700000,3.695991,1047.309190
1.710000,3.674377,971.554847
1.720000,3.653015,905.704475
1.730000,3.631899,851.584685
1.740000,3.611026,810.121451
1.750000,3.590392,781.473788
1.760000,3.569992,765.204450
1.770000,3.549822,760.427553
1.780000,3.529879,765.889369
1.790000,3.510159,779.968551
1.800000,3.490659,800.617233
1.810000,3.471373,825.294795
1.820000,3.452300,850.962024
1.830000,3.433435,874.198804
1.840000,3.414775,891.482431
1.850000,3.396316,899.620997
1.860000,3.378057,896.287000
1.870000,3.359992,880.552930
1.880000,3.342120,853.305666
1.890000,3.324437,817.418957
1.900000,3.306940,777.596219
1.910000,3.289626,739.855098
1.920000,3.272492,710.699603
1.930000,3.255536,696.099294
1.940000,3.238755,700.450746
1.950000,3.222146,725.719655
1.960000,3.205707,770.944215
1.970000,3.189434,832.222220
1.980000,3.173326,903.215479
1.990000,3.157380,976.103036
2.000000,3.141593,1042.821001
2.010000,3.125963,1096.362474
2.020000,3.110488,1131.891646
2.030000,3.095165,1147.457688
2.040000,3.079993,1144.171530
2.050000,3.064968,1125.816322
2.060000,3.050090,1097.977495
2.070000,3.035355,1066.875845
2.080000,3.020762,1038.145476
2.090000,3.006309,1015.804882
2.100000,2.991993,1001.622792
2.110000,2.977813,994.991377
2.120000,2.963767,993.308415
2.130000,2.949852,992.761940
2.140000,2.936068,989.329708
2.150000,2.922412,979.768472
2.160000,2.908882,962.381328
2.170000,2.895477,937.410056
2.180000,2.882195,906.988252
2.190000,2.869034,874.688770
2.200000,2.855993,844.783354
2.210000,2.843070,821.385596
2.220000,2.830264,807.660860
2.230000,2.817572,805.258991
2.240000,2.804993,814.066962
2.250000,2.792527,832.304634
2.260000,2.780170,856.915215
2.270000,2.767923,884.148038
2.280000,2.755783,910.204666
2.290000,2.743749,931.822498
2.300000,2.731820,946.698511
2.310000,2.719994,953.699978
2.320000,2.708270,952.857254
2.330000,2.696646,945.175200
2.340000,2.685122,932.326937
2.350000,2.673696,916.303232
2.360000,2.662367,899.084317
2.370000,2.651133,882.382828
2.380000,2.639994,867.483162
2.390000,2.628948,855.179851
2.400000,2.617994,845.800010
2.410000,2.607131,839.284762
2.420000,2.596358,835.301767
2.430000,2.585673,833.363885
2.440000,2.575076,832.935302
2.450000,2.564565,833.513671
2.460000,2.554140,834.683428
2.470000,2.543800,836.140552
2.480000,2.533542,837.692587
2.490000,2.523368,839.240111
2.500000,2.513274,840.747335
