q_Ainv,d_A,intensity
2.250000,2.792527,345.340747
2.260000,2.780170,352.937436
2.270000,2.767923,362.026393
2.280000,2.755783,372.062850
2.290000,2.743749,382.346643
2.300000,2.731820,392.088088
2.310000,2.719994,400.486704
2.320000,2.708270,406.812890
2.330000,2.696646,410.482479
2.340000,2.685122,411.115356
2.350000,2.673696,408.571707
2.360000,2.662367,402.962652
2.370000,2.651133,394.635430
2.380000,2.639994,384.136515
2.390000,2.628948,372.158510
2.400000,2.617994,359.478151
2.410000,2.607131,346.893014
2.420000,2.596358,335.163662
2.430000,2.585673,324.966195
2.440000,2.575076,316.857843
2.450000,2.564565,311.255882
2.460000,2.554140,308.428134
2.470000,2.543800,308.492040
2.480000,2.533542,311.418994
2.490000,2.523368,317.041209
2.500000,2.513274,325.059731
