q_Ainv,d_A,intensity
0.200000,31.415927,22662.014669
0.210000,29.919930,22676.573845
0.220000,28.559933,22216.088062
0.230000,27.318197,21279.707931
0.240000,26.179939,19931.958174
0.250000,25.132741,18279.469112
0.260000,24.166097,16448.640072
0.270000,23.271057,14566.511238
0.280000,22.439948,12746.185756
0.290000,21.666156,11077.271449
0.300000,20.943951,9621.111052
0.310000,20.268340,8410.094725
0.320000,19.634954,7450.099935
0.330000,19.039955,6725.044789
0.340000,18.479957,6202.614624
0.350000,17.951958,5840.368630
0.360000,17.453293,5591.604818
0.370000,16.981582,5410.526320
0.380000,16.534698,5256.396802
0.390000,16.110732,5096.497890
0.400000,15.707963,4907.813847
0.410000,15.324842,4677.474786
0.420000,14.959965,4402.090725
0.430000,14.612059,4086.199349
0.440000,14.279967,3740.120044
0.450000,13.962634,3377.543821
0.460000,13.659098,3013.184771
0.470000,13.368479,2660.772212
0.480000,13.089969,2331.580488
0.490000,12.822827,2033.589827
0.500000,12.566371,1771.265532
0.510000,12.319971,1545.852720
0.520000,12.083049,1356.024411
0.530000,11.855067,1198.699168
0.540000,11.635528,1069.859376
0.550000,11.423973,965.243778
0.560000,11.219974,880.844570
0.570000,11.023132,813.195539
0.580000,10.833078,759.481326
0.590000,10.649467,717.521938
0.600000,10.471976,685.690152
0.610000,10.300304,662.807075
0.620000,10.134170,648.040611
0.630000,9.973310,640.811684
0.640000,9.817477,640.700460
0.650000,9.666439,647.342837
0.660000,9.519978,660.315075
0.670000,9.377889,679.017491
0.680000,9.239978,702.580571
0.690000,9.106066,729.822888
0.700000,8.975979,759.286439
0.710000,8.849557,789.360927
0.720000,8.726646,818.487277
0.730000,8.607103,845.407672
0.740000,8.490791,869.411139
0.750000,8.377580,890.515744
0.760000,8.267349,909.533886
0.770000,8.159981,927.986058
0.780000,8.055366,947.857217
0.790000,7.953399,971.222769
0.800000,7.853982,999.801075
0.810000,7.757019,1034.509784
0.820000,7.662421,1075.109555
0.830000,7.570103,1120.009257
0.840000,7.479983,1166.282774
0.850000,7.391983,1209.913575
0.860000,7.306029,1246.245113
0.870000,7.222052,1270.579742
0.880000,7.139983,1278.842124
0.890000,7.059759,1268.209621
0.900000,6.981317,1237.613828
0.910000,6.904599,1188.034012
0.920000,6.829549,1122.531913
0.930000,6.756113,1046.013867
0.940000,6.684240,964.744877
0.950000,6.613879,885.674658
0.960000,6.544985,815.662507
0.970000,6.477511,760.702468
0.980000,6.411414,725.250468
0.990000,6.346652,711.740934
1.000000,6.283185,720.353869
1.010000,6.220976,749.058326
1.020000,6.159986,793.919841
1.030000,6.100180,849.623439
1.040000,6.041524,910.135639
1.050000,5.983986,969.412765
1.060000,5.927533,1022.061017
1.070000,5.872136,1063.866080
1.080000,5.817764,1092.134088
1.090000,5.764390,1105.817046
1.100000,5.711987,1105.428838
1.110000,5.660527,1092.787037
1.120000,5.609987,1070.636361
1.130000,5.560341,1042.218945
1.140000,5.511566,1010.854330
1.150000,5.463639,979.579961
1.160000,5.416539,950.884690
1.170000,5.370244,926.547732
1.180000,5.324733,907.577871
1.190000,5.279988,894.235550
1.200000,5.235988,886.115192
1.210000,5.192715,882.265970
1.220000,5.150152,881.334418
1.230000,5.108281,881.718724
1.240000,5.067085,881.729557
1.250000,5.026548,879.754060
1.260000,4.986655,874.417578
1.270000,4.947390,864.732987
1.280000,4.908739,850.222190
1.290000,4.870686,830.991141
1.300000,4.833219,807.740721
1.310000,4.796325,781.702097
1.320000,4.759989,754.496252
1.330000,4.724199,727.931148
1.340000,4.688944,703.763389
1.350000,4.654211,683.460880
1.360000,4.619989,668.005992
1.370000,4.586267,657.773835
1.380000,4.553033,652.507825
1.390000,4.520277,651.397075
1.400000,4.487990,653.240946
1.410000,4.456160,656.669394
1.420000,4.424778,660.377302
1.430000,4.393836,663.329022
1.440000,4.363323,664.896369
1.450000,4.333231,664.907636
1.460000,4.303552,663.603726
1.470000,4.274276,661.516120
1.480000,4.245395,659.296169
1.490000,4.216903,657.533151
1.500000,4.188790,656.598339
1.510000,4.161050,656.544445
1.520000,4.133675,657.076525
1.530000,4.106657,657.594770
1.540000,4.079990,657.295340
1.550000,4.053668,655.305162
1.560000,4.027683,650.822447
1.570000,4.002029,643.236648
1.580000,3.976700,632.208772
1.590000,3.951689,617.703041
1.600000,3.926991,599.971463
1.610000,3.902600,579.501498
1.620000,3.878509,556.942130
1.630000,3.854715,533.024712
1.640000,3.831211,508.492353
1.650000,3.807991,484.046681
1.660000,3.785051,460.315031
1.670000,3.762386,437.836100
1.680000,3.739991,417.058814
1.690000,3.717861,398.348060
1.700000,3.695991,381.991749
1.710000,3.674377,368.205678
1.720000,3.653015,357.134970
1.730000,3.631899,348.852699
1.740000,3.611026,343.357200
1.750000,3.590392,340.569539
1.760000,3.569992,340.331920
1.770000,3.549822,342.407124
1.780000,3.529879,346.478689
1.790000,3.510159,352.151948
1.800000,3.490659,358.957007
1.810000,3.471373,366.355924
1.820000,3.452300,373.757254
1.830000,3.433435,380.541029
1.840000,3.414775,386.095986
1.850000,3.396316,389.868299
1.860000,3.378057,391.417838
1.870000,3.359992,390.474690
1.880000,3.342120,386.986379
1.890000,3.324437,381.145672
1.900000,3.306940,373.390484
1.910000,3.289626,364.371250
1.920000,3.272492,354.886504
1.930000,3.255536,345.793351
1.940000,3.238755,337.904764
1.950000,3.222146,331.888961
1.960000,3.205707,328.186763
1.970000,3.189434,326.960433
1.980000,3.173326,328.082489
1.990000,3.157380,331.166198
2.000000,3.141593,335.632317
2.010000,3.125963,340.800439
2.020000,3.110488,345.989287
2.030000,3.095165,350.609252
2.040000,3.079993,354.232482
2.050000,3.064968,356.630485
2.060000,3.050090,357.775535
2.070000,3.035355,357.808862
2.080000,3.020762,356.984425
2.090000,3.006309,355.600954
2.100000,2.991993,353.936184
2.110000,2.977813,352.195819
2.120000,2.963767,350.486077
2.130000,2.949852,348.813493
2.140000,2.936068,347.110143
2.150000,2.922412,345.277488
2.160000,2.908882,343.238685
2.170000,2.895477,340.987828
2.180000,2.882195,338.625453
2.190000,2.869034,336.372380
2.200000,2.855993,334.558088
2.210000,2.843070,333.584474
2.220000,2.830264,333.870256
2.230000,2.817572,335.784664
2.240000,2.804993,339.580998
