q_Ainv,d_A,intensity
0.200000,31.415927,105677.802857
0.210000,29.919930,90862.258562
0.220000,28.559933,77406.135939
0.230000,27.318197,65266.974841
0.240000,26.179939,54467.169317
0.250000,25.132741,45037.331522
0.260000,24.166097,36976.018020
0.270000,23.271057,30229.138407
0.280000,22.439948,24688.003067
0.290000,21.666156,20201.664056
0.300000,20.943951,16597.385162
0.310000,20.268340,13702.822256
0.320000,19.634954,11364.569963
0.330000,19.039955,9459.681266
0.340000,18.479957,7899.039583
0.350000,17.951958,6623.530428
0.360000,17.453293,5595.422440
0.370000,16.981582,4788.016692
0.380000,16.534698,4176.455784
0.390000,16.110732,3731.773469
0.400000,15.707963,3419.098015
0.410000,15.324842,3199.720776
0.420000,14.959965,3035.788435
0.430000,14.612059,2895.860423
0.440000,14.279967,2759.554723
0.450000,13.962634,2619.926558
0.460000,13.659098,2482.932741
0.470000,13.368479,2364.129742
0.480000,13.089969,2283.439037
0.490000,12.822827,2259.239312
0.500000,12.566371,2303.137533
0.510000,12.319971,2416.539643
0.520000,12.083049,2589.669111
0.530000,11.855067,2803.097054
0.540000,11.635528,3031.292888
0.550000,11.423973,3247.301528
0.560000,11.219974,3427.478386
0.570000,11.023132,3555.285833
0.580000,10.833078,3623.436639
0.590000,10.649467,3634.081203
0.600000,10.471976,3597.174902
0.610000,10.300304,3527.531904
0.620000,10.134170,3441.298716
0.630000,9.973310,3352.629151
0.640000,9.817477,3271.219027
0.650000,9.666439,3201.107119
0.660000,9.519978,3140.835930
0.670000,9.377889,3084.765554
0.680000,9.239978,3025.110529
0.690000,9.106066,2954.163976
0.700000,8.975979,2866.196684
0.710000,8.849557,2758.652782
0.720000,8.726646,2632.467027
0.730000,8.607103,2491.548839
0.740000,8.490791,2341.663620
0.750000,8.377580,2189.053718
0.760000,8.267349,2039.161206
0.770000,8.159981,1895.746724
0.780000,8.055366,1760.567313
0.790000,7.953399,1633.618367
0.800000,7.853982,1513.801040
0.810000,7.757019,1399.780330
0.820000,7.662421,1290.770703
0.830000,7.570103,1187.027695
0.840000,7.479983,1089.920320
0.850000,7.391983,1001.582895
0.860000,7.306029,924.262917
0.870000,7.222052,859.564109
0.880000,7.139983,807.810644
0.890000,7.059759,767.724725
0.900000,6.981317,736.525170
0.910000,6.904599,710.442046
0.920000,6.829549,685.530901
0.930000,6.756113,658.588156
0.940000,6.684240,627.937458
0.950000,6.613879,593.883200
0.960000,6.544985,558.705506
0.970000,6.477511,526.181347
0.980000,6.411414,500.731993
0.990000,6.346652,486.389163
1.000000,6.283185,485.818526
1.010000,6.220976,499.628123
1.020000,6.159986,526.123583
1.030000,6.100180,561.567507
1.040000,6.041524,600.882478
1.050000,5.983986,638.634174
1.060000,5.927533,670.067764
1.070000,5.872136,691.962001
1.080000,5.817764,703.112899
1.090000,5.764390,704.350455
1.100000,5.711987,698.104974
1.110000,5.660527,687.646462
1.120000,5.609987,676.195398
1.130000,5.560341,666.128051
1.140000,5.511566,658.469156
1.150000,5.463639,652.787181
1.160000,5.416539,647.502644
1.170000,5.370244,640.514192
1.180000,5.324733,629.966929
1.190000,5.279988,614.952690
1.200000,5.235988,595.951148
1.210000,5.192715,574.888691
1.220000,5.150152,554.791737
1.230000,5.108281,539.117234
1.240000,5.067085,530.928645
1.250000,5.026548,532.128850
1.260000,4.986655,542.950788
1.270000,4.947390,561.844394
1.280000,4.908739,585.799698
1.290000,4.870686,611.035242
1.300000,4.833219,633.886130
1.310000,4.796325,651.671441
1.320000,4.759989,663.320754
1.330000,4.724199,669.595565
1.340000,4.688944,672.840326
1.350000,4.654211,676.315918
1.360000,4.619989,683.276401
1.370000,4.586267,696.020351
1.380000,4.553033,715.162403
1.390000,4.520277,739.323375
1.400000,4.487990,765.338443
1.410000,4.456160,788.955228
1.420000,4.424778,805.868042
1.430000,4.393836,812.842208
1.440000,4.363323,808.647470
1.450000,4.333231,794.552917
1.460000,4.303552,774.232199
1.470000,4.274276,753.066183
1.480000,4.245395,736.978484
1.490000,4.216903,731.061961
1.500000,4.188790,738.320107
1.510000,4.161050,758.837741
1.520000,4.133675,789.608961
1.530000,4.106657,825.103962
1.540000,4.079990,858.481899
1.550000,4.053668,883.194746
1.560000,4.027683,894.616268
