q_Ainv,d_A,intensity
0.200000,31.415927,9529.987399
0.210000,29.919930,9109.270019
0.220000,28.559933,10649.020767
0.230000,27.318197,13533.837148
0.240000,26.179939,17257.255582
0.250000,25.132741,21359.667682
0.260000,24.166097,25405.957480
0.270000,23.271057,28995.386351
0.280000,22.439948,31790.195353
0.290000,21.666156,33547.882001
0.300000,20.943951,34144.503873
0.310000,20.268340,33581.288008
0.320000,19.634954,31972.609821
0.330000,19.039955,29518.512983
0.340000,18.479957,26468.299672
0.350000,17.951958,23082.879003
0.360000,17.453293,19602.678514
0.370000,16.981582,16225.611584
0.380000,16.534698,13096.684979
0.390000,16.110732,10308.135922
0.400000,15.707963,7907.104100
0.410000,15.324842,5907.051482
0.420000,14.959965,4299.399408
0.430000,14.612059,3062.867749
0.440000,14.279967,2169.357926
0.450000,13.962634,1586.506113
0.460000,13.659098,1277.937314
0.470000,13.368479,1202.630463
0.480000,13.089969,1314.680884
0.490000,12.822827,1564.268265
0.500000,12.566371,1900.016824
0.510000,12.319971,2272.375079
0.520000,12.083049,2637.291912
0.530000,11.855067,2959.383819
0.540000,11.635528,3213.950145
0.550000,11.423973,3387.511756
0.560000,11.219974,3476.910680
0.570000,11.023132,3487.309767
0.580000,10.833078,3429.604215
0.590000,10.649467,3317.780052
0.600000,10.471976,3166.651346
0.610000,10.300304,2990.229755
0.620000,10.134170,2800.787874
0.630000,9.973310,2608.522584
0.640000,9.817477,2421.635653
0.650000,9.666439,2246.630232
0.660000,9.519978,2088.657089
0.670000,9.377889,1951.806222
0.680000,9.239978,1839.300818
0.690000,9.106066,1753.593048
0.700000,8.975979,1696.379583
0.710000,8.849557,1668.554617
0.720000,8.726646,1670.111901
0.730000,8.607103,1700.006319
0.740000,8.490791,1755.995696
0.750000,8.377580,1834.502398
0.760000,8.267349,1930.552472
0.770000,8.159981,2037.855893
0.780000,8.055366,2149.076368
0.790000,7.953399,2256.301887
0.800000,7.853982,2351.676187
0.810000,7.757019,2428.101684
0.820000,7.662421,2479.893866
0.830000,7.570103,2503.268979
0.840000,7.479983,2496.584716
0.850000,7.391983,2460.319203
0.860000,7.306029,2396.847656
0.870000,7.222052,2310.134722
0.880000,7.139983,2205.481774
0.890000,7.059759,2089.440924
0.900000,6.981317,1969.934589
0.910000,6.904599,1856.519908
0.920000,6.829549,1760.641160
0.930000,6.756113,1695.652970
0.940000,6.684240,1676.397928
0.950000,6.613879,1718.194030
0.960000,6.544985,1835.219822
0.970000,6.477511,2038.449344
0.980000,6.411414,2333.443840
0.990000,6.346652,2718.410286
1.000000,6.283185,3182.955504
1.010000,6.220976,3707.885843
1.020000,6.159986,4266.236657
1.030000,6.100180,4825.495598
1.040000,6.041524,5350.756149
1.050000,5.983986,5808.352997
1.060000,5.927533,6169.429904
1.070000,5.872136,6412.896078
1.080000,5.817764,6527.336775
1.090000,5.764390,6511.633479
1.100000,5.711987,6374.276896
1.110000,5.660527,6131.574463
1.120000,5.609987,5805.119805
1.130000,5.560341,5418.975560
1.140000,5.511566,4997.013844
1.150000,5.463639,4560.770953
1.160000,5.416539,4128.031638
1.170000,5.370244,3712.198347
1.180000,5.324733,3322.357381
1.190000,5.279988,2963.853521
1.200000,5.235988,2639.141136
1.210000,5.192715,2348.691965
1.220000,5.150152,2091.794394
1.230000,5.108281,1867.154888
1.240000,5.067085,1673.286938
1.250000,5.026548,1508.727969
1.260000,4.986655,1372.150021
1.270000,4.947390,1262.425304
1.280000,4.908739,1178.680970
1.290000,4.870686,1120.342155
1.300000,4.833219,1087.132991
1.310000,4.796325,1078.993087
1.320000,4.759989,1095.876857
1.330000,4.724199,1137.432654
1.340000,4.688944,1202.598907
1.350000,4.654211,1289.192755
1.360000,4.619989,1393.590287
1.370000,4.586267,1510.597409
1.380000,4.553033,1633.583832
1.390000,4.520277,1754.904250
1.400000,4.487990,1866.571193
1.410000,4.456160,1961.087374
1.420000,4.424778,2032.305609
1.430000,4.393836,2076.171413
1.440000,4.363323,2091.220609
1.450000,4.333231,2078.747821
1.460000,4.303552,2042.621128
1.470000,4.274276,1988.779934
1.480000,4.245395,1924.503412
1.490000,4.216903,1857.565990
1.500000,4.188790,1795.400118
1.510000,4.161050,1744.367666
1.520000,4.133675,1709.207676
1.530000,4.106657,1692.690246
1.540000,4.079990,1695.474098
1.550000,4.053668,1716.145147
1.560000,4.027683,1751.406698
1.570000,4.002029,1796.395322
1.580000,3.976700,1845.103363
1.590000,3.951689,1890.892552
1.600000,3.926991,1927.078439
1.610000,3.902600,1947.551850
1.620000,3.878509,1947.385125
1.630000,3.854715,1923.354726
1.640000,3.831211,1874.305890
1.650000,3.807991,1801.295239
1.660000,3.785051,1707.475057
1.670000,3.762386,1597.724337
1.680000,3.739991,1478.077643
1.690000,3.717861,1355.042152
1.700000,3.695991,1234.914925
1.710000,3.674377,1123.209955
1.720000,3.653015,1024.276903
1.730000,3.631899,941.147027
1.740000,3.611026,875.587891
1.750000,3.590392,828.301164
1.760000,3.569992,799.169813
1.770000,3.549822,787.460189
1.780000,3.529879,791.911564
1.790000,3.510159,810.693652
1.800000,3.490659,841.268422
1.810000,3.471373,880.240084
1.820000,3.452300,923.301916
1.830000,3.433435,965.381216
1.840000,3.414775,1001.042856
1.850000,3.396316,1025.145540
1.860000,3.378057,1033.668125
1.870000,3.359992,1024.555852
1.880000,3.342120,998.397062
1.890000,3.324437,958.743620
1.900000,3.306940,911.937469
1.910000,3.289626,866.394925
1.920000,3.272492,831.412695
1.930000,3.255536,815.671134
1.940000,3.238755,825.694914
1.950000,3.222146,864.567109
1.960000,3.205707,931.167325
1.970000,3.189434,1020.118523
1.980000,3.173326,1122.495420
1.990000,3.157380,1227.195795
2.000000,3.141593,1322.736971
2.010000,3.125963,1399.144390
2.020000,3.110488,1449.570455
2.030000,3.095165,1471.328614
2.040000,3.079993,1466.142226
2.050000,3.064968,1439.566781
2.060000,3.050090,1399.713561
2.070000,3.035355,1355.545847
2.080000,3.020762,1315.103583
2.090000,3.006309,1284.020396
2.100000,2.991993,1264.626453
2.110000,2.977813,1255.798298
2.120000,2.963767,1253.552680
2.130000,2.949852,1252.222637
2.140000,2.936068,1245.935720
2.150000,2.922412,1230.061421
2.160000,2.908882,1202.316871
2.170000,2.895477,1163.308751
2.180000,2.882195,1116.422221
2.190000,2.869034,1067.112686
2.200000,2.855993,1021.780575
2.210000,2.843070,986.486660
2.220000,2.830264,965.782055
2.230000,2.817572,961.883696
2.240000,2.804993,974.337074
2.250000,2.792527,1000.196877
2.260000,2.780170,1034.648919
2.270000,2.767923,1071.916304
2.280000,2.755783,1106.253373
2.290000,2.743749,1132.836303
2.300000,2.731820,1148.402462
2.310000,2.719994,1151.557696
2.320000,2.708270,1142.744049
2.330000,2.696646,1123.923937
2.340000,2.685122,1098.079052
2.350000,2.673696,1068.638217
2.360000,2.662367,1038.939908
2.370000,2.651133,1011.808556
2.380000,2.639994,989.288185
2.390000,2.628948,972.541361
2.400000,2.617994,961.892604
2.410000,2.607131,956.977103
2.420000,2.596358,956.948363
2.430000,2.585673,960.700485
2.440000,2.575076,967.069098
2.450000,2.564565,974.986415
2.460000,2.554140,983.577903
2.470000,2.543800,992.199035
2.480000,2.533542,1000.419771
2.490000,2.523368,1007.971366
2.500000,2.513274,1014.674714
