q_Ainv,d_A,intensity
0.200000,31.415927,25838.229044
0.210000,29.919930,25712.487101
0.220000,28.559933,25765.199345
0.230000,27.318197,25790.385887
0.240000,26.179939,25683.754042
0.250000,25.132741,25398.734706
0.260000,24.166097,24916.690839
0.270000,23.271057,24231.083631
0.280000,22.439948,23342.428289
0.290000,21.666156,22259.494558
0.300000,20.943951,21002.305140
0.310000,20.268340,19603.652033
0.320000,19.634954,18107.530367
0.330000,19.039955,16564.532749
0.340000,18.479957,15025.440207
0.350000,17.951958,13534.778920
0.360000,17.453293,12125.989200
0.370000,16.981582,10819.247347
0.380000,16.534698,9622.156276
0.390000,16.110732,8532.747774
0.400000,15.707963,7543.723613
0.410000,15.324842,6646.704598
0.420000,14.959965,5835.443145
0.430000,14.612059,5107.383926
0.440000,14.279967,4463.479037
0.450000,13.962634,3906.629368
0.460000,13.659098,3439.421277
0.470000,13.368479,3061.907663
0.480000,13.089969,2770.059092
0.490000,12.822827,2555.247706
0.500000,12.566371,2404.813395
0.510000,12.319971,2303.485217
0.520000,12.083049,2235.254778
0.530000,11.855067,2185.249411
0.540000,11.635528,2141.221829
0.550000,11.423973,2094.421721
0.560000,11.219974,2039.792146
0.570000,11.023132,1975.590288
0.580000,10.833078,1902.633362
0.590000,10.649467,1823.402293
0.600000,10.471976,1741.204806
0.610000,10.300304,1659.527818
0.620000,10.134170,1581.624348
0.630000,9.973310,1510.308445
0.640000,9.817477,1447.889339
0.650000,9.666439,1396.167719
0.660000,9.519978,1356.436456
0.670000,9.377889,1329.461751
0.680000,9.239978,1315.453608
0.690000,9.106066,1314.054937
0.700000,8.975979,1324.380950
0.710000,8.849557,1345.126568
0.720000,8.726646,1374.736174
0.730000,8.607103,1411.606754
0.740000,8.490791,1454.280491
0.750000,8.377580,1501.581060
0.760000,8.267349,1552.659323
0.770000,8.159981,1606.934771
0.780000,8.055366,1663.942777
0.790000,7.953399,1723.118199
0.800000,7.853982,1783.558781
0.810000,7.757019,1843.815772
0.820000,7.662421,1901.755394
0.830000,7.570103,1954.525932
0.840000,7.479983,1998.654049
0.850000,7.391983,2030.281735
0.860000,7.306029,2045.541918
0.870000,7.222052,2041.054830
0.880000,7.139983,2014.507535
0.890000,7.059759,1965.256281
0.900000,6.981317,1894.868639
0.910000,6.904599,1807.505806
0.920000,6.829549,1710.042122
0.930000,6.756113,1611.835227
0.940000,6.684240,1524.099371
0.950000,6.613879,1458.893687
0.960000,6.544985,1427.808328
0.970000,6.477511,1440.500736
0.980000,6.411414,1503.286124
0.990000,6.346652,1618.006461
1.000000,6.283185,1781.381891
1.010000,6.220976,1984.987225
1.020000,6.159986,2215.902444
1.030000,6.100180,2457.976807
1.040000,6.041524,2693.542099
1.050000,5.983986,2905.332808
1.060000,5.927533,3078.335573
1.070000,5.872136,3201.304326
1.080000,5.817764,3267.738208
1.090000,5.764390,3276.213829
1.100000,5.711987,3230.072429
1.110000,5.660527,3136.564402
1.120000,5.609987,3005.629481
1.130000,5.560341,2848.528231
1.140000,5.511566,2676.535770
1.150000,5.463639,2499.867347
1.160000,5.416539,2326.940006
1.170000,5.370244,2164.001220
1.180000,5.324733,2015.089945
1.190000,5.279988,1882.249942
1.200000,5.235988,1765.895434
1.210000,5.192715,1665.234123
1.220000,5.150152,1578.675966
1.230000,5.108281,1504.187810
1.240000,5.067085,1439.583919
1.250000,5.026548,1382.762450
1.260000,4.986655,1331.904377
1.270000,4.947390,1285.645019
1.280000,4.908739,1243.214118
1.290000,4.870686,1204.525447
1.300000,4.833219,1170.188146
1.310000,4.796325,1141.414241
1.320000,4.759989,1119.811172
1.330000,4.724199,1107.071815
1.340000,4.688944,1104.601322
1.350000,4.654211,1113.142429
1.360000,4.619989,1132.471831
1.370000,4.586267,1161.235210
1.380000,4.553033,1196.967255
1.390000,4.520277,1236.309260
1.400000,4.487990,1275.397761
1.410000,4.456160,1310.362208
1.420000,4.424778,1337.845894
1.430000,4.393836,1355.458151
1.440000,4.363323,1362.078493
1.450000,4.333231,1357.962263
1.460000,4.303552,1344.635552
1.470000,4.274276,1324.606397
1.480000,4.245395,1300.950714
1.490000,4.216903,1276.849150
1.500000,4.188790,1255.152074
1.510000,4.161050,1238.035864
1.520000,4.133675,1226.789173
1.530000,4.106657,1221.739686
1.540000,4.079990,1222.306811
1.550000,4.053668,1227.148849
1.560000,4.027683,1234.366691
1.570000,4.002029,1241.729148
1.580000,3.976700,1246.894426
1.590000,3.951689,1247.613452
1.600000,3.926991,1241.909682
1.610000,3.902600,1228.234198
1.620000,3.878509,1205.593880
1.630000,3.854715,1173.646234
1.640000,3.831211,1132.749933
1.650000,3.807991,1083.958691
1.660000,3.785051,1028.949589
1.670000,3.762386,969.885703
1.680000,3.739991,909.224862
1.690000,3.717861,849.498279
1.700000,3.695991,793.090719
1.710000,3.674377,742.055033
1.720000,3.653015,697.986933
1.730000,3.631899,661.972317
1.740000,3.611026,634.602469
1.750000,3.590392,616.036740
1.760000,3.569992,606.082451
1.770000,3.549822,604.260775
1.780000,3.529879,609.836076
1.790000,3.510159,621.802491
1.800000,3.490659,638.840991
1.810000,3.471373,659.277134
1.820000,3.452300,681.078753
1.830000,3.433435,701.930228
1.840000,3.414775,719.405099
1.850000,3.396316,731.234155
1.860000,3.378057,735.637361
1.870000,3.359992,731.662293
1.880000,3.342120,719.456449
1.890000,3.324437,700.401150
1.900000,3.306940,677.052852
1.910000,3.289626,652.871213
1.920000,3.272492,631.756090
1.930000,3.255536,617.458725
1.940000,3.238755,612.965796
1.950000,3.222146,619.970260
1.960000,3.205707,638.535073
1.970000,3.189434,667.024811
1.980000,3.173326,702.331256
1.990000,3.157380,740.361706
2.000000,3.141593,776.705248
2.010000,3.125963,807.354223
2.020000,3.110488,829.344514
2.030000,3.095165,841.192873
2.040000,3.079993,843.049705
2.050000,3.064968,836.543509
2.060000,3.050090,824.356013
2.070000,3.035355,809.621505
2.080000,3.020762,795.277988
2.090000,3.006309,783.504273
2.100000,2.991993,775.354935
2.110000,2.977813,770.659404
2.120000,2.963767,768.193009
2.130000,2.949852,766.069631
2.140000,2.936068,762.260547
2.150000,2.922412,755.121511
2.160000,2.908882,743.814091
2.170000,2.895477,728.535636
2.180000,2.882195,710.517448
2.190000,2.869034,691.801963
2.200000,2.855993,674.855313
2.210000,2.843070,662.102170
2.220000,2.830264,655.479644
2.230000,2.817572,656.095927
2.240000,2.804993,664.051536
2.250000,2.792527,678.444024
2.260000,2.780170,697.539651
2.270000,2.767923,719.065765
2.280000,2.755783,740.560655
2.290000,2.743749,759.715365
2.300000,2.731820,774.652726
2.310000,2.719994,784.108327
2.320000,2.708270,787.501124
2.330000,2.696646,784.902355
2.340000,2.685122,776.926800
2.350000,2.673696,764.578088
2.360000,2.662367,749.080082
2.370000,2.651133,731.720887
2.380000,2.639994,713.727339
2.390000,2.628948,696.178457
2.400000,2.617994,679.958158
2.410000,2.607131,665.741748
2.420000,2.596358,654.007411
2.430000,2.585673,645.062874
2.440000,2.575076,639.077891
2.450000,2.564565,636.114668
2.460000,2.554140,636.150353
2.470000,2.543800,639.088126
2.480000,2.533542,644.756179
2.490000,2.523368,652.896771
2.500000,2.513274,663.150420
