model_id,angle_deg,twist_deg,rise_A,candidate_id,source_pdb,xyz_file,xyz_atom_count,diffraction_status,diffraction_file,diffraction_png,diffraction_json,radial_csv,radial_csv_exists,model_status,smoke_grid_size,smoke_grid_limit_mm,smoke_theta_count,smoke_phi_count,smoke_psi_count,smoke_theta_max,smoke_orientation_count,notes
angle30_cand4,30,30,3.4,cand4,inputs/asem_sidechains_20260625/raw/30/cand4/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle30_cand4.xyz,2310,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand4.npy,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand4.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand4.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle30_cand4_radial.csv,True,complete,33,100,2,4,1,180,8,
angle30_cand5,30,30,3.4,cand5,inputs/asem_sidechains_20260625/raw/30/cand5/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle30_cand5.xyz,2310,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand5.npy,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand5.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand5.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle30_cand5_radial.csv,True,complete,33,100,2,4,1,180,8,
angle30_cand6,30,30,3.4,cand6,inputs/asem_sidechains_20260625/raw/30/cand6/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle30_cand6.xyz,2310,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand6.npy,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand6.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand6.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle30_cand6_radial.csv,True,complete,33,100,2,4,1,180,8,
angle30_cand7,30,30,3.4,cand7,inputs/asem_sidechains_20260625/raw/30/cand7/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle30_cand7.xyz,2310,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand7.npy,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand7.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand7.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle30_cand7_radial.csv,True,complete,33,100,2,4,1,180,8,
angle30_cand8,30,30,3.4,cand8,inputs/asem_sidechains_20260625/raw/30/cand8/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle30_cand8.xyz,2310,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand8.npy,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand8.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand8.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle30_cand8_radial.csv,True,complete,33,100,2,4,1,180,8,
angle30_cand9,30,30,3.4,cand9,inputs/asem_sidechains_20260625/raw/30/cand9/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle30_cand9.xyz,2310,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand9.npy,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand9.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand9.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle30_cand9_radial.csv,True,complete,33,100,2,4,1,180,8,
angle31_cand0,31,31,3.4,cand0,inputs/asem_sidechains_20260625/raw/31/cand0/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle31_cand0.xyz,2310,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand0.npy,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand0.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand0.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle31_cand0_radial.csv,True,complete,33,100,2,4,1,180,8,
angle31_cand1,31,31,3.4,cand1,inputs/asem_sidechains_20260625/raw/31/cand1/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle31_cand1.xyz,2310,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand1.npy,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand1.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand1.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle31_cand1_radial.csv,True,complete,33,100,2,4,1,180,8,
angle31_cand10,31,31,3.4,cand10,inputs/asem_sidechains_20260625/raw/31/cand10/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle31_cand10.xyz,2310,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand10.npy,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand10.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand10.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle31_cand10_radial.csv,True,complete,33,100,2,4,1,180,8,
angle31_cand11,31,31,3.4,cand11,inputs/asem_sidechains_20260625/raw/31/cand11/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle31_cand11.xyz,2310,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand11.npy,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand11.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand11.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle31_cand11_radial.csv,True,complete,33,100,2,4,1,180,8,
angle31_cand12,31,31,3.4,cand12,inputs/asem_sidechains_20260625/raw/31/cand12/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle31_cand12.xyz,2310,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand12.npy,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand12.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand12.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle31_cand12_radial.csv,True,complete,33,100,2,4,1,180,8,
angle31_cand13,31,31,3.4,cand13,inputs/asem_sidechains_20260625/raw/31/cand13/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle31_cand13.xyz,2310,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand13.npy,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand13.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand13.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle31_cand13_radial.csv,True,complete,33,100,2,4,1,180,8,
angle31_cand14,31,31,3.4,cand14,inputs/asem_sidechains_20260625/raw/31/cand14/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle31_cand14.xyz,2310,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand14.npy,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand14.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand14.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle31_cand14_radial.csv,True,complete,33,100,2,4,1,180,8,
angle31_cand15,31,31,3.4,cand15,inputs/asem_sidechains_20260625/raw/31/cand15/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle31_cand15.xyz,2310,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand15.npy,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand15.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand15.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle31_cand15_radial.csv,True,complete,33,100,2,4,1,180,8,
angle31_cand16,31,31,3.4,cand16,inputs/asem_sidechains_20260625/raw/31/cand16/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle31_cand16.xyz,2310,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand16.npy,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand16.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand16.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle31_cand16_radial.csv,True,complete,33,100,2,4,1,180,8,
angle31_cand17,31,31,3.4,cand17,inputs/asem_sidechains_20260625/raw/31/cand17/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle31_cand17.xyz,2310,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand17.npy,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand17.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand17.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle31_cand17_radial.csv,True,complete,33,100,2,4,1,180,8,
angle31_cand18,31,31,3.4,cand18,inputs/asem_sidechains_20260625/raw/31/cand18/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle31_cand18.xyz,2310,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand18.npy,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand18.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand18.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle31_cand18_radial.csv,True,complete,33,100,2,4,1,180,8,
angle31_cand19,31,31,3.4,cand19,inputs/asem_sidechains_20260625/raw/31/cand19/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle31_cand19.xyz,2310,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand19.npy,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand19.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand19.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle31_cand19_radial.csv,True,complete,33,100,2,4,1,180,8,
angle31_cand2,31,31,3.4,cand2,inputs/asem_sidechains_20260625/raw/31/cand2/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle31_cand2.xyz,2310,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand2.npy,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand2.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand2.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle31_cand2_radial.csv,True,complete,33,100,2,4,1,180,8,
angle31_cand20,31,31,3.4,cand20,inputs/asem_sidechains_20260625/raw/31/cand20/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle31_cand20.xyz,2310,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand20.npy,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand20.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand20.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle31_cand20_radial.csv,True,complete,33,100,2,4,1,180,8,
angle31_cand21,31,31,3.4,cand21,inputs/asem_sidechains_20260625/raw/31/cand21/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle31_cand21.xyz,2310,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand21.npy,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand21.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand21.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle31_cand21_radial.csv,True,complete,33,100,2,4,1,180,8,
angle31_cand3,31,31,3.4,cand3,inputs/asem_sidechains_20260625/raw/31/cand3/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle31_cand3.xyz,2310,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand3.npy,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand3.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand3.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle31_cand3_radial.csv,True,complete,33,100,2,4,1,180,8,
angle31_cand4,31,31,3.4,cand4,inputs/asem_sidechains_20260625/raw/31/cand4/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle31_cand4.xyz,2310,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand4.npy,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand4.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand4.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle31_cand4_radial.csv,True,complete,33,100,2,4,1,180,8,
angle31_cand5,31,31,3.4,cand5,inputs/asem_sidechains_20260625/raw/31/cand5/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle31_cand5.xyz,2310,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand5.npy,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand5.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand5.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle31_cand5_radial.csv,True,complete,33,100,2,4,1,180,8,
angle31_cand6,31,31,3.4,cand6,inputs/asem_sidechains_20260625/raw/31/cand6/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle31_cand6.xyz,2310,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand6.npy,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand6.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand6.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle31_cand6_radial.csv,True,complete,33,100,2,4,1,180,8,
angle31_cand7,31,31,3.4,cand7,inputs/asem_sidechains_20260625/raw/31/cand7/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle31_cand7.xyz,2310,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand7.npy,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand7.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand7.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle31_cand7_radial.csv,True,complete,33,100,2,4,1,180,8,
angle31_cand8,31,31,3.4,cand8,inputs/asem_sidechains_20260625/raw/31/cand8/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle31_cand8.xyz,2310,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand8.npy,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand8.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand8.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle31_cand8_radial.csv,True,complete,33,100,2,4,1,180,8,
angle31_cand9,31,31,3.4,cand9,inputs/asem_sidechains_20260625/raw/31/cand9/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle31_cand9.xyz,2310,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand9.npy,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand9.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand9.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle31_cand9_radial.csv,True,complete,33,100,2,4,1,180,8,
angle32_cand0,32,32,3.4,cand0,inputs/asem_sidechains_20260625/raw/32/cand0/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle32_cand0.xyz,2310,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle32_cand0.npy,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle32_cand0.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle32_cand0.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle32_cand0_radial.csv,True,complete,33,100,2,4,1,180,8,
angle32_cand1,32,32,3.4,cand1,inputs/asem_sidechains_20260625/raw/32/cand1/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle32_cand1.xyz,2310,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle32_cand1.npy,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle32_cand1.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle32_cand1.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle32_cand1_radial.csv,True,complete,33,100,2,4,1,180,8,
angle32_cand2,32,32,3.4,cand2,inputs/asem_sidechains_20260625/raw/32/cand2/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle32_cand2.xyz,2310,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle32_cand2.npy,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle32_cand2.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle32_cand2.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle32_cand2_radial.csv,True,complete,33,100,2,4,1,180,8,
angle32_cand3,32,32,3.4,cand3,inputs/asem_sidechains_20260625/raw/32/cand3/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle32_cand3.xyz,2310,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle32_cand3.npy,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle32_cand3.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle32_cand3.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle32_cand3_radial.csv,True,complete,33,100,2,4,1,180,8,
angle32_cand4,32,32,3.4,cand4,inputs/asem_sidechains_20260625/raw/32/cand4/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle32_cand4.xyz,2310,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle32_cand4.npy,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle32_cand4.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle32_cand4.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle32_cand4_radial.csv,True,complete,33,100,2,4,1,180,8,
angle32_cand5,32,32,3.4,cand5,inputs/asem_sidechains_20260625/raw/32/cand5/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle32_cand5.xyz,2310,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle32_cand5.npy,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle32_cand5.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle32_cand5.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle32_cand5_radial.csv,True,complete,33,100,2,4,1,180,8,
angle32_cand6,32,32,3.4,cand6,inputs/asem_sidechains_20260625/raw/32/cand6/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle32_cand6.xyz,2310,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle32_cand6.npy,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle32_cand6.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle32_cand6.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle32_cand6_radial.csv,True,complete,33,100,2,4,1,180,8,
