model_id,twist_deg,rise_A,candidate_id,source_pdb,planned_xyz,planned_corrected_diffraction,planned_radial_profile,planned_scoring_status,status,notes
angle29_cand0,29,3.38,cand0,inputs/asem_sidechains_3p38_20260626/raw/29/cand0/initial.pdb,outputs/asem_sidechains_3p38_20260626/initial_29_30_31/xyz/angle29_cand0.xyz,outputs/asem_sidechains_3p38_20260626/initial_29_30_31/corrected_diffraction/angle29_cand0.npy,outputs/asem_sidechains_3p38_20260626/initial_29_30_31/radial_profiles/angle29_cand0_radial.csv,not_run,planned,planning manifest only; XYZ and diffraction outputs not generated
angle29_cand1,29,3.38,cand1,inputs/asem_sidechains_3p38_20260626/raw/29/cand1/initial.pdb,outputs/asem_sidechains_3p38_20260626/initial_29_30_31/xyz/angle29_cand1.xyz,outputs/asem_sidechains_3p38_20260626/initial_29_30_31/corrected_diffraction/angle29_cand1.npy,outputs/asem_sidechains_3p38_20260626/initial_29_30_31/radial_profiles/angle29_cand1_radial.csv,not_run,planned,planning manifest only; XYZ and diffraction outputs not generated
angle29_cand2,29,3.38,cand2,inputs/asem_sidechains_3p38_20260626/raw/29/cand2/initial.pdb,outputs/asem_sidechains_3p38_20260626/initial_29_30_31/xyz/angle29_cand2.xyz,outputs/asem_sidechains_3p38_20260626/initial_29_30_31/corrected_diffraction/angle29_cand2.npy,outputs/asem_sidechains_3p38_20260626/initial_29_30_31/radial_profiles/angle29_cand2_radial.csv,not_run,planned,planning manifest only; XYZ and diffraction outputs not generated
angle29_cand3,29,3.38,cand3,inputs/asem_sidechains_3p38_20260626/raw/29/cand3/initial.pdb,outputs/asem_sidechains_3p38_20260626/initial_29_30_31/xyz/angle29_cand3.xyz,outputs/asem_sidechains_3p38_20260626/initial_29_30_31/corrected_diffraction/angle29_cand3.npy,outputs/asem_sidechains_3p38_20260626/initial_29_30_31/radial_profiles/angle29_cand3_radial.csv,not_run,planned,planning manifest only; XYZ and diffraction outputs not generated
angle29_cand4,29,3.38,cand4,inputs/asem_sidechains_3p38_20260626/raw/29/cand4/initial.pdb,outputs/asem_sidechains_3p38_20260626/initial_29_30_31/xyz/angle29_cand4.xyz,outputs/asem_sidechains_3p38_20260626/initial_29_30_31/corrected_diffraction/angle29_cand4.npy,outputs/asem_sidechains_3p38_20260626/initial_29_30_31/radial_profiles/angle29_cand4_radial.csv,not_run,planned,planning manifest only; XYZ and diffraction outputs not generated
angle29_cand5,29,3.38,cand5,inputs/asem_sidechains_3p38_20260626/raw/29/cand5/initial.pdb,outputs/asem_sidechains_3p38_20260626/initial_29_30_31/xyz/angle29_cand5.xyz,outputs/asem_sidechains_3p38_20260626/initial_29_30_31/corrected_diffraction/angle29_cand5.npy,outputs/asem_sidechains_3p38_20260626/initial_29_30_31/radial_profiles/angle29_cand5_radial.csv,not_run,planned,planning manifest only; XYZ and diffraction outputs not generated
angle29_cand6,29,3.38,cand6,inputs/asem_sidechains_3p38_20260626/raw/29/cand6/initial.pdb,outputs/asem_sidechains_3p38_20260626/initial_29_30_31/xyz/angle29_cand6.xyz,outputs/asem_sidechains_3p38_20260626/initial_29_30_31/corrected_diffraction/angle29_cand6.npy,outputs/asem_sidechains_3p38_20260626/initial_29_30_31/radial_profiles/angle29_cand6_radial.csv,not_run,planned,planning manifest only; XYZ and diffraction outputs not generated
angle29_cand7,29,3.38,cand7,inputs/asem_sidechains_3p38_20260626/raw/29/cand7/initial.pdb,outputs/asem_sidechains_3p38_20260626/initial_29_30_31/xyz/angle29_cand7.xyz,outputs/asem_sidechains_3p38_20260626/initial_29_30_31/corrected_diffraction/angle29_cand7.npy,outputs/asem_sidechains_3p38_20260626/initial_29_30_31/radial_profiles/angle29_cand7_radial.csv,not_run,planned,planning manifest only; XYZ and diffraction outputs not generated
angle29_cand8,29,3.38,cand8,inputs/asem_sidechains_3p38_20260626/raw/29/cand8/initial.pdb,outputs/asem_sidechains_3p38_20260626/initial_29_30_31/xyz/angle29_cand8.xyz,outputs/asem_sidechains_3p38_20260626/initial_29_30_31/corrected_diffraction/angle29_cand8.npy,outputs/asem_sidechains_3p38_20260626/initial_29_30_31/radial_profiles/angle29_cand8_radial.csv,not_run,planned,planning manifest only; XYZ and diffraction outputs not generated
angle29_cand9,29,3.38,cand9,inputs/asem_sidechains_3p38_20260626/raw/29/cand9/initial.pdb,outputs/asem_sidechains_3p38_20260626/initial_29_30_31/xyz/angle29_cand9.xyz,outputs/asem_sidechains_3p38_20260626/initial_29_30_31/corrected_diffraction/angle29_cand9.npy,outputs/asem_sidechains_3p38_20260626/initial_29_30_31/radial_profiles/angle29_cand9_radial.csv,not_run,planned,planning manifest only; XYZ and diffraction outputs not generated
