model_id,angle_deg,twist_deg,rise_A,candidate_id,candidate_path,source_pdb,atom_count,heavy_atom_count,element_counts,residues,has_glu,has_glu_sidechain_atoms,status,notes
angle18_cand0,18,18,3.38,cand0,18/cand0/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/18/cand0/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle20_cand57,20,20,3.38,cand57,20/cand57/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/20/cand57/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle21_cand0,21,21,3.38,cand0,21/cand0/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/21/cand0/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle21_cand1,21,21,3.38,cand1,21/cand1/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/21/cand1/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle21_cand2,21,21,3.38,cand2,21/cand2/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/21/cand2/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle21_cand3,21,21,3.38,cand3,21/cand3/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/21/cand3/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle21_cand4,21,21,3.38,cand4,21/cand4/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/21/cand4/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle21_cand5,21,21,3.38,cand5,21/cand5/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/21/cand5/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle21_cand6,21,21,3.38,cand6,21/cand6/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/21/cand6/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle21_cand7,21,21,3.38,cand7,21/cand7/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/21/cand7/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle21_cand8,21,21,3.38,cand8,21/cand8/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/21/cand8/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle21_cand9,21,21,3.38,cand9,21/cand9/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/21/cand9/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle21_cand10,21,21,3.38,cand10,21/cand10/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/21/cand10/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle21_cand11,21,21,3.38,cand11,21/cand11/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/21/cand11/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle21_cand12,21,21,3.38,cand12,21/cand12/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/21/cand12/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle21_cand13,21,21,3.38,cand13,21/cand13/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/21/cand13/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle21_cand14,21,21,3.38,cand14,21/cand14/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/21/cand14/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle21_cand15,21,21,3.38,cand15,21/cand15/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/21/cand15/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle21_cand16,21,21,3.38,cand16,21/cand16/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/21/cand16/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle21_cand17,21,21,3.38,cand17,21/cand17/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/21/cand17/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle21_cand18,21,21,3.38,cand18,21/cand18/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/21/cand18/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle21_cand19,21,21,3.38,cand19,21/cand19/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/21/cand19/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle21_cand20,21,21,3.38,cand20,21/cand20/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/21/cand20/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle21_cand21,21,21,3.38,cand21,21/cand21/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/21/cand21/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle21_cand22,21,21,3.38,cand22,21/cand22/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/21/cand22/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle21_cand23,21,21,3.38,cand23,21/cand23/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/21/cand23/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle21_cand24,21,21,3.38,cand24,21/cand24/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/21/cand24/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle21_cand25,21,21,3.38,cand25,21/cand25/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/21/cand25/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle21_cand26,21,21,3.38,cand26,21/cand26/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/21/cand26/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle21_cand27,21,21,3.38,cand27,21/cand27/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/21/cand27/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle21_cand28,21,21,3.38,cand28,21/cand28/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/21/cand28/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle21_cand29,21,21,3.38,cand29,21/cand29/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/21/cand29/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle21_cand30,21,21,3.38,cand30,21/cand30/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/21/cand30/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle21_cand31,21,21,3.38,cand31,21/cand31/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/21/cand31/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle21_cand32,21,21,3.38,cand32,21/cand32/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/21/cand32/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle21_cand33,21,21,3.38,cand33,21/cand33/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/21/cand33/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle21_cand34,21,21,3.38,cand34,21/cand34/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/21/cand34/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle21_cand35,21,21,3.38,cand35,21/cand35/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/21/cand35/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle21_cand36,21,21,3.38,cand36,21/cand36/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/21/cand36/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle21_cand37,21,21,3.38,cand37,21/cand37/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/21/cand37/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle21_cand38,21,21,3.38,cand38,21/cand38/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/21/cand38/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle21_cand39,21,21,3.38,cand39,21/cand39/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/21/cand39/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle21_cand40,21,21,3.38,cand40,21/cand40/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/21/cand40/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle21_cand41,21,21,3.38,cand41,21/cand41/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/21/cand41/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle21_cand42,21,21,3.38,cand42,21/cand42/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/21/cand42/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle21_cand43,21,21,3.38,cand43,21/cand43/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/21/cand43/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle21_cand44,21,21,3.38,cand44,21/cand44/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/21/cand44/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle21_cand45,21,21,3.38,cand45,21/cand45/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/21/cand45/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle21_cand46,21,21,3.38,cand46,21/cand46/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/21/cand46/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle21_cand47,21,21,3.38,cand47,21/cand47/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/21/cand47/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle22_cand0,22,22,3.38,cand0,22/cand0/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/22/cand0/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle22_cand1,22,22,3.38,cand1,22/cand1/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/22/cand1/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle22_cand2,22,22,3.38,cand2,22/cand2/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/22/cand2/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle22_cand3,22,22,3.38,cand3,22/cand3/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/22/cand3/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle22_cand4,22,22,3.38,cand4,22/cand4/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/22/cand4/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle22_cand5,22,22,3.38,cand5,22/cand5/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/22/cand5/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle22_cand6,22,22,3.38,cand6,22/cand6/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/22/cand6/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle22_cand7,22,22,3.38,cand7,22/cand7/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/22/cand7/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle22_cand8,22,22,3.38,cand8,22/cand8/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/22/cand8/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle22_cand9,22,22,3.38,cand9,22/cand9/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/22/cand9/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle22_cand10,22,22,3.38,cand10,22/cand10/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/22/cand10/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle22_cand11,22,22,3.38,cand11,22/cand11/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/22/cand11/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle22_cand12,22,22,3.38,cand12,22/cand12/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/22/cand12/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle22_cand13,22,22,3.38,cand13,22/cand13/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/22/cand13/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle22_cand14,22,22,3.38,cand14,22/cand14/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/22/cand14/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle22_cand15,22,22,3.38,cand15,22/cand15/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/22/cand15/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle22_cand16,22,22,3.38,cand16,22/cand16/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/22/cand16/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle22_cand17,22,22,3.38,cand17,22/cand17/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/22/cand17/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle22_cand18,22,22,3.38,cand18,22/cand18/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/22/cand18/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle22_cand19,22,22,3.38,cand19,22/cand19/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/22/cand19/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle22_cand20,22,22,3.38,cand20,22/cand20/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/22/cand20/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle22_cand21,22,22,3.38,cand21,22/cand21/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/22/cand21/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle22_cand22,22,22,3.38,cand22,22/cand22/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/22/cand22/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle22_cand23,22,22,3.38,cand23,22/cand23/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/22/cand23/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle22_cand24,22,22,3.38,cand24,22/cand24/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/22/cand24/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle22_cand25,22,22,3.38,cand25,22/cand25/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/22/cand25/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle22_cand26,22,22,3.38,cand26,22/cand26/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/22/cand26/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle22_cand27,22,22,3.38,cand27,22/cand27/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/22/cand27/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle22_cand28,22,22,3.38,cand28,22/cand28/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/22/cand28/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle22_cand29,22,22,3.38,cand29,22/cand29/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/22/cand29/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle22_cand30,22,22,3.38,cand30,22/cand30/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/22/cand30/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle22_cand31,22,22,3.38,cand31,22/cand31/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/22/cand31/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle22_cand32,22,22,3.38,cand32,22/cand32/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/22/cand32/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle22_cand33,22,22,3.38,cand33,22/cand33/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/22/cand33/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle22_cand34,22,22,3.38,cand34,22/cand34/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/22/cand34/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle22_cand35,22,22,3.38,cand35,22/cand35/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/22/cand35/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle22_cand36,22,22,3.38,cand36,22/cand36/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/22/cand36/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle22_cand37,22,22,3.38,cand37,22/cand37/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/22/cand37/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle22_cand38,22,22,3.38,cand38,22/cand38/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/22/cand38/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle22_cand39,22,22,3.38,cand39,22/cand39/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/22/cand39/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle22_cand40,22,22,3.38,cand40,22/cand40/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/22/cand40/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle22_cand41,22,22,3.38,cand41,22/cand41/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/22/cand41/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle22_cand42,22,22,3.38,cand42,22/cand42/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/22/cand42/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle22_cand43,22,22,3.38,cand43,22/cand43/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/22/cand43/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle22_cand44,22,22,3.38,cand44,22/cand44/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/22/cand44/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle22_cand45,22,22,3.38,cand45,22/cand45/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/22/cand45/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle22_cand46,22,22,3.38,cand46,22/cand46/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/22/cand46/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle22_cand47,22,22,3.38,cand47,22/cand47/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/22/cand47/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle22_cand48,22,22,3.38,cand48,22/cand48/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/22/cand48/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle22_cand49,22,22,3.38,cand49,22/cand49/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/22/cand49/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle23_cand0,23,23,3.38,cand0,23/cand0/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/23/cand0/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle23_cand1,23,23,3.38,cand1,23/cand1/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/23/cand1/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle23_cand2,23,23,3.38,cand2,23/cand2/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/23/cand2/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle23_cand3,23,23,3.38,cand3,23/cand3/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/23/cand3/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle23_cand4,23,23,3.38,cand4,23/cand4/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/23/cand4/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle23_cand5,23,23,3.38,cand5,23/cand5/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/23/cand5/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle23_cand6,23,23,3.38,cand6,23/cand6/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/23/cand6/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle23_cand7,23,23,3.38,cand7,23/cand7/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/23/cand7/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle23_cand8,23,23,3.38,cand8,23/cand8/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/23/cand8/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
