bin_index,r_min_mm,r_max_mm,r_center_mm,radius_mm,two_theta_deg,q_center_inv_angstrom,q_Ainv,d_center_angstrom,d_A,mean_intensity,intensity_mean,intensity_sum,intensity_total,pixel_count,sample_count
0,0.0,0.5892556509887896,0.2946278254943948,0.2946278254943948,0.0498845350547465,0.007059557665824148,0.007059557665824148,890.0253535142806,890.0253535142806,1326344543.9996824,1326344543.9996824,1326344543.9996824,1326344543.9996824,1,1
11,6.481812160876686,7.0710678118654755,6.776439986371081,6.776439986371081,1.1471912719936312,0.1623454625273997,0.1623454625273997,38.702561866298836,38.702561866298836,296683609.18138003,296683609.18138003,1186734436.7255201,1186734436.7255201,4,4
15,8.838834764831844,9.428090415820634,9.13346259032624,9.13346259032624,1.5460456356585321,0.21878659453827168,0.21878659453827168,28.718328563226883,28.718328563226883,41275705.0646387,41275705.0646387,123827115.1939161,123827115.1939161,3,3
16,9.428090415820634,10.017346066809424,9.722718241315029,9.722718241315029,1.6457373228385845,0.23289339064236708,0.23289339064236708,26.978804721977255,26.978804721977255,41275711.21148716,41275711.21148716,41275711.21148716,41275711.21148716,1,1
22,12.963624321753372,13.552879972742161,13.258252147247767,13.258252147247767,2.2436571005245116,0.3174975002297681,0.3174975002297681,19.789715832825586,19.789715832825586,1912930.7080818568,1912930.7080818568,7651722.832327427,7651722.832327427,4,4
25,14.73139127471974,15.32064692570853,15.026019100214135,15.026019100214135,2.5424418832959805,0.3597716828841998,0.3597716828841998,17.464368670732664,17.464368670732664,8070219.694046443,8070219.694046443,64561757.55237155,64561757.55237155,8,8
31,18.26692518065248,18.856180831641268,18.561553006146873,18.561553006146873,3.139580419061582,0.44425144755336105,0.44425144755336105,14.143308573968989,14.143308573968989,3521459.661221327,3521459.661221327,3521459.661221327,3521459.661221327,1,1
32,18.856180831641268,19.445436482630058,19.150808657135663,19.150808657135663,3.239040676017965,0.45832140908823477,0.45832140908823477,13.70912460685415,13.70912460685415,3521459.444884787,3521459.444884787,10564378.334654361,10564378.334654361,3,3
33,19.445436482630058,20.034692133618847,19.740064308124452,19.740064308124452,3.338481395090525,0.47238826156077734,0.47238826156077734,13.300892122974977,13.300892122974977,841073.1439976008,841073.1439976008,3364292.575990403,3364292.575990403,4,4
35,20.623947784607637,21.213203435596427,20.91857561010203,20.91857561010203,3.5373018477757276,0.5005122622920951,0.5005122622920951,12.553509235529514,12.553509235529514,1443358.350398118,1443358.350398118,11546866.803184943,11546866.803184943,8,8
40,23.570226039551585,24.159481690540375,23.86485386504598,23.86485386504598,4.033969638626976,0.5707612710431502,0.5707612710431502,11.008429663940127,11.008429663940127,1087497.2051156766,1087497.2051156766,8699977.640925413,8699977.640925413,8,8
45,26.516504294495533,27.105759945484323,26.811132119989928,26.811132119989928,4.530030935818985,0.6409137949950691,0.6409137949950691,9.80347958843346,9.80347958843346,530337.1813598138,530337.1813598138,2121348.725439255,2121348.725439255,4,4
46,27.105759945484323,27.695015596473112,27.400387770978718,27.400387770978718,4.6291639719338455,0.6549316982028935,0.6549316982028935,9.593649726254503,9.593649726254503,974881.869986043,974881.869986043,7799054.959888344,7799054.959888344,8,8
48,28.284271247461902,28.87352689845069,28.578899072956297,28.578899072956297,4.82734615831933,0.6829541628612994,0.6829541628612994,9.200010262556425,9.200010262556425,1684238.5239072216,1684238.5239072216,6736954.0956288865,6736954.0956288865,4,4
50,29.46278254943948,30.05203820042827,29.757410374933876,29.757410374933876,5.025412627922582,0.7109582245107053,0.7109582245107053,8.837629400101239,8.837629400101239,1461025.3866733802,1461025.3866733802,11688203.093387041,11688203.093387041,8,8
56,32.99831645537222,33.58757210636101,33.292944280866614,33.292944280866614,5.618871539144426,0.7948526629144975,0.7948526629144975,7.904842746756287,7.904842746756287,2511897.695327683,2511897.695327683,30142772.343932193,30142772.343932193,12,12
57,33.58757210636101,34.1768277573498,33.8821999318554,33.8821999318554,5.717667336776658,0.8088169414944767,0.8088169414944767,7.768365108141708,7.768365108141708,2021287.6473828754,2021287.6473828754,16170301.179063004,16170301.179063004,8,8
60,35.35533905932738,35.94459471031617,35.64996688482177,35.64996688482177,6.013847845408336,0.8506768909638664,0.8506768909638664,7.386100849713187,7.386100849713187,1859137.0912772706,1859137.0912772706,14873096.730218165,14873096.730218165,8,8
63,37.123106012293746,37.712361663282536,37.41773383778814,37.41773383778814,6.309706119218861,0.8924856246061207,0.8924856246061207,7.0400969314800275,7.0400969314800275,1827760.7382159007,1827760.7382159007,5483282.214647702,5483282.214647702,3,3
64,37.712361663282536,38.301617314271326,38.00698948877693,38.00698948877693,6.4082513015288916,0.9064100706631228,0.9064100706631228,6.931945606675415,6.931945606675415,1827760.9783783471,1827760.9783783471,1827760.9783783471,1827760.9783783471,1,1
65,38.301617314271326,38.890872965260115,38.59624513976572,38.59624513976572,6.506758426090494,0.9203284692128758,0.9203284692128758,6.827111751256996,6.827111751256996,1648875.1305814316,1648875.1305814316,13191001.044651452,13191001.044651452,8,8
67,39.480128616248905,40.069384267237695,39.7747564417433,39.7747564417433,6.703656263432696,0.9481467695513409,0.9481467695513409,6.626806638968736,6.626806638968736,1836793.754084277,1836793.754084277,7347175.016337108,7347175.016337108,4,4
68,40.069384267237695,40.658639918226484,40.36401209273209,40.36401209273209,6.802045860341947,0.962046494800335,0.962046494800335,6.531062002864644,6.531062002864644,942351.707035247,942351.707035247,7538813.656281976,7538813.656281976,8,8
71,41.83715122020406,42.42640687119285,42.13177904569846,42.13177904569846,7.096970697923418,1.0037069166007453,1.0037069166007453,6.259980083089248,6.259980083089248,743991.7421317559,743991.7421317559,5951933.937054047,5951933.937054047,8,8
72,42.42640687119285,43.01566252218164,42.72103469668725,42.72103469668725,7.195195815963715,1.0175805144429373,1.0175805144429373,6.174632098393947,6.174632098393947,823309.1221353919,823309.1221353919,6586472.977083135,6586472.977083135,8,8
75,44.19417382415922,44.78342947514801,44.48880164965362,44.48880164965362,7.489613984788033,1.0591604625661593,1.0591604625661593,5.9322317337606565,5.9322317337606565,1316761.5686325475,1316761.5686325475,10534092.54906038,10534092.54906038,8,8
79,46.55119642811438,47.14045207910317,46.845824253608775,46.845824253608775,7.881551059066475,1.1145018678945575,1.1145018678945575,5.637662428551475,5.637662428551475,2833442.898303128,2833442.898303128,25500986.08472815,25500986.08472815,9,9
80,47.14045207910317,47.72970773009196,47.435079904597565,47.435079904597565,7.979420909667941,1.1283190543833652,1.1283190543833652,5.568624656980019,5.568624656980019,2162724.06677999,2162724.06677999,15139068.46745993,15139068.46745993,7,7
81,47.72970773009196,48.31896338108075,48.024335555586354,48.024335555586354,8.077243914955927,1.142128804834353,1.142128804834353,5.501293094600533,5.501293094600533,1884020.76418799,1884020.76418799,15072166.11350392,15072166.11350392,8,8
