d_A,intensity_raw,intensity_normalized
9.73072852773558,1.5184153046622,0.118112018938597
9.70036365174964,1.87902362055958,0.146162431830188
9.54601468523416,2.25721531714947,0.175580592127238
9.40426715909703,2.2300313254493,0.173466048014926
9.35283401161622,1.90197142248032,0.147947458105108
9.30449267733394,1.63971082910041,0.127547157820314
9.17717972200125,1.53540263855158,0.119433402025225
9.01752109119945,1.70342823235566,0.132503503503142
8.86747677555759,1.60336900401776,0.124720259066564
8.74778090757916,1.59709348267617,0.124232109024035
8.68781766663006,1.33483288929626,0.103831808739241
8.6482985730536,1.11846789975784,0.087001561004286
8.60264675909318,0.848831227189113,0.0660275022739822
8.51913613594711,0.632557300356719,0.049204337976626
8.44973445876208,0.979141959524757,0.0761639014779892
8.36780033342168,1.24340593243743,0.0967200373899585
8.37530708338729,1.34794591896525,0.10485182375348
8.24519957159508,0.975453919930349,0.075877022255234
8.20076318034728,0.917674632951339,0.0713825810987405
8.14807044964453,1.17092001843382,0.0910816210612446
8.12486915920432,1.37253284959462,0.10676435190518
8.10180021710982,1.59381522525892,0.123977105270475
8.07314843787012,1.85935407605608,0.144632409308829
7.99399584459373,2.17868615083628,0.169472093121507
7.89995350618594,2.17488635246629,0.169176520588971
7.85106080854248,2.44288389632639,0.190023077442495
7.81880212262072,2.69530971745455,0.209658366466609
7.78415448219933,2.91757557034403,0.226947620957972
7.75507736511742,3.20016135971088,0.248928944514837
7.72360483887527,3.49520452726328,0.271879282335231
7.69238799845058,3.7377955761397,0.290749560098665
7.63070903274754,3.97055185276437,0.30885482660142
7.55999504207145,4.1803603274683,0.325175066829255
7.50535154682303,4.3990200971988,0.342183817191702
7.4224471197628,4.61189821293888,0.358742833661507
7.35081049517344,4.80486836545421,0.37375328188242
7.3178537403993,5.02942899853576,0.391221039001275
7.25282376926884,5.26665562618396,0.409674037895248
7.18442637631471,5.09991153300662,0.396703619702813
7.13954439548548,4.87043351379919,0.378853356953619
7.09522294036696,4.63915245301228,0.360862842139966
7.06452584696871,4.40131487739087,0.342362319819193
7.03842593895362,4.15413426813031,0.323135036800775
7.01251932943981,3.93121276375738,0.305794781558701
6.98680388328461,3.69517822971547,0.287434511302386
6.96127749667637,3.45914369567355,0.269074241046072
6.94014843180623,3.23622219130062,0.251733985803997
6.92333787688298,3.02477458788806,0.235286243699381
6.90243957104217,2.76743138063403,0.215268449044927
6.88166783820506,2.50353165854549,0.194740646883354
6.86102153434742,2.25930148096045,0.175742867243139
6.83640994549453,1.98392785791154,0.154322551944106
6.81197542006289,1.71183249227988,0.133157240398632
6.79174720085243,1.47579795823796,0.114796970142317
6.77565147733114,1.26926774095128,0.0987317336680423
6.75963235968136,1.05290275141286,0.0819014859330873
6.73971536074964,0.803755187701942,0.0625212006625333
6.68804532031947,0.519093168637493,0.040378374728413
6.63582224574332,0.50918034263772,0.0396072919497916
6.56187532106392,0.546859015550254,0.042538179247201
6.50221246593951,0.435279054003164,0.0338587787623977
6.43638444218627,0.160471675417234,0.0124825095662516
6.36834020653386,0.257515545552842,0.0200312002256108
6.32610661846678,0.497238119189166,0.0386783497046801
6.29826303260858,0.736550910648337,0.0572936237145547
6.27066530943162,0.969798925885595,0.0754371407803432
6.24671644214043,1.20042433518905,0.0933766548432839
6.22633507656676,1.42990235439648,0.111226917592479
6.20272556631332,1.68232817552464,0.130862206616593
6.17263433090078,1.92426357291761,0.149681483629315
6.14283592454514,2.1342359604924,0.166014474044828
6.11659085245239,2.36584484702104,0.184030489233837
6.09057087269352,2.60679676718883,0.202773265120491
6.06156387250251,2.86446780018459,0.222816560150301
6.02331842497559,3.09713041231163,0.240914540831526
5.99181697044429,3.32473514156634,0.258619087150115
5.97151858663544,3.58289791317469,0.278700632742959
5.95754691109343,3.84106068478304,0.298782178335803
5.94209995509882,4.08856911978533,0.318034961729577
5.92366991161567,4.34755145574799,0.338180258260811
5.89624003557066,4.58413236602612,0.356583029142718
5.8630606190666,4.79798402487799,0.373217773999944
5.83916575064165,5.00320293919777,0.389181008972796
5.82137314546996,5.22284618615345,0.406266260461311
5.80368960046254,5.43265466085738,0.422586500689146
5.78319530887031,5.68016309585967,0.44183928408292
5.73976702853148,5.82437661987847,0.453057131023615
5.69699197424032,5.92603240215334,0.460964565599914
5.677249710732,6.22927121324886,0.484552412804207
5.63817663289747,6.43744055924416,0.500745151155262
5.57786115381227,6.39854850533953,0.497719879351665
5.52149027844064,6.51677438874158,0.506916241991412
5.48716699015824,6.20304515391087,0.482512382775728
5.47147041457076,5.93750630311371,0.461857078737374
5.45327200353718,5.70966741261491,0.444134317864959
5.43005295977618,5.52247891409,0.429573603536688
5.40703280709607,5.31135913641917,0.413151361807428
5.38926412397064,5.10155066171524,0.396831121579593
5.37161304760275,4.86879438509057,0.378725855076839
5.34908975188899,4.60718944319411,0.358376555542757
5.32428668235065,4.36328709135079,0.339404276277898
5.29971499329459,4.16200208593171,0.323747045809319
5.27779564817733,3.95170187261519,0.30738855501845
5.25605881947863,3.72402689498725,0.289678544333713
5.23450224525732,3.50258060645209,0.27245304078074
5.21312370079673,3.26900476547311,0.254284023339596
5.19192099784207,3.03952674626568,0.236433760590401
5.17322002987207,2.82807914285313,0.219986018485786
5.15234362731742,2.59499504048673,0.201855251607676
5.13163694272853,2.39780785683921,0.186516775831046
5.11564776384715,2.15111898619124,0.167327743375662
5.10428849140383,1.91344532344069,0.148839971242567
5.09298013752043,1.65610211618665,0.128822176588113
5.07723333797397,1.40252890496245,0.109097636250253
5.05268644034456,1.18918459547277,0.0925023562596499
5.02618045896244,0.967012407080933,0.0752203875898172
4.99127384607873,0.734464746837361,0.057131348598653
4.94832465386897,0.684645168208565,0.0532560642831894
4.87617653727572,0.0300864372312013,0.00234031482239117
4.80372105360885,0.0336627180500173,0.00261850073536555
4.76002559323098,0.0381330690735382,0.00296623312658361
4.73069218192204,0.19236017938502,0.0149630006236072
4.70364301042613,0.616894514918751,0.0479859867096174
4.67121619206533,0.864551961621828,0.067250361183099
4.63737237163724,0.956896641336279,0.0744335188645466
4.61878426185538,1.26598948353404,0.0984767299144825
4.60893226746645,1.53152833433119,0.119132033952836
4.60218371423878,1.76100635353862,0.136982296702031
4.59484448306496,1.98720611532879,0.154577555697666
4.58752895959626,2.22815803549658,0.17332033158432
4.57841772042114,2.49533601500237,0.194103137499454
4.5711551231164,2.76415312321678,0.215013445291368
4.56391586526104,3.02641371659669,0.235413745576161
4.55669983508138,3.28539605255935,0.255559042107395
4.551302988772,3.49684365597191,0.272006784212011
4.54233701421188,3.76074337806044,0.292534586373584
4.53162505031875,4.0262822288576,0.313189890411938
4.52096423680788,4.3278819112445,0.336650235739451
4.5138852649487,4.60325553429341,0.358070551038485
4.50800328693663,4.92124650376655,0.382805915133797
4.5021368480306,5.20973315648445,0.405246245447071
4.49803955378747,5.49821980920236,0.427686575760344
4.49394982282692,5.75720214516502,0.447831872291578
4.48753833362284,6.07847137205541,0.472822240140451
4.48230636706763,6.49399049969171,0.505143965904171
4.47534964719013,6.99802257759372,0.544350793014009
4.47882526458477,6.69806202391545,0.521017949563276
4.46841481615707,7.52664158612511,0.585470148275547
4.47187950199652,7.24880927001326,0.563858580161343
4.46150177135392,8.02821497096419,0.624485722570215
4.46495557686508,7.7405478826006,0.602109143195332
4.45575746935522,8.4847123163161,0.659994995253435
4.45805338689679,8.23228649518793,0.64035970622932
4.44945605970386,8.89613362218083,0.691997966325205
4.44260240313791,9.28706581918776,0.722407163937226
4.43577015366103,9.68537409538351,0.753390119994757
4.4279394019983,10.0772897696156,0.783875818732846
4.42047534702444,10.4156059350757,0.81019220610023
4.41709103683026,10.6286926671969,0.826767450081625
4.41033818175079,10.9139010624975,0.848952776641339
4.40360626604059,11.2253355171362,0.873178133229531
4.39689519297272,11.5236569421058,0.896383474803484
4.39020486641518,11.8170609809496,0.919206310747097
4.38353519082627,12.1629171384694,0.94610920674767
4.37799283435751,12.4153429595975,0.965744495771783
4.35706110773256,12.7501349983341,0.991786754104091
4.35706110773256,12.8557222059813,1
4.33497501795754,12.500577652446,0.972374593364341
4.32442192619761,12.2521585903834,0.953050975594578
4.31687749481837,12.0265416299118,0.935501050599576
4.30828798411596,11.7990305651547,0.917803790102518
4.29866622175981,11.5236569421058,0.896383474803484
4.29068139625087,11.3007354377329,0.87904321956141
4.2827266707532,11.0204444285581,0.857240398632036
4.27532926814788,10.7434316768006,0.835692581456223
4.27006129681564,10.5287058159708,0.818989835598047
4.26585641439012,10.300866925472,0.801267074725632
4.2606121383537,10.0246737380688,0.779783008488209
4.25538095774559,9.66816324394295,0.752051350288567
4.2501628238559,9.34033750221806,0.726550974932575
4.24651786696603,9.11249861171926,0.70882821406016
4.24339867496642,8.86662930542559,0.689702932543166
4.24028413977789,8.64534692976129,0.672490179177871
4.2366563872624,8.37652982154688,0.651579871385957
4.23148482195596,8.08476491141173,0.628884537319124
4.22632608238759,7.77333045677309,0.604659180730931
4.22323697528202,7.52746115047942,0.585533899213937
4.21707252094385,7.22913972550977,0.562328557639984
4.20990375436494,6.93409655795737,0.539378219819591
4.20377880232269,6.69150550908095,0.520507942056156
4.1976719549066,6.41613188603204,0.499087626757123
4.19158313243292,6.1046974313934,0.47486227016893
4.18803961182076,5.88177592702048,0.457522014926855
4.18450218208036,5.65885442264755,0.44018175968478
4.17945924590921,5.35069822542615,0.416211406850148
4.17593654345376,5.085159374629,0.395556102811794
4.17241987861314,4.85568135542157,0.377705840062599
4.1674065145598,4.57375121753817,0.355775517256446
4.16240539595714,4.31149062415825,0.335375216971652
4.15642015492796,4.05578654561284,0.315484924193978
4.15045240665784,3.79352595223293,0.295084623909184
4.14450207503119,3.51487407176678,0.27340930485659
4.13856908437339,3.1747548647272,0.246952665424748
4.13265335944769,2.86577910315149,0.222918561651725
4.12528286931111,2.60187938106296,0.202390759490151
4.11793909488368,2.35109268864342,0.182882972342817
4.11062189205891,2.10030599622388,0.163375185195483
4.10333111776503,1.84951930380434,0.143867398048149
4.09655011417419,1.57414568075543,0.122447082749115
4.09075596371264,1.32827637446176,0.103321801232121
4.08449777371472,1.11191138492334,0.0864915534971659
4.0773009732548,0.869320336046915,0.0676212757337314
4.06869883476741,0.643120574256741,0.0500260167380967
4.06013358718673,0.424570079773485,0.0330257665007687
4.0402901560168,0.108764615245175,0.00846040490782934
4.03289971839576,0.041150556014415,0.00320095249065581
4.00119028170746,0.0372389988688333,0.00289668664833994
3.96937272326467,0.106797660794825,0.00830740265569338
3.95069026178007,0.253827505958437,0.0197443210028559
