d_A,intensity_raw,intensity_normalized
4.665,1.266,0.0984754200373367
4.655,1.532,0.119166148102054
4.648,1.761,0.136978842563783
4.641,1.987,0.154558182949596
4.633,2.228,0.173304293714997
4.624,2.495,0.194072806471686
4.617,2.764,0.214996888612321
4.61,3.026,0.235376477909147
4.602,3.285,0.255522713130056
4.597,3.497,0.272013067828251
4.588,3.761,0.292548226509023
4.577,4.026,0.313161169881767
4.566,4.328,0.336652146857498
4.559,4.603,0.358042937149969
4.553,4.921,0.382778469197262
4.547,5.21,0.405258245177349
4.543,5.498,0.427660236465464
4.539,5.757,0.447806471686372
4.532,6.078,0.472775357809583
4.527,6.494,0.505133789670193
4.52,6.998,0.544337274424393
4.524,6.698,0.521001866832607
4.513,7.527,0.585485376477909
4.517,7.249,0.563861232109521
4.506,8.028,0.624455507156192
4.51,7.741,0.60213130056005
4.5,8.485,0.660003111387679
4.503,8.232,0.640323584318606
4.494,8.896,0.691972619788426
4.487,9.287,0.72238643434972
4.48,9.685,0.753344741754823
4.472,10.077,0.78383634100809
4.465,10.416,0.810205351586808
4.461,10.629,0.826773490976976
4.454,10.914,0.848942128189172
4.448,11.225,0.873133167392657
4.441,11.524,0.89639079029247
4.434,11.817,0.919181705040448
4.427,12.163,0.946095208462975
4.422,12.415,0.965696950840075
4.401,12.75,0.991754822650902
4.401,12.856,1
4.378,12.501,0.97238643434972
4.368,12.252,0.953018046048538
4.36,12.027,0.935516490354698
4.351,11.799,0.917781580584941
4.342,11.524,0.89639079029247
4.334,11.301,0.879044803982576
4.326,11.02,0.85718730553827
4.318,10.743,0.835640945861854
4.313,10.529,0.818995021779714
4.309,10.301,0.801260112009957
4.303,10.025,0.779791537025513
4.298,9.668,0.752022401991288
4.293,9.34,0.726509023024269
4.289,9.112,0.708774113254512
4.286,8.867,0.68971686372122
4.283,8.645,0.672448662103298
4.279,8.377,0.651602364654636
4.274,8.085,0.628889234598631
4.269,7.773,0.604620410703174
4.265,7.527,0.585485376477909
4.259,7.229,0.562305538270068
4.252,6.934,0.539359054138146
4.246,6.692,0.520535158680772
4.24,6.416,0.499066583696329
4.233,6.105,0.474875544492844
4.23,5.882,0.45752955818295
4.226,5.659,0.440183571873055
4.221,5.351,0.416225886745488
4.218,5.085,0.395535158680772
4.214,4.856,0.377722464219042
4.209,4.574,0.355787181082763
4.204,4.311,0.335329807093964
4.198,4.056,0.315494710640946
4.192,3.794,0.295115121344119
4.186,3.515,0.273413192283759
4.18,3.175,0.246966397013068
4.174,2.866,0.222930927193528
4.167,2.602,0.202395768512757
4.159,2.351,0.182871810827629
4.152,2.1,0.163347853142502
4.144,1.85,0.143901680149347
4.138,1.574,0.122433105164904
4.132,1.328,0.103298070939639
4.125,1.112,0.0864965774735532
4.118,0.869,0.0675948973242066
4.109,0.643,0.0500155569383945
4.101,0.425,0.0330584940883634
4.081,0.109,0.00847853142501556
4.073,0.041,0.00318917237087741
4.041,0.037,0.00287803360298693
4.009,0.107,0.00832296204107032
3.99,0.254,0.0197573117610454
3.979,0.468,0.0364032358431861
3.969,0.704,0.0547604231487243
3.958,0.962,0.0748288736776602
3.943,1.245,0.0968419415059116
3.927,1.47,0.114343497199751
3.918,1.745,0.135734287492222
3.913,1.963,0.152691350342253
3.909,2.23,0.173459863098942
3.904,2.609,0.202940261356565
3.899,2.988,0.232420659614188
3.893,3.421,0.266101431238332
3.896,3.158,0.245644057249533
3.889,3.731,0.290214685749844
3.883,4.039,0.314172370877411
3.871,4.364,0.339452395768513
3.857,4.569,0.3553982576229
3.846,4.878,0.379433727442439
3.84,5.127,0.398802115743622
3.836,5.393,0.419492843808339
3.831,5.665,0.440650280024891
3.825,6.076,0.472619788425638
3.821,6.367,0.49525513378967
3.816,6.652,0.517423771001867
3.811,6.898,0.536558805227131
3.795,7.118,0.553671437461108
3.768,6.978,0.542781580584941
3.75,6.755,0.525435594275047
3.742,6.489,0.50474486621033
3.732,6.269,0.487632233976353
3.722,6.065,0.471764156813939
3.713,5.777,0.449362165525825
3.706,5.486,0.426726820161792
3.702,5.188,0.403546981953951
3.698,4.856,0.377722464219042
3.693,4.662,0.362632233976353
3.688,4.384,0.341008089607965
3.682,4.107,0.319461729931549
3.678,3.816,0.296826384567517
3.674,3.507,0.272790914747978
3.67,3.187,0.247899813316739
3.666,3,0.233354075917859
3.662,2.751,0.213985687616677
3.657,2.518,0.195861854387057
3.651,2.259,0.175715619166148
3.646,1.941,0.150980087118855
3.641,1.687,0.13122277535781
3.635,1.409,0.109598630989421
3.628,1.142,0.0888301182327318
3.621,0.902,0.0701617921593031
3.608,0.706,0.0549159925326696
3.594,0.47,0.0365588052271313
3.575,0.329,0.0255911636589919
3.553,0.418,0.0325140012445551
3.538,0.677,0.0526602364654636
3.532,0.981,0.07630678282514
3.529,1.302,0.101275668948351
3.524,1.744,0.135656502800249
3.526,1.466,0.114032358431861
3.52,2.162,0.168170504044804
3.516,2.543,0.197806471686372
3.512,2.848,0.221530802738021
3.507,3.121,0.242766023646546
3.5,3.385,0.263301182327318
3.493,3.633,0.282591785936528
3.488,3.892,0.302738021157436
3.484,4.193,0.326151213441195
3.48,4.559,0.354620410703174
3.476,4.93,0.383478531425016
3.473,5.256,0.40883634100809
3.469,5.582,0.434194150591164
3.465,5.992,0.466085874299938
3.461,6.428,0.5
3.457,6.773,0.526835718730554
3.454,7.143,0.555616054760423
3.45,7.615,0.5923304293715
3.452,7.327,0.569928438083385
3.446,7.989,0.621421904169259
3.442,8.353,0.649735532047293
3.438,8.69,0.675948973242066
3.434,9.029,0.702317983820784
3.43,9.324,0.725264467952707
3.426,9.612,0.747666459240821
3.422,9.904,0.770379589296826
3.418,10.264,0.79838207840697
3.414,10.609,0.825217797137523
3.411,10.839,0.843108276291226
3.408,11.158,0.867921593030492
3.404,11.485,0.893357187305538
3.401,11.719,0.911558805227131
3.392,12.015,0.934583074051027
3.381,12.079,0.939561294337275
3.364,11.845,0.921359676415682
3.354,11.596,0.901991288114499
3.347,11.333,0.8815339141257
3.339,11.079,0.861776602364655
3.332,10.866,0.845208462974487
3.324,10.645,0.828018046048538
3.317,10.403,0.809194150591164
3.308,10.194,0.792937149968886
3.3,9.946,0.773646546359676
3.294,9.679,0.752878033602987
3.288,9.396,0.730864965774736
3.284,9.137,0.710718730553827
3.281,8.911,0.693139390168015
3.277,8.652,0.672993154947106
3.274,8.38,0.651835718730554
3.269,8.144,0.633478531425016
3.264,7.898,0.614343497199751
3.256,7.652,0.595208462974487
3.25,7.409,0.57630678282514
3.245,7.167,0.557482887367766
3.239,6.891,0.536014312383323
3.235,6.654,0.517579340385812
3.231,6.428,0.5
3.228,6.16,0.479153702551338
3.225,5.875,0.456985065339141
3.221,5.587,0.434583074051027
3.218,5.295,0.411869943995022
3.214,5.029,0.391179215930305
3.21,4.81,0.374144368388301
3.206,4.557,0.354464841319228
3.201,4.302,0.33462974486621
3.196,4.05,0.31502800248911
3.191,3.826,0.297604231487243
3.188,3.615,0.281191661481021
3.185,3.371,0.262212196639701
3.181,3.144,0.244555071561917
3.178,2.902,0.225731176104543
3.174,2.7,0.210018668326073
3.169,2.44,0.189794648413192
3.161,2.192,0.170504044803983
3.154,1.995,0.155180460485376
3.147,1.763,0.137134411947729
3.141,1.498,0.116521468574984
3.134,1.25,0.0972308649657747
3.126,1.025,0.0797293092719353
3.112,0.803,0.0624611076540137
3.095,0.663,0.0515712507778469
3.085,0.428,0.0332918481642813
3.078,0.187,0.0145457373988799
3.062,0.03,0.00233354075917859
3.039,0.399,0.0310360920970753
3.026,0.083,0.00645612943372744
3.005,0.149,0.0115899191039203
2.987,0.119,0.00925637834474176
2.974,0.072,0.00560049782202862
2.957,0.12,0.00933416303671437
2.948,0.221,0.017190416925949
2.925,0.03,0.00233354075917859
2.899,0.179,0.0139234598630989
2.884,0.358,0.0278469197261979
2.868,0.322,0.0250466708151836
2.859,0.584,0.04542626011201
2.855,0.846,0.0658058494088363
2.851,1.102,0.085718730553827
2.846,1.353,0.105242688238955
2.839,1.591,0.123755444928438
2.828,1.78,0.138456751711263
2.817,1.679,0.130600497822029
2.812,1.443,0.11224331051649
2.807,1.2,0.0933416303671437
2.802,0.95,0.0738954573739888
2.796,0.719,0.0559271935283136
2.789,0.49,0.0381144990665837
2.776,0.281,0.0218574984443062
2.762,0.322,0.0250466708151836
2.748,0.606,0.0471375233354076
2.738,0.512,0.0398257622899813
2.727,0.26,0.0202240199128811
2.713,0.309,0.0240354698195395
2.7,0.288,0.0224019912881145
2.687,0.329,0.0255911636589919
2.677,0.386,0.0300248911014312
2.645,0.024,0.00186683260734287
2.617,0.42,0.0326695706285003
2.605,0.322,0.0250466708151836
2.593,0.285,0.0221686372121966
2.581,0.384,0.029869321717486
2.57,0.431,0.0335252022401991
2.557,0.34,0.0264467952706907
2.547,0.272,0.0211574362165526
2.536,0.511,0.0397479775980087
2.523,0.394,0.0306471686372122
2.513,0.267,0.0207685127566895
2.502,0.397,0.0308805227131301
2.489,0.469,0.0364810205351587
2.478,0.381,0.0296359676415681
2.469,0.446,0.0346919726197884
2.462,0.699,0.0543714996888612
2.453,0.783,0.0609054138145613
2.443,0.581,0.0451929060360921
2.432,0.912,0.0709396390790293
2.422,0.967,0.0752177971375233
2.413,0.95,0.0738954573739888
2.408,1.224,0.0952084629744866
2.4,1.361,0.105864965774736
2.39,1.297,0.100886745488488
2.382,1.289,0.100264467952707
2.375,1.505,0.117065961418793
2.364,1.492,0.116054760423149
2.356,1.508,0.117299315494711
2.347,1.839,0.143046048537648
2.349,1.953,0.151913503422526
2.337,1.779,0.138378967019291
2.328,1.647,0.128111387678905
2.324,1.608,0.125077784691973
2.316,1.968,0.153080273802116
2.314,2.068,0.160858742999378
2.305,1.74,0.135345364032358
2.296,1.606,0.124922215308027
2.288,1.536,0.119477286869944
2.28,1.772,0.137834474175482
2.276,1.422,0.110609831985065
2.27,1.106,0.0860298693217175
2.264,1.178,0.0916303671437461
2.257,1.414,0.109987554449284
2.258,1.583,0.123133167392657
2.252,1.073,0.083462974486621
2.248,0.813,0.0632389545737399
2.243,0.65,0.0505600497822029
2.235,0.06,0.00466708151835719
2.227,0.285,0.0221686372121966
2.222,0.03,0.00233354075917859
