pdb_file,residue_count,mean_radius_xy,min_radius_xy,max_radius_xy,z_min,z_max,z_span,angle_min,angle_max,angular_coverage_rad
outputs/intermediates/ladder_structures/hexads_plus_scaffold_blocks_1_2_3_heavy_deduped.pdb,135,8.951498,5.523221,13.868490,-2.417000,50.017200,52.434200,-3.080925,3.137911,6.218836
