pdb_file,residue_count,mean_radius_xy,min_radius_xy,max_radius_xy,z_min,z_max,z_span,angle_min,angle_max,angular_coverage_rad
outputs/intermediates/ladder_structures/hexads_plus_scaffold_blocks_1_2_3_4_5_heavy_deduped.pdb,165,10.182402,5.550415,13.868490,-2.417000,50.017200,52.434200,-3.080925,3.128089,6.209014
