pdb_file,residue_count,mean_radius_xy,min_radius_xy,max_radius_xy,z_min,z_max,z_span,angle_min,angle_max,angular_coverage_rad
outputs/intermediates/ladder_structures/scaffold_blocks_1_2_heavy_deduped.pdb,60,12.099917,10.312854,13.868490,-2.374900,50.017200,52.392100,-3.044517,3.030090,6.074607
