q_Ainv,d_A,intensity,intensity_norm
0.65,9.66643893412244,745.6103567419415,0.11427701267644053
0.655,9.5926493239383,713.1003858282402,0.10929432657957669
0.66,9.519977738150887,688.6039255212075,0.10553984237784561
0.665,9.448398958164791,671.0120100247816,0.10284359287968617
0.67,9.377888518178487,659.1749926856701,0.10102937588513729
0.675,9.30842267730309,652.016030978911,0.09993214762064764
0.68,9.239978392911155,648.6293436952003,0.09941308226412163
0.685,9.17253329515268,648.3572522058591,0.09937137978199348
0.69,9.10606566257911,650.8417547065745,0.09975217052772499
0.695,9.04055439881955,656.0482920335294,0.10055015774280697
0.7,8.975979010256552,664.2613188752889,0.10180893877236359
0.705,8.912319584651895,676.0531720459971,0.103616233617564
0.71,8.849556770675473,692.2294163502294,0.1060955082932667
0.715,8.787671758293127,713.7552542699202,0.10939469590590724
0.72,8.726646259971648,741.6686361489436,0.11367287936458403
0.725,8.666462492661498,776.9863558744332,0.1190858990045052
0.73,8.607103160519982,820.6096430868122,0.1257718830452049
0.735,8.548551438339572,873.2355730208844,0.1338376696961096
0.74,8.49079095564809,935.2800402737075,0.143347001623493
0.745,8.43380578144911,1006.8171358332996,0.15431123448611223
0.75,8.377580409572781,1087.5385977173828,0.16668312208072197
0.755,8.322099744608723,1176.7356570676257,0.1803540339583541
0.76,8.267349088394193,1273.304162897252,0.19515474087591717
0.765,8.213314127032138,1375.7724305125746,0.2108596830234173
0.77,8.159980918415046,1482.349907358006,0.2271944288626623
0.775,8.107335880231725,1590.9935630263165,0.243845850484907
0.78,8.055365778435366,1699.4879515724062,0.26047439447319193
0.785,8.004057716152339,1805.5342118435638,0.2767277226622617
0.79,7.953399123012134,1906.8428946428628,0.29225493942340963
0.795,7.9033777448799825,2001.2254442242095,0.30672061270358286
0.8,7.853981633974483,2086.6794069063976,0.31981783364262134
0.805,7.8051991393535225,2161.4629648710584,0.33127964009989763
0.81,7.757018897752575,2224.155156537177,0.3408882464141236
0.815,7.709429824760229,2273.6990921377464,0.3484816668990627
0.82,7.662421106316569,2309.426541577443,0.3539574843358773
0.825,7.615982190520711,2331.0633940997527,0.35727368675663584
