q_Ainv,d_A,intensity,intensity_norm
0.65,9.66643893412244,739.3546178604139,0.11353945586669238
0.655,9.5926493239383,711.7255874849218,0.10929658647874473
0.66,9.519977738150887,691.431721147916,0.10618014615947965
0.665,9.448398958164791,677.3782466400429,0.10402201552755386
0.67,9.377888518178487,668.4380722693778,0.10264911204000128
0.675,9.30842267730309,663.5641875694998,0.10190065087750454
0.68,9.239978392911155,661.8867424345623,0.10164305296269312
0.685,9.17253329515268,662.7888569839403,0.10178158674958175
0.69,9.10606566257911,665.9569563750687,0.10226809792069103
0.695,9.04055439881955,671.4033367245966,0.10310447473689045
0.7,8.975979010256552,679.4606226257991,0.10434179690258176
0.705,8.912319584651895,690.7496502982777,0.10607540352142787
0.71,8.849556770675473,706.1239916447752,0.10843637389832443
0.715,8.787671758293127,726.5957296043687,0.11158012918493383
0.72,8.726646259971648,753.2481327556205,0.11567302220031792
0.725,8.666462492661498,787.1415111827803,0.12087788012795195
0.73,8.607103160519982,829.2187470943301,0.12733949726587826
0.735,8.548551438339572,880.216790081669,0.13517104374056577
0.74,8.49079095564809,940.589820483011,0.14444226604066882
0.745,8.43380578144911,1010.4488688500686,0.15517021464253736
0.75,8.377580409572781,1089.5215059841073,0.16731305378530734
0.755,8.322099744608723,1177.1338694731846,0.18076730136481287
0.76,8.267349088394193,1272.2158587029887,0.19536862670868568
0.765,8.213314127032138,1373.3289013631488,0.21089611455732132
0.77,8.159980918415046,1478.7143563976356,0.2270796980933322
0.775,8.107335880231725,1586.3594475835707,0.2436102840729534
0.78,8.055365778435366,1694.076681390807,0.26015194867948715
0.785,8.004057716152339,1799.5920388235118,0.2763554807587994
0.79,7.953399123012134,1900.636871404047,0.29187249388375286
0.795,7.9033777448799825,1995.0383848815638,0.3063693215416996
0.8,7.853981633974483,2080.803850314106,0.31953994906215
0.805,7.8051991393535225,2156.1942131832893,0.3311173174466613
0.81,7.757018897752575,2219.7835345029894,0.34088245147999474
0.815,7.709429824760229,2270.501639056268,0.34867100903338305
0.82,7.662421106316569,2307.6584024619037,0.354377010723143
0.825,7.615982190520711,2330.949214204642,0.357953678844344
0.83,7.570102779734442,2340.4422415275544,0.359411481542446
0.835,7.524772822969565,2336.549126501736,0.3588136328904189
0.84,7.479982508547127,2319.9816202836605,0.3562694334012592
0.845,7.435722257017262,2291.6973493555915,0.35192594158666507
0.85,7.391982714328925,2252.8383855684046,0.3459585404271126
0.855,7.348754745239282,2204.66653591507,0.33856100010531226
0.86,7.306029426953008,2148.499274202598,0.32993563931320563
0.865,7.263798042982181,2085.650014093644,0.32028415324411874
0.87,7.222052077217915,2017.3759930726492,0.3097996103613172
0.875,7.180783208205241,1944.8364324894487,0.2986600272188467
0.88,7.139983303613167,1869.0629013805008,0.2870238173631424
0.885,7.099644414892188,1790.94298869588,0.2750272839483205
0.89,7.059758772111895,1711.2175303711788,0.2627841939097347
0.895,7.020318778971604,1630.490794983006,0.25038734213055497
0.9,6.981317007977318,1549.252252371021,0.23791189435387083
0.905,6.942746195778548,1467.9078761283502,0.22542019416927547
0.91,6.904599238658886,1386.8183982881148,0.2129676376178092
0.915,6.866869188174411,1306.341568731422,0.20060916278446678
0.92,6.829549246934333,1226.8752884147034,0.1884058735793215
0.925,6.792632764518471,1148.8984893216714,0.17643131749300148
0.93,6.7561132335264364,1073.006819326551,0.16477696556510518
0.935,6.719984285753568,999.9405412339886,0.153556496717773
0.94,6.684239688488922,930.6025477611792,0.14290856423772272
0.945,6.64887334093078,866.0649967174411,0.13299781471176478
0.95,6.613879270715354,807.563746598593,0.1240140335253608
0.955,6.579251630554541,756.4804828090759,0.11616940006470731
0.96,6.544984694978736,714.3131286490018,0.10969394386139351
0.965,6.511072857180919,682.635794482815,0.10482939416135328
0.97,6.477510625958336,663.0500981495812,0.10182170441312281
0.975,6.444292622748294,657.130160050346,0.1009126054039129
0.98,6.41141357875468,666.3639146202728,0.10233059271899857
0.985,6.378868332162017,692.0935710452944,0.10628178355430817
0.99,6.346651825433925,735.4580934898165,0.1129410836564948
