q_Ainv,d_A,intensity,intensity_norm
0.65,9.66643893412244,618.8817394654945,0.09668387534284004
0.655,9.5926493239383,612.290619732047,0.09565418750744074
0.66,9.519977738150887,610.0322322112368,0.0953013742902881
0.665,9.448398958164791,610.9653040427444,0.09544714204346387
0.67,9.377888518178487,613.9747627135127,0.09591729022916619
0.675,9.30842267730309,618.0754391070582,0.09655791227369005
0.68,9.239978392911155,622.5004615643469,0.0972492047975562
0.685,9.17253329515268,626.7689012480413,0.09791603541150058
0.69,9.10606566257911,630.7288767997295,0.09853467667716595
0.695,9.04055439881955,634.5741228985373,0.09913539450542302
0.7,8.975979010256552,638.8338535406838,0.09980086456236001
0.705,8.912319584651895,644.3374923795047,0.10066066231933397
0.71,8.849556770675473,652.1573966603896,0.10188231518525792
0.715,8.787671758293127,663.5339826997018,0.10365960534638292
0.72,8.726646259971648,679.7886053781808,0.10619895949528424
0.725,8.666462492661498,702.2301116196616,0.10970485028765244
0.73,8.607103160519982,732.0611632189751,0.11436516176600503
0.735,8.548551438339572,770.2902171104971,0.12033743860861286
0.74,8.49079095564809,817.654493257787,0.12773685190311956
0.745,8.43380578144911,874.5584032203302,0.13662658024134836
0.75,8.377580409572781,941.0308227794947,0.14701113469911248
0.755,8.322099744608723,1016.7033468525765,0.15883296174264222
0.76,8.267349088394193,1100.810346593837,0.17197245214910895
0.765,8.213314127032138,1192.2103394144287,0.1862512795060684
0.77,8.159980918415046,1289.4269601269564,0.20143880086732233
0.775,8.107335880231725,1390.706753817653,0.21726108535805067
0.78,8.055365778435366,1494.0901539078886,0.23341200261645298
0.785,8.004057716152339,1597.4914023960494,0.24956570821416152
0.79,7.953399123012134,1698.782836801924,0.2653898112582312
0.795,7.9033777448799825,1795.8789158719142,0.2805585011814291
0.8,7.853981633974483,1886.8155728982188,0.2947649445959969
0.805,7.8051991393535225,1969.82094560589,0.30773233496460856
0.81,7.757018897752575,2043.3741961451747,0.3192230816658163
0.815,7.709429824760229,2106.2499550684392,0.3290457531879615
0.82,7.662421106316569,2157.5468440145983,0.33705953304294534
0.825,7.615982190520711,2196.699494951144,0.3431760974543627
0.83,7.570102779734442,2223.4744315902694,0.3473589719378875
0.835,7.524772822969565,2237.9510572393124,0.34962056115660617
0.84,7.479982508547127,2240.4897558823636,0.35001716556013857
0.845,7.435722257017262,2231.689721857897,0.34864239338901404
0.85,7.391982714328925,2212.339561043112,0.34561944341848116
0.855,7.348754745239282,2183.3639377079644,0.3410927699429703
0.86,7.306029426953008,2145.7695729121706,0.3352196464563264
0.865,7.263798042982181,2100.5937408060713,0.32816211956334124
0.87,7.222052077217915,2048.858077257638,0.32007979280150156
0.875,7.180783208205241,1991.5300385103883,0.31112380557739056
0.88,7.139983303613167,1929.4937605447772,0.3014322807139472
0.885,7.099644414892188,1863.5314114434457,0.291127411251581
0.89,7.059758772111895,1794.3154403946198,0.2803142495603054
0.895,7.020318778971604,1722.411448716312,0.269081155861205
0.9,6.981317007977318,1648.2907785433167,0.2575017648752585
0.905,6.942746195778548,1572.3513670835812,0.24563824374839052
0.91,6.904599238658886,1494.9449758732335,0.23354554590116697
0.915,6.866869188174411,1416.4085950522492,0.2212763171148534
0.92,6.829549246934333,1337.0976539882756,0.20888608381151633
0.925,6.792632764518471,1257.4186448241142,0.1964383496189997
0.93,6.7561132335264364,1177.8588797672926,0.1840092441590409
0.935,6.719984285753568,1099.0113437128819,0.17169140561114857
0.94,6.684239688488922,1021.5929521549526,0.15959683302754862
0.945,6.64887334093078,946.4549562236359,0.14785851184455745
0.95,6.613879270715354,874.5847244248728,0.13663069223221283
0.955,6.579251630554541,807.0986446872315,0.12608778022714007
0.96,6.544984694978736,745.2264008457036,0.11642188134971872
0.965,6.511072857180919,690.2873563429564,0.10783911118308578
0.97,6.477510625958336,643.6601992316687,0.10055485320896583
0.975,6.444292622748294,606.7473452156139,0.09478819772593444
0.98,6.41141357875468,580.9358433365711,0.09075583439874987
0.985,6.378868332162017,567.5566717170594,0.08866569329656043
0.99,6.346651825433925,567.844344423608,0.08871063453545286
0.995,6.314759102693052,582.8986771531366,0.09106247517991663
1.0,6.283185307179586,613.6503870902535,0.09586661513193269
1.005,6.251925678785659,660.8319442298039,0.10323748342237722
1.01,6.220975551662956,724.9547653960426,0.11325497538073143
1.015,6.19033035190107,806.2934690985401,0.12596199287346346
1.02,6.159985595274104,904.8775122888583,0.1413631377688321
1.025,6.129936885053255,1020.490132795634,0.1594245467203874
1.03,6.100179909883093,1152.6741468884593,0.18007479688272793
1.035,6.070710441719408,1300.7438213337446,0.20320676060569548
1.04,6.041524333826525,1463.8017716862107,0.2286802453447226
1.045,6.0126175188321405,1640.7596475961218,0.2563252251920582
1.05,5.983986006837701,1830.3612609946208,0.28594545404297567
1.055,5.955625883582546,2031.2067982545448,0.3173222481044312
1.06,5.927533308659987,2241.7768314321024,0.3502182370154302
1.065,5.899704513783649,2460.454999722102,0.3843809072234914
1.07,5.8721358011024165,2685.548458587078,0.41954579661930047
1.075,5.844823541562406,2915.305474651332,0.4554392432727507
1.08,5.817764173314432,3147.9298600492934,0.4917806404174555
1.085,5.790954200165517,3381.592268944623,0.528284201232572
