bin_index,q_Ainv,d_A,mean_intensity,intensity_norm,pixel_count
0,0.00403403372418,1557.54407047,7140543567.99,4.49150037568,1
4,0.0363060339248,173.061737346,6591583453.11,4.14619689301,4
6,0.0524416206609,119.81295063,6082105350.89,3.82572814077,4
9,0.0766440797421,81.9787428895,5160219139.4,3.2458490005,4
10,0.0847112486321,74.1717942852,4754648081.98,2.99073921237,8
13,0.108911551431,57.6907153065,3535520764.35,2.22389131725,8
14,0.116977857885,53.7126035712,3097594950.05,1.94842994085,8
16,0.133109671368,47.2030712917,2390839559.63,1.50387105379,8
18,0.149240299319,42.1011304308,1775053245.52,1.11653297024,4
19,0.157305123874,39.9426614495,1589790264,1,12
20,0.165369598238,37.9948029997,1236222694.63,0.777601123006,8
23,0.189560740935,33.1460263143,702256246.95,0.441728863772,20
24,0.197623635311,31.7936935898,474122411.938,0.298229535477,8
26,0.21374808683,29.3952820835,372360478.167,0.234219875791,4
27,0.221809608176,28.3269302843,248197503.031,0.156119652165,12
28,0.229870636058,27.3335708072,159936492.336,0.100602259278,8
29,0.237931152593,26.4075773126,123234021.496,0.0775158989753,16
31,0.254050580123,24.7320250327,66398965.0049,0.0417658646607,8
32,0.262109455385,23.9716087234,31696829.9561,0.0199377431564,16
33,0.270167747835,23.2566076356,27259837.0902,0.0171468134556,16
35,0.286282512914,21.9474994935,17291709.7853,0.0108767239157,8
36,0.294338949869,21.3467681052,23184279.738,0.0145832316772,8
37,0.302394732666,20.7780911122,27233871.6767,0.0171304808524,20
38,0.310449843489,20.2389707676,29948426.3938,0.0188379732044,8
39,0.318504264529,19.727162261,24872663.4118,0.0156452482916,20
41,0.334610966076,18.7775833556,36024851.7636,0.0226601285588,12
42,0.342663211012,18.336328807,41146580.0507,0.0258817662824,24
43,0.350714695025,17.9153750792,23767565.8623,0.0149501266931,8
44,0.358765400354,17.5133535759,35475471.267,0.0223145606502,8
45,0.366815309246,17.1290160165,24614731.2493,0.0154830054044,12
46,0.37486440396,16.7612214999,38250769.403,0.0240602614504,20
47,0.382912666764,16.4089252003,29274564.1619,0.0184141045677,16
48,0.390960079939,16.0711684634,28361950.1659,0.0178400577788,8
49,0.399006625774,15.7470701019,16961730.7418,0.0106691625467,16
50,0.407052286571,15.4358187252,13521783.9722,0.00850538859017,8
51,0.415097044641,15.1366659635,23134493.6225,0.014551915524,28
52,0.423140882309,14.8489204657,12506794.7015,0.00786694634176,20
54,0.439225725792,14.3051395631,9141918.68604,0.00575039292483,16
55,0.447266696314,14.0479614489,11183890.3153,0.00703482123939,20
56,0.455306675848,13.7998971693,8113472.73159,0.00510348623673,24
57,0.463345646778,13.5604712181,8232043.93205,0.00517806915697,8
58,0.471383591502,13.3292406025,5928850.72118,0.00372932886523,16
59,0.479420492429,13.1057921103,5411477.06782,0.00340389370245,12
60,0.487456331983,12.8897398493,6033979.38868,0.00379545624686,28
61,0.495491092601,12.6807230261,6103961.65661,0.00383947605848,16
62,0.503524756734,12.4784039377,4926341.70884,0.00309873687141,16
63,0.511557306845,12.282466154,5208268.38328,0.00327607263752,16
64,0.519588725413,12.0926128684,5608574.61686,0.00352787077885,20
65,0.527618994931,11.9085653996,5492953.94103,0.0034551437793,28
66,0.535648097905,11.7300618293,5582497.23324,0.00351146774494,24
67,0.543676016858,11.5568557603,5638643.98699,0.00354678482734,8
68,0.551702734327,11.3887151834,4643535.4006,0.00292084780349,24
69,0.559728232864,11.2254214425,6807285.67468,0.00428187656501,20
70,0.567752495035,11.0667682875,6485987.25351,0.00407977542724,32
72,0.583797240629,10.7626156307,4726208.11889,0.00297285008339,28
73,0.591817689266,10.616758203,4893175.09874,0.00307787461627,16
74,0.599836831965,10.4748241061,7838918.53224,0.00493078785911,36
75,0.607854651373,10.3366574443,5986027.74296,0.00376529400043,16
76,0.615871130155,10.2021104733,5612403.39525,0.00353027913327,24
77,0.623886250991,10.0710430743,5630646.69487,0.00354175442031,16
78,0.63189999658,9.94332226806,7255981.09083,0.00456411216948,16
79,0.639912349636,9.81882176638,7335739.91572,0.00461428157025,40
80,0.647923292892,9.69742155609,9391493.31414,0.00590737880765,8
81,0.655932809098,9.57900751423,7279755.02625,0.00457906630272,24
82,0.663940881022,9.46347105107,6371733.09714,0.00400790798726,24
83,0.671947491452,9.35070877875,8277308.62338,0.00520654127204,36
84,0.679952623191,9.24062220349,10489876.6279,0.0065982770592,16
85,0.687956259062,9.1331174394,8477485.04217,0.00533245499998,36
86,0.695958381907,9.02810494208,7988444.81608,0.00502484195368,16
87,0.703958974588,8.9254992606,9671367.5846,0.00608342358337,16
88,0.711958019983,8.8252188062,9597912.48878,0.00603721931511,36
89,0.719955500993,8.7271856365,9849460.12309,0.00619544624606,32
90,0.727951400535,8.63132525408,10313547.997,0.00648736391871,16
91,0.735945701548,8.53756641823,10501305.5511,0.00660546600951,28
92,0.743938386991,8.4458409689,10302648.8147,0.00648050818275,36
93,0.751929439841,8.35608366193,10867990.9337,0.00683611617197,40
94,0.759918843099,8.26823201483,10995961.6566,0.00691661152145,8
95,0.767906579782,8.18222616215,11680146.3395,0.00734697312216,40
96,0.775892632932,8.09800871988,10371276.2899,0.00652367581105,16
97,0.783876985609,8.01552465824,11522778.4211,0.00724798653136,36
98,0.791859620896,7.93472118211,12182054.3984,0.00766268021277,28
99,0.799840521896,7.85554761878,11033688.3608,0.00694034213864,32
100,0.807819671733,7.77795531235,11039327.8385,0.00694388944788,16
101,0.815797053555,7.70189752439,11616034.2779,0.00730664575129,32
102,0.82377265053,7.62732934036,11467995.7973,0.00721352750547,36
103,0.83174644585,7.55420758157,10867377.997,0.00683573062634,32
104,0.839718422726,7.48249072205,9869278.34215,0.00620791217915,24
105,0.847688564395,7.41213881028,11675492.3153,0.00734404567679,36
106,0.855656854115,7.34311339524,10200876.7417,0.00641649214539,28
107,0.863623275167,7.27537745664,9728201.03997,0.00611917261056,32
108,0.871587810855,7.20889533897,10564284.8724,0.00664508087116,40
109,0.879550444507,7.1436326892,9376220.78807,0.00589777217814,16
110,0.887511159473,7.07955639782,8443636.6222,0.00531116387704,32
111,0.895469939128,7.01663454308,9914657.24211,0.00623645613302,40
112,0.903426766871,6.95483633825,8590313.47823,0.00540342564222,40
113,0.911381626124,6.89413208153,8502850.85924,0.00534841044873,24
114,0.919334500334,6.83449310877,8187844.86282,0.0051502673329,40
115,0.927285372971,6.77589174846,7650306.43552,0.00481214824922,8
116,0.935234227531,6.71830127921,8006271.01293,0.00503605487733,60
117,0.943181047535,6.66169588925,8304987.01231,0.00522395136037,24
118,0.951125816527,6.6060506381,7712270.51177,0.0048511245077,52
119,0.959068518079,6.55134142007,7615866.40497,0.00479048499506,16
120,0.967009135786,6.49754492968,8491004.23185,0.00534095875673,36
121,0.97494765327,6.44463862865,7076783.86194,0.0044513946413,48
122,0.982884054177,6.39260071468,8931965.82168,0.0056183296778,40
123,0.99081832218,6.34141009157,9199376.76785,0.00578653485066,24
124,0.998750440978,6.29104634089,9262762.75626,0.00582640551149,44
125,1.0066803943,6.24148969502,6940774.29308,0.00436584274685,28
126,1.01460816589,6.19272101136,10505198.355,0.00660791463688,48
127,1.02253373952,6.14472174786,10715320.8881,0.00674008460788,24
128,1.03045709902,6.09747393964,9953596.58277,0.00626094951528,40
129,1.0383782282,6.0509601767,10451510.8883,0.00657414447995,28
130,1.04629711092,6.00516358268,11847454.3774,0.00745221218531,48
131,1.05421373108,5.96006779456,10342844.5877,0.00650579187828,52
132,1.06212807258,5.91565694326,14120864.1185,0.00888221826381,40
133,1.07004011937,5.87191563519,13190084.684,0.00829674516362,24
134,1.07794985541,5.82882893454,13379628.9647,0.00841597113007,44
135,1.0858572647,5.78638234641,13829778.2251,0.00869912122263,48
136,1.09376233127,5.74456180063,12481257.0743,0.00785088282209,24
137,1.10166503917,5.70335363635,14270066.0526,0.00897606833795,52
138,1.10956537248,5.66274458722,9954479.41422,0.00626150482844,16
139,1.11746331532,5.62272176729,17699251.2107,0.0111330730924,68
140,1.12535885181,5.58327265748,13589481.858,0.00854797149393,24
141,1.13325196614,5.54438509256,13504755.0841,0.00849467718472,56
142,1.1411426425,5.50604724878,11382389.6025,0.00715968002842,32
143,1.14903086511,5.46824763197,19370486.202,0.012184302949,36
144,1.15691661823,5.43097506613,12468083.9046,0.00784259671666,52
145,1.16479988614,5.39421868247,13248008.1443,0.00833317981895,56
146,1.17268065317,5.35796790897,10449793.5481,0.00657306424927,24
147,1.18055890366,5.32221246029,10305274.7244,0.00648215991617,40
148,1.18843462198,5.28694232813,13163684.932,0.00828013935556,52
149,1.19630779255,5.25214777195,10725744.0305,0.0067466409082,56
150,1.20417839978,5.21781931009,8095577.44004,0.00509222985156,20
151,1.21204642816,5.18394771122,7766404.07638,0.00488517526637,48
152,1.21991186219,5.15052398615,7041624.6598,0.00442927901829,32
153,1.22777468638,5.11753937989,8686426.76291,0.00546388222373,60
154,1.2356348853,5.08498536414,5677650.90198,0.00357132071479,56
155,1.24349244355,5.05285362994,5330997.44159,0.00335327090769,56
156,1.25134734573,5.02113608073,3840390.55762,0.00241565862151,8
157,1.25919957652,4.98982482551,4898115.06685,0.00308098192433,64
158,1.26704912058,4.95891217247,4307207.08003,0.00270929265173,64
159,1.27489596265,4.92839062265,4042864.38088,0.00254301744855,24
160,1.28274008747,4.89825286398,4162332.46032,0.00261816451804,48
161,1.29058147981,4.8684917655,4286834.32977,0.00269647791086,40
162,1.29842012451,4.83910037175,4127472.16843,0.0025962369137,60
163,1.30625600639,4.81007189743,4477168.54461,0.00281620075679,40
164,1.31408911034,4.78139972223,5270813.32994,0.0033154142715,68
165,1.32191942128,4.75307738584,5515378.16565,0.00346924892582,24
166,1.32974692414,4.72509858314,4692693.22663,0.00295176875397,40
167,1.3375716039,4.69745715956,7570757.83448,0.00476211108216,68
168,1.34539344558,4.67014710665,6483888.81862,0.00407845548275,72
169,1.35321243422,4.64316255771,8011533.53487,0.0050393650762,16
170,1.36102855489,4.6164977837,7254063.78185,0.0045629061557,52
171,1.3688417927,4.59014718917,9995600.69509,0.00628737068119,60
172,1.37665213281,4.56410530841,8795459.84546,0.00553246553628,56
173,1.38445956038,4.53836680174,10026703.2104,0.00630693459223,48
174,1.39226406063,4.51292645184,8080641.50295,0.00508283494116,56
175,1.40006561882,4.4877791603,8025352.3583,0.00504805730671,24
176,1.40786422021,4.46291994427,11609646.875,0.00730262798683,76
177,1.41565985012,4.43834393315,9836683.2247,0.00618740940077,60
178,1.4234524939,4.4140463655,8192435.46833,0.00515315488707,32
179,1.43124213694,4.39002258597,8594647.11104,0.00540615155702,40
180,1.43902876466,4.36626804236,8125135.96257,0.00511082256986,68
181,1.44681236251,4.34277828279,11099660.1723,0.00698183931786,72
182,1.45459291598,4.31954895296,7703010.24126,0.00484529966985,40
183,1.46237041058,4.29657579345,7881676.99787,0.00495768352365,52
184,1.4701448319,4.27385463722,6173215.95219,0.00388303796545,56
185,1.4779161655,4.25138140703,9271446.13176,0.00583186747443,52
186,1.48568439704,4.22915211312,7768582.7807,0.00488654570143,48
187,1.49344951217,4.20716285082,6051129.27347,0.0038062437609,72
188,1.5012114966,4.1854097983,5593224.51615,0.00351821535383,40
189,1.50897033606,4.16388921441,5872793.81696,0.00369406829942,40
190,1.51672601633,4.14259743655,6828479.96461,0.00429520806565,80
191,1.52447852321,4.1215308786,5674872.81632,0.0035695732606,56
192,1.53222784256,4.10068602896,5545789.51552,0.00348837808428,32
193,1.53997396026,4.08005944862,5506737.00185,0.00346381351463,80
194,1.54771686222,4.05964776927,6495263.51396,0.00408561032298,44
195,1.55545653441,4.03944769152,6152994.19618,0.00387031820205,80
196,1.56319296281,4.01945598315,6050796.80589,0.0038060346342,52
197,1.57092613345,3.99966947737,5961371.98449,0.00374978518833,48
198,1.57865603241,3.98008507122,6658611.08137,0.00418835819552,40
199,1.58638264578,3.96069972393,6814468.44215,0.0042863946248,76
200,1.59410595971,3.94151045539,6991086.02194,0.00439748951813,64
201,1.60182596037,3.92251434466,6400076.5816,0.00402573642986,56
202,1.60954263398,3.90370852847,7011450.66235,0.00441029915778,48
203,1.61725596679,3.88509019983,7723321.24098,0.00485807556877,60
204,1.62496594509,3.86665660665,7721395.15696,0.00485686403536,68
205,1.63267255522,3.84840505041,6671634.87117,0.00419655033891,64
206,1.64037578354,3.83033288484,7529187.84235,0.00473596298384,56
207,1.64807561645,3.81243751468,7376172.14356,0.00463971399914,64
208,1.6557720404,3.79471639446,8036137.32749,0.00505484120106,52
209,1.66346504186,3.7771670273,7798700.56484,0.00490549020299,64
210,1.67115460736,3.75978696377,6988207.68942,0.00439567900728,68
211,1.67884072345,3.74257380073,6474621.00285,0.00407262589883,56
212,1.68652337673,3.72552518031,5840532.76938,0.0036737756556,56
213,1.69420255383,3.70863878878,9523109.84407,0.00599016742003,84
214,1.70187824143,3.69191235555,6822280.06225,0.00429130824157,64
215,1.70955042624,3.6753436522,6038303.42492,0.00379817612528,48
216,1.717219095,3.65893049143,5569002.9462,0.0035029796523,60
217,1.72488423452,3.6426707262,4923442.58003,0.0030969132794,48
218,1.73254583161,3.62656224876,11469815.9914,0.00721467243265,92
219,1.74020387315,3.61060298975,7953012.11018,0.00500255429304,40
220,1.74785834605,3.59479091735,4937763.02691,0.00310592103797,80
221,1.75550923724,3.57912403643,4627946.43416,0.00291104212862,48
222,1.76315653372,3.56360038773,12408274.5887,0.00780497583218,76
223,1.77080022251,3.54821804702,10093690.5659,0.00634907056263,84
224,1.77844029068,3.5329751244,5589588.9306,0.00351592852038,56
225,1.78607672532,3.51786976343,6463065.92942,0.00406535759829,40
226,1.7937095136,3.50290014049,4344928.34019,0.00273301984456,88
227,1.80133864268,3.488064464,20011369.0507,0.012587427099,68
228,1.80896409981,3.47336097375,10203765.8345,0.00641830942455,64
229,1.81658587223,3.45878794019,7326007.13298,0.00460815951569,60
230,1.82420394725,3.44434366379,4848329.43026,0.00304966607235,80
231,1.83181831223,3.43002647437,4719568.88438,0.00296867391332,32
232,1.83942895454,3.41583473048,20005074.2021,0.0125834675524,92
233,1.84703586161,3.4017668188,8809385.56791,0.00554122500774,72
234,1.85463902091,3.38782115351,6016709.87482,0.00378459348449,80
235,1.86223841994,3.37399617572,5311617.56189,0.0033410806961,40
236,1.86983404626,3.36029035291,14637377.2282,0.00920711213277,88
237,1.87742588744,3.34670217835,13309809.8925,0.00837205397084,80
238,1.88501393112,3.33323017059,7155405.26143,0.00450084858581,64
239,1.89259816496,3.31987287292,5282562.5219,0.00332280467527,64
240,1.90017857668,3.30662885283,4875542.59619,0.003066783529,64
241,1.90775515403,3.29349670156,20913629.0271,0.0131549610667,60
242,1.9153278848,3.28047503357,9153284.50916,0.00575754218431,92
243,1.92289675682,3.26756248607,5119149.51551,0.00322001564071,72
244,1.93046175798,3.25475771857,5655238.0075,0.00355722269508,48
245,1.93802287617,3.24205941242,8700935.68004,0.00547300853269,84
246,1.94558009937,3.22946627034,11468674.1145,0.00721395417638,80
247,1.95313341557,3.21697701605,6043653.92952,0.00380154166647,72
248,1.96068281281,3.20459039377,6555383.04029,0.00412342633412,56
249,1.96822827918,3.19230516788,4156562.53558,0.00261453515581,92
250,1.97576980279,3.18012012246,11034152.8007,0.00694063427772,68
251,1.98330737181,3.16803406093,6864995.84765,0.00431817705966,72
252,1.99084097444,3.15604580569,5611213.47126,0.00352953065467,72
253,1.99837059894,3.14415419768,4431720.93457,0.00278761358334,80
254,2.0058962336,3.13235809607,4959274.85963,0.00311945227741,48
255,2.01341786674,3.12065637788,7533841.92356,0.0047388904651,104
256,2.02093548675,3.10904793764,5100134.0941,0.00320805467841,80
257,2.02844908203,3.09753168706,4560965.66599,0.00286891030175,72
258,2.03595864105,3.08610655468,4613813.67637,0.00290215242907,56
259,2.0434641523,3.07477148552,5050801.93814,0.00317702407199,76
260,2.05096560433,3.06352544086,5275859.96867,0.00331858867685,88
261,2.05846298572,3.05236739779,4660422.47669,0.00293147000723,80
262,2.0659562851,3.04129634905,4358973.51374,0.00274185445241,76
263,2.07344549114,3.03031130263,4269076.50816,0.00268530799618,72
264,2.08093059255,3.01941128151,4711382.6992,0.00296352468996,76
265,2.08841157808,3.00859532342,4361287.01122,0.00274330967423,104
266,2.09588843653,2.9978624805,3851255.94104,0.00242249309753,56
267,2.10336115673,2.98721181908,3966776.40263,0.00249515706094,72
268,2.11082972758,2.97664241937,4145839.5164,0.00260779022887,48
269,2.11829413799,2.96615337526,4091933.9257,0.00257388286893,120
270,2.12575437693,2.955743794,3771235.20328,0.00237215894995,72
271,2.13321043341,2.94541279603,3642763.8957,0.0022913487258,80
272,2.14066229647,2.93515951466,3843123.89079,0.00241737792577,80
273,2.14810995523,2.9249830959,3796281.12005,0.002387913177,76
274,2.15555339881,2.91488269818,3721734.80931,0.00234102251951,96
275,2.16299261639,2.90485749215,3690036.47688,0.00232108383127,68
276,2.17042759719,2.89490666047,3573205.73553,0.00224759568382,96
277,2.17785833049,2.88502939755,3351737.08757,0.0021082888501,48
278,2.1852848056,2.8752249094,4045243.97053,0.00254451424326,92
279,2.19270701185,2.86549241336,3609057.357,0.00227014684813,88
280,2.20012493866,2.85583113794,3561799.12904,0.00224042077103,96
281,2.20753857545,2.84624032262,3492698.64781,0.00219695561541,48
282,2.21494791171,2.83671921762,3888014.44362,0.00244561470256,84
283,2.22235293696,2.82726708376,3781682.63462,0.00237873052834,100
284,2.22975364078,2.81788319224,3701607.51402,0.00232836217321,104
285,2.23715001276,2.80856682446,4024511.69402,0.00253147335542,64
