model_id,twist_deg,rise_A,source_pdb,output_xyz,source_atom_count,source_heavy_atom_count,removed_atom_count,removed_heavy_atom_count,skipped_retained_hydrogen_count,duplicate_heavy_atom_count,retained_atom_count,stripping_rule,status,notes
angle27_cand13,27,3.4,inputs/asem_sidechains_20260625/raw/27/cand13/initial.pdb,outputs/asem_sidechains_20260625/stage2_top5_no_glu_ablation/xyz/angle27_cand13.xyz,3810,2310,576,384,1308,0,1926,"GLU atoms CG,HG2,HG3,CD,OE1,OE2 removed; all other residues/atoms preserved",complete,"retained_atom_count is the heavy-atom XYZ count after stripping, hydrogen exclusion, and exact-coordinate deduplication"
angle27_cand16,27,3.4,inputs/asem_sidechains_20260625/raw/27/cand16/initial.pdb,outputs/asem_sidechains_20260625/stage2_top5_no_glu_ablation/xyz/angle27_cand16.xyz,3810,2310,576,384,1308,0,1926,"GLU atoms CG,HG2,HG3,CD,OE1,OE2 removed; all other residues/atoms preserved",complete,"retained_atom_count is the heavy-atom XYZ count after stripping, hydrogen exclusion, and exact-coordinate deduplication"
angle27_cand18,27,3.4,inputs/asem_sidechains_20260625/raw/27/cand18/initial.pdb,outputs/asem_sidechains_20260625/stage2_top5_no_glu_ablation/xyz/angle27_cand18.xyz,3810,2310,576,384,1308,0,1926,"GLU atoms CG,HG2,HG3,CD,OE1,OE2 removed; all other residues/atoms preserved",complete,"retained_atom_count is the heavy-atom XYZ count after stripping, hydrogen exclusion, and exact-coordinate deduplication"
angle27_cand19,27,3.4,inputs/asem_sidechains_20260625/raw/27/cand19/initial.pdb,outputs/asem_sidechains_20260625/stage2_top5_no_glu_ablation/xyz/angle27_cand19.xyz,3810,2310,576,384,1308,0,1926,"GLU atoms CG,HG2,HG3,CD,OE1,OE2 removed; all other residues/atoms preserved",complete,"retained_atom_count is the heavy-atom XYZ count after stripping, hydrogen exclusion, and exact-coordinate deduplication"
angle28_cand16,28,3.4,inputs/asem_sidechains_20260625/raw/28/cand16/initial.pdb,outputs/asem_sidechains_20260625/stage2_top5_no_glu_ablation/xyz/angle28_cand16.xyz,3810,2310,576,384,1308,0,1926,"GLU atoms CG,HG2,HG3,CD,OE1,OE2 removed; all other residues/atoms preserved",complete,"retained_atom_count is the heavy-atom XYZ count after stripping, hydrogen exclusion, and exact-coordinate deduplication"
angle28_cand24,28,3.4,inputs/asem_sidechains_20260625/raw/28/cand24/initial.pdb,outputs/asem_sidechains_20260625/stage2_top5_no_glu_ablation/xyz/angle28_cand24.xyz,3810,2310,576,384,1308,0,1926,"GLU atoms CG,HG2,HG3,CD,OE1,OE2 removed; all other residues/atoms preserved",complete,"retained_atom_count is the heavy-atom XYZ count after stripping, hydrogen exclusion, and exact-coordinate deduplication"
angle32_cand2,32,3.4,inputs/asem_sidechains_20260625/raw/32/cand2/initial.pdb,outputs/asem_sidechains_20260625/stage2_top5_no_glu_ablation/xyz/angle32_cand2.xyz,3810,2310,576,384,1308,0,1926,"GLU atoms CG,HG2,HG3,CD,OE1,OE2 removed; all other residues/atoms preserved",complete,"retained_atom_count is the heavy-atom XYZ count after stripping, hydrogen exclusion, and exact-coordinate deduplication"
angle32_cand4,32,3.4,inputs/asem_sidechains_20260625/raw/32/cand4/initial.pdb,outputs/asem_sidechains_20260625/stage2_top5_no_glu_ablation/xyz/angle32_cand4.xyz,3810,2310,576,384,1308,0,1926,"GLU atoms CG,HG2,HG3,CD,OE1,OE2 removed; all other residues/atoms preserved",complete,"retained_atom_count is the heavy-atom XYZ count after stripping, hydrogen exclusion, and exact-coordinate deduplication"
angle30_cand10,30,3.4,inputs/asem_sidechains_20260625/raw/30/cand10/initial.pdb,outputs/asem_sidechains_20260625/stage2_top5_no_glu_ablation/xyz/angle30_cand10.xyz,3810,2310,576,384,1308,0,1926,"GLU atoms CG,HG2,HG3,CD,OE1,OE2 removed; all other residues/atoms preserved",complete,"retained_atom_count is the heavy-atom XYZ count after stripping, hydrogen exclusion, and exact-coordinate deduplication"
angle31_cand10,31,3.4,inputs/asem_sidechains_20260625/raw/31/cand10/initial.pdb,outputs/asem_sidechains_20260625/stage2_top5_no_glu_ablation/xyz/angle31_cand10.xyz,3810,2310,576,384,1308,0,1926,"GLU atoms CG,HG2,HG3,CD,OE1,OE2 removed; all other residues/atoms preserved",complete,"retained_atom_count is the heavy-atom XYZ count after stripping, hydrogen exclusion, and exact-coordinate deduplication"
angle31_cand12,31,3.4,inputs/asem_sidechains_20260625/raw/31/cand12/initial.pdb,outputs/asem_sidechains_20260625/stage2_top5_no_glu_ablation/xyz/angle31_cand12.xyz,3810,2310,576,384,1308,0,1926,"GLU atoms CG,HG2,HG3,CD,OE1,OE2 removed; all other residues/atoms preserved",complete,"retained_atom_count is the heavy-atom XYZ count after stripping, hydrogen exclusion, and exact-coordinate deduplication"
angle31_cand13,31,3.4,inputs/asem_sidechains_20260625/raw/31/cand13/initial.pdb,outputs/asem_sidechains_20260625/stage2_top5_no_glu_ablation/xyz/angle31_cand13.xyz,3810,2310,576,384,1308,0,1926,"GLU atoms CG,HG2,HG3,CD,OE1,OE2 removed; all other residues/atoms preserved",complete,"retained_atom_count is the heavy-atom XYZ count after stripping, hydrogen exclusion, and exact-coordinate deduplication"
