model_id,twist_deg,rise_A,source_pdb,output_xyz,source_atom_count,source_heavy_atom_count,removed_atom_count,removed_heavy_atom_count,skipped_retained_hydrogen_count,duplicate_heavy_atom_count,retained_atom_count,stripping_rule,status,notes
angle32_cand1,32,3.4,inputs/asem_sidechains_20260625/raw/32/cand1/initial.pdb,outputs/asem_sidechains_20260625/stage2_top5_no_glu_ablation/xyz/angle32_cand1.xyz,3810,2310,576,384,1308,0,1926,"GLU atoms CG,HG2,HG3,CD,OE1,OE2 removed; all other residues/atoms preserved",complete,"retained_atom_count is the heavy-atom XYZ count after stripping, hydrogen exclusion, and exact-coordinate deduplication"
angle32_cand3,32,3.4,inputs/asem_sidechains_20260625/raw/32/cand3/initial.pdb,outputs/asem_sidechains_20260625/stage2_top5_no_glu_ablation/xyz/angle32_cand3.xyz,3810,2310,576,384,1308,0,1926,"GLU atoms CG,HG2,HG3,CD,OE1,OE2 removed; all other residues/atoms preserved",complete,"retained_atom_count is the heavy-atom XYZ count after stripping, hydrogen exclusion, and exact-coordinate deduplication"
angle32_cand0,32,3.4,inputs/asem_sidechains_20260625/raw/32/cand0/initial.pdb,outputs/asem_sidechains_20260625/stage2_top5_no_glu_ablation/xyz/angle32_cand0.xyz,3810,2310,576,384,1308,0,1926,"GLU atoms CG,HG2,HG3,CD,OE1,OE2 removed; all other residues/atoms preserved",complete,"retained_atom_count is the heavy-atom XYZ count after stripping, hydrogen exclusion, and exact-coordinate deduplication"
angle28_cand27,28,3.4,inputs/asem_sidechains_20260625/raw/28/cand27/initial.pdb,outputs/asem_sidechains_20260625/stage2_top5_no_glu_ablation/xyz/angle28_cand27.xyz,3810,2310,576,384,1308,0,1926,"GLU atoms CG,HG2,HG3,CD,OE1,OE2 removed; all other residues/atoms preserved",complete,"retained_atom_count is the heavy-atom XYZ count after stripping, hydrogen exclusion, and exact-coordinate deduplication"
angle28_cand28,28,3.4,inputs/asem_sidechains_20260625/raw/28/cand28/initial.pdb,outputs/asem_sidechains_20260625/stage2_top5_no_glu_ablation/xyz/angle28_cand28.xyz,3810,2310,576,384,1308,0,1926,"GLU atoms CG,HG2,HG3,CD,OE1,OE2 removed; all other residues/atoms preserved",complete,"retained_atom_count is the heavy-atom XYZ count after stripping, hydrogen exclusion, and exact-coordinate deduplication"
angle29_cand11,29,3.4,inputs/asem_sidechains_20260625/raw/29/cand11/initial.pdb,outputs/asem_sidechains_20260625/stage2_top5_no_glu_ablation/xyz/angle29_cand11.xyz,3810,2310,576,384,1308,0,1926,"GLU atoms CG,HG2,HG3,CD,OE1,OE2 removed; all other residues/atoms preserved",complete,"retained_atom_count is the heavy-atom XYZ count after stripping, hydrogen exclusion, and exact-coordinate deduplication"
angle29_cand12,29,3.4,inputs/asem_sidechains_20260625/raw/29/cand12/initial.pdb,outputs/asem_sidechains_20260625/stage2_top5_no_glu_ablation/xyz/angle29_cand12.xyz,3810,2310,576,384,1308,0,1926,"GLU atoms CG,HG2,HG3,CD,OE1,OE2 removed; all other residues/atoms preserved",complete,"retained_atom_count is the heavy-atom XYZ count after stripping, hydrogen exclusion, and exact-coordinate deduplication"
angle31_cand0,31,3.4,inputs/asem_sidechains_20260625/raw/31/cand0/initial.pdb,outputs/asem_sidechains_20260625/stage2_top5_no_glu_ablation/xyz/angle31_cand0.xyz,3810,2310,576,384,1308,0,1926,"GLU atoms CG,HG2,HG3,CD,OE1,OE2 removed; all other residues/atoms preserved",complete,"retained_atom_count is the heavy-atom XYZ count after stripping, hydrogen exclusion, and exact-coordinate deduplication"
angle31_cand1,31,3.4,inputs/asem_sidechains_20260625/raw/31/cand1/initial.pdb,outputs/asem_sidechains_20260625/stage2_top5_no_glu_ablation/xyz/angle31_cand1.xyz,3810,2310,576,384,1308,0,1926,"GLU atoms CG,HG2,HG3,CD,OE1,OE2 removed; all other residues/atoms preserved",complete,"retained_atom_count is the heavy-atom XYZ count after stripping, hydrogen exclusion, and exact-coordinate deduplication"
angle27_cand10,27,3.4,inputs/asem_sidechains_20260625/raw/27/cand10/initial.pdb,outputs/asem_sidechains_20260625/stage2_top5_no_glu_ablation/xyz/angle27_cand10.xyz,3810,2310,576,384,1308,0,1926,"GLU atoms CG,HG2,HG3,CD,OE1,OE2 removed; all other residues/atoms preserved",complete,"retained_atom_count is the heavy-atom XYZ count after stripping, hydrogen exclusion, and exact-coordinate deduplication"
angle28_cand25,28,3.4,inputs/asem_sidechains_20260625/raw/28/cand25/initial.pdb,outputs/asem_sidechains_20260625/stage2_top5_no_glu_ablation/xyz/angle28_cand25.xyz,3810,2310,576,384,1308,0,1926,"GLU atoms CG,HG2,HG3,CD,OE1,OE2 removed; all other residues/atoms preserved",complete,"retained_atom_count is the heavy-atom XYZ count after stripping, hydrogen exclusion, and exact-coordinate deduplication"
angle29_cand0,29,3.4,inputs/asem_sidechains_20260625/raw/29/cand0/initial.pdb,outputs/asem_sidechains_20260625/stage2_top5_no_glu_ablation/xyz/angle29_cand0.xyz,3810,2310,576,384,1308,0,1926,"GLU atoms CG,HG2,HG3,CD,OE1,OE2 removed; all other residues/atoms preserved",complete,"retained_atom_count is the heavy-atom XYZ count after stripping, hydrogen exclusion, and exact-coordinate deduplication"
angle29_cand1,29,3.4,inputs/asem_sidechains_20260625/raw/29/cand1/initial.pdb,outputs/asem_sidechains_20260625/stage2_top5_no_glu_ablation/xyz/angle29_cand1.xyz,3810,2310,576,384,1308,0,1926,"GLU atoms CG,HG2,HG3,CD,OE1,OE2 removed; all other residues/atoms preserved",complete,"retained_atom_count is the heavy-atom XYZ count after stripping, hydrogen exclusion, and exact-coordinate deduplication"
angle29_cand2,29,3.4,inputs/asem_sidechains_20260625/raw/29/cand2/initial.pdb,outputs/asem_sidechains_20260625/stage2_top5_no_glu_ablation/xyz/angle29_cand2.xyz,3810,2310,576,384,1308,0,1926,"GLU atoms CG,HG2,HG3,CD,OE1,OE2 removed; all other residues/atoms preserved",complete,"retained_atom_count is the heavy-atom XYZ count after stripping, hydrogen exclusion, and exact-coordinate deduplication"
angle30_cand0,30,3.4,inputs/asem_sidechains_20260625/raw/30/cand0/initial.pdb,outputs/asem_sidechains_20260625/stage2_top5_no_glu_ablation/xyz/angle30_cand0.xyz,3810,2310,576,384,1308,0,1926,"GLU atoms CG,HG2,HG3,CD,OE1,OE2 removed; all other residues/atoms preserved",complete,"retained_atom_count is the heavy-atom XYZ count after stripping, hydrogen exclusion, and exact-coordinate deduplication"
angle30_cand1,30,3.4,inputs/asem_sidechains_20260625/raw/30/cand1/initial.pdb,outputs/asem_sidechains_20260625/stage2_top5_no_glu_ablation/xyz/angle30_cand1.xyz,3810,2310,576,384,1308,0,1926,"GLU atoms CG,HG2,HG3,CD,OE1,OE2 removed; all other residues/atoms preserved",complete,"retained_atom_count is the heavy-atom XYZ count after stripping, hydrogen exclusion, and exact-coordinate deduplication"
angle30_cand2,30,3.4,inputs/asem_sidechains_20260625/raw/30/cand2/initial.pdb,outputs/asem_sidechains_20260625/stage2_top5_no_glu_ablation/xyz/angle30_cand2.xyz,3810,2310,576,384,1308,0,1926,"GLU atoms CG,HG2,HG3,CD,OE1,OE2 removed; all other residues/atoms preserved",complete,"retained_atom_count is the heavy-atom XYZ count after stripping, hydrogen exclusion, and exact-coordinate deduplication"
angle30_cand3,30,3.4,inputs/asem_sidechains_20260625/raw/30/cand3/initial.pdb,outputs/asem_sidechains_20260625/stage2_top5_no_glu_ablation/xyz/angle30_cand3.xyz,3810,2310,576,384,1308,0,1926,"GLU atoms CG,HG2,HG3,CD,OE1,OE2 removed; all other residues/atoms preserved",complete,"retained_atom_count is the heavy-atom XYZ count after stripping, hydrogen exclusion, and exact-coordinate deduplication"
